,NFLX.US
465,-0.0770834939981433
466,-0.2301224606376657
467,-0.0911251273071615
468,0.425859279981837
469,-0.3684999999999913
470,-0.0911544442259899
471,-0.0160886664283217
472,0.2985340640734426
473,0.0739104881654105
474,0.0800797238139384
475,0.1215254237288173
476,0.0320048195492891
477,0.1409986464129944
478,0.1539212373765908
479,-0.110870995020207
480,0.0131524557513904
481,0.0413192096762127
482,-0.214568040655016
483,0.2478314745972832
484,-0.0281706011606244
485,0.4170562932485539
486,0.1083545060528933
487,0.035482846844838
488,-0.2940625585315696
489,-0.0374742364624192
490,0.2112820896359582
491,0.1614724796759367
492,0.0662251655628961
493,0.1992106047065925
494,-0.0605445281718431
495,0.1478822150709784
496,-0.0223268275438637
497,-0.0093037103196881
498,0.3423171496070591
499,0.028549182455229
500,0.0374906273431707
501,0.6826362169542053
502,0.16992654217188
503,0.2383895461769219
504,-0.0742206828302748
505,-0.1291692471025423
506,-0.2287801936650877
507,0.215916292221227
508,-0.0885791207623321
509,-0.1010620379071381
510,0.005318771718313
511,0.1347377217816683
512,-0.0116160594855604
513,-0.0656312847182263
514,-0.0230400453711654
515,-0.0097486617746222
516,0.19635939075519
517,-0.1328515251355085
518,-0.0035428328491429
519,0.1344466459099899
520,-0.0318527694213325
521,0.1660660024026466
522,0.0144315259422256
523,0.0482525446022562
524,-0.0379737892543063
525,-0.3025630014249875
526,-0.1485738861845817
527,-0.1300929755665485
528,0.1513955124696982
529,-0.0156384392837563
530,0.0683713934090021
531,0.0390541094686666
532,-0.0838412995596925
533,0.5933150067510525
534,-0.064151787016075
535,-0.0710061473815285
536,0.001945336056802
537,0.1437479360515956
538,0.111571410553694
539,0.1230620155038742
540,0.0
541,-0.1826197133767518
542,0.2306246973365651
543,0.0619470739686876
544,0.0464387299007169
545,-0.0638940520445955
546,0.1160362032954325
547,0.0405961839586929
548,0.0647958929372572
549,-0.0764456818049987
550,0.1282090301766732
551,-0.1905836433493931
552,0.3388491285651362
553,-0.0646206010476243
554,0.0987339272558941
555,-0.0706826576679331
556,0.1623820074665447
557,0.2518000966994585
558,-0.0368586831425209
559,-0.0742570506311863
560,-0.3772494257594454
561,0.176144560018217
562,0.1803740867614597
563,-0.151804960986125
564,0.1091802383768579
565,0.0924144408926346
566,-0.0348569350145517
567,-0.4062875663831387
568,0.0881793994678891
569,0.0395130773088541
570,-0.2147426134632909
571,0.1216915120170299
572,0.2594407610262378
573,-0.1123988031046386
574,-0.0273477263404108
575,0.4872758248614442
576,0.2674305082248141
577,-0.7507075581125521
578,0.2028078233812257
579,0.4064572002505105
580,0.5350983414061222
581,-0.2188103337317166
582,-0.1141321355595244
583,0.7690340493935475
584,0.109481059776642
585,0.4956696987853402
586,-0.0090790238233502
587,0.2110404582696214
588,-0.5703823584563369
589,-0.2044610004838927
590,-0.1820394010755489
591,-0.2769798029827777
592,-0.0256885447439377
593,0.2534889041409272
594,0.0137249519626764
595,-0.4319058996508036
596,-0.3208201194778393
597,0.0460736071948544
598,-0.201285271088793
599,-0.5440130711672979
600,-0.0315476073111517
601,-0.2847369149546196
602,-0.1505039903360577
603,-0.4215968976832066
604,-0.2611955178051605
605,0.0697363964215198
606,0.2206759443339987
607,0.2558051914573004
608,-0.4561752988047849
609,-0.1515040880567192
610,0.2069363701521065
611,-0.0009954706087293
612,0.1540602325812611
613,0.1518414497384926
614,0.363293332173113
615,-0.3437053500555586
616,0.2612619745071635
617,0.0138528823890271
618,-0.3714444621007478
619,0.082364966111286
620,-0.0963505969763819
621,0.1249999999999991
622,-0.1749284812626229
623,0.3584853346008425
624,0.8794487740719691
625,-0.2232711177265601
626,-0.5940008865684848
627,0.0492295574262787
628,0.0403519477196197
629,-0.1932748249679442
630,0.3674447850349769
631,0.0785360873321246
632,0.3014524527267784
633,0.7508863956481634
634,-0.4096561814191705
635,-0.3393481157342078
636,-0.1629808257852015
637,-0.0117647058823533
638,0.0979431929480901
639,0.1564639155094878
640,0.2876505289844407
641,-0.2012721179493639
642,-0.0694186433055042
643,-0.072404211185473
644,-0.3495404917131358
645,-0.2440944881889781
646,-0.2605194600142088
647,0.269658498179314
648,-0.0965403105051637
649,0.2319455910681304
650,-0.0290348805698535
651,0.1217979700338318
652,-0.1045073638985046
653,0.2201409674616175
654,-0.0705334454138784
655,-0.2062274892529442
656,0.0580585229911883
657,-0.0145167377986906
658,0.1343410523060366
659,0.1813691440919852
660,0.1069704241232884
661,0.0260130643389773
662,0.2575387749610652
663,-0.1077441077440972
664,-0.2120890774125176
665,-0.0655978082614713
666,-0.0154371611060585
667,-0.0811108321585278
668,0.0424685829006094
669,-0.1189762016673622
670,0.0821875482774662
671,-0.0444349993238187
672,-0.0889490476650945
673,-0.17045344490286
674,-0.069779612723152
675,-0.6041087395731195
676,0.1458133589005995
677,-0.2924796666533073
678,-0.0460968032869061
679,-0.3156540271020132
680,-0.3045152963478312
681,0.4237117956544466
682,-0.2677942212826016
683,0.5506607929515419
684,0.3133920194822145
685,0.1474955651671189
686,0.1717759379577144
687,0.1671980374045276
688,-0.4820359281437166
689,-0.1119015266565427
690,-0.0779922007799192
691,0.2891326021934174
692,-0.2122541502660307
693,-0.0705480068388378
694,0.1268173829685348
695,-0.5098558753864106
696,0.3301122381609702
697,-0.1984604281934105
698,-0.1282011909643695
699,-0.0404216867469886
700,-0.1489188086495345
701,-0.194174757281551
702,0.254841997961264
703,-0.5535055350553482
704,0.3961285580103724
705,0.3783563873067562
706,-0.6366558169051595
707,-0.1127187768988013
708,-0.3578774167009479
709,-0.1420979707734125
710,-0.0494776104024647
711,0.1337668752058022
712,0.1561601052025953
713,-0.0657948844477327
714,-0.1926147190606174
715,-0.0896925709808454
716,-0.0557022610991875
717,0.1575743843785052
718,-0.0702884092145854
719,0.229506848188209
720,-0.1627289018888836
721,-0.4012160569147839
722,0.3102868865133552
723,0.0875458328183484
724,-0.0989731535320964
725,-0.0276394490317963
726,-0.6754898905651494
727,-0.3052199974258496
728,-0.306154442005859
729,-0.0036887437982961
730,-0.1718213058419361
731,-0.2147750416589461
732,0.5340699815837896
733,0.136094456909554
734,-0.4136657433056341
735,0.1760514697071722
736,0.2473335785214994
737,0.2293367580955876
738,0.0605082694635008
739,0.0357421069513907
740,-0.113770861814279
741,-0.4497571495719113
742,-0.1689438700147643
743,0.0249199331776589
744,0.381567091447368
745,-0.4228837346727662
746,-0.0932875650651575
747,0.1669434602893295
748,-0.3462642347930756
749,0.0462705904127336
750,-0.9674307940019522
751,-0.4496566575921228
752,-0.4305155985391062
753,-0.3377963395160369
754,0.3020778054455685
755,0.0459029102445141
756,-0.2423412000490822
757,0.0347541653889316
758,-0.1156400626298387
759,-0.3677112542240499
760,0.1548559122141309
761,0.2924454987934081
762,0.2203811778149582
763,-0.0255135885372549
764,0.0316268440490466
765,-0.0040810496459652
766,-0.0204094128211861
767,-0.0367504440678672
768,0.0326563935095352
769,-0.1942740286298545
770,0.2142638506274893
771,-0.0551267916207355
772,0.057135860914996
773,0.686999696017831
774,0.1618614061709684
775,-0.0381792324065194
776,-0.3342271595479801
777,0.23693965681966
778,0.3161904761904701
779,-0.4060228313733531
780,0.0846518382634138
781,0.1697792869269923
782,-0.2524431524794985
783,0.0821676985401023
784,-0.1377726750861131
785,0.0019134727617134
786,-0.0992162300897215
787,0.0666105198683236
788,0.2186846452820424
789,-0.2134093823568834
790,-0.0123084415043715
791,-0.2159492019644052
792,-0.0451016706810378
793,-0.1791918294678084
794,0.1127328596120585
795,-0.1163249021813357
796,0.0057678442681995
797,0.0037489582221851
798,-0.0746888493703652
799,0.1505551926845109
800,-0.1117400573402912
801,-0.1917364760674117
802,-0.0262867078256016
803,-0.1283564473295964
804,-0.0501874649425675
805,-0.1692998085211745
806,-0.4477944452695827
807,-0.2680565897244906
808,-0.3361972357116174
809,-0.371189681676731
810,-0.1593627054016051
811,0.3512853394054219
812,-0.1327837523888024
813,-0.132825046151074
814,0.059997900073511
815,0.0014999250037484
816,0.0674510979539731
817,0.076386184584967
818,0.1346176857724029
819,0.2149253731343365
820,0.0179072404942405
821,-0.1561857788738122
822,0.1238981646651282
823,-0.1652212918660314
824,-0.0598444045481713
825,0.2117550623880478
826,-0.1543104300167972
827,0.4623044096728402
828,-0.1265180269248598
829,-0.471159554872205
830,-0.1746105574575455
831,-0.118326030199853
832,0.0160286990039336
833,0.36059251737443
834,0.2192019912276705
835,0.2090054068790033
836,0.2537956038975849
837,-0.2498105029452482
838,0.146611822704784
839,0.0883879399566425
840,-0.2271505478114044
841,-0.1114277917588935
842,0.1679960044193564
843,-0.0287643443243489
844,-0.0378621514788956
845,-0.1243422748570725
846,0.0908994500583305
847,0.1678816661120875
848,0.2368917389664353
849,0.3083634175691869
850,0.4986633398681232
851,-0.1183600882645153
852,0.0038658835774222
853,0.1837521321614364
854,-0.1019756747011536
855,0.1125307927462622
856,-0.074997586711318
857,0.1697553743513687
858,-0.0749263718573573
859,0.0293387885483246
860,0.0129323129856942
861,0.0281702670244865
862,-0.1648449566353828
863,-0.2590750722134554
864,0.225807410048427
865,0.2252986689591767
866,-0.0133418325748133
867,0.1834835234755176
868,-0.0444108895501109
869,-0.1111506313355859
870,0.0747854545993047
871,-0.1527657270832829
872,0.0185360934812266
873,-0.3034269395525885
874,0.2566575179882657
875,0.4138715805122455
876,0.3210698669984075
877,0.6723483127691541
878,0.1252268602540934
879,0.2299599833414782
880,0.5366951823502959
881,-0.3996094315058651
882,-0.0868683943825137
883,0.0994377248648674
884,-0.0506484814499887
885,0.0198936593482138
886,0.0758999566285888
887,-0.4465420221455866
888,0.05895959000409
889,0.1023940267130504
890,0.0760580214049134
891,-0.1414504107502469
892,-0.1844609164689662
893,0.1370357602917285
894,0.2635234696575345
895,-0.3953674266509163
896,0.5525301065945927
897,-0.1770582592800373
898,-0.2058415473480882
899,0.364106178059664
900,-0.5436037732497307
901,0.2692982300728136
902,0.0495829717908459
903,0.1767513702694458
904,0.0724404719847482
905,-0.1291144165973961
906,-0.031846570301295
907,-0.1577119364899323
908,0.0602132256579035
909,0.0864551376399091
910,0.05153508771931
911,0.0371254309201666
912,0.0984444922478988
913,0.0727472187689914
914,-0.2635853697379356
915,0.024766925540005
916,0.1534606001213774
917,-0.0439661418296771
918,0.0512204599243992
919,0.171910676975434
920,0.1522833703038641
921,-0.0299374834903511
922,0.052802956965582
923,-0.2010546551207185
924,0.3987492973580631
925,-0.1182957393483659
926,0.1461519980780047
927,0.3789540867206464
928,0.2625820568927776
929,0.1122668971615347
930,-0.2711873727221416
931,-0.3807800000000043
932,0.1228488958580963
933,0.0868176828659818
934,0.1892430278884439
935,0.0859420124283554
936,-0.0840222306328596
937,0.305828616820578
938,-0.0671685094950085
939,-0.1695994904052821
940,0.0162406934457617
941,-0.0003184459835992
942,0.1292015345166823
943,-0.0546920835694991
944,-0.1903120771354746
945,-0.2076394712671196
946,0.2827333545715227
947,-0.3175871367222674
948,-0.1299999999999954
949,0.1537632046648125
950,-0.1638659958155095
951,0.8791494803890478
952,0.290574073739869
953,-0.4605036532081084
954,0.1249411509071707
955,0.0072424407025101
956,-0.5278485620677061
957,-0.2134140780329348
958,0.138436037086284
959,-0.2465306125430228
960,0.1549891520355881
961,-0.3054021433012616
962,0.0109713282621316
963,0.0274207995905119
964,0.0365477038905113
965,-0.0210193469380311
966,-0.0685883600980356
967,-0.0322743775838818
968,0.1299894933991185
969,0.1568956552674092
970,-0.0757686409114079
971,-0.0109557024431324
972,-0.1417116944147265
973,0.3870603449846087
974,-0.1824784219266071
975,-0.0643120093437305
976,-0.5530200544100418
977,0.1054382369538798
978,0.1712290689141368
979,0.3258267576912907
980,0.589056188027909
981,-0.0426182288451876
982,0.0426000734483971
983,0.1085855992017504
984,-0.0014673944943345
985,-0.4170043468651059
986,0.3018928904591657
987,0.1225166534612675
988,-0.199239971254866
989,0.0859614847892806
990,-0.1290645212294503
991,-0.3272217508392794
992,0.006639910287445
993,0.1929222567485892
994,0.1110645277550983
995,-0.1635539838656225
996,0.1074469572640793
997,0.1220166560085912
998,0.0639076204328008
999,-0.1707112478109179
1000,0.3305434255215896
1001,0.1977321334893705
1002,-0.1454839361487224
1003,0.3001672072362475
1004,0.0583876942900902
1005,0.295091839807281
1006,0.4028670538722307
1007,0.1028601102500571
1008,-0.4776239213325296
1009,0.2318313515513487
1010,-0.5147715838196856
1011,0.294061286345066
1012,0.2223330049892291
1013,0.3141403053587491
1014,0.0079825979364911
1015,0.1032678904642727
1016,-0.1353482522508129
1017,-0.099914073896449
1018,0.1376915708812255
1019,-0.0569049687022722
1020,-0.3194856181395662
1021,0.189927827425576
1022,-0.2053429226808724
1023,0.0190281616792794
1024,-0.21678911236902
1025,-0.2604356377941192
1026,-0.0455514458028897
1027,-0.0437485189303503
1028,0.2690566655153013
1029,-0.3026932404587957
1030,0.5837245980095402
1031,-0.2507950931394812
1032,0.15423698058429
1033,0.1883580251385452
1034,-0.1360198770380311
1035,0.0761131548902628
1036,0.2043621369407366
1037,0.0768028335727692
1038,0.1398563539899623
1039,0.1495576337459756
1040,0.0666258508301229
1041,-0.0648672024217113
1042,0.0959473495669796
1043,-0.1555936175966927
1044,-0.135403502437263
1045,0.0541320822807773
1046,-0.0848789121051825
1047,0.1730696425030262
1048,0.0450499153061592
1049,0.0504304599978337
1050,-0.6423311922293619
1051,0.3041105455614719
1052,0.485494591901104
1053,-0.2088964221906613
1054,-0.0540857671928703
1055,-0.3089655172413701
1056,0.2458309636940746
1057,-0.4144867732665241
1058,-0.2317272450307884
1059,0.0968438139860871
1060,-0.1450145476377348
1061,0.0880211014394745
1062,-0.4900029675792118
1063,-0.0120572440849833
1064,-0.0120586980316595
1065,-0.2156654953799185
1066,-0.0539454592804724
1067,-0.2854211360880676
1068,-0.6297218579845176
1069,0.4326087362852942
1070,-0.3728923962670318
1071,-0.1291292137469659
1072,-0.3269883151149667
1073,0.2500328990656528
1074,-1.7463657230298386
1075,1.0721657365644854
1076,0.1831362075543754
1077,0.4916570170276426
1078,-0.0569811392429019
1079,0.3803216650898752
1080,-0.1478056545137521
1081,-0.1955609561601649
1082,-0.1664083375331627
1083,0.0009508957437897
1084,0.3184834123222654
1085,0.1272312807191644
1086,-0.1482773658962132
1087,0.1344442340465889
1088,-0.258191897330754
1089,-0.1026225769669258
1090,0.0579291744617714
1091,-0.0322988210930223
1092,0.0711966736914051
1093,-0.0474869885651331
1094,-0.3335175620819119
1095,-0.0247817301460207
1096,0.0250423375592726
1097,-0.2065198709012147
1098,0.0715642026316542
1099,-0.2151545287637698
1100,-0.5508905171952776
1101,-0.1374656335915988
1102,-0.2936436884512061
1103,0.3559353785493188
1104,-0.4705397314786598
1105,0.0358377981256913
1106,-0.2118910377273902
1107,0.270415472779368
1108,-0.2441476375125689
1109,-0.0341204992367676
1110,-0.3415052901605762
1111,0.1915758425955908
1112,0.0970245795601487
1113,0.2205309846840427
1114,0.0286584819428252
1115,-0.0044808890083955
1116,-0.1130460528086552
1117,-0.265373682127291
1118,0.0161896709898937
1119,0.1096276666377348
1120,0.3776918532839337
1121,0.1554959785522796
1122,-0.1252684323550547
1123,-0.1900527127335219
1124,-0.005379139696253
1125,-0.0176622171181641
1126,0.059749774738177
1127,-0.2729330325397193
1128,0.2346117756581291
1129,0.1895224329665744
1130,0.1840210814550915
1131,0.1396606980094742
1132,-0.1324854266030703
1133,0.173401910360022
1134,0.0044083288025469
1135,0.1804153954470808
1136,0.1069612741578657
1137,-0.1496764347660178
1138,0.4252023729506953
1139,-0.0382389948874411
1140,0.1738775152850526
1141,-0.0233525505363742
1142,0.1544716631934916
1143,-0.0787550862659993
1144,0.0939801694557303
1145,0.2340371406766581
1146,0.0043607503397876
1147,0.2486696536024357
1148,0.0072493185640648
1149,0.1115150110790861
1150,0.169267000294374
1151,0.3695448146410109
1152,-0.0264030275471514
1153,0.0791463915108113
1154,-0.1372285699608781
1155,-0.0653546776325525
1156,0.2344322344322377
1157,-0.0777160285643023
1158,0.1734599029502741
1159,-0.0197651606102297
1160,-0.2230374174614793
1161,0.1040735257472092
1162,0.1375978921173887
1163,0.0095138426410507
1164,-0.0197634244890775
1165,0.3929860376945699
1166,-0.0831867835173322
1167,-0.003648676260266
1168,0.1380502041021061
1169,-0.0812754350394512
1170,0.3749182591004762
1171,0.0834876039057745
1172,-0.0788308333908546
1173,0.1128512540641012
1174,-0.0973426898545777
1175,0.5315640398867049
1176,-0.050465838509315
1177,-0.2822384428223933
1178,0.0486381322957198
1179,-0.1949317738791423
1180,-0.0663207583973845
1181,-0.0390274362876969
1182,0.0273117440499388
1183,0.0721289744039621
1184,0.1284971672215346
1185,-0.3869832893579631
1186,0.2242589703588099
1187,0.0876765708719036
1188,0.2361676693263937
1189,0.2104548540393604
1190,0.0949538795442231
1191,0.1818252156756653
1192,0.063791536989412
1193,0.4617960016163034
1194,-0.1908544108574971
1195,-0.2551217626594608
1196,1.2934488152924517
1197,0.3592677780523694
1198,-0.1783737576725923
1199,-0.3944596325539435
1200,0.1735479716591323
1201,-0.382345536029012
1202,-0.0584627471713639
1203,-0.2376896011851753
1204,0.3806936338632826
1205,-0.0453012533346725
1206,0.5589295248264853
1207,0.2421710509890799
1208,0.4572754007372722
