,MELI.US
0,0.1253319171534732
1,-1.3736315501874905
2,-0.4045945945945891
3,0.8651524935093459
4,0.221623384608803
5,0.2799193832176333
6,0.287620617241292
7,0.0664116459462331
8,-0.6394901189152213
9,0.1078909980451423
10,0.1663662830999647
11,0.0764593207108822
12,0.1040574418369426
13,0.0452219065555755
14,0.1041677738921564
15,-0.0696708451445774
16,0.1094388337857838
17,0.00212498074236
18,-0.2374980696625402
19,0.1674587732448653
20,0.2254271180866807
21,0.2283521862803495
22,-0.218774860779634
23,0.1694287075766424
24,0.0798853037493183
25,1.0266757865937066
26,-0.9201543484713514
27,0.0600190405231929
28,0.9877049180327894
29,-0.0190405099659389
30,0.8768851537581277
31,0.0832261993368981
32,-0.283635968840761
33,-0.1590343758920141
34,-0.0938775510204155
35,0.3423612758889498
36,-0.0093090255443504
37,0.0784041407250232
38,-0.6532605063791724
39,0.1083047245381667
40,-0.0538407540431655
41,0.3314834563943096
42,0.2757004281146654
43,0.301882205158338
44,-0.0827990821130418
45,0.1016212128373661
46,0.2156058186620341
47,-0.5807728276927776
48,0.0596004063664144
49,-0.0108376119322162
50,0.3475793780872447
51,0.3912561292102153
52,-0.2061855670103077
53,0.690476190476193
54,0.4420151428531564
55,-0.5335284651313984
56,0.1718463123012816
57,-0.7452354836981453
58,-0.2376968559574098
59,0.3874004752412868
60,0.2639500404349023
61,-0.0213451967690174
62,0.4011345898860415
63,-0.2535181248632843
64,-0.0808321217870665
65,0.4250799994410529
66,0.3050904126382608
67,-0.1045922992176496
68,-0.0159005573563707
69,-0.2242252765072294
70,0.2331860579283168
71,-0.0474407130618185
72,-0.0432734856373956
73,-0.3741046708439328
74,0.1142025415663642
75,1.892523529786316
76,0.9250086449406104
77,0.2637907570701448
78,-1.091652649978566
79,0.7644402053468904
80,0.0598102892388087
81,0.9469767097419204
82,0.8917431192660575
83,-0.3295226523812086
84,0.3398692810457449
85,0.2249349385575018
86,-0.5718677798540154
87,0.8483432436009248
88,0.2235639092266717
89,0.6226244343891502
90,0.3722022395607745
91,-0.2964416512185375
92,0.9840263600873904
93,-0.300855867587487
94,-0.6772151898734186
95,-0.5253494755594311
96,0.3279460791418947
97,-0.1124614547433347
98,0.7024495677233592
99,0.0962689051436328
100,2.08131524403772
101,-1.156710925293735
102,-0.9109183814390296
103,-0.0165695175795166
104,1.0853531240948473
105,-0.5390109890109861
106,0.5567727940814918
107,0.1768921823822045
108,0.5978335122474921
109,0.1915584415584395
110,-0.3494310545650002
111,0.1861788617886149
112,0.4698685339130736
113,0.1825426740617022
114,-0.0395935066649015
115,-0.1967377693337353
116,-0.0159250711904704
117,0.1662615669007462
118,0.0737796734307073
119,-0.2775767656366498
120,0.1267468138008354
121,0.2603648335332769
122,0.1082783209605804
123,0.0923408127602133
124,0.8661798673720337
125,-0.2591092070999793
126,0.862864170958569
127,-0.1996187346354486
128,-0.4558643368366713
129,0.3162319548533793
130,-0.3754838709677378
131,-0.0045163329956795
132,0.2304458934927955
133,0.0308882296539886
134,-0.0727689553469153
135,0.7744507917034159
136,-0.9664516129032268
137,0.2069900174798671
138,0.0427960975107595
139,0.0482429902935103
140,-0.0238055409005004
141,0.2285244765120454
142,-0.1169665809768596
143,0.2838961055606508
144,-0.1325106762536411
145,-0.2873415277688343
146,-0.1808399872348285
147,0.0404711407899431
148,-0.1945490117581677
149,0.4800215913326239
150,0.4054538205707297
151,-0.1053473154254653
152,-0.1221605704255747
153,0.0969913414352143
154,0.8697866921362676
155,0.705901692204099
156,-0.4895295941447004
157,0.174097247107093
158,0.3529694303825491
159,-0.2826667004683671
160,0.0759960228748057
161,-0.2743362269878223
162,0.4274504100615244
163,-0.0341634376071917
164,-0.0588544303797524
165,0.1182145182600271
166,-0.1050493288866577
167,-0.0291185314132005
168,-0.0455976137248834
169,0.0601273433840963
170,0.0145550274963465
171,-0.0975504696991748
172,0.1808375433915195
173,0.1767308578389574
174,0.0277642812521725
175,0.1877090818981522
176,-0.4474147640649438
177,-0.2354614264284457
178,-0.0146600124766001
179,-0.1806125828849329
180,-0.347429087465584
181,-0.6838879386060395
182,0.4738952289980355
183,-0.1170238200098086
184,-0.0955663209800447
185,-0.0986549205323474
186,-0.0162349944517403
187,-0.0063052497509369
188,0.2540848542785602
189,0.3247241725175566
190,0.1883357005650065
191,0.1118749999999977
192,-0.3638188433069849
193,0.0219497663917662
194,0.0991584221036358
195,0.3015253347991157
196,0.202591929984229
197,-0.2205312742084597
198,0.1148191598232732
199,-0.3111013739789069
200,0.5045427581254585
201,-1.41279430576136
202,0.3697160883280694
203,0.3107035485615844
204,0.3653408699248593
205,-0.0097141227677085
206,0.7967396778224762
207,-1.111743239802745
208,-0.5330813810188867
209,0.4642414558813422
210,-0.8872190948842121
211,-0.1029038869564108
212,-0.4130606048041187
213,-0.1060056004163645
214,0.1272362001339403
215,-1.1228346253563328
216,-0.7095929826612468
217,-0.3189506880733933
218,-0.7324949460474206
219,0.5544840100388118
220,0.4247395342488807
221,0.2586575736752719
222,-0.855181431840466
223,0.0137280922527823
224,-0.1112558163886391
225,-1.1873287671232902
226,-1.511548676873445
227,1.090353926615159
228,-0.5632896948069449
229,-0.3790324260157885
230,-0.4021634581875449
231,0.1774172226899202
232,0.7766440692007125
233,-0.0753048464541032
234,-0.3716827659854883
235,-0.3660836703019836
236,0.2177136249839399
237,-0.4453884680310824
238,0.4230136072850129
239,-0.091771821879248
240,0.4624463463624602
241,0.2049378453038655
242,0.144128985097471
243,-0.0752242926155913
244,-0.0448786550212373
245,0.1475363497852519
246,-0.2044862628063001
247,0.0938649586925251
248,0.0848205665737863
249,-0.3564087835733519
250,1.5322689757813466
251,0.1486084841934668
252,0.8112740855718268
253,0.0982445446332234
254,1.791786269912566
255,-1.0165402216799264
256,-0.8583882616242335
257,-0.3180202122001099
258,-0.4798820829020192
259,0.7055274697651095
260,0.5146131231903786
261,-0.4067807959288547
262,-0.6678912275380076
263,-0.9778841627008668
264,-0.2644539736342283
265,0.377337110481591
266,0.1069676097549989
267,-0.1570187969072517
268,-0.3073266561097149
269,0.0713080336596708
270,-1.428670224414756
271,0.3726308657782478
272,-0.4591309965334477
273,0.3557675728490174
274,-1.307170514425459
275,1.9519248147478816
276,0.1811580585268207
277,-0.2222423119227213
278,-0.1467442764073805
279,-0.0301878818295262
280,-0.1557096694949014
281,0.0392899104265586
282,-0.3856918560993779
283,-0.0455300840030153
284,0.0144157814871058
285,-0.6298912006108036
286,-0.2234414575729109
287,0.1512824626951213
288,0.590920483977546
289,0.3515650130370435
290,-0.6639898820589338
291,-0.1659868202648886
292,0.3020584867402431
293,0.0262425265848224
294,0.4825761618730768
295,-0.0102203043379507
296,-0.3715777235735367
297,0.1176417013266913
298,0.1863608127149616
299,0.3066279983082552
300,0.5466704835878108
301,-0.8487045082209586
302,-0.507963809763524
303,0.2281146014272846
304,0.2505062313424983
305,0.2609570739494042
306,-0.7580366570863083
307,-0.883963089426304
308,-0.2613551565478439
309,0.2724232478183816
310,-0.1516778523489886
311,-0.1414927484966395
312,-0.0339697951904444
313,-0.018403692063761
314,-0.1538363379862379
315,-0.1128459900638692
316,-0.0514814223074263
317,-0.0287668605766299
318,0.1510638297872417
319,-0.1512923778473942
320,0.0355020342665634
321,-0.0262784090909013
322,-0.1287166030195027
323,-0.442142857142861
324,0.2273391344009047
325,0.0411135578997177
326,0.1366704161979788
327,-0.5752815598784993
328,0.4905589219524496
329,0.7594378093333497
330,-0.0911373154189861
331,0.4103837672895805
332,-0.6145968144052095
333,0.1141610005875913
334,-0.3881935237410441
335,-0.0578973698854965
336,0.3210551676994979
337,-0.1605046355534547
338,-0.1157420413300318
339,0.294664664888968
340,0.1074426412982693
341,0.2745658288316483
342,-0.6018414551987439
343,0.6401048712120105
344,0.1338437959450956
345,-0.0059945291564788
346,0.0868340634445261
347,-0.1762045757428797
348,0.2530702144700644
349,-0.573934640815367
350,-0.7316513761467841
351,0.8907556988951978
352,0.4476310449652744
353,0.0563162818889885
354,0.56694152923539
355,-0.5165223091674247
356,-0.0327878737629131
357,-0.5117598706016576
358,-0.4776657938006108
359,0.4961256750717643
360,-0.3282899286425315
361,0.0827638572513225
362,-0.1558994638579379
363,0.4376367614879629
364,0.0204693352098819
365,0.0048899940578362
366,-0.0336962941648743
367,-0.7003778303918948
368,0.7819060804829916
369,-0.3926781102840705
370,-0.0026584331195083
371,-0.4244851258581277
372,0.3504077956233154
373,0.276670254536641
374,0.0310683731539007
375,0.7892494352842412
376,-0.5238236063946542
377,0.4349032720971445
378,0.2535286392837805
379,0.1903741441587178
380,-0.4246622158908324
381,-0.0240304882589077
382,-0.3287038609120797
383,0.1078668150117987
384,0.0271289438702212
385,0.1188732002036541
386,-0.3381411345685866
387,-0.8347954819607458
388,-0.031880431242817
389,0.9254856677081916
390,-0.5729763104255139
391,0.3049329492130311
392,-0.805322128851542
393,-0.5515784532331892
394,-0.8350913942226211
395,0.5019115956282583
396,-0.1644177737694606
397,0.0492317079935677
398,-0.3353416728122896
399,-0.0814666787357934
400,-0.1774901873282148
401,-0.0679995940322664
