,ANSS.US
379,-0.193284193284185
380,-0.2476771712804032
381,-0.1631030701754305
382,0.0849059187642086
383,-0.1234026216201361
384,-0.2584405586715049
385,0.115340253748547
386,-0.089331116089218
387,-0.1941560408691537
388,0.203380513948058
389,0.0274763016897831
390,0.0137362637362668
391,0.0247191628443448
392,0.0823293723757543
393,0.3500423879454233
394,-0.0560929227149086
395,0.006840132424973
396,-0.1342465753424682
397,0.0328659070990371
398,-0.01369600350618
399,0.1968342491593611
400,1.236305156297105
401,-0.3100345323015555
402,0.135927706597519
403,0.7519736184670709
404,0.4798488351856013
405,0.1588680650366248
406,0.0818492980802579
407,-1.2836938226945045
408,-0.1837217496350778
409,0.2335099304491945
410,0.1429144519105388
411,-0.1406045997790505
412,-0.0062773850924601
413,-0.0690989496959589
414,0.4390408645727783
415,-0.3678409119441665
416,0.464848924099671
417,-0.2329659318637292
418,-0.3519356460532874
419,0.3706672009617214
420,0.0125209726291566
421,-0.1793710723379639
422,-0.0866246516182557
423,-0.276959488380282
424,-0.1841388356371754
425,0.57228996024652
426,0.2338904523878361
427,-0.1729682167235395
428,-0.124140692785165
429,0.2144493579839114
430,-0.0746467608637623
431,-0.029334115576419
432,-0.0080008534243731
433,0.1433295818728338
434,-0.0075105867312887
435,-0.0053269410041386
436,-0.1921383396045073
437,-0.168404170008018
438,-0.0641951532659308
439,-0.2628191375241413
440,-0.2985716975549435
441,0.0080688542227083
442,0.1664787068363687
443,0.211677071889811
444,-0.4116444253120891
445,0.2817052558152044
446,-0.0375748141388773
447,0.0643725022128072
448,0.058973327972129
449,-0.2391444539982766
450,0.0891253376479106
451,-0.6861418670789841
452,-0.2158333102742272
453,0.5339498527509421
454,-0.0605877006967504
455,-0.4009290493833956
456,0.0414582239296805
457,0.1435155797201396
458,-0.1824867973566975
459,0.1518414223400175
460,0.0496688741721716
461,-0.00413924417401
462,-0.031744279128829
463,0.2148464398843216
464,0.1347857182153295
465,-0.2205436400727825
466,0.2474975250247435
467,0.0522221916829282
468,-0.0701368355910047
469,0.0604736183839874
470,-0.4348186185191288
471,0.168122812336344
472,0.0413245908865596
473,-0.0454777228063945
474,0.1170025327607122
475,0.3072877213543495
476,0.2452273342933357
477,0.1267300791706992
478,0.2627355743967765
479,0.2196462986055938
480,0.1174788750336217
481,0.3258937388899944
482,-0.0282238717507331
483,0.053596614950634
484,-0.1780314804871832
485,-0.0763574660633432
486,0.2003894894301542
487,-0.076262569201215
488,-0.2094537220492525
489,-0.369318181818185
490,-0.0682283375028454
491,0.0653427654194773
492,0.0113626679544253
493,0.0823115349682165
494,-0.1705902422381342
495,0.1235251522766808
496,-0.0866846667613897
497,-0.0113697734572696
498,0.053977272727272
499,-0.1365498406918577
500,0.0873038969284859
501,0.3690134162734856
502,-0.1531110583141902
503,0.2330818156678362
504,-0.0777543489720653
505,-0.5779120937383887
506,-0.1061514781593424
507,-0.5765227139272856
508,0.0240160106737758
509,-0.4314734416036913
510,-0.1610565308423164
511,0.147417513200556
512,-0.0912139503688732
513,-0.224513665756955
514,0.0550897559926862
515,0.0349227669576885
516,0.0026862945253293
517,0.0992942060488969
518,0.0
519,0.0348749865865424
520,-0.1639124009136137
521,0.1556086174979317
522,0.0563093258969216
523,-0.1033404463770425
524,-0.1411176518022832
525,0.0967486587117722
526,-0.8724197078133284
527,0.0266091121426342
528,-0.1272942569567811
529,0.1950008863676559
530,-0.2398933807196808
531,-0.0770621535907972
532,0.0429585080065885
533,-0.0667042186712587
534,0.1066129653211756
535,0.035525030344298
536,-0.2032007831387853
537,0.1140774541467868
538,-0.1127228501082719
539,0.0118641554204252
540,-0.0445103857566698
541,0.1185536455245931
542,0.0858775800290267
543,0.2157082914721405
544,-0.0118210296116852
545,-0.0680171521514174
546,0.0856872710081611
547,-0.1716687385307476
548,-0.1868161195623151
549,0.2366653847291526
550,0.2516104385398648
551,-0.2178332849259336
552,0.5240002626567745
553,0.3155028408347037
554,0.1490196078431354
555,-0.2043382584092981
556,-0.0445551041803213
557,0.2483660130718924
558,0.0966385457204807
559,0.0626451932865258
560,0.1329440592252726
561,-0.2954325603283734
562,0.101859590472207
563,0.190297437501634
564,-0.2482621648460744
565,0.0391839293644307
566,0.0939530756583275
567,-0.3588266107909912
568,0.0026191037426968
569,-0.0602756957911887
570,0.2235674036110759
571,0.2412875626043435
572,-0.1305960403280572
573,0.3409948720618482
574,-0.0052062996225533
575,-0.2667268801422524
576,0.4089950808151747
577,-0.5852748247002921
578,-0.157877223909551
579,0.2985769947484343
580,0.3320576316974354
581,-0.0760370610267928
582,-0.2512704686617691
583,-0.0169424521375733
584,-0.522282145898375
585,0.2067812933744898
586,-0.227124322175838
587,0.260512530086354
588,-0.1588246972404215
589,-0.043979740945131
590,-0.0085129325633942
591,-0.0383228773384026
592,0.1190847486461243
593,0.0651705769012859
594,0.0509770603228566
595,0.2175940317065537
596,0.0056514736217417
597,0.1185402613530569
598,0.2814443725197714
599,0.0927904622652075
600,0.5773997645163251
601,0.5791386852319621
602,0.3162904959312062
603,-0.0138204265904881
604,0.344717509464186
605,0.3138577007566557
606,-0.0671673688709685
607,-0.1896488437538249
608,-0.1577794457805619
609,0.1422583901857104
610,0.0428121464175365
611,-0.0504826446786591
612,0.0076483005476113
613,0.0397553516819557
614,-0.0091751536838158
615,-0.0765181194906954
616,-0.0857738022301279
617,-0.1196135562030321
618,0.0475161324933623
619,0.200391604968497
620,0.0030593202190445
621,-0.1041251952347508
622,0.0076556782165436
623,-0.0076562643555061
624,-0.0153148738054259
625,-1.025251566356563
626,-0.8739729700397724
627,-0.0453471290796435
628,1.1209700337869877
629,-0.38672456968966
630,-0.5004154199819623
631,-0.3161292384391622
632,1.1092851273623634
633,-0.1693654336230036
634,-0.5138893308301808
635,-0.8212761861987111
636,-0.8150328277111103
637,-0.5970294935823329
638,-0.5249386753883952
639,0.2577151432113331
640,-0.5477744612457821
641,-1.0540621167423536
642,0.4684767906040764
643,1.2123977446794547
644,-0.3433841323827626
645,0.2947334372622826
646,-0.8563207050776145
647,0.4843565911768616
648,0.5694575510071264
649,-0.3756205905408862
650,0.6775976814083237
651,-0.3284691185181116
652,-0.0673545814586308
653,0.2338458230297829
654,0.0214984413629969
655,-0.1979078314956214
656,0.3982621288921107
657,-0.0939546869966774
658,-0.0725319006044276
659,-0.1883999461714408
660,0.2148516181012519
661,0.0778231000429271
662,-0.1061129095085177
663,0.0805271846354162
664,-0.2057668513637213
665,0.1208929962657618
666,-0.0914248837021785
667,-0.1737397136661724
668,0.0148128198222479
669,0.1479091031329867
670,0.1423277297384319
671,-0.0523932990313938
672,-0.2113624124932754
673,0.332760841562905
674,0.2355964874705492
675,0.689166365062138
676,-0.0482800241400196
677,-0.2268259488885528
678,0.0332567420486194
679,-0.7309051041539704
680,-0.4189730572800405
681,0.2501449010097292
682,-0.195616957545003
683,0.304720114574763
684,0.2810738540543038
685,0.0379685316809428
686,-0.2512218517334446
687,-0.0868611136509
688,-0.0030478512648555
689,-0.4808134015251432
690,-0.2056097710673169
691,-0.009207255317199
692,-0.2769827347428607
693,-0.4404877822599376
694,0.0139082058414513
695,0.09572037300068
696,0.2003019937752233
697,0.1224347337921767
698,-0.1133296357921946
699,-0.423925488133182
700,-0.1232631107126842
701,-0.1852371596968757
702,0.1681143177360509
703,-0.4559783832470177
704,0.5040887196146554
705,0.0951261820827127
706,0.0643086816720149
707,0.1730538420744144
708,0.4473713460042274
709,-0.1084870232829804
710,-0.1364902506963813
711,0.3760180932691424
712,0.1233370288248318
713,-0.2250062501736165
714,0.0777194881616489
715,0.175863600557158
716,-0.3014562836974037
717,-0.0361422335900346
718,-0.8495485896932575
719,0.1763273531305089
720,0.1229977916305587
721,0.1646572895735585
722,-0.0027908794060983
723,0.0404513816239086
724,-0.1970649895178152
725,0.0604244819859535
726,0.4848105230191049
727,-0.5542608805189868
728,0.2982825206442867
729,0.0251122202341664
730,-0.0204078428910057
731,-0.3038987214209154
732,-0.0346533093910511
733,0.4141176470588214
734,0.1581807645925656
735,0.341813641329804
736,-0.1093750000000071
737,0.1030187619017838
738,0.1309431021044476
739,0.2115546153128229
740,0.1149782473586092
741,-0.0404140889731698
742,0.1412495149398476
743,0.2121991264211153
744,-0.0123927254701553
745,0.0
746,0.0650195058517667
747,-0.2140928977008277
748,0.4263601816665107
749,0.6263240305793386
750,0.3195402916140806
751,0.1621918689596829
752,-0.7032747496017822
753,0.3872529245663567
754,-0.2846049309766416
755,-0.0903471359930891
756,-0.7150042139031606
757,0.3656752803510544
758,-0.0596270598438929
759,-0.100382538864322
760,0.0189876851299435
761,0.2705188551642049
762,-0.0460093642588475
763,0.1405367422502045
764,-0.32401068286268
765,-0.2051295984350365
766,-0.3763499509108747
767,-0.0327367961588838
768,0.3750611512746631
769,-0.0788793689650538
770,-0.4178957718780652
771,0.2316265634793096
772,0.2107438578362662
773,-0.2822393717106228
774,0.0599569400158142
775,0.5259284246680288
776,0.156154317207608
777,0.5147887538456845
778,-0.1403166275203722
779,-0.1282795271983015
780,0.1616149295602771
781,-0.1955392606171666
782,-0.2726632149750272
783,-0.2734086999262851
784,0.1120027003390794
785,0.3287863958894019
786,-0.0244738130200636
787,-0.0857317819963174
788,-0.316368215744703
789,0.1135178253666332
790,-0.1782640767150184
791,-0.2372223420314977
792,0.2856967313836345
793,-0.3204509859153061
794,-0.5049403747870534
795,0.0711897981923862
796,-0.0650416576330967
797,0.1592529028866479
798,0.120454018994668
799,-0.8487774489954729
800,-0.2189980837667701
801,-0.2607383010841193
802,0.7031313874580939
803,-0.1118629269889842
804,0.185185185185187
805,-0.4953611209940071
806,-0.0191612832585112
807,-0.1919806922275214
808,-0.2130027896494323
809,0.26178728070175
810,-0.3797259369324736
811,-0.0357840843403329
812,0.0495226566154034
813,0.1785125782708934
814,0.4429376059495828
815,0.0874173632737784
816,0.065520065520068
817,0.1553683866219623
818,-0.1665483536285736
819,-0.1339639664269921
820,0.1937349923597567
821,0.1008586615783029
822,0.0871530898493867
823,-0.2347738254483944
824,0.0900065459306087
825,0.3944773175542412
826,-0.2840188669675926
827,-0.3256500279855423
828,-0.132470576247002
829,0.4943091079621761
830,0.2478064075656859
831,0.2018825548237198
832,0.1625033067533448
833,-0.7935701769978922
834,0.167321587019893
835,-0.0837308433979458
836,0.0177579339912207
837,-0.5766335825274898
838,-0.2737553088062204
839,0.09319454860456
840,-0.2882850551140699
841,0.456760825741908
842,-0.6110241072116237
843,0.3141495249368234
844,-0.2049041066732408
845,-0.2747704888523084
846,-0.6913516312791341
847,-0.7671032719302817
848,0.2991597513072069
849,-1.2457859249894696
850,0.0381091975082434
851,-0.8380383694463269
852,-0.314325534501676
853,-0.5377036512331818
854,-0.1422301836094976
855,0.2263858687557686
856,-0.2927732799569687
857,-0.655540520222525
858,-0.229060550348109
859,0.375330290655777
860,-0.1774702962851652
861,-0.1913716980847734
862,0.2959735576923118
863,0.2188708661889369
864,-0.1561514669229097
865,0.0480235315304574
866,-0.2256181938511521
867,0.3776072884200404
868,0.1227214223712078
869,0.0598282927996785
870,0.2238538681948424
871,0.1162686700652852
872,-0.4567167308066768
873,0.3320722051833147
874,0.0604080902094275
875,-0.1153339936769865
876,0.0664424797960635
877,0.1300037917772651
878,0.0067705723841832
879,0.0446658184672912
880,-0.018952726485095
881,-0.1518520527143561
882,0.0189779042971533
883,0.1245566055617176
884,-0.0636726952516463
885,-0.190023752969118
886,-0.0217217176448184
887,0.0013575889220731
888,0.0027151041242406
889,0.1991627037353205
890,0.0075052963819815
891,0.01823156525979
892,-0.0352293975773001
893,-0.0216843303607687
894,-0.0488135593220357
895,-0.0515519861080957
896,-0.1576172618077026
897,0.0135858489796903
898,-0.0489329889900638
899,0.1736817824092882
900,0.022956841138671
901,0.562134398630324
902,-0.1743654241939211
903,-0.0972818311874034
904,-0.1303556847970846
905,-0.1333983590567536
906,0.0917168243049564
907,0.1188039448635244
908,0.1728966620941981
909,0.1056267663935609
910,-0.0942964910275577
911,-0.2865657955066483
912,-0.1492365974055739
913,-0.2214743866309954
914,-0.0402842920035804
915,0.2525759880600592
916,-0.2661985409442167
917,0.0790775247296921
918,-0.0661813368630098
919,0.1307527623317214
920,-0.0100589165110001
921,-0.0100599284307857
922,0.0875883062431815
923,0.1934679488098008
924,0.0873424971363135
925,-0.2499934212257542
926,-0.2929532858273987
927,0.2159485937006346
928,-0.3382306310115288
929,0.1265176710403316
930,0.1240412240702154
931,0.3087514616425607
932,0.208464443045945
933,0.1113191979779224
934,0.1804039479704549
935,0.0600985092956615
936,-0.2357224237503377
937,0.0196396773855631
938,0.0915679041414914
939,-0.0890308727644169
940,0.0471117857984156
941,0.512967399229254
942,0.0949519387104622
943,-0.3432613746117094
944,0.1823914119700996
945,0.1859533686167865
946,-0.0429307384087059
947,-0.2307963124747339
948,0.2769686882346816
949,0.0909397978538266
950,0.4336748522795096
951,0.0270973336223777
952,0.5068478378086907
953,-0.3788698852565583
954,-0.4075865442095538
955,0.5861854723250266
956,0.2962643755555018
957,0.276643747314131
958,-0.2288206315449338
959,0.0107668703399541
960,-0.1374663072776256
961,-0.2336985154065433
962,-0.0081058078112894
963,-0.1556030633507551
964,0.1216281961187214
965,0.0
966,0.1133909287256909
967,0.1899731881812535
968,-0.1389675922178265
969,0.0107924345034186
970,-0.2325770073288838
971,-0.1869513384632052
972,-0.0756776895067152
973,-0.0721505420109318
974,0.1476644629890428
975,0.3404876269228444
976,-0.2529639450184341
977,0.2265436134466572
978,-0.1980469523621011
979,-0.4991196509224514
980,0.4405219193951568
981,0.6120470246030901
982,-0.0121212121212183
983,0.2388222134889266
984,0.2021360043444033
985,-0.2025454215665404
986,-0.1210690396198535
987,-0.0120780953297694
988,0.2716679245283026
989,0.2379231417901519
990,0.1593649457257037
991,0.2070455500210039
992,-0.0661783163323471
993,0.3054541100401111
994,-0.0194613691821727
995,0.3505683682907215
996,-0.0597068394184519
997,0.0208930276981832
998,0.0805225015657098
999,0.1251005272093694
1000,0.2133909766101269
1001,0.1825726141078907
1002,-0.0775150877581453
1003,-0.4449140759690848
1004,0.1416155277260964
1005,-0.3706800445930836
1006,-0.3467949435059875
1007,0.178671133444999
1008,0.307538163955419
1009,-0.3841533260693431
1010,0.097688958356583
1011,0.2311269527442958
1012,0.133485358324748
1013,0.1166634260159484
1014,0.1899111437641227
1015,0.1577789157543612
1016,0.2002817757396675
1017,-0.1466275659824129
1018,0.0082989847575395
1019,-0.2426410437724443
1020,0.1412253374870172
1021,0.0262997619179522
1022,-0.0152284966704987
1023,0.026296849914181
1024,-0.0609350764458149
1025,0.7184558860536561
1026,-0.8425112926965419
1027,-0.3003461616778677
1028,-0.7190924822149604
1029,0.4936098568914064
1030,0.1718935024256112
1031,0.1741363093270972
1032,-0.7091653865847367
1033,0.2247879840604872
1034,0.594180082271082
1035,0.3920378379745583
1036,-0.34119610502465
1037,-0.3835728115764841
1038,0.1856325492689175
1039,-0.2523836231071251
1040,0.2847119833240136
1041,0.1928248845587839
1042,-0.1066747942700292
1043,0.1901285268841736
1044,0.0342114266164876
1045,0.101264540955172
1046,-0.0696678742431477
1047,-0.0329447541814484
1048,0.5268597645516587
1049,-0.4075124025513854
1050,0.5578937065674868
1051,-0.1947324180442841
1052,0.1287217371838024
1053,-0.1008403361344576
1054,0.1147141937830572
1055,0.164804469273736
1056,-0.1454626832270285
1057,0.2817372869536084
1058,0.0752592262236542
1059,0.0918989668328229
1060,0.2970901821412844
1061,0.1552450654247067
1062,0.207486098431405
1063,0.0387157434805415
1064,0.0414639540026474
1065,0.0165828312420546
1066,-0.0304111028171777
1067,0.201412647610644
1068,-0.0110375275938246
1069,-0.0579806179077223
1070,0.1873949348251458
1071,-0.3345683791406236
1072,-0.0553311569745049
1073,0.1560665699882598
1074,0.2740895818412221
1075,-0.0896345605216707
1076,0.4112887950861763
1077,-0.0947944315042429
1078,-0.3342482132666697
1079,0.0325989514003978
1080,0.0624423087364829
1081,0.0108583527878876
1082,0.1896607781510753
1083,-0.018969675618545
1084,0.0162570786029756
1085,0.0676919744395104
1086,0.1810859752966339
1087,-0.2411270658358131
1088,0.0108359971826308
1089,-0.1356336805555555
1090,-0.2821250866084053
1091,0.0834715011823674
1092,0.0054358165955431
1093,-0.1742492308530007
1094,-0.0517570144374823
1095,-0.0763317158279345
1096,-0.0681997981285975
1097,0.1035563428259968
1098,0.2446649449503966
1099,-0.2452650224826363
1100,-0.10114734299518
1101,-0.6839945280437756
1102,-0.1095590249246823
1103,-0.2807702871791617
1104,-0.2232825594910436
1105,0.1496503069358364
1106,0.0518925518925567
1107,-0.0962463907603457
1108,-0.1882633850675021
1109,0.3584010736781135
1110,-0.059056650129796
1111,0.0392031240466087
1112,0.0457414692160016
1113,-0.1190694266349106
1114,0.0640732265446161
1115,-0.1956528384946918
1116,0.039726194841705
1117,0.0091667430561837
1118,0.1129288243193763
1119,-0.0778899460879379
1120,-0.1009004601672453
1121,0.1053756872327338
1122,0.0686760778328951
1123,-0.0626107140675536
1124,-0.1284403669724819
1125,0.3594632016189218
1126,0.1754292701079222
1127,0.2227762159868389
1128,-0.2525856797213551
1129,-0.2505530826025529
1130,-0.2444857116137447
1131,0.1454108858057673
1132,0.3217999521289273
1133,0.4131684191010944
1134,-0.0291421607587595
1135,-0.2762871260825577
1136,0.0331965634917473
1137,-0.216911079764724
1138,0.0651639071746803
1139,-0.1665112561609164
1140,0.2590845678602181
1141,0.1922821906908958
1142,-0.3219455087271276
1143,0.171321566596289
1144,0.0384993229429365
1145,-0.1502399851089566
1146,-0.0412332739219421
1147,-0.0026602819899036
1148,-0.2506934072967777
1149,0.1172083111347889
1150,0.0
1151,-0.0267094017094111
1152,0.2161745980040919
1153,-0.047403193790189
1154,0.2939221623218387
1155,0.1989976415094373
1156,0.0206325345594933
1157,-0.0589848703807439
1158,0.0250622871548346
1159,0.5731289027000207
1160,-0.1467954552127066
1161,0.0704122047821649
1162,-0.2293645425941805
1163,-0.0971331017837122
1164,0.2290614354516542
1165,-0.0029367713136151
1166,0.0616341864287498
1167,-0.0293582291116266
1168,-0.322509388115758
1169,-0.0486209335219128
1170,0.044181320137839
1171,0.2878204939939552
1172,0.0792346519544494
1173,-0.0616649537512786
1174,0.046960758416239
1175,-0.7147084936371769
1176,-0.1763982152651073
1177,0.7254907731700783
1178,0.0852790683997001
1179,0.0367447124358804
1180,-0.477006232093809
1181,-0.1716027101393485
1182,-0.0532843906337902
1183,0.43327045508134
1184,-0.1121274712304501
1185,0.1296634643720156
1186,-0.1845209099095109
1187,0.0258852718706317
1188,-0.2078379177758038
1189,0.5643802258109055
1190,0.2984428659898352
1191,-0.0606754100284728
1192,0.4817799579537591
1193,0.1166588894073662
1194,0.1485191764466032
1195,-0.1487400839943977
1196,-0.0291732306435681
1197,-0.0102116734014991
1198,0.1151133648073619
1199,0.3918836540973679
1200,0.0214129705500245
1201,0.1582052963142461
1202,-0.65128823090606
1203,0.1718508334765326
1204,-0.5240124380974298
1205,-0.0432064982573313
1206,-0.1167937940680373
1207,0.197150669161031
1208,-0.0143926309729451
1209,-0.0835470023911623
1210,-0.2049653579676779
