,AMGN.US
0,0.8778610654587716
1,0.2997362321157381
2,0.3107569721115542
3,0.2067430025445333
4,-0.1194172438500164
5,0.2125081924887278
6,-0.149176545469011
7,0.2301952690903367
8,-0.1749363867684469
9,-0.0119289037337473
10,-0.0716246866419986
11,0.003978990927897
12,0.1489898488249667
13,0.0059592388065689
14,0.1071513612191371
15,-0.0675112187760563
16,0.2732673267326724
17,-0.2302318196252828
18,0.130822596630332
19,0.0792236086353688
20,-0.083254043767832
21,0.1385644720693591
22,0.1482418516395549
23,-0.0098837669012436
24,-0.2258588580259116
25,-0.1121233356692271
26,0.158589486449916
27,-0.1962891994204736
28,0.116702455419662
29,0.1072511074842573
30,-0.0139912321611795
31,-0.1962616822429848
32,0.1306701512040326
33,0.1770241311841961
34,-0.2053963215386041
35,0.0046678803155444
36,0.0792910447761268
37,-0.00932922847281
38,0.1490451793199781
39,0.010804607979018
40,0.1008653577742655
41,0.0232568956695713
42,-0.179399361617865
43,0.0069890970086733
44,0.1140250855188162
45,0.05116874055122
46,-0.0348999534667234
47,0.2089621546319891
48,-0.0185778644744749
49,-0.1022827653540373
50,0.1289854488290512
51,-0.315393635518176
52,0.0363783346806804
53,-0.0485279844710468
54,0.2259522272433837
55,-0.169751838978262
56,0.116548187447597
57,-0.0661293906158499
58,-0.0788356579745272
59,-0.064727537521743
60,0.0242669362992931
61,-0.0485574394043639
62,0.0444911826565335
63,-0.0080899603591983
64,0.0
65,-0.0971738602316013
66,-0.06887889469632
67,-0.1787558205233158
68,-0.1461729198000083
69,0.129907035277888
70,0.0081185305459637
71,0.0324635799212808
72,-0.0374282793789745
73,-0.0397173489278663
74,0.2632751427761259
75,-0.752288209971991
76,0.5197073008481623
77,-0.2083159736688609
78,0.1040496108544554
79,0.0166451666597278
80,-0.0937168086302744
81,-0.0020826391202913
82,-0.0416701391782743
83,-0.0458581731771314
84,-0.0001667572714563
85,0.0751510102062154
86,0.1414368318149569
87,-0.1291236254581697
88,-0.1418203053307764
89,0.0916819469911647
90,-0.1586109024125534
91,-0.0710078944070907
92,-0.0543296556335654
93,0.0323783461976275
94,-0.1495815899581537
95,-0.0251109065037257
96,0.079454689917617
97,0.0229947530154511
98,0.0146308837053743
99,-0.3018867924528297
100,-0.0669317689672772
101,0.1061905136474403
102,0.1453088795507224
103,0.2624363493928773
104,-0.1215733950351003
105,0.0
106,0.0156844292828263
107,0.2386168048818593
108,-0.1018090688385899
109,0.0293593783641021
110,-0.052874823750595
111,0.1954499257290282
112,-0.0117283709292783
113,-0.0273736899734057
114,0.1405810684161142
115,0.0039048771916087
116,-0.0859811623089734
117,0.0039080819133933
118,0.0390655519962474
119,0.1677001677001814
120,-0.1405975395430633
121,0.1014396629081935
122,-0.1093621841190601
123,-0.1016538296125278
124,-0.1801731228702393
125,-0.0875831044229463
126,0.1113452896965845
127,0.1092375220957737
128,0.0535969509290102
129,-0.0675380398077102
130,0.1348938702638379
131,-0.115189068954568
132,-0.0476871721506932
133,0.027809781097303
134,0.1348938702638379
135,-0.1271203273348514
136,0.229875946256594
137,-0.079290754317266
138,0.118814626995764
139,0.0059423591165751
140,0.0059420060212273
141,0.0277216743891304
142,0.0039600823697209
143,-0.1765347614797269
144,-0.1688853566461287
145,-0.0238483246551938
146,-0.0477194098699664
147,0.157939998681844
148,0.0564263322884022
149,-0.4464107776316333
150,0.0658893059659739
151,0.1331982740056004
152,0.6442665821380477
153,0.1226799635917536
154,0.2033925080468453
155,-0.1047679291531647
156,0.0316180539087868
157,-0.0672335376705619
158,0.2564102564102586
159,-0.1422137947380949
160,0.0631662060797572
161,-0.0394944707741006
162,-0.2613447374673305
163,-0.1546698393813152
164,-0.186745073108709
165,0.2417852471362262
166,-0.0594907591020884
167,0.3477985929966105
168,0.3465931469082298
169,0.0078764965343343
170,-0.3002054036972629
171,0.1538158154210273
172,0.0236583730925445
173,0.1142181961402095
174,-0.7299849242243923
175,0.622213214430481
176,0.0
177,-0.1969823122068051
178,-0.0812958559437502
179,-0.205694269072541
180,0.3814161087441662
181,-0.0405926527298535
182,-0.3544076910542629
183,0.048859934853422
184,-0.0733436557737783
185,0.057012542759413
186,-0.122319171491483
187,0.1221697344844483
188,0.1179581045352825
189,-0.0691957017258171
190,0.2456503644152058
191,-0.262579384465075
192,0.1666327982117557
193,-0.0935643967130494
194,0.2515825353027124
195,0.0579115818297115
196,0.1325179215098638
197,-0.1988474961447971
198,-0.0548145441257043
199,-0.0385880823754006
200,-0.0701590271281465
201,-1.0182144628977774
202,-0.0401777273586727
203,-0.1647633657178632
204,-0.0483160437686397
205,-0.2041010062654294
206,-0.0902655708109638
207,0.0451124249115553
208,-0.0873569162153159
209,0.0469358669833783
210,-0.1641645452166252
211,0.0023791397030812
212,0.3225194460254253
213,0.1940828402366848
214,-0.0378841691528211
215,-0.1209017850792952
216,-0.0735433668627828
217,0.0142321742018127
218,-0.0617108136333406
219,0.1161660463241765
220,-0.1448243114909814
221,0.255754475703321
222,-0.094813691096989
223,0.0165896433226669
224,-0.0023700052140093
225,-0.1222438538506731
226,0.0701278135957476
227,-0.2653783342406133
228,0.1019645163483082
229,-0.0702915967529822
230,-0.0657999228552546
231,0.2150878464046342
232,0.0814405936114409
233,-0.2040168653942136
234,0.523158796734766
235,-0.4121003532288727
236,0.2214088834666346
237,0.1218521527213693
238,-0.1717902350813851
239,-0.0542789940292998
240,0.0678027392306546
241,-0.0487060780391639
242,-0.0281823939201996
243,-0.018097909691427
244,0.042964068471157
245,0.0158263621976018
246,-0.0905182167911369
247,0.0633226287937106
248,0.1941133983387535
249,-0.0225764211857187
250,0.3264999208485107
251,0.4115492333801779
252,0.1144814282621066
253,-0.3872981998537711
254,0.1913064058062534
255,-0.0161354525876184
256,-0.0035901684617467
257,0.1693580149665249
258,0.2866121718667584
259,0.1647520094099284
260,-0.1020448212253304
261,-0.0667661613384602
262,-0.0786101721562837
263,-0.0314539592671164
264,0.0589414122362394
265,0.1197040758256552
266,0.0372709796382748
267,-0.1748904478374474
268,0.0333948846894307
269,-0.0589668999135174
270,0.1631111369270159
271,0.0409572381326003
272,-0.0490628986360514
273,-0.1769389560601659
274,-0.3056596332084312
275,0.1682189307840629
276,0.2414865749836294
277,-0.1455126759986021
278,-0.2403648615334078
279,0.0903119868637105
280,0.2457002457002434
281,-0.2133946158896839
282,-0.3806704595027391
283,-0.2212451490380637
284,-0.1240079365079412
285,-0.0496277915632655
286,-0.0165453342157596
287,0.099173553719012
288,-0.0123982311856846
289,-0.1676567383519968
290,0.183876699309943
291,-0.0620193500372022
292,-0.8422281521014051
293,-0.1787713230748656
294,-0.3992283821185935
295,0.5131628353289623
296,0.1083559074807213
297,0.0291642363136495
298,-0.1251460036709542
299,-0.0292092635092815
300,0.0187811101351002
301,0.0209100033456052
302,-0.2053388090349114
303,-0.0293427230046919
304,0.0377121307353879
305,0.1213693814346664
306,0.0898998557420933
307,-0.1780253843253933
308,0.0627930341594129
309,-0.1215474244519854
310,-0.167933162601287
311,-0.3877439204281989
312,0.1094598577021811
313,0.1597242654785403
314,0.0881908281538753
315,0.1509560550150894
316,0.1420321314199215
317,0.0087087590018457
318,-0.0880023467292494
319,0.0816497435360591
320,0.1150146382266857
321,0.0376269910949468
322,-0.0041809515845768
323,-0.1578287719045549
324,-0.0390012986468906
325,0.2931144172086284
326,0.2110955172129037
327,0.3947043828632546
328,-0.0329028543226176
329,0.0164487211119419
330,-0.0473124472877662
331,0.0020158810284581
332,0.0904681655637314
333,0.1190573938747107
334,-0.0369625035935781
335,-0.0082145644227256
336,-0.2470457446370463
337,0.1521131392863034
338,-0.156468747426499
339,0.0123512701222663
340,-0.0329475721757687
341,-0.1732744750196031
342,0.04742170264531
343,0.0123693487537885
344,-0.0061850569025178
345,0.0
346,0.1235483073881817
347,-0.0288362512873298
348,0.1768237519532884
349,-0.2060326355694741
350,1.0222072960832889
351,-0.9150603685659804
352,-0.2420587735688897
353,-0.6927221414521406
354,-0.1670450164903477
355,-1.3742645622109777
356,-0.2721177290142807
357,0.3600711465879936
358,0.212121212121216
359,-0.4260499087035865
360,-0.2943164228564003
361,0.1971296529995922
362,-0.7179172510518957
363,0.3689875766904648
364,-0.1070991432068563
365,-0.0502963108749286
366,-0.1423440784863424
367,-0.050393286737793
368,-0.388568271308907
369,0.3193597895198503
370,-0.0285106476303255
371,-0.2175919820651477
372,0.7893589184474498
373,-0.1084908852376024
374,-0.3072038537333085
375,-0.0079002285600796
376,-0.1156558182338175
377,0.2176545918418019
378,0.180349799336077
379,-0.0793375316110601
380,0.4295447812777745
381,0.3689310836735698
382,-0.1157321907857404
383,0.1450700762232542
384,-0.2464875523786049
385,-0.1530561864323108
386,-0.0148140832551484
387,-0.0296369473944194
388,0.3200393894633213
389,-0.0719374833706093
390,-0.0907432065887446
391,0.0147928994082845
392,-0.0913061718036681
393,0.0296040458862722
394,-0.0024670646864478
395,-0.3068547389259966
396,-0.0049495149475447
397,-0.0099000099000008
398,-0.0891795481569593
399,0.2963841138114969
400,-0.0671205292933101
401,-0.1825168107588971
402,-0.265496485169422
403,0.4894330761489417
404,0.0837942014412657
405,0.1315034429992376
406,-0.0478423117405005
407,-0.0718150045482863
408,0.066982441031523
409,-0.0718184429761453
410,0.0526391348040317
411,0.0693398369318366
412,-0.0598114742332169
413,0.0191360091852806
414,-0.0454686864335792
415,0.0023930314922922
416,0.2465429559564684
417,0.1637750238322255
418,0.0952380952380898
419,-0.1287369475039385
420,0.0006675204571266
421,-0.035009396254863
422,-0.1710463449593768
423,-0.1722982674452061
424,0.0
425,-0.5396960658997372
426,-0.1232402711285921
427,0.2411575562700922
428,0.4097009653873344
429,-0.1981786438918451
430,0.1225316932937418
431,0.0729944194588999
432,0.0211874382032993
433,0.2676558978211972
434,-0.0987074030552328
435,-0.1718577112319651
436,0.1152236278982291
437,0.1713655250123285
438,-0.0070898709221002
439,0.1752020236818096
440,0.031065504638733
441,0.0525915751387517
442,0.0106295802018283
443,0.063175628246521
444,-0.0889929742388748
445,0.1473236208872145
446,-0.0725451652157639
447,-0.065567628325209
448,-0.084372363363648
449,0.1030155459823931
450,-0.2973680706581987
451,0.1107909694941329
452,-0.6918887549662998
453,0.4798080767692978
454,-0.0622360524561079
455,0.0399928901528632
456,-0.4441072106050144
457,0.6826695037347432
458,-0.2199120351859276
459,0.2503822206465612
460,-0.2421038603349418
461,0.0577162138163716
462,-0.0488606582863295
463,-0.0577777777777757
464,0.1065530101225399
465,-0.195729537366547
466,-0.4019651630192075
467,0.1025744445520149
468,0.0290372220611525
469,0.1580939657092042
470,0.177817292731708
471,0.3940843074743246
472,-0.4045703107633471
473,0.2660399946791976
474,-0.2756658218843112
475,-0.2041600614882122
476,-0.0697031606777944
477,-0.0577186695846682
478,-0.2918475639170235
479,-0.2902757619738862
480,-0.0823124969737992
481,0.1450466566745691
482,-0.1064808092541497
483,0.0
484,0.0773806645064548
485,0.1448785434877012
486,-0.0169053541671681
487,-0.1136363636363564
488,0.0628231769197291
489,-0.0025613181993282
490,-0.0206397849982098
491,-0.0638452237001233
492,-0.0726040658276891
493,-0.1138758994984543
494,-0.0751660928180016
495,-0.1408313908314007
496,0.0242753799097011
497,-0.0437147853118337
498,-0.0631834750911278
499,-0.1752763036175148
500,-0.521512385919164
501,-0.2953443805658893
502,0.4242995689655141
503,-0.4147880973850258
504,0.1305776937277644
505,0.1663220354221004
506,0.7007990001339076
507,-0.0606536480176748
508,-0.0209071001048119
509,-0.1845726945196549
510,0.0380279169649283
511,0.0149405019114002
512,-0.1415533418683439
513,-0.0817735536078551
514,0.4862923553949467
515,-0.4368866783169883
516,0.0268781077812132
517,0.0635710832154541
518,0.5201745791395644
519,0.0400658861238496
520,0.385809312638583
521,-0.0554631170271769
522,0.0454590812830513
523,0.0387914791745198
524,-0.7886505808757759
525,0.029588716835981
526,0.3048180924287141
527,-0.4494049088843876
528,-0.1186650185414136
529,-0.6819992035045822
530,0.1714498695490117
531,-0.3743618265664651
532,-0.0834217807230311
533,0.1359058729683973
534,-0.17980221756069
535,0.1919194436828548
536,-0.1272772647866211
537,0.0888653067249413
538,0.1154612472604068
539,-0.0498355427090572
540,-0.1997403375611733
