,MSFT.US
752,-0.0597170902847639
753,-0.0336021505376462
754,-0.1083909549616758
755,0.0784284433821256
756,0.0970076859935791
757,0.1478297930681095
758,-0.0435333581811449
759,0.0093170595360019
760,0.0428401132469114
761,-0.0074510096117956
762,-0.1473743120977665
763,-0.0336275714734996
764,-0.0130272489735162
765,0.0298529741025602
766,-0.067849571860626
767,0.0099691963035583
768,-0.0168048397938665
769,0.0820895522388161
770,0.0969208976366178
771,-0.1306408868649792
772,-0.0261350059737343
773,0.0746157289956892
774,0.2530515034236405
775,-0.1147959183673512
776,0.1485884101040215
777,0.0805972681768039
778,0.3339956876506117
779,0.4063243436703945
780,-0.03580304115244
781,0.0336856288685892
782,0.4652137468566577
783,0.0335176805765093
784,0.085815350482443
785,-0.2875734676742243
786,-0.0672155940178107
787,0.0839489590329151
788,0.1717997066834261
789,-0.0545027670635567
790,-0.1007218398522784
791,-0.0209881207236751
792,0.0146895263676983
793,-0.0272879932829545
794,-0.0335965059633731
795,-0.0083998320033642
796,-0.0210039907582369
797,-0.0042009746261213
798,-0.1851851851851842
799,-0.1433027058922715
800,-0.2037406788639419
801,-0.1101411438361794
802,0.1170611419349094
803,0.3543239951278964
804,0.0405844155844132
805,-0.1870374888184142
806,0.4976332079135776
807,0.3768565728219916
808,-0.1190428150599199
809,-0.0888565774061952
810,0.2095442382589356
811,-0.0281809385583044
812,-0.0766592697195875
813,-0.210245421097312
814,-0.0121310149615855
815,-0.0525953796981931
816,-0.0364254492471972
817,0.1858285529611293
818,-0.1334897455604482
819,-0.1052844705406031
820,-0.1256892637041851
821,0.4118147507933286
822,0.1720768698697462
823,0.1461863554034927
824,0.5125535578424704
825,-0.211668210080694
826,-0.2586378407056269
827,0.05849086929363
828,-0.1980674724398963
829,0.0055449176513181
830,-0.0221513732522894
831,-0.1813251709280907
832,-0.0893116410164806
833,0.0243699437360541
834,0.0399347732037686
835,0.0731601875561073
836,0.0697859896318079
837,-0.0432195219255944
838,-0.1231609080620479
839,-0.0432914848979304
840,-0.0766513363993928
841,0.0
842,0.0166605577954787
843,0.023485869335277
844,0.1135026567141873
845,-0.097125537088219
846,-0.0266533399966819
847,-0.0133284462363678
848,0.1547034849870997
849,-0.2518177573210577
850,-0.1681846097033332
851,-0.088787111807482
852,-0.0602990834539337
853,-0.1812250815512821
854,-0.1431711399245789
855,-0.4639196142781938
856,0.0607385811467467
857,-0.2801802899256904
858,-0.0650115801877195
859,0.1095868171117711
860,0.1378080415045409
861,-0.3171505245181756
862,-0.0040661976985284
863,0.356549572545681
864,0.0324030944955178
865,-0.1663420967218421
866,-0.1829045238385516
867,0.3705278503310422
868,-0.2549153103864825
869,0.0985155743023976
870,0.0891482291919924
871,-0.1014075366081207
872,0.0932079753606701
873,0.0728922005345455
874,0.3993062557980111
875,0.135679457282168
876,-0.2081491297802838
877,-0.4653177957058003
878,-0.1581872595126141
879,-0.4379938165578882
880,-0.1763668430335082
881,0.1288825879623711
882,-0.4965028926690293
883,0.2970169170504919
884,-0.1681614349775848
885,0.305205691441348
886,-0.2715517241379291
887,0.0667657384075299
888,0.3638155266011952
889,-0.2334595199174035
890,0.0429996560027495
891,-0.1119242359018471
892,-0.2157031924072476
893,-0.0215749730312886
894,0.2324680356450953
895,0.2769012814733768
896,0.0021464754872479
897,-0.0687344273563006
898,0.1715412985676326
899,-0.3917854221380275
900,0.0311063491514792
901,0.0587219343696082
902,-0.0795104919279628
903,0.0138605600011874
904,-0.1766274238227028
905,-0.201235167580315
906,0.1455099778270368
907,-0.0658693014387234
908,0.003466685155651
909,-0.0971614962870333
910,-0.0694492673102259
911,-0.0378641822205214
912,0.013545899760357
913,0.0798223085999727
914,-0.0242996493907707
915,0.0381705878270572
916,-0.0121466622707404
917,0.0225529995489392
918,0.0866671288913541
919,-0.0346788736301726
920,0.008668966832525
921,-0.0176878203749775
922,-0.0378176771619326
923,0.0693421166681073
924,-0.0225412678596191
925,-0.5422730142286001
926,0.1415027089832096
927,0.186285898676986
928,-0.0064541112688724
929,0.1868195580751092
930,0.3978184151427684
931,0.1377631115240466
932,-0.3278583137796862
933,-0.0466290418535972
934,-0.0804595851503789
935,-0.1130930133649518
936,-0.0399690562145328
937,0.0354438537135536
938,0.1383615419267488
939,-0.3487245721666077
940,0.1193278937014237
941,0.0644599864633991
942,-0.0741839762611151
943,-0.0129032258064582
944,-0.2004008016032078
945,0.0839684795246063
946,-0.025843132187616
947,0.0903692228246749
948,0.1385889708963183
949,-0.1808143101611192
950,-0.3547528928301055
951,0.0972342264477071
952,-0.6371365820775452
953,0.9688842412459684
954,0.324289516613724
955,-0.2798226354987325
956,-0.2243603572507148
957,0.6856065475425266
958,-0.0042852245457623
959,0.5751355183569125
960,-0.0170025993949022
961,-0.1664674748164531
962,-0.1324956190964663
963,-0.0170991322190364
964,0.4680253584648744
965,-0.3629686565889462
966,-0.4030183501972207
967,0.0728332119446414
968,0.0342627093237451
969,0.0898587933247666
970,0.0919137293461314
971,0.3472074298129756
972,-0.5353777625492548
973,0.269104267224819
974,-0.8269089969421664
975,0.5462629684522515
976,-0.1059771089444679
977,-0.0127188705642943
978,-0.3104533469422549
979,-0.063832503510778
980,-0.187593263696439
981,0.0851970181043615
982,-0.3848620910840306
983,-0.0106917566556209
984,0.0320649850363476
985,0.281377899045019
986,-0.2778846564918155
987,-0.0513281149749794
988,0.1771951922461179
989,0.1641161174815597
990,0.0042625745950515
991,-0.0608639611562492
992,0.8658167903426954
993,-0.3117444967553061
994,0.8328075709779137
995,0.0798520635454306
996,-0.0882934050000419
997,-0.143266354943345
998,-0.2576231100599651
999,0.172857203086132
1000,0.0546652364788174
1001,-0.1262084791031955
1002,-0.135608543338214
1003,-0.1331865301684051
1004,-0.1007740230318913
1005,0.0339699554616045
1006,0.105610396798736
1007,0.1317543397221037
1008,-0.0829093649896251
1009,-0.1245189042336582
1010,-0.0255895214306493
1011,-0.0046048161847992
1012,-0.0043407938368323
1013,0.1023755656108609
1014,0.1129943502824901
1015,-0.1282244682455781
1016,0.0452352231604145
1017,-0.0641243257515593
1018,-0.0679424753708552
1019,0.1255357890093869
1020,-0.0067861788158013
1021,0.0320355783364035
1022,0.0903716534247125
1023,-0.0263653483992441
1024,-0.0867041127907483
1025,-0.5048943843379677
1026,0.1789681560108624
1027,0.035534147328522
1028,0.1206046664475837
1029,-0.1110334334005059
1030,-0.0287947346770848
1031,0.1335113484646265
1032,0.1087447166481949
1033,-0.0947180515519259
1034,0.0782269649086877
1035,-0.3997033130047795
1036,-0.0535971964543374
1037,0.1276455571110937
1038,0.0453142176753388
1039,0.0410992718146998
1040,0.0863202893784971
1041,-0.0822774395260772
1042,-0.1153212520593085
1043,-0.0123573752934881
1044,0.1832119321293472
1045,0.0795778961609136
1046,0.0179090082722357
1047,0.0685904277152963
1048,0.0332374508106199
1049,0.3349419270407397
1050,0.5305039787798447
1051,-0.0385191525786447
1052,0.09923803489023
1053,0.0503846153846118
1054,-0.2270098942048233
1055,0.1026913696461465
1056,-0.0856494368549599
1057,-0.2963662915557073
1058,0.0428902811653359
1059,0.3286434599309594
1060,0.2230474065401804
1061,-0.0385699641209571
1062,-0.1283038234539438
1063,0.366456451337998
1064,-0.0767590618336916
1065,0.1532828067785121
1066,-0.0085164367228795
1067,-0.0426003237624581
1068,-0.1642806852851525
1069,0.1299752833887355
1070,-0.0639631572214428
1071,0.3315058013515241
1072,-0.0766024739919423
1073,-0.2515350503155381
1074,-0.3594659363231784
1075,-0.2121809814117445
1076,-0.209631049353135
1077,-0.0891726427324337
1078,0.0361355785333163
1079,0.0559698140328751
1080,-0.0509348034515867
1081,0.3998806326469805
1082,-0.1374611522830613
1083,-0.0957166786312494
1084,-0.104799832320258
1085,-0.026955792500309
1086,0.0119789171058997
1087,0.2559317133086774
1088,-0.1635999162253424
1089,0.1195350088157001
1090,-0.2156269653499357
1091,0.113673756319362
1092,-0.0898230485942726
1093,0.1345532831001042
1094,-0.1167489896722006
1095,-0.0614057421857401
1096,-0.4619180885318001
1097,0.2161967390325107
1098,0.2067601582164852
1099,-0.1831226922037806
1100,-0.0477497910946657
1101,-0.157423828786645
1102,0.299996026542693
1103,-0.0158963557604387
1104,-0.036097753352162
1105,0.0201915815414004
1106,-0.0516980831941443
1107,-0.1013911728773293
1108,0.0575691267157351
1109,0.0973787237425245
1110,-0.1173895742140817
1111,0.0437532317727955
1112,-0.0155547042239139
1113,-0.1158594870160878
1114,0.0199100067693955
1115,-0.0956594523496389
1116,0.0359789194610148
1117,-0.0060964676349277
1118,0.0783160808355703
1119,-0.0245718837116694
1120,-0.0060537316476317
1121,-0.0457425190261794
1122,0.0477916284997429
1123,-0.059775245078507
1124,0.2226640159045734
1125,0.1493544441630374
1126,-0.3597197779883431
1127,0.0405953991880935
1128,0.091256294994417
1129,-0.4004207811598652
1130,0.5316186522201369
1131,-0.1538149487846875
1132,0.3268414313632894
1133,-0.1113172541743916
1134,0.0943618778013782
1135,-0.2635580334516065
1136,0.0742816625586748
1137,-0.1928281461434347
1138,-0.0304558221380094
1139,-0.2439016116502858
1140,-0.0173033860351454
1141,0.05086642476855
1142,0.189575160069343
1143,-0.1661581231353542
1144,0.2249471458773853
1145,0.1712074345224443
1146,0.0836763614278933
1147,-0.0134642594775356
1148,-0.1182810230075332
1149,-0.430917480998908
1150,0.0390566321165676
1151,-0.3345993850605937
1152,-0.2659735235447003
1153,0.0634306944150722
1154,0.1236877036322025
1155,-0.1480407263059334
1156,0.0754739765728776
1157,0.0365160655599122
1158,0.189463538058381
1159,-0.0182568943877891
1160,-0.0661421120858603
1161,-0.0238216572033397
1162,0.0358703843255548
1163,0.0722913340763303
1164,0.0150584266955822
1165,0.1323387872954757
1166,-0.1189454507129315
1167,0.1248120300751941
1168,0.2130788391704869
1169,0.1094206700142424
1170,0.1302356216879741
1171,0.0718025430067342
1172,-0.0164574574724358
1173,0.103126681413292
1174,-0.1676747110605432
1175,0.2774580730023065
1176,0.6091407887372219
1177,-0.1456539083116807
1178,-0.1208832217283354
1179,0.4323762133942432
1180,-0.4383269837368371
1181,-0.1764609323703245
1182,-0.5570915693475815
1183,0.2798238755606676
1184,0.2913179057935368
1185,0.0410138626855854
1186,-0.2054907118198257
1187,-0.1976610113655039
1188,0.0740679779442049
1189,-0.2909436064626673
1190,-0.0698339307004521
1191,0.0571229749513237
1192,0.5401067323481087
1193,0.0594883997620506
1194,0.1577028632286039
1195,-0.081990735046935
1196,0.0204934830723759
1197,0.1309864920180194
1198,0.1471429739229891
1199,-0.6914149312700661
1200,0.0902859053670084
1201,-0.0702717173069322
1202,0.3467389267299811
1203,-0.2707727287925889
1204,0.1514071516926116
1205,0.2419650291423771
1206,-0.0177550252884121
1207,0.1225358907391002
