,CTAS.US
192,0.1988498183170705
193,-0.2179211469534024
194,-0.1220124883370448
195,0.1333180423750772
196,0.031527658354817
197,0.1245223066683848
198,-0.1734866515642363
199,-0.0086033839977142
200,-0.2352344272502898
201,-0.4738567770787751
202,0.0474789818653412
203,0.1364603571098232
204,-0.0671187539056218
205,-0.0370447546942576
206,-0.0613930428940548
207,-0.2054508310892355
208,-0.0394807125107447
209,0.1229356095750671
210,0.1204707626725933
211,0.0694540908459534
212,-0.1530328324986146
213,0.0312923750912804
214,-0.1381087229005216
215,-0.1790489477967635
216,0.0975677747578265
217,-0.1430715008549415
218,0.0220955925107501
219,0.3130071875724606
220,-0.0835383115979054
221,-0.0023205625043489
222,-0.017407248378222
223,-0.0548048274692918
224,-0.0415853545209623
225,0.1821830279347303
226,0.0158394931362202
227,-0.0713285604839877
228,-0.0581533662868997
229,-0.0528946602840413
230,0.0422978295926106
231,0.1372792312363152
232,-0.0026400549131547
233,-0.0132020172682265
234,-0.0184862409549445
235,-0.0317007449675079
236,0.0184886822851993
237,-0.0396343074565433
238,-0.0132131814698222
239,0.0958357644288266
240,-0.0641957044355934
241,-0.0607983082209784
242,0.0343524562006171
243,0.0989955254022518
244,-0.0059400843491923
245,-0.0402767873649821
246,0.1410995213165838
247,0.0131851324446434
248,-0.0250580291200597
249,-0.2008668992493897
250,0.1357466063348467
251,-0.4748434027076165
252,0.0302999697000314
253,0.1160151324085698
254,0.1007810531619998
255,-0.138766241957854
256,0.1659911991919558
257,0.0229161420297174
258,-0.080649226271498
259,-0.0277308594045319
260,0.1535440998791675
261,0.0138422238161769
262,0.158305378613696
263,-0.1547753869384553
264,0.1231650914940559
265,-0.0704296206861788
266,0.2934316454743851
267,-0.0677608793856444
268,0.0050190724754162
269,-0.0301235063761433
270,0.2603905858788091
271,0.1811933770696714
272,-0.1514317180616785
273,0.0400320256205026
274,-0.0325366036791378
275,-0.405985384526157
276,0.3559952842183045
277,-0.077500549444189
278,-0.6344143598817366
279,-0.2029580553352185
280,0.3371230615423934
281,-0.0255813953488403
282,0.2806057373437489
283,0.323617114722275
284,0.3983054749735142
285,0.3738789366240916
286,0.0916653298806007
287,0.0022915807323871
288,0.0503893724232769
289,0.0789573058394009
290,-0.081311986073895
291,0.1897489826711263
292,0.0422755681493589
293,-0.188882274829444
294,0.0457686850656884
295,-0.1993760755588357
296,0.0732076163416825
297,-0.0573157870603879
298,0.0343776499438446
299,-0.3680445333885321
300,0.1581632653061236
301,0.1032096940660727
302,0.153940103305264
303,-0.0853122811485272
304,-0.1619732680338717
305,-0.1072468208978131
306,0.4309522901491154
307,0.1206226669036854
308,0.0101566665820185
309,-0.0965815224297866
310,-0.1782304264799462
311,-0.3244099315418365
312,0.0434061023873251
313,-0.1099125811563698
314,0.0025560412033818
315,0.0766224810359243
316,0.0280870186906377
317,-0.0792170291058703
318,-0.1330569842122724
319,0.0127923041498263
320,0.1047869757456406
321,-0.1458919887381605
322,-0.0153594101986489
323,-0.0973709834469316
324,0.1266778416143119
325,-0.0843666112744576
326,-0.6756321987002124
327,-0.0862979468816763
328,0.1363449269397071
329,0.2783443003553006
330,0.0628124599410343
331,-0.0346229306387266
332,-0.0692938443968326
333,0.0500205212394811
334,-0.2520187213907219
335,-0.2113184207813609
336,0.0823977752600662
337,0.0797591787377472
338,-0.2838196970869837
339,0.4495016952635364
340,-0.319521748093179
341,-0.1109248033019494
342,-0.2923522715512769
343,0.3249265047191683
344,0.2264189780270807
345,-0.059212728162093
346,-0.1108247422680429
347,-0.2635795131531298
348,0.0387466742437882
349,-0.404595793241176
350,0.3475238922675976
351,-0.1246061973950321
352,-0.1294757409543432
353,0.0917258572839706
354,0.4250635253340197
355,-0.1313213033639364
356,0.2666198912471464
357,-0.0620158667009867
358,0.116874313363409
359,0.2564640600592252
360,0.371652226429111
361,-0.4883785147065506
362,0.4524763863232335
363,0.2953850430914598
364,0.0810203939906069
365,0.1940715754453191
366,0.1660708107484782
367,-0.2057042481394135
368,0.3615595421781068
369,-0.3002794909107734
370,-0.0231037589815915
371,-0.0693593507964791
372,-0.2108336036328178
373,0.3716270803037679
374,-0.2313583046063438
375,-0.0028679591602589
376,-0.2040405782107593
377,-0.0287463707706967
378,0.0143711197976579
379,-0.1756355993204957
380,-0.0172786177105838
381,0.115058248238164
382,-0.0950132442704088
383,-0.0403249035082626
384,0.0143996774472284
385,0.0086390600702564
386,0.0949394401449938
387,-0.0230209202612828
388,0.0891265597147956
389,-0.0460219754932888
390,0.0143797992579892
391,0.0890753404976732
392,0.4149140126477367
393,0.1335382081304182
394,-0.0020861315120128
395,0.0927895390501173
396,0.1667426747235149
397,-0.0142535420051753
398,0.0057010917590666
399,0.1053590751181743
400,0.1257631536825764
401,0.1643647985389857
402,0.0501973669199284
403,-0.0639284001917789
404,0.0524850531696449
405,-0.0468020501581089
406,-0.1268687422850105
407,-0.3302600798128521
408,0.0412654745529589
409,-0.1434884922229237
410,-0.0493844174935627
411,0.129609451167058
412,-0.1067836311027492
413,-0.1978831109065708
414,0.096547285182281
415,-0.1611714864615925
416,-0.0138166075622903
417,-0.1499042918751821
418,0.0530149363820674
419,-0.326064334111872
420,0.1616142959388609
421,0.0795893650152897
422,0.0207581331518861
423,0.005765815632274
424,0.0161416778121224
425,-0.096740084141377
426,0.0786799748224004
427,-0.0022480498167818
428,-0.0292331909152227
429,-0.1046743277769592
430,-0.12283350988303
431,-0.2779912308457303
432,0.1126966095297332
433,0.052076987296642
434,-0.0767754318617985
435,0.1003846197227564
436,-0.1257854248369502
437,0.0162372123484175
438,-0.143653595817762
439,-0.1312967764580616
440,0.1842182590809425
441,0.1399453761596162
442,-0.1854322606906205
443,0.0824718974185187
444,-0.0605235319426088
445,-0.0785817721060771
446,-0.0837881292601745
447,-0.2929820576879318
448,0.0272467190409165
449,-0.2686458428194169
450,0.3872739963524126
451,0.2291362462091389
452,-0.2477198513680814
453,0.1529017606188039
454,-0.0427408107256934
455,0.2748084753177046
456,0.0974899148363967
457,0.1186398943433459
458,0.1988293641928391
459,0.0602826586885132
460,-0.0357358229289902
461,0.0624986049418478
462,0.0914321395120701
463,-0.0669463536552734
464,-0.1301566907800981
465,0.0853947133416666
466,0.0914504940557107
467,0.135875618122692
468,0.0334008773297061
469,-0.1190486806552563
470,-0.1151682885456572
471,0.0
472,-0.3583908251948801
473,-0.1582331373348367
474,0.0751675745959194
475,0.2900693891479871
476,-0.5864012128493411
477,-0.5638178523142362
478,0.0919672366719336
479,0.3379829862801841
480,0.1558590119396628
481,0.1499143346658987
482,-0.0528548776481014
483,-0.2420024629836384
484,0.1048245619054263
485,-0.1364808342405352
486,0.1815868113641862
487,-0.163265306122447
488,0.1072961373390558
489,0.0
490,0.0700510371842355
491,0.0442983709631245
492,-0.1087205310139607
493,0.0433835509136156
494,-0.1150113093022605
495,0.0386371116612501
496,0.0700700700700713
497,-0.0128716694555166
498,0.0500314483389429
499,0.1085218185972276
500,-0.3765933462438839
501,-0.6809649914151942
502,0.5987850737633766
503,-0.3017466488713409
504,0.1043417772882606
505,0.0275270561986663
506,-0.0710412619247845
507,-0.1335617432710953
508,0.1478603734199208
509,-0.1568035309832221
510,-0.0493884547224124
511,0.0174281813692747
512,-0.0639441941578173
513,0.1987033518499723
514,-0.1641630589534235
515,-0.1819266762723951
516,-0.3578523019397122
517,-0.0058428279287121
518,-0.0116870215625607
519,0.2273787313432921
520,0.0815565653034989
521,-0.4182631840650521
522,-0.3492808922805981
523,-0.2427363001103313
524,-0.1104565537555228
525,0.2647103312660745
526,-0.0075637243778911
527,-0.0403561429616284
528,-0.2224525392451913
529,0.148922207077599
530,0.0302800908402736
531,0.0907578278626565
532,-0.0807387596508174
533,-0.1263136620856912
534,0.1589023129114566
535,-0.0063060449747213
536,-0.1060539107379624
537,-0.0088386070355231
538,0.3397594000100584
539,-0.0755591376183645
540,0.1609334138000368
541,0.0100573267625516
542,-0.1082332804752213
543,-0.0125868492598961
544,-0.0276987384483704
545,-0.0629913323926627
546,-0.1008878127522138
547,-0.1123638062292456
548,-0.0088383838383901
549,0.1336594961289114
550,0.4909634825342023
551,-0.4380262847249572
552,-0.120814182534466
553,0.1704247509176657
554,0.0681234606718146
555,0.0052399916160086
556,-0.0812858903427124
557,0.2719594152872625
558,0.1123184620206744
559,-0.1320831208233605
560,0.2491586005374627
561,-0.0287071350279277
562,0.0313070701800168
563,-0.0522056904202528
564,-0.1964436147194377
565,-0.0023277710938012
566,0.1410363560384508
567,-0.0104482290251855
568,-0.1098268918989485
569,-0.064106757375549
570,-0.0431925865815084
571,0.0078525808815908
572,0.0209358316759091
573,0.180246075076408
574,-0.0705808542897427
575,0.2255405195209102
576,0.211094899574708
577,-0.0932169157629839
578,-0.2398305612658013
579,-0.1153762200255712
580,-0.2861386912673037
581,-0.0375404733228025
582,0.1920254785025163
583,0.1854362426565774
584,0.1353874883286655
585,-0.19333915429712
586,-0.222428284301916
587,-0.1559770870504185
588,0.0344201764816186
589,0.431511223965227
590,0.1570908638442319
591,-0.2057292478414092
592,0.2394427514148833
593,-0.2665835217086168
594,-0.1233103362157895
595,-0.18139171227521
596,0.7265050141264786
597,-0.2536767566726318
598,-0.3984374999999929
599,-0.5909719602665646
600,0.0791484716157106
601,-0.0888616449047066
602,0.1746042567116065
603,0.4924972186796184
604,0.0433968916976389
605,0.3271154366044821
606,0.2292650033715502
607,-0.1499209875876246
608,-0.1122288928552167
609,0.1188482523904852
610,-0.1677489177489189
611,-0.0785248165497875
612,0.56005815988583
613,0.0403725036335345
614,-0.0053832902670216
615,0.0994917852053038
616,0.128904047049982
617,-0.0684734189842255
618,0.0294982873262158
619,-0.0282167042889439
620,0.0564015792442133
621,0.1769484436580136
622,0.3552843436857108
623,0.048090787716951
624,0.0
625,0.1126443255421104
626,0.3619630180420224
627,0.1708683473389394
628,0.1370667710984948
629,-0.0951980960380881
630,0.0575337283087221
631,-0.0239594704285272
632,0.0950756410615004
633,0.1005670866273748
634,0.156193345047819
635,-0.0251088048208835
636,0.0
637,-0.0279064575542844
638,-0.0279142474318797
639,-0.170567346139869
640,-0.0111859951340978
641,0.1340520010053951
642,-0.1230321841008857
643,0.0055920592758232
644,0.0419228619340509
645,0.1534812334310063
646,-0.0041860270417467
647,-0.1943294933452615
648,0.1256667318271911
649,-0.0614748372313886
650,-0.73227513227514
651,-0.4151200022668598
652,-0.0907569698516832
653,-0.0269507368898765
654,0.1091022443890248
655,-0.1220031210100743
656,0.062381262937031
657,0.2150355091531536
658,0.1638371797406808
659,0.17483010461608
660,0.0788932405398635
661,-0.0281840985316148
662,0.1210449273730455
663,-0.1480061457790153
664,0.0394527342153959
665,0.04084507042253
666,0.0408283940362336
667,0.195312499999998
668,0.3640029120232994
669,-0.2427899796505534
670,-0.0350975712480696
671,-0.3748379460007846
672,-0.5583108969817119
673,-0.2728125266418586
674,-0.0824800910125038
675,-0.304964539007089
676,0.0538716720065773
677,-0.1974459864486691
678,0.4679768132334152
679,0.0797892478902738
680,0.0840132117550871
681,-0.2206818503324457
682,0.135620037860599
683,-0.2606158465765887
684,0.0311508835523373
685,-0.1844128578318657
686,0.1444841067482551
687,0.0056657223795982
688,-0.019833961408776
689,-0.0311773708973452
690,-0.0085036423934841
691,0.0481640979147662
692,0.0169962041810668
693,-0.045343762398676
694,-0.0340193910529014
695,-0.031194169526136
696,0.0141771577634148
697,-0.065257483330974
698,-0.0937180506645416
699,0.0510928186204958
700,-0.203284348240861
701,0.0624226809974086
702,-0.1420712856883069
703,0.1679299232968749
704,0.0612342095117097
705,0.2646460076905713
706,0.1129688206055128
707,0.0429097314754167
708,0.0090328116884501
709,-0.1673867312085795
710,-0.0452601326121859
711,0.0271487070428281
712,-0.0294197519688592
713,0.2595761009412404
714,-0.0406458168680027
715,0.0316034221991436
716,0.0011286809106187
717,-0.0449416887234781
718,-0.0860051241423466
719,-0.0035036166365351
720,0.0497040350639436
721,-0.0158174217602515
722,0.0045190591318846
723,0.1387682344844724
724,0.0033844765342929
725,0.2218316960041596
726,0.0619016771035701
727,-0.1181845697072678
728,0.1970655926352135
729,0.0
730,0.249662811719805
731,0.140417239798244
732,-0.2441756915917284
733,0.1305351942966115
734,0.1332263702260479
735,-0.0300924267392595
736,-0.1248242417286011
737,-0.3050974296980693
738,0.1035107392392
739,-0.0517821696729112
740,-0.0302153925842845
741,0.053208317754322
742,-0.01438269474169
743,0.1206688501982462
744,-0.1294554241822699
745,0.0115058248238065
746,0.0086286240220977
747,-0.1469020940749462
748,0.1096241990384064
749,0.4479899173624797
750,0.4726890756302464
751,-0.1079226277776202
752,0.1767906963895987
753,-0.5136605952909723
754,0.0277577305279425
755,0.3540410466338523
756,0.0414719787663405
757,0.022113497526048
758,0.0938941205711059
759,-0.024860504944487
760,0.050275799063559
761,0.0187429265465008
762,-0.1548201597965227
763,0.4595739996697715
764,0.008255138823926
765,-0.0302780071566236
766,0.2553331686022587
767,-0.2283984589983602
768,-0.0275254610514632
769,-0.0206483584554996
770,0.0756533700137489
771,-0.0137570504883784
772,-0.0165111863287383
773,-0.1460618420327324
774,-0.587680878194823
775,0.0738044944392183
776,-0.2807339917821562
777,-0.1124198369912357
778,0.1912582241036364
779,-0.0232879231585233
780,0.0666054905559393
781,0.0267573869500447
782,0.0254767333732381
783,-0.0905242758057836
784,-0.0267819566132349
785,-0.0165820556646847
786,-0.0318987406377196
787,-0.0293554562858989
788,-0.0102116361594088
789,-0.0204274442713745
790,-0.0920080762644755
791,0.0332141032192119
792,0.0229890929525739
793,-0.1893793985924527
794,0.0102356764502726
795,0.0434827092285551
796,-0.0665472229331945
797,-0.1422548027015614
798,0.1113728301500338
799,0.081862368892298
800,-0.5105113717842007
801,-0.2775341165643381
802,0.1765617822691804
803,0.2462913110716575
804,-0.2440214738897088
805,0.05738386939431
806,0.0516188236643649
807,-0.1105289600229644
808,-0.1451900408257131
809,0.0229951135383685
810,-0.106465628866574
811,-0.1535170446571132
812,-0.1405152630339497
813,-0.0752057761732864
814,0.0490733791351584
815,0.1599538871676653
816,-0.044691770947474
817,-0.1646209386281568
818,0.0663818979450525
819,0.1066743549084631
820,0.2372905730926838
821,-0.601860559325217
822,0.1228252702155813
823,-0.1157340431687915
824,0.028925141733201
825,0.0112000896007066
826,-0.0812666386436776
827,-0.0785259556328433
828,-0.0112192522368441
829,0.0504611589246185
830,0.0364308933975998
831,-0.0673022994952193
832,-0.0420816383784637
833,0.179226525525774
834,-0.0981106688344356
835,-0.0757426992453731
836,-0.0028053638557054
837,0.0364564345606986
838,0.0140197397936326
839,-0.0448833034111221
840,-0.1348314606741624
841,0.0196590558036322
842,-0.1885199774901564
843,-0.0028138101803626
844,0.10821446138711
845,-0.049212598425184
846,-0.0084371572404954
847,0.18387255245983
848,0.0687294863522889
849,-0.2362005455107926
850,0.4881762809029037
851,0.1252460189658262
852,0.2320599785790834
853,0.1381523240786014
854,0.0055703479239389
855,-0.0568498495151032
856,-0.3737021124239205
857,-0.3412969283276409
858,0.1076619415036698
859,0.024666442426284
860,-0.0560915413955575
861,-0.2000854297340407
862,0.4654389223298763
863,0.1195731128122087
864,-0.1309193447319032
865,-0.0537393640841809
866,0.0313381385145691
867,0.0894574406226187
868,-0.1097055860293314
869,-0.0044779795356294
870,0.0
871,0.0223848857251634
872,-0.0985906025230226
873,-0.0425913472315619
874,0.0649656130289575
875,-0.2437397372742171
876,0.1895006402048679
877,0.3699451460645461
878,-0.07404381351171
879,-0.0229843961488448
880,-0.312540028179831
881,0.1202599662248529
882,-0.1229697187067731
883,0.0716553355320601
884,-0.0896558792630719
885,0.1100588686972118
886,0.0716149163640159
887,-0.0614219173875234
888,0.0127945955628371
889,0.0485958361041479
890,-0.0460593654043006
891,0.1252268138720665
892,-0.0025557145778081
893,0.007666555927533
894,-0.0703261856355511
895,0.0309339496262311
896,0.0061352829899281
897,-0.0946751618433521
898,0.0179083094555856
899,0.0485846523640263
900,-0.3465537158259443
901,0.1461088895724375
902,-0.0846609712922302
903,-0.1696091280548981
904,-0.0823024099174386
905,0.038564376799665
906,-0.036006378272719
907,0.0925021840793498
908,0.4221784407542863
909,-0.1204016805000436
910,-0.0794769901294711
911,0.1612572949728666
912,-0.0845395158191325
913,-0.048697970063563
914,0.3002542578609004
915,0.3145935756680372
916,-0.0586226232349539
917,0.1831781407418784
918,0.182843211945749
919,0.1012230484120161
920,-0.3280816513527927
921,0.2791949034239505
922,0.1950552234268877
923,0.05316859508318
924,0.2500252550762583
925,0.4165166863783628
926,-0.1184102141680342
927,-0.0476441880528985
928,-0.5034295328070384
929,0.3122097223655639
930,0.0180584578077014
931,-0.0826211561798025
932,0.1598226484159525
933,0.3775038520801157
934,0.089801154586279
935,0.0410351106665704
936,0.1613151021662301
937,0.0371142992436315
938,0.0243103536516634
939,-0.3415072538194849
940,0.117975943166381
941,0.0205133464960599
942,0.148500908927973
943,-0.0461077384154324
944,0.0409678658302458
945,0.1125348474385528
946,0.2322020923704945
947,0.3128736041513031
948,-0.2384018154234506
949,-0.2056772017680592
950,0.5454545454545408
951,0.4952991072752664
952,0.6833780081887517
953,-0.5002960331557127
954,0.0872535825729501
955,0.0280907182353027
956,0.0709156989628606
957,-0.1568511393903609
958,-0.0918273645546379
959,-0.3000772476082925
960,-0.1051374594209548
961,-0.0078822129684707
962,0.2403489510697019
963,0.3282858156867424
964,0.1004550020681838
965,-0.0591261160054362
966,0.1520183012323773
967,0.1488446121197817
968,0.039774317575843
969,-0.4394401207350675
970,-0.0266398295051005
971,-0.0251661707450606
972,-0.1497405485544834
973,0.0444576170717182
974,0.2866684398735193
975,-0.318118948824342
976,0.1909670294273253
977,-0.0057523498349023
978,-0.3753060187537531
979,0.5832108743570821
980,-0.2393665991530021
981,0.1918151223826377
982,-0.2845097677847433
983,0.0460532375425966
984,0.3762158194164166
985,0.0618996308947893
986,-0.0665290204175316
987,-0.1090888212665708
988,-0.0930991678543583
989,0.1285642132329313
990,0.2610368199304
991,0.2444094200415708
992,-0.3185381114890306
993,-0.004560245657456
994,0.1144479033144112
995,-0.2501204708689908
996,0.0481651376146742
997,-0.0619649783122534
998,0.0504645028099484
999,-0.1424206923483345
1000,0.0405967725565881
1001,-0.6460839142981255
1002,0.2775797086686441
1003,0.083967329075592
1004,0.0330671007783475
1005,-0.0356234096692077
1006,0.0711960943856724
1007,0.0152539787461235
1008,-0.0305172676872864
1009,0.2524003399160224
1010,-0.0926748762218997
1011,-0.1449349064280029
1012,0.1903408369921072
1013,0.0684757798630582
1014,0.0304244206683242
1015,-0.1663428694779956
1016,-0.0368375590671159
1017,-0.0203283020785648
1018,-0.1348566194244496
1019,0.0228949376748999
1020,-0.0165379673565961
1021,-0.0419986254995343
1022,-0.1223272764341645
1023,-0.1480309333605533
1024,-0.1021946296722049
1025,0.0306577796954768
1026,-0.3063781321184572
1027,-0.0182265560922227
1028,-0.5797566397030248
1029,-0.1698611270515342
1030,-0.2715952770041545
1031,-0.2168246718796979
1032,0.2393170260257313
1033,0.0448518164985666
1034,-0.3288410947523911
1035,-0.1270824187250062
1036,0.0277193874015394
1037,-0.0485324705338655
1038,0.3615262394362938
1039,-0.1891798361979451
1040,-0.0207679527413639
1041,0.493674083258703
1042,0.1078031102344206
1043,0.0171767362320563
1044,-0.1113253897192143
1045,0.0688278615183452
1046,0.2916652369351079
1047,0.0948441356613996
1048,-0.020572839280402
1049,-0.1579742662209933
1050,-0.3848978992213904
1051,0.1935427113574288
1052,0.2603100321731461
1053,0.2232501130842202
1054,-0.2354765108523977
1055,-0.0819720124129134
1056,-0.3731891510681384
1057,0.4650482597250585
1058,-0.0029249173710816
1059,0.1256134610890415
1060,-0.2489237707558396
1061,-0.0263635831038818
1062,0.0351390922401184
1063,0.0731528895391368
1064,-0.2111251209571085
1065,0.023452845123286
1066,-0.0498621458321158
1067,-0.0469511121544765
1068,0.1874524046628912
1069,-0.1114238798967849
1070,-0.0557429954525444
1071,-0.0205411115675949
1072,0.2006062114711617
1073,-0.2010094489113217
1074,0.4847564536853244
1075,0.1819169797056209
1076,0.5164906837772547
1077,0.7169692444112679
1078,-0.5797169479193623
1079,-0.0775120965847663
1080,-0.2796354187276632
1081,-0.1894513274336261
1082,0.2025388003108767
1083,-0.6706317537947368
1084,0.4011051289317084
1085,-0.0413413496178905
1086,-0.0059062559062639
1087,0.1980571536357709
1088,0.1189284662937875
1089,0.0423723826226166
1090,0.6722315750093527
1091,-0.500528727529079
1092,0.0046995793876405
1093,-0.0728965809152053
1094,0.0869299626436117
1095,0.1255382304975831
1096,0.370543541788423
1097,0.1074239275121971
1098,0.0326835531691474
1099,0.1887407959735302
1100,0.5067695333182036
1101,-0.2755726348788934
1102,-0.0759032486590454
1103,0.2951489619333558
1104,-0.0075684948786592
1105,-0.0934319840408082
1106,-0.2379325182878978
1107,0.0657678395264692
1108,0.0505650645968671
1109,0.0871487211872503
1110,0.0492337213118875
1111,0.2267173841852114
1112,0.183555443801851
1113,-0.0276666918182081
1114,-0.1208733096623004
1115,0.138309108283461
1116,0.0301674292322257
1117,0.1004570797127013
1118,0.0276180672374434
1119,-0.1339510636136841
1120,-0.1402819738167228
1121,-0.0806289054626066
1122,-0.0201612903225766
1123,-0.1413284877851812
1124,0.0151400454201368
1125,0.1089824480899379
1126,-0.1997212523528293
1127,-0.2232078569165733
1128,0.074826603735588
1129,0.2225444730003237
1130,-0.0675267952070382
1131,0.1176740715228818
1132,-0.0086110393524583
1133,-0.1221387208483644
1134,-0.0978065444084789
1135,-0.3768191268191287
1136,0.0173220162826959
1137,0.0865351332641085
1138,-0.1502195516524098
1139,-0.086740299543171
1140,-0.0694404259012815
1141,-0.2029456105763622
1142,0.0246373240967462
1143,0.021734090645644
1144,0.2485980227785204
1145,0.0606673407482246
1146,-0.4090038869872855
1147,0.1158949991307809
1148,-0.0289821469974396
1149,0.0695088044485496
1150,-0.3472419878180757
1151,0.3007945516458576
1152,-0.633959677879939
1153,0.3358378870673972
1154,0.0639959042621175
1155,0.0852551259644518
1156,-0.2935685682119316
1157,-0.0841510725696074
1158,-0.1771732296965207
1159,0.1740122664384577
1160,0.1897689886437525
1161,0.0365737380637353
1162,0.0952570518653263
1163,0.0198436502309273
1164,-0.0056293179427331
1165,0.1589599477703035
1166,0.0468144869557712
1167,-0.1008236296506564
1168,-0.0682089467401833
1169,-0.036960168310919
1170,-0.0939100739897669
1171,-0.2825261836134677
1172,0.2363056599476096
1173,0.3927685218007772
1174,-0.1235128765723053
1175,0.1475721542696545
1176,0.0198615367154673
1177,-0.3645062079963471
1178,-0.2698342446782834
1179,-0.6900219944510666
1180,0.050805794849193
1181,-0.4508270068989421
1182,-0.3505011297143791
1183,0.1229585268121785
1184,-0.7417662489070123
1185,0.579542161692263
1186,-0.1465488471974333
1187,0.4664798821524371
1188,-0.1069858894286388
1189,0.2942392419317737
1190,-0.1806865279362176
1191,0.5728972230996767
1192,-0.3920777236428672
1193,-0.5362007999536325
1194,-0.4074268086840048
1195,0.1336898395721865
1196,0.1088676314758096
1197,-0.0377550279532405
1198,0.0870511425462492
1199,-0.2953930327988086
1200,-0.1442109600329614
1201,-0.0664269189362577
1202,-0.2595076244717976
1203,-0.0821683243982499
1204,-0.1963245284756842
1205,0.3145087235996337
1206,0.4115226337448456
1207,0.1415460481256574
1208,0.2368696761262744
1209,-0.1162923269866585
1210,0.1957169841378242
1211,0.1159301691216564
