,AMZN.US
298,-0.0602572880883861
299,-0.216324346956328
300,0.329594889388331
301,-0.4351324978583609
302,0.1102421556063174
303,0.8073261185147045
304,-0.0040418108751759
305,0.1652439879900025
306,-0.1314968727346246
307,0.322640272899897
308,0.1482169224573857
309,0.0971693490212399
310,-0.187902105046603
311,0.0387522069171923
312,0.0064461609586351
313,-0.3149143979792353
314,-0.0280741156653565
315,0.1877434359850875
316,0.0252129090094153
317,0.1461610008881528
318,0.2195277849883812
319,-0.0569728959825719
320,0.2073526583781358
321,0.053200558584964
322,-0.1369533261368515
323,-0.0681060109137106
324,-0.2748521480171227
325,-0.1626573067374333
326,-0.3520250969437439
327,0.3887519358231487
328,-0.1185672433806855
329,-0.0271534658488056
330,-0.0613499308437039
331,-0.0818373198111687
332,0.0261832997046743
333,-0.1446877156803177
334,0.0728451141147825
335,0.086618901738746
336,-0.1645140322015193
337,-0.0717057650325403
338,0.0327215149506774
339,0.0374216224906697
340,-0.1311474499800825
341,-0.0467908684218549
342,-0.0839329536895754
343,-0.0840034602749856
344,-0.0796162829217541
345,-0.0420667779814008
346,-0.0872005731087931
347,-0.0351640813868263
348,0.2222951768345678
349,0.1592781619587236
350,-0.2081081081081031
351,-0.0507765202159671
352,-0.3180944809570628
353,0.2700421433595523
354,0.1182941621530754
355,0.5054367307922115
356,-0.1121461788058675
357,0.4981179344803706
358,-0.2413035048471288
359,0.5492411039405007
360,0.0826248696352332
361,0.3354790621214781
362,0.1706043998010954
363,-0.2889291444542127
364,0.2191170394853251
365,0.3001059197363855
366,-0.039464785920031
367,0.2431424594948528
368,-0.0990486043551962
369,-0.0308703679747782
370,0.3460167060733094
371,-0.1963927149751662
372,-0.2103380411791901
373,-0.1234131542517173
374,0.3709203166908236
375,-0.4665433854907507
376,-0.1390265859856674
377,0.0105398391677484
378,-0.1280661722760918
379,-0.0599332172721798
380,-0.0402570742528974
381,0.1695910433127051
382,-0.1217205295158379
383,0.0553404551761637
384,-0.0089851103884876
385,0.2049530315969205
386,0.1956908800595144
387,-0.0485506710856262
388,0.0375053274612917
389,0.0096595299786395
390,0.2626724584952008
391,0.0130327490317527
392,-0.0603837343796098
393,0.0011339539841462
394,-0.123469755586649
395,0.1094417619556526
396,0.0286281179138383
397,-0.006519699413511
398,-0.1379541345081233
399,-0.0377671386139155
400,0.734066755605402
401,-0.0669099070194223
402,-0.0382258064516111
403,-0.1130308412724043
404,0.0113018066745211
405,-0.1584760426268242
406,0.0882159060064374
407,-0.3689223090158126
408,0.0568870621641105
409,0.0058342300760989
410,0.2528240641953329
411,-0.1252755576704537
412,0.0924144923388166
413,0.1599128188569542
414,0.1997937612786742
415,-0.0815952681194627
416,-0.1298177062309264
417,1.1370366172721589
418,-0.3435804122324208
419,1.1636043555215003
420,0.20128544614587
421,-0.0553287953182354
422,-0.1196531956582902
423,-0.2893637014426991
424,-0.4725376371523366
425,0.2768161726223193
426,-0.2142180094786793
427,-0.5374704581840384
428,0.2509537309583822
429,0.18817185597494
430,0.1796289982447517
431,-0.2731868528431266
432,-0.2122246472439363
433,0.140334204482453
434,0.134451123062322
435,-0.0633111744222855
436,0.3356848096313737
437,-0.195038991992972
438,-0.1098101265822721
439,-0.1039053194455067
440,-0.1600736116509353
441,0.0642102926720879
442,0.2542903591060607
443,0.2114605294719254
444,-0.1688217255224351
445,0.1622351842032129
446,0.0986955164487306
447,0.1156205541912774
448,0.219457790421571
449,0.0212335438464191
450,0.2895023114674823
451,0.1490795765377781
452,0.0896311939988091
453,-0.1218534034637964
454,-0.0080655568460473
455,0.0099709668905289
456,-0.0986338043880338
457,-0.180419685302185
458,-0.0398640796693199
459,-0.1443660415715301
460,-0.181227328136572
461,0.0967183579109939
462,0.2193632850896587
463,0.1987775710868893
464,-0.0556877742741839
465,0.1267745324154786
466,-0.0866375525332019
467,-0.3122799678292686
468,-0.186536877927543
469,-0.7313845305180552
470,0.929591196543188
471,0.411258268432554
472,0.1204162711387591
473,0.1775282687175796
474,-0.1303187906687991
475,1.0788419974123653
476,-0.3920691218912969
477,0.5355916002031197
478,-0.2498985582545072
479,-0.089468494201786
480,0.1642797723423553
481,0.3322397852669213
482,0.0056662461715576
483,0.0566303735518299
484,-0.1647972724857214
485,-0.1069937447511911
486,-0.0586119143667844
487,-0.0733186097594632
488,0.0475177949445936
489,0.0962649302681368
490,0.0233032681339818
491,-0.0058440841376023
492,0.1037353191362282
493,-0.043595233189709
494,-0.0627448168299498
495,-0.0210687693597313
496,-0.0237640454476181
497,0.0895952980387589
498,0.2673227367295456
499,0.1247932507526316
500,-0.8148997248630336
501,0.1363142509174619
502,0.1736052159049807
503,-0.1946545823945679
504,0.3587958708787263
505,0.1217122169696749
506,-0.2218888857441963
507,-0.0874451484938724
508,-0.1777266987329665
509,-0.1406649616368234
510,-0.1636661211129296
511,-0.1959285645024182
512,0.2310428225921152
513,0.0437992741834553
514,-0.1949162202211371
515,0.3378210471458447
516,-0.3139534055540118
517,0.1468407476844891
518,0.1821078187781284
519,-0.3602155593742928
520,0.3359993637881848
521,0.1165747296443271
522,-0.3167265255476904
523,0.2939662643215213
524,0.7273267605633777
525,-0.059414497137302
526,0.0834706521504518
527,-0.0880454451336495
528,0.0319490255547222
529,-0.1907071945754337
530,0.1062861981066634
531,0.0765035191618732
532,-0.1225556456699987
533,-0.1427344552552266
534,0.0024966625938003
535,-0.0369522239039984
536,0.1619299405155282
537,0.0669502796600252
538,0.0120075767809515
539,0.0468076296436302
540,0.0719599183254954
541,-0.1745069652607976
542,0.0186186186186153
543,0.136198630720337
544,0.0343467446723808
545,-0.0563109475345057
546,0.10277954237633
547,0.0214203007530103
548,-0.3666831040123072
549,0.1779877479597392
550,-0.1579432854523984
551,-0.4627632913310596
552,-0.117577380796076
553,0.0720116618075743
554,0.040071399949
555,-0.1440270368078806
556,0.2477474199042129
557,-0.0859557109557056
558,0.1150510465349534
559,-0.0277467248908348
560,0.1755283286448272
561,0.0277455371085642
562,0.3026262852131178
563,-0.0325382752106454
564,-0.0996262926402691
565,0.0242118815096494
566,-0.0026097319805166
567,0.0373921714126693
568,-0.0568452070209641
569,-0.1538052642357032
570,0.0801062278238597
571,-0.0170690224239983
572,0.0868111221605768
573,0.0144968723990974
574,0.0333383582453033
575,0.5998010666293201
576,0.1146300295721546
577,0.0351699352124851
578,0.2237048901949301
579,0.1614207430163702
580,-0.2727826238975718
581,0.0701809342799203
582,-0.2255080724040851
583,-0.1378493089396469
584,0.4148428233395674
585,-0.0099355394245193
586,-0.0656778831234905
587,0.1981466224870902
588,0.004810612210532
589,0.0850153658514582
590,0.0957382953181288
591,-0.1565803249010942
592,0.2700731458720611
593,-0.159372844631586
594,-0.1428885000030115
595,0.0616024448658173
596,0.1644780017235336
597,0.0760684811185262
598,-0.1447017253128999
599,-0.1464168460548594
600,0.06141880264469
601,0.0045283702395595
602,-0.0991563213571384
603,0.1254875552279628
604,0.1746977742627936
605,0.1566573743885592
606,0.204181571030142
607,-0.0619542045784105
608,-0.4074534863993753
609,-0.0358325489659609
610,-0.211265689309158
611,0.0498662739014089
612,-0.7317380136986322
613,-0.1111393641914074
614,0.2570437686834053
615,-0.2044563488550818
616,-0.1971342572988278
617,-0.4338008699925543
618,0.2375446854744617
619,-0.1625217868207997
620,-0.0134974469722714
621,-0.2527782823324307
622,-0.3777168965606903
623,0.2897147864962393
624,-0.7737056073409408
625,0.0684112510195817
626,-0.4190868750210904
627,0.067038286636346
628,0.2058245718819685
629,0.0137587822013992
630,-0.0685481272300154
631,-0.0316476097263632
632,-0.0747794007677271
633,0.1165784517327136
634,0.1214103494277516
635,0.1454804653037859
636,0.3786214222312826
637,0.1940264259344735
638,0.062989840348333
639,-0.0761101331055807
640,0.2126870055518389
641,0.1760200243069719
642,0.1440309229300134
643,0.0530061052035723
644,0.0085188345656787
645,0.0665181431481936
646,0.3534137932026196
647,0.0138010747586842
648,0.139540893233993
649,-0.2149405244894025
650,-0.049636556867358
651,-0.1375268345042863
652,-0.396767083027187
653,-0.1137098529127816
654,0.2372762158112725
655,0.2336712312887703
656,0.0704178123532945
657,0.1142723027767494
658,-0.2283676515019722
659,-0.081245437579981
660,-0.140391014975046
661,-0.1127149921350608
662,0.0135019288469721
663,0.1943432664336216
664,-0.007945481771224
665,0.166488846900816
666,-0.158808394651278
667,-0.1999369264826025
668,0.111937217289708
669,0.140335981748681
670,0.2022298623556873
671,0.1937766366824919
672,-0.2399814601362402
673,0.0484606874102835
674,0.0657900748362056
675,0.4852008325693177
676,-0.6669431305481116
677,-0.5533748024781187
678,0.182040278195402
679,-0.4573329267257529
680,0.3805270377770985
681,0.0766729569786416
682,0.1446865957087802
683,-0.0504250990930697
684,-0.3887985637252786
685,0.0351412237931151
686,0.0269730246854752
687,0.1640997857974967
688,0.0550860719874872
689,0.2880567250166192
690,0.0595731939341343
691,-0.0317398145163047
692,-0.1913941856830226
693,-0.0133434495105562
694,-0.1182611090852384
695,-0.0759623727826092
696,-0.0869231932869284
697,-0.1622739391351048
698,0.0210354462968218
699,-0.0851561247992872
700,0.1766392276645196
701,0.0471857305350975
702,-0.2568986691395717
703,-0.1534343887569264
704,0.593253380327817
705,0.1155849658541459
706,-0.1369576679135428
707,-0.1678124999999966
708,0.0356123131134493
709,-0.1204144760093676
710,0.0248586263341991
711,0.056095853594512
712,-0.0196921153395361
713,-0.0314797824005413
714,0.1637838732132734
715,-0.1416085227698922
716,0.0012503907471073
717,0.0087519691930746
718,-0.0796124796081024
719,0.0236122708749567
720,-0.1025040324451415
721,-0.013332122650518
722,-0.120378062352079
723,-0.0473585828806489
724,-0.0326284746188104
725,0.7361786888525038
726,-0.6353841791891085
727,0.5268382933598023
728,-0.3743855194192115
729,-0.5341970040000735
730,-0.0636489199618427
731,-0.3414773539076959
732,0.3689721733485943
733,-0.1779694371716617
734,0.2775301858410448
735,-0.2428509519709369
736,-0.1842325500355559
737,0.0402578788380563
738,0.0450913242009111
739,-0.0936950113119644
740,-0.2858992649123114
741,-0.2225099698821989
742,0.2037190911435238
743,0.0558411248407174
744,0.0203277637169469
745,-0.1502500344084116
746,-0.392066553441374
747,0.2455168056971307
748,-0.2516041926355332
749,-0.1877595754499371
750,0.1735670530804287
751,0.900795374115156
752,-0.1428416380398315
753,-0.0407820196502408
754,-0.1692698767209903
755,0.0484652665589687
756,0.0415453703336684
757,-0.1916514679060973
758,0.0981561917748547
759,-0.0782834912948815
760,-0.0339313165191919
761,0.0098550861069772
762,-0.0370806356680464
763,-0.015894226863597
764,0.2268599209734539
765,0.010570995244524
766,-0.1018494568029013
767,-0.1681206700094523
768,0.0432627787064798
769,0.0264804015605676
770,-0.0930621572750415
771,-0.1923837288215606
772,0.0321519696768622
773,-0.3565608529042192
774,-0.1543182424619741
775,-0.1518682573734839
776,-0.0511118763308837
777,-0.0891778023003781
778,0.1281156807419006
779,0.062321058347319
780,-0.0083307364062431
781,-0.0265419810811267
782,0.0861655255688486
783,0.0553418763907021
784,0.0240331287436281
785,-0.0326710762345643
786,-0.0209631972575154
787,-0.0629291676692276
788,-0.1155033971587332
789,-0.2166511915815537
790,-0.1180624666679871
791,-0.0238623613788589
792,-0.0570275624328442
793,0.1804383963645474
794,0.1137878042973538
795,-0.1216657998365496
796,-0.0416561493922631
797,0.121454197402065
798,-0.260247801882557
799,0.0306944384158022
800,-0.3043843557488465
801,-0.0535212005038016
802,0.0255905454566635
803,-0.0835297884106024
804,-0.2469776961488735
805,0.0322294621034031
806,-0.1192890547546992
807,0.2619813889819246
808,0.0180543786236257
809,-0.0697909912797681
810,-0.1060372691100517
811,-0.0706090912795588
812,-0.0022244635525141
813,-0.3449265767758253
814,-0.0815012650286339
815,-0.0387134238797217
816,0.0707778381839832
817,0.1549315738877873
818,-0.0995787907369167
819,0.0918902467574996
820,-0.0023412075948753
821,0.1609910739068886
822,-0.0890479762421775
823,-0.0214580009649087
824,-0.1154200941188919
825,0.5253887841658761
826,0.1778059031559822
827,0.0403050871177679
828,-0.0039187036928148
829,-0.2610636325941625
830,0.1021180560422749
831,0.0536585160828432
832,0.2539163487471886
833,-0.0494130207937638
834,0.005790755482486
835,0.2757732246227379
836,0.0561910118737901
837,-0.0347444278724799
838,-0.0326279741653394
839,0.183164177661978
840,0.0158612647264402
841,-0.114798086327056
842,-0.3023819548443524
843,-0.0744106303297773
844,-0.1245455557399052
845,0.2529999664808184
846,0.1359864878246764
847,-0.2849166230736292
848,0.026288779445532
849,-0.4209870024826785
850,0.1261149102553439
851,0.314664850145663
852,0.4232629097831458
853,0.3810244470314348
854,-0.0363927505640876
855,0.1476817168290272
856,0.1307944784697222
857,0.2194928682561629
858,-0.0151185468787512
859,0.4887092960897726
860,0.1925163236000855
861,-0.0990900423149062
862,-0.3602061790103302
863,0.2721582669515118
864,0.1284900155699561
865,-0.0300260081394248
866,-0.0141149359066623
867,-0.0801448372886886
868,0.0282445168170164
869,-0.007433471796506
870,0.049222870098954
871,-0.3875554912876912
872,-0.052584936043464
873,-0.625506267379057
874,0.2917694875889151
875,-0.4613107307973103
876,0.0091239950933175
877,-0.3736771818266017
878,-0.2375948796844931
879,-0.314631650750338
880,-0.9016449858902822
881,-0.4750938777203874
882,0.9751621275517548
883,0.0841601094765664
884,-0.2744425385934819
885,0.9389559679606376
886,0.6874789065136648
887,0.0
888,0.2091465406623323
889,0.4859855031507046
890,-0.0371990768191622
891,-0.2218044354838679
892,-0.4600977960148317
893,0.3149613188277595
894,0.0534755761236646
895,0.8496732026143797
896,-0.1374937075967249
897,0.1469612449109648
898,0.0306665644447876
899,0.0146644669966038
900,-0.2658372892453742
901,-0.951369216241731
902,0.0949286855619896
903,-0.2389230289588906
904,0.0733813289550654
905,0.0672824386932967
906,-0.0050169247431664
907,-0.4005914056550937
908,-0.0831799964711603
909,0.0277189799415365
910,-0.0336594993186476
911,-0.2293203023520608
912,0.2215460175101506
913,0.1953610627641787
914,-0.2025786512354903
915,0.1291511275545018
916,-0.0260739968177769
917,-0.0572177357192919
918,0.0654758554079808
919,-0.1988962741087463
920,0.0379836610907763
921,-0.1741968662399836
922,-0.0264635219677063
923,0.1288805212237159
924,0.1381919979122882
925,-0.0466461172820538
926,-0.208769673355876
927,-0.1093942589590834
928,0.0002939827211996
929,0.2692275621283052
930,-0.0697151101444945
931,0.5858954272326973
932,-0.0012041841384884
933,-0.2672383492397279
934,0.1585885617999699
935,0.0420404337930154
936,-0.0155332733427584
937,-0.1449638797215567
938,-0.0282927217684173
939,0.0069640423636931
940,-0.1090325110240984
941,0.1129304432002921
942,0.0335226541382349
943,0.0448189005224983
944,-0.2221612062424016
945,0.0810057065552866
946,-0.0870429573113339
947,-0.174411069300688
948,-0.1503730216913226
949,0.2001301779534454
950,0.0377773985415463
951,-0.2246540557786722
952,0.1550107555132202
953,0.2522398571732845
954,-0.4237162680071226
955,-0.0572739571366899
956,-0.1364584741042136
957,0.3033071321538427
958,-0.0874867618715541
959,-0.1632347830097439
960,0.0725875741923991
961,0.05494541649942
962,-0.2083704245877155
963,0.0369127737972002
964,0.0392044462454348
965,-0.3504398681552617
966,-0.0873556068071152
967,-0.4563887780880207
968,0.0219337600446602
969,-0.2351765489673532
970,0.4838236488491096
971,-0.028351250439362
972,0.4144253027286086
973,0.2401517996560777
974,0.5751455878210612
975,-0.6017017141436678
976,0.2282937718076895
977,-0.5621407968604263
978,0.2728639750358999
979,0.1915552082422331
980,0.4398468681273886
981,0.0129184815729104
982,-0.3036611164475521
983,0.2007224885090556
984,0.1163621986839552
985,-0.0869540779045599
986,0.09518220794646
987,-0.0927411762391536
988,-0.1148525948636848
989,-0.2116869202357139
990,0.0093035581881287
991,0.0205763636773631
992,-0.1380236926559633
993,-0.0242799992094791
994,-0.0497140032483643
995,0.0760666620565705
996,-0.0393895328316692
997,0.2373256149691118
998,-0.0844380289711216
999,-0.1773660575592453
1000,0.6503972758229306
1001,0.4941970949049288
1002,-0.203207406233725
1003,-0.2925075170005094
1004,-0.2849174729652866
1005,0.099502487562189
1006,-0.0416662519002269
1007,-0.336449078189452
1008,-0.0416811194520941
1009,0.1779694103498786
1010,0.1812027080844254
1011,-0.1177638258576387
1012,-0.0756709922162835
1013,0.2101479670584563
1014,0.2024109243769109
1015,0.0913125469678222
1016,-0.0459609672230182
1017,0.3615527262036671
1018,-0.1833734772567302
1019,-0.1580440322167295
1020,-0.0003744192247215
1021,0.0972033643891721
1022,-0.0678633783043053
1023,-0.1583278290938737
1024,0.1352245943347296
1025,0.6415495697189777
1026,-0.5792876198526135
1027,0.6975388712945173
1028,0.0486681872402858
1029,-0.0157325467059986
1030,-0.1889831524228792
1031,-0.2978590287192401
1032,0.0782799860461138
1033,0.0595318363762525
1034,0.1497561536314207
1035,0.0009852281460042
1036,0.1446190877519718
1037,0.2006205163114661
1038,-0.3452405403021359
1039,0.3300262840047325
1040,-0.1205999849250114
1041,-0.0114714230464136
1042,0.1741731747397993
1043,-0.0452831423895307
1044,0.1364747031470962
1045,0.1075928907058556
1046,-0.1841771240889171
1047,0.1287253575885903
1048,-0.0644041310182801
1049,0.4614398354696838
1050,0.1159885795860126
1051,-0.3063723662268462
1052,0.0079018137153135
1053,0.2392577151470022
1054,-0.3825094171100102
1055,0.6735245510083528
1056,-0.188168846611175
1057,0.3374424881272941
1058,-0.0981768104274114
1059,0.1037036598154939
1060,-0.2700141690603609
1061,-0.0392253586000026
1062,-0.3429079187874775
1063,-0.128980249899239
1064,-0.2319248264304524
1065,-0.107549108600624
1066,-0.0190269298475663
1067,0.0295055056974121
1068,-0.1358797539166724
1069,0.2769892524580618
1070,0.2333694429274349
1071,0.1739778059134623
1072,-0.052160953800298
1073,-0.2300361485376219
1074,-0.088807025622479
1075,0.1388549304001665
1076,-0.0932910328787016
1077,-0.0310001214437683
1078,0.224466411573713
1079,-0.1774282424081733
1080,-0.1111246098974282
1081,0.0663096955838832
1082,-0.1009293174874902
1083,0.0552582405933569
1084,0.0508680922110286
1085,0.2149195952819039
1086,0.0689891417782616
1087,0.0195935376371079
1088,-0.0947120689325216
1089,-0.1859424920127848
1090,0.2240973149762737
1091,-0.0775218528679988
1092,0.0095696832434904
1093,0.1339553790013372
1094,0.2983960616166422
1095,-0.0289110081046087
1096,0.1741154680502804
1097,0.0377266372250966
1098,0.0522826941113871
1099,0.1780772089639609
1100,0.2055476715909939
1101,-0.6277735965068798
1102,-0.0333646187076894
1103,0.3450718478040867
1104,0.2361167986520814
1105,-0.0137289010821098
1106,0.0139894631940144
1107,0.1104954865402966
1108,0.0713317589000934
1109,-0.1071483128644325
1110,0.0701340034707086
1111,0.0430411525240221
1112,-0.2409763727716873
1113,-0.0768251015910972
1114,0.0044764502615893
1115,0.1138032199532141
1116,-0.1302715193529814
1117,-0.0433463372345036
1118,0.1578201773240911
1119,-0.2097599831151064
1120,0.0807451083486707
1121,-0.0829805935281019
1122,-0.2473663414824173
1123,0.0893203096267563
1124,0.0222932518037262
1125,0.1644954109929802
1126,-0.0671477141777716
1127,-0.2587573282748909
1128,0.0221151995061521
1129,0.1069612205975773
1130,-0.113287763648628
1131,-0.1424487805810844
1132,-0.275456564462265
1133,0.0922662375807688
1134,0.1288150292703591
1135,-0.115144482528009
1136,0.3012946590540156
1137,-0.3155873324489788
1138,0.2296569638457519
1139,-0.0215051022846441
1140,0.1895222195723042
1141,-0.1670645531700026
1142,-0.2489055500030358
1143,-0.2050297728008495
1144,-0.0862163382554964
1145,0.1703996879735521
1146,-0.0889554454811977
1147,-0.3744981532037852
1148,-0.2808572588073808
1149,-0.2839156457223835
1150,0.0008402349296792
1151,0.0766826095595853
1152,-0.185349499576538
1153,-0.2941255870194929
1154,-1.3080507152756895
1155,0.5894930614556798
1156,-0.2686324732929354
1157,-0.0356505226139391
1158,-0.1141834955791185
1159,-0.5353094152579382
1160,0.2157621301471266
1161,0.0479070603030074
1162,-0.075339240614696
1163,-0.0302589999115051
1164,-0.0362525720550306
1165,0.1536691558247218
1166,0.3913672007020681
1167,-0.118797930659977
1168,0.0374602416624743
1169,-0.1999367721318894
1170,-0.1191925701397031
1171,-0.1979999999999953
1172,0.044979759108396
1173,0.1834373334169629
1174,-0.0139699844904729
1175,0.7670437541150449
1176,-0.4427851274698127
1177,0.5003888257462469
1178,0.6714200831847864
1179,0.672511427382634
1180,0.5209105439985173
1181,-0.2722732925770579
1182,-0.8874829245114915
1183,0.5125932491321341
1184,-0.0345787597751515
1185,0.2256260004662006
1186,-0.2670303352847274
1187,0.2783608288731106
1188,0.0247311701174344
1189,0.3583302982952823
1190,-0.247624599928741
1191,0.6081268930802944
1192,-0.5378416309429647
1193,-0.1060329821481666
1194,0.1843336939649084
1195,-0.1896907216494861
1196,-0.1477880465724152
1197,-0.0891652420895367
1198,0.0187448064340505
1199,0.3748143573455642
1200,0.8125325733802006
1201,0.4281278034642252
1202,0.0108303775198065
1203,0.2404432971949701
1204,0.0083971609336496
1205,0.1571814229760874
1206,0.0528020616404184
