,SBUX.US
247,-0.2662277941817043
248,0.0532172230285366
249,0.0870069605568478
250,-0.0625502636046889
251,-0.1566205754687404
252,0.0491993917166176
253,-0.3590986623574878
254,-0.0359227660529917
255,0.2508286302965163
256,0.2056141605578437
257,-0.2958845153770271
258,-0.2156527989936156
259,-0.1620016200162063
260,0.3140139960523904
261,-0.224799928064023
262,-0.0269832703723573
263,-0.0269905533063438
264,-0.0810372771474909
265,-0.2346570397111959
266,-0.2442775716999873
267,-0.0996196341242523
268,0.0723981900452473
269,-0.0106798735068485
270,-0.1441141601679392
271,0.2268041237113385
272,0.1985559566786993
273,0.0991795149220083
274,0.305617977528093
275,-0.0431984966575501
276,-0.2879184100418358
277,0.0522739153162591
278,-0.1046572475143943
279,-0.1922404753582653
280,0.2179788996425146
281,0.0435767822903932
282,-0.1134281476310928
283,-0.0611140213025957
284,-0.026111233856238
285,0.0610054110665073
286,-0.1647849709113044
287,-0.1545331173663617
288,0.1791644817339611
289,0.017476406850748
290,-0.0874584572328094
291,0.0349711488022312
292,0.1832620647526031
293,0.0697654137961091
294,0.1306392614527011
295,0.0435274658309492
296,0.1564537157757432
297,-0.0347795843839596
298,-0.1175190424374364
299,-0.1351115760111586
300,0.0086591445814762
301,-0.2982717782261632
302,-0.0614466292134771
303,0.0087773194066576
304,0.1052170100832883
305,-0.2284910800597512
306,0.3502933706979521
307,-0.2282103045729754
308,-0.0878503030835531
309,0.2103971245726263
310,0.0027175556726374
311,-0.1168158680007011
312,0.0
313,0.1052077853761218
314,0.0963475518962945
315,-0.0964404699281075
316,-0.0438558021226183
317,-0.1053648257090214
318,-0.2376342193275796
319,0.0175994368180183
320,-0.0792602377807163
321,-0.123445904241249
322,0.412715138742535
323,-0.0615060188032626
324,-0.2113234128731259
325,-0.2150181938471759
326,0.0826309700875841
327,0.1896907216494878
328,-0.1734963648380648
329,0.0247790534401477
330,0.2203772291148559
331,-0.1460046797429883
332,-0.315035601920846
333,-0.2157318287421217
334,0.0165920026547289
335,-0.0082966896208455
336,0.0
337,-0.0248962655601669
338,0.0008298686317995
339,-0.0506476253736358
340,0.0622329170642682
341,-0.0788074416148097
342,0.3144867549668809
343,-0.0579806179077223
344,0.0910294604435612
345,-0.2073140393067418
346,-0.0331812525922905
347,-0.1204268925709032
348,-0.1180745532707448
349,0.0722891566264969
350,0.0987265972681182
351,0.2235841460141332
352,-0.0805873925501335
353,-0.0896217960207999
354,0.2859696157283354
355,-0.0536480686695299
356,-0.0536768652710702
357,-0.049228015215938
358,-0.0806198772786215
359,-0.0627436920181126
360,-0.035866397668677
361,-0.031392950040372
362,-0.0628253455393943
363,0.1165396683101707
364,0.0806162665711245
365,-0.0986281717923423
366,-0.0403641745526319
367,-0.0852859323099011
368,-0.1438460846893793
369,0.0314564328405128
370,0.0044935741889057
371,0.1346257404415775
372,0.0896700143471972
373,0.0313746582403395
374,-0.0044822949350153
375,0.3264513852126385
376,0.1937301866854516
377,0.0
378,0.0572936789494583
379,-0.1278639407825161
380,-0.0002643644634326
381,0.1849766910018504
382,0.1317638791286065
383,-0.0151112079477947
384,-0.2402465874064321
385,0.061608871677528
386,0.0175994368180183
387,-0.1573220872278258
388,-0.0542328042328
389,0.0308546744831811
390,-0.0661609033168691
391,-0.0529567519858802
392,0.3255036509193318
393,0.0527565286204187
394,-0.4238410596026525
395,-0.1326259946949652
396,0.282137189208259
397,0.0396598069889408
398,-0.1721550278096648
399,-0.1680226388397574
400,-0.0083998320033642
401,-0.0756556825823835
402,-0.3627773559436367
403,-0.1182532308472004
404,-0.0676189671202757
405,0.109760216143191
406,0.1012145748987892
407,-0.1351351351351322
408,0.0337723741978993
409,0.0759301442672769
410,0.0842957093483893
411,0.2606356145955963
412,0.2422233554309102
413,-0.3018423487843881
414,-0.109482903823488
415,-0.2532928064842935
416,0.0421976538104457
417,0.2104600054404719
418,0.1388503427105633
419,-0.1853646206344515
420,0.0715668939967952
421,-0.0505433409148363
422,0.0589324802155307
423,-0.1053474358434115
424,0.2480033627574625
425,0.3091726355232472
426,0.2108097711098295
427,0.0
428,-0.0144279324772765
429,0.1584557764332969
430,0.1725625539258046
431,0.1627105666156218
432,0.0572986964785684
433,0.1004348033828592
434,0.0430795270995108
435,0.0190048705949696
436,0.0190967249116874
437,0.2238841518601433
438,0.0142884358925515
439,0.0
440,0.1901502186727541
441,-0.2621419379438593
442,-0.0238367658276179
443,-0.5753739930955066
444,0.1053740779768171
445,-0.1438986953185012
446,-0.0191901746305853
447,-0.1345119139123756
448,0.2109300095877266
449,-0.1055763508973984
450,0.3276241031808535
451,-0.1952962685946974
452,0.1410788381742752
453,-0.0789003778912826
454,0.1534123890869908
455,-0.2410640066500468
456,-0.1832111925383068
457,-0.0333222259246851
458,-0.1251146884644304
459,-0.016517866825953
460,0.0627785119074901
461,0.1219898078140119
462,-0.0599900016663912
463,0.0249895876718043
464,-0.1000583673809641
465,0.0
466,-0.025020850708925
467,0.1415840759556821
468,-0.0666722226852223
469,0.024995834027663
470,0.0416423752810836
471,-0.0415763692914718
472,-0.0042494688163969
473,-0.0333402792248437
474,-0.1627984638503866
475,0.263224929948206
476,0.1779962705543379
477,0.0423621113276261
478,-0.3102026940891471
479,-0.1830566198382319
480,0.2632472826086975
481,-0.2456768200600337
482,0.0158311345646371
483,0.0552932669814231
484,-0.0042535091450528
485,0.0170111422982019
486,0.0297606394286049
487,0.118901014905092
488,-0.0382327952421424
489,0.1272804412388557
490,0.1778756564458817
491,0.0802337272797992
492,-0.020993820367391
493,-0.0592918854819525
494,0.0761743546339427
495,0.0084631008801547
496,0.0253828581098241
497,0.0744009875040227
498,0.0735014573564728
499,-0.0211255703903933
500,0.0245053548738437
501,0.5640539686837236
502,0.247569319409427
503,-0.1803751803751829
504,0.081103000811033
505,0.0630403458213322
506,-0.1172121539987464
507,0.2123333273352205
508,-0.172141859312336
509,-0.103753157704795
510,0.0586087191740658
511,0.0765834759888222
512,0.1484413656605697
513,-0.1125821849950464
514,-0.171418260555754
515,0.2250427581240435
516,-0.0138645558930661
517,-0.0401693236062349
518,0.0180099054479928
519,0.0989564591579699
520,-0.1531669519776571
521,-0.1986097318768609
522,0.1577358150434874
523,0.1215340295282725
524,-0.045032873998016
525,0.0752886063242457
526,0.0835840855900988
527,0.0584746470637316
528,-0.1045281598862733
529,0.1377870563674373
530,0.1749751375251268
531,0.0833749791770761
532,-0.1411284268684532
533,0.1242919026991065
534,0.2903905320725338
535,0.1785995605489013
536,-0.1702657807308955
537,0.0912787320554306
538,0.1008027747290103
539,-0.117520126151557
540,-0.0207529157846606
541,-0.029062525948681
542,0.0843761433714067
543,0.081488850203096
544,-0.2409838790094665
545,-0.0415662149804615
546,-0.0582265845949154
547,-0.1416076634735541
548,-0.2068409428207479
549,-0.3704758713136726
550,0.0620512365925072
551,-0.1242566787964858
552,-0.3965248384941033
553,0.093474583815547
554,-0.2096436058700204
555,0.2314093720795737
556,-0.200659948274332
557,0.2535248854690306
558,-0.0489498042007892
559,0.0355871886121052
560,-0.160399215826062
561,0.0682122165764583
562,0.1008807045636497
563,0.2050763043652034
564,-0.107536437966592
565,0.2747496233271313
566,0.035439000620188
567,-0.1419572353828505
568,-0.0621448863636303
569,0.0
570,0.2612122017089491
571,-0.053156146179404
572,-0.0044298750775187
573,0.1601047314928637
574,-0.4719161038037734
575,0.0557341907824203
576,-0.4316948219872434
577,0.143004557571594
578,0.0399702586892287
579,-0.1390144179040273
580,-0.0904626518480261
581,-0.106341965748043
582,0.0976219196967045
583,0.0344530577088648
584,-0.0086140063743568
585,-0.0129226793021758
586,-0.0387830733431023
587,0.0002585531537846
588,0.0428152997932472
589,-0.0258509263248609
590,-0.1251024545964333
591,0.0905094388414826
592,-0.0517464424320847
593,-0.1965043993135333
594,0.0582088263235221
595,-0.0432002764817793
596,-0.0172830971310024
597,0.0103687830504963
598,-0.1791819952391202
599,0.2460927381055146
600,0.4266369875718733
601,0.1019179097563361
602,-0.0602605108237258
603,0.4016620498614979
604,-0.1850138760407056
605,-0.1296776583919975
606,0.0647968156993496
607,-0.0370404667098863
608,-0.2180873277342113
609,-0.1812941613982829
610,0.1624356058848073
611,-0.1068574614383895
612,0.0185804533630583
613,-0.0092910898448435
614,0.0371505526144759
615,0.0649712270280241
616,-0.011603351047772
617,-0.0069624953583432
618,0.0324810913646666
619,-0.0510677808727879
620,-0.2391965972655315
621,-0.0027922561429636
622,-0.1023943888992893
623,0.104893022147602
624,0.1182485823184789
625,-0.4988864142538995
626,-0.1695520257005155
627,-0.1787949222242113
628,-0.0312989045383381
629,0.0420122997711644
630,-0.0348734273425567
631,-0.0742729306487681
632,-0.0492412372980051
633,-0.0223873914211439
634,0.0089541547277982
635,0.0536960801861357
636,-0.098539819045059
637,-0.0268817204301085
638,0.0089597706298764
639,-0.0268865388062387
640,-0.0053775969311848
641,-0.0304823381746385
642,0.0304730492767058
643,-0.021515015688033
644,0.0850911370862993
645,0.067132116004299
646,-0.026860059092131
647,0.1698248122988896
648,0.0536001429337165
649,0.4712367742509123
650,-0.4324511330219685
651,-0.112563858342722
652,0.0778681432773865
653,0.0319157493411454
654,0.0890943657103333
655,-0.0172860847018116
656,-0.1818339250151597
657,0.1383484651967235
658,0.0
659,-0.0648929266709953
660,0.1339324289294056
661,-0.0605222203008882
662,0.0734372975074586
663,0.0388634597115482
664,0.1035285997756797
665,0.1464507236388712
666,-0.0215415104907082
667,-0.1769529564091605
668,0.1034750366474127
669,0.1549720189410303
670,0.0344263705998726
671,-0.139535164326575
672,0.1049504950495142
673,0.1633144232422191
674,-0.1204819277108438
675,0.4833002502804887
676,-0.2509084616715749
677,0.0605274535235688
678,0.0475346787087788
679,-0.0129656841559344
680,0.0561530819403029
681,-0.0907911802853348
682,0.0172905679951552
683,-0.1015121239053697
684,0.0149692826858108
685,0.0259515570934265
686,-0.1125833549839745
687,-0.0361263225742784
688,-0.1025930101465534
689,-0.1606948968512506
690,0.0824509633744131
691,0.0260303687635584
692,0.1472881649627462
693,0.0592267275328058
694,0.0619591554171025
695,-0.0259672812256566
696,-0.0779625779625809
697,0.2376528539947333
698,-0.0129645635263617
699,-0.1124859392576011
700,0.4620534731092836
701,-0.1720790681256683
702,-0.3897944720056677
703,0.2650644990281068
704,0.4223121590709042
705,0.1756543123133697
706,0.0703000962786601
707,-0.467419098844903
708,0.0
709,-0.2774629032628863
710,0.1710654073616472
711,-0.1857092324018464
712,-0.50662163363256
713,0.1774465442285411
714,-0.0621448863636303
715,-0.02664061806234
716,0.1817134246332476
717,0.163716814159294
718,-0.017702248185516
719,0.1325908247149221
720,0.2658871072963862
721,-0.0543353620887347
722,-0.1059602649006662
723,-0.0264970853206157
724,0.3169572107765446
725,0.2985453315290887
726,-0.245866892751159
727,-0.1528402819054146
728,0.0594025797691848
729,-0.084932903006632
730,-0.067992520822708
731,0.1345289576764291
732,-0.0496773097826045
733,-0.0594782904240015
734,-0.0084976206662057
735,0.118825326769637
736,0.0424196148299069
737,0.1242198131449239
738,0.0282930961457012
739,0.0254065040650416
740,0.0507872016251923
741,-0.0084652501481462
742,0.0752840068009361
743,-0.0372329172836868
744,-0.1992538578938438
745,0.0169548999660868
746,-0.1103284392769205
747,-0.2552539777078169
748,-0.1706301382939332
749,0.1023414218816491
750,-0.2880646960401551
751,0.1206944573391472
752,-0.0603836685401065
753,-0.0185830429732831
754,-0.1535455053043051
755,0.3477535123104743
756,0.438555996676215
757,0.119881962375503
758,-0.1200258517219051
759,0.179715220496745
760,-0.1522983201033709
761,-0.0970111331824308
762,0.0876950060001835
763,0.0645756457564643
764,0.0184467810367054
765,-0.0461382301374893
766,-0.1663739717164311
767,-0.0323609634321081
768,-0.0323714391416912
769,-0.1018424219979626
770,-0.1297858533419862
771,-0.0742183876055276
772,-0.1207505108675549
773,-0.1395219049390675
774,-0.1863759202311087
775,-0.3172365174480079
776,-0.1323568340245351
777,-0.1236858379715527
778,0.1411557123952329
779,-0.0132350994838316
780,0.0969632861739163
781,0.0484581497797416
782,0.2241659707265574
783,0.0483261576311456
784,0.1053278328798424
785,0.004388467108435
786,0.0438654208887109
787,-0.1009923597084349
788,-0.0703049477106936
789,0.0
790,0.0527887107696799
791,-0.0264452644526484
792,-0.1231527093595939
793,0.146951223261331
794,0.0023715415019676
795,0.0833735574180515
796,-0.1098225267966965
797,0.0482985729967129
798,0.0833552689304193
799,-0.0790305584826162
800,0.2665955745134605
801,0.5391550291674028
802,-0.2170158111519594
803,-0.3600320028446983
804,0.1748205205569433
805,0.2681653243649856
806,0.0265439745177854
807,-0.2039187871265092
808,-0.4273884783189421
809,-0.1783962180001809
810,-0.2503800411338649
811,-0.0715883668903787
812,-0.5036424138861428
813,-0.0449883030412067
814,0.1496766588863576
815,-0.2581516843811989
816,0.0810008100081031
817,-0.4157252598282817
818,0.0451671183378474
819,-0.0616459282050951
820,-0.055892194989604
821,-0.4177640541276848
822,-0.8518043597728453
823,0.5465476407360124
824,-1.0493372606774674
825,-0.3845475046573218
826,0.0147051615116911
827,-0.2358374686778311
828,-0.0344047970116942
829,-0.0195654118912545
830,-0.1872537431048079
831,0.1770893047302904
832,0.0490417690417629
833,0.1570012756353611
834,-0.0490869821323357
835,0.088278567925457
836,-0.1866153826499862
837,-9.82704402408695e-05
838,-0.0589970501474948
839,-0.1674381956072113
840,0.1180521396950364
841,0.0933706816059746
842,0.0049140049140004
843,0.1079913606911441
844,-0.0501920755454633
845,0.2264798118385065
846,0.2151378838255416
847,0.0537555588134609
848,0.1317715959004442
849,0.0877706260971361
850,-0.5244588538190113
851,0.1238095238095194
852,0.1711351968054828
853,0.0475149672146699
854,0.3315965792796158
855,0.0945306585919806
856,-0.5709935287400157
857,-0.1811421489179118
858,0.2947715829167516
859,-0.1095303801684468
860,-0.0380789185587053
861,-0.1702164180171929
862,0.0224044236819511
863,0.4130073581770731
864,-0.3334127173136542
865,0.1272966678337189
866,0.0391821207798416
867,-0.2574370709382249
868,-0.0381533765738191
869,0.1040503405457128
870,-0.0469971849353548
871,0.1000904718822847
872,0.066619081608382
873,0.4500236854571239
874,0.4339213281765946
875,-0.783196867212527
876,-0.0712504453152817
877,0.0089055125122496
878,0.6239214124518768
879,-0.3864605543710041
880,-0.11562750155652
881,0.0177856825255633
882,-0.1781737193763945
883,-0.1695520257005155
884,-0.1071108566099201
885,0.4976888888888879
886,0.3013115916341752
887,-0.0443301711144579
888,0.0177289247407109
889,0.2387690130880757
890,-0.417369682976644
891,-0.1779201138688754
892,-0.1960959087262669
893,0.0534521158129196
894,0.1245662425482699
895,-0.0356030262572374
896,-0.1247660636306929
897,0.164598069309135
898,0.0755689900426813
899,-0.062272039854112
900,-0.1535463015782368
901,0.0475149672146699
902,-0.087504042306301
903,0.2107061503416801
904,0.01897893338394
905,0.0284602978844522
906,-0.0664514904119927
907,0.2414887068516458
908,-0.24207328650085
909,0.1782463628170994
910,-0.1785646478070927
911,-0.1521201749381979
912,0.2276607854297049
913,-0.0854457419538625
914,0.2273373117362839
915,0.0284090909090919
916,0.0804276860481695
917,-0.1041913331754671
918,0.0861204171635095
919,-0.0340812269241705
920,-0.1611985586952415
921,0.0663318487633918
922,-0.0521450580706393
923,0.1656412683388654
924,0.1983752125448646
925,0.4331102102385105
926,0.0188519181826847
927,-0.2381944464128622
928,0.0727942217816187
929,0.0424688561721286
930,-0.0472098951940299
931,-0.1418305597579344
932,-0.0131446928066441
933,-0.168137116528963
934,-0.017621980104222
935,0.1513574874657048
936,-0.1611712726655897
937,-0.1850111538279026
938,0.2320295482526797
939,-0.0235873408920205
940,0.0003789116709522
941,-0.081058020477812
942,0.0331706392456016
943,0.0804924242424183
944,0.0189358076122043
945,-0.0094688003030064
946,-0.1231511915517774
947,0.0923491346649391
948,0.1819041316063081
949,0.4658165905989785
950,0.1231960577261532
951,-0.273537456984031
952,0.0352827026550288
953,0.0440839358137869
954,-0.238621299160403
955,0.1279844653338594
956,-0.2344510306998147
957,0.1060539107379624
958,-0.2168190659066297
959,0.2780427486309886
960,-0.1503759398496255
961,-0.0708152606886769
962,-0.1595886160120512
963,-0.0177352132659485
964,-0.2667377967457963
965,0.079957356076762
966,0.0310848616723625
967,0.3231232294617518
968,-8.852699054187265e-05
969,-0.1240028363765391
970,0.0841340831599106
971,-0.2752986101860506
972,-0.0133226751931792
973,0.0177604120415558
974,0.5212014134275648
975,-0.2866356144750924
976,-0.0216815182080024
977,-0.0679576833422868
978,0.1566486147786753
979,0.1028346597514038
980,-0.1881383264647856
981,-0.0358487184083225
982,0.0179211469534014
983,-0.0179243592041548
984,-0.049316296794434
985,-0.0956754001134464
986,-0.0389674523007905
987,-0.0673854447439378
988,0.0493915854698997
989,0.0314211329562766
990,0.0448671931083965
991,0.022428565020415
992,-0.0044859142293286
993,0.2014594618794006
994,-0.0044770773638927
995,0.0089533530307018
996,0.0626342161775298
997,0.1027932960893809
998,-0.0443548603447857
999,-0.0227191413237967
1000,-0.0357238546039173
1001,-0.0223323953727327
1002,-0.165533285612015
1003,0.1384979672072565
1004,-0.0939093104373526
1005,0.6044981776157815
1006,-0.2495321272613859
1007,0.0979344729344724
1008,-0.1086471161276319
1009,0.3301951322646075
1010,0.106664300292836
1011,0.1747760819861919
1012,-0.1839723109691066
1013,0.1647971931316719
1014,0.0610970912471798
1015,0.0221317280453182
1016,-0.0620072637080283
1017,-0.0620457365715364
1018,-0.1122513720844529
1019,-0.1898115220483608
1020,-0.0177841010137028
1021,0.0311124938886268
1022,-0.1112396547121117
1023,0.1998312536080592
1024,-0.3431066749844088
1025,0.4159508092956035
1026,0.3576097719640806
1027,0.0928076334503535
1028,-0.0810810810810841
1029,0.134952766531719
1030,0.0827025763650408
1031,-0.0377697841726633
1032,-0.2614732666125743
1033,0.1530428519985611
1034,0.0539859636494531
1035,-0.0630233186278989
1036,-0.1081568273997209
1037,0.1619724646809976
1038,0.0089976606082464
1039,-0.0187186372832005
1040,0.2163252367769033
1041,-0.2566734188611297
1042,-0.0045016656162867
1043,-0.0180099054479928
1044,0.0540005400054021
1045,-0.0720525983968281
1046,0.1528776978417281
1047,-0.0900090009000977
1048,0.0989119683481696
1049,-0.3247631935047356
1050,0.0893016610109024
1051,-0.0267976775346146
1052,0.3471604059106289
1053,-0.0534378339864644
1054,0.0445117065788277
1055,0.0978299537531122
1056,-0.1425008906305634
1057,-0.169506646444819
1058,0.1958863858961791
1059,-0.1783962180001809
1060,-0.1608147949611298
1061,-0.0446907400786658
1062,0.169536896582491
1063,-0.0893096365097743
1064,-0.0983372072233143
1065,-0.1566906925728586
1066,0.2144293053383917
1067,0.3428011753183199
1068,-0.080199607913031
1069,0.1245995016019941
1070,0.0382552067115703
1071,-0.0026690391459075
1072,-0.0445037828215499
1073,-0.0980042765502489
1074,-0.0624052777034797
1075,0.5317053958251341
1076,0.3434402904523543
1077,0.4493503956237256
1078,0.471537601477808
1079,-0.141174179729345
1080,0.2621868323946497
1081,0.0582298136645984
1082,-0.0777000777000898
1083,0.2132196162047034
1084,0.5877252143751801
1085,0.0048171877258012
1086,-0.1302334555276916
1087,-0.1933114247052028
1088,0.0483045116413982
1089,0.1254341952913889
1090,0.178184444979535
1091,0.1106407542813112
1092,-0.4154188001159236
1093,0.2120890774125121
1094,-0.1254826254826348
1095,0.1253253639255853
1096,0.2692048841457563
1097,0.1392155921463165
1098,-0.0144036873439606
1099,0.2012458073790069
1100,-0.4287714385719241
1101,-0.5985915492957807
1102,-0.0440334654337271
1103,-0.1631896969964294
1104,0.1805054151624534
1105,-0.2117709344392437
1106,-0.0441384180790935
1107,-0.3721424774056368
1108,0.2915451895043717
1109,-0.0088354833009285
1110,0.2116028919061848
1111,-0.132426944468973
1112,0.1322518074413733
1113,-0.0529287226534953
1114,-0.061788330832371
1115,0.0705654053100452
1116,-0.0220565530019018
1117,0.7872595943433551
1118,-0.4169816296035886
1119,0.0834321345452938
1120,-0.0835018018809869
1121,0.576771825570227
1122,0.5043039735675143
1123,-0.1916543252896584
1124,-0.1046481206941698
1125,0.5215827338129481
1126,-0.1531117715932646
1127,0.0899847026005528
1128,-0.1712637461690983
1129,-0.0541125541125561
1130,0.0540832882639285
1131,-0.1353912808015086
1132,0.0451100685673016
1133,-0.1391323202573011
1134,-0.0868071254182147
1135,-0.0271345875542702
1136,0.1354891157076971
1137,-0.0994575045207951
1138,0.0722804481387897
1139,0.0142733509311091
1140,0.2066260987153406
1141,0.0945690353958425
1142,-0.018016394919373
1143,-0.0721175516091213
1144,-0.121846653729866
1145,0.130701279971152
1146,0.0360425301856246
1147,0.0360295442262583
1148,0.0045034902049175
1149,-0.0405478464588229
1150,-0.6474055464296085
1151,-0.4221047013730416
1152,-0.1327265095454276
1153,-0.0762349280435647
1154,0.0680206005247237
1155,0.0388538125303606
1156,-0.1946472019464747
1157,-0.0584282792871772
1158,-0.0877192982456173
1159,0.0194893782888425
1160,-0.00974563882663
1161,-0.2246532525884
1162,0.2192875590858228
1163,-0.1170903058984286
1164,-0.171048773335937
1165,0.0293140512018772
1166,-0.1958096729978488
1167,0.2344207853096258
1168,-0.2742409402546534
1169,0.0406299104673411
1170,0.0374829467272461
1171,-0.0781586679725816
1172,-0.0440938709519254
1173,0.1223331376003131
1174,-0.3535651149086757
1175,-0.8512820512820495
1176,0.7229406374096261
1177,0.0
1178,0.2589752704006597
1179,-0.4334965320277408
1180,0.2695691979044815
1181,0.1574243347552172
1182,0.754971827152788
1183,-0.2820175881936685
1184,0.3625742773693216
1185,-0.1967808668449542
1186,0.1762868943285959
1187,0.160917228200755
1188,0.0803939302582637
1189,0.0452011450956774
1190,-0.0955157852403107
1191,-0.0201126307320957
1192,-0.454591372865949
1193,0.1020273263693736
1194,-0.0515953150242235
1195,0.0857503152585056
1196,-0.2376377793507932
1197,-0.1722042139384134
1198,0.0202552157180433
1199,-0.2233049127080784
1200,0.2425712553062471
1201,0.0692580728941202
1202,0.0173115208171003
1203,-0.2429501084598708
1204,0.0693661666522139
1205,0.1212436130596696
1206,-0.2430766559597197
1207,0.0867377916558318
1208,-0.1737770440524831
1209,-0.017380724776232
1210,-0.1174576934789149
1211,-0.0391678997301781
1212,-0.1220043572984754
