,AZN.US
601,-0.1864406779661007
602,0.0677506775067736
603,-0.084760128835391
604,-0.3743406499914903
605,0.0510204081632551
606,-0.3412969283276377
607,0.0511683438512726
608,-0.1366353543979597
609,0.0853242320819185
610,0.1022843504943661
611,-0.0597014925373076
612,0.0596658711217125
613,0.2550586634926129
614,0.2593156035405236
615,-0.1067911714770782
616,-0.016980811682795
617,-0.1445455318425318
618,0.0594833446635004
619,-0.1020755358965673
620,-0.0510638297872359
621,0.03403096818105
622,-0.0255297421496052
623,0.0255232261357845
624,-0.0851498637602252
625,0.1320256506978504
626,-0.188964474678763
627,0.1569716545416087
628,-0.3278440280143883
629,0.3771450122572182
630,0.2445447705041299
631,0.0751879699248237
632,-0.1129092961987246
633,-0.8444823987095555
634,0.1988636363636304
635,0.3021148036253846
636,0.1131648434553041
637,0.1506591337099779
638,0.0564652738565803
639,-0.1224912842740127
640,-0.0660003771450058
641,-0.1889287738522604
642,-0.0188964474678722
643,-0.3032600454890138
644,-0.3041825095056969
645,-0.362526235451259
646,0.1904399162064395
647,-0.3919319376732593
648,-0.1052631578947363
649,-0.3264208909370232
650,0.2156789197299362
651,0.2338853026475816
652,-0.093641726753436
653,-0.3288237504697562
654,0.0187863986473755
655,-0.1034320639398208
656,0.1783367749202289
657,0.1686656671664098
658,0.2150537634408639
659,0.2797202797202771
660,-0.0746477559018366
661,0.0932227090519197
662,-0.0093231400335548
663,-0.0279772451739262
664,-0.1775037369207751
665,0.1026598226784875
666,-0.0560276403025513
667,0.0839708900914381
668,0.0093292284727968
669,-0.0186619389754558
670,0.0839082603020729
671,-0.065304599309644
672,0.0093283582089599
673,0.0745712155108112
674,0.1303295475702854
675,-0.2117522498676503
676,0.0705342973020616
677,0.0176304654442842
678,0.0
679,-0.0705716302046562
680,-0.088292424509972
681,-0.0088300220750597
682,-0.0618483831065498
683,0.0176678445229646
684,0.1411432604093124
685,-0.0088222320247067
686,0.1497533474277675
687,-0.0352485019386605
688,-0.1765536723163867
689,-0.0176584849019918
690,-0.0795263762481253
691,0.0794631820589823
692,-0.1237623762376242
693,0.0530128998056213
694,0.0264994258457617
695,0.0264924055104213
696,0.0088300220750597
697,0.0
698,-0.0441696113074179
699,-0.0707213578500692
700,0.2944742768058108
701,-0.3825421665797233
702,-0.0957270907666864
703,0.2170892671066342
704,-0.1304234414398674
705,-0.1480320445837702
706,-0.1220575414123806
707,0.2695417789757432
708,0.2428658166363094
709,0.1385881333910754
710,-0.0259920291110735
711,-0.0867152271939026
712,-0.0520562207183654
713,-0.0086767895878569
714,-0.0086775425199627
715,0.043368895827922
716,-0.0260281103591889
717,0.0
718,-0.0694565028650792
719,0.1040763226365917
720,-0.1389612645475044
721,-0.1130336492478875
722,-0.0173928167666842
723,-0.0957520891364897
724,-0.2443280977312401
725,0.1927428140450884
726,-0.1426653239342075
727,0.0670915800067077
728,0.0502933780385601
729,0.0670128999832453
730,-0.2940435184407244
731,0.0419885791064806
732,-0.100874243443178
733,0.0084054803732076
734,0.0168081351374031
735,-0.1093723708564659
736,-0.1854349291975715
737,-0.1688618709895329
738,0.0843597098026054
739,-0.0759814267623498
740,-0.0591316100692747
741,-0.0845451471085511
742,0.1182232730957613
743,0.0422047775808197
744,0.0084402430790049
745,0.0
746,0.0084395307620819
747,-0.0168819110323255
748,0.0168790615241758
749,0.0758981278461826
750,-0.053041018387555
751,-0.3192621496984741
752,0.0531820599184436
753,-0.0532103582830685
754,-0.0532386867790614
755,0.0709345628657548
756,-0.2132575084414385
757,0.168544309411867
758,0.0329883157513874
759,-0.0507497116493734
760,0.0
761,0.0266098988823852
762,-0.1599147121535115
763,0.0266453503863585
764,-0.115596656589018
765,-0.0266832695899554
766,0.142108535393904
767,0.1419068736141876
768,-0.0976562499999994
769,0.168394930426303
770,-0.0443341017910951
771,-0.0621062904799994
772,-0.0177478037092874
773,-0.2669276626034319
774,0.1332859427759069
775,-0.2595476455320737
776,-0.1485332343111739
777,0.0742115027829297
778,0.0926784059314258
779,0.2864799926069569
780,0.4874011403347445
781,0.0
782,0.165258905618809
783,-0.0367376928728933
784,-0.2485958935641249
785,-0.1106092727440359
786,0.0460659664639868
787,0.0460447555023456
788,-0.0645042388499883
789,-0.2401625715869119
790,0.0092361688371579
791,-0.0279010123817612
792,0.2306203336712991
793,0.1840095684975645
794,0.0091996320147241
795,0.2477746168670239
796,0.1283108789295212
797,0.0824175824175855
798,0.0914913083257038
799,0.2190980463757614
800,-0.1369159678247446
801,-0.1113681144521506
802,-0.1630341513643364
803,0.119986287281454
804,-0.0771935843554365
805,-0.0600755235152826
806,0.0257400257400267
807,0.0685929863671425
808,-0.0257289879931399
809,0.14558533870001
810,0.0068506054222625
811,-0.0239828693790199
812,0.0376731681421964
813,-0.0548273794225931
814,-0.1029071263185014
815,0.1028013364173773
816,-0.0171364921600636
817,0.0256981326023652
818,-0.0651443461564779
819,0.0993320774105152
820,-0.0428338901739031
821,0.0256937307297029
822,-0.0085653104925097
823,0.0513654652855083
824,-0.0085616438356208
825,-0.2552756977535714
826,-0.051081219138432
827,0.2547554347826183
828,-0.0764850854083482
829,0.2458460495083011
830,-0.0254388196387576
831,-0.1273560876209931
832,-0.0509683995922547
833,-0.0850195544975296
834,0.0339962604113479
835,-0.0170010200612002
836,0.135823429541593
837,-0.033967391304341
838,0.0424412189118047
839,0.0763358778625983
840,0.0084810448647196
841,-0.1443859351112635
842,0.2118823629121112
843,-0.0423944378497517
844,-0.1103471691706947
845,-0.0254712175241986
846,0.03395009336275
847,0.0508992195453022
848,-0.0679117147707965
849,-0.1189869114397421
850,-0.290469461453921
851,0.117619383674434
852,0.0861798809150732
853,-0.0156715248393637
854,-0.0313528766264353
855,-0.0705937720605564
856,-0.0078443677439527
857,-0.1256676091737439
858,-0.0628733102797848
859,0.0942211055276417
860,0.1098039215686279
861,-0.2516118886617339
862,-0.0865664594318199
863,0.1649905719673224
864,0.0314169022934276
865,-0.0943396226415018
866,0.0864032676144838
867,-0.0628782519845934
868,0.0706880301602177
869,-0.0257684983250433
870,0.0650074585852288
871,-0.0471290550624477
872,-0.0157121533506135
873,0.1490429871352351
874,0.1175272271409476
875,0.0170794192997404
876,-0.0512645249487252
877,0.0170852554245652
878,-0.1111776276404647
879,0.1451750640478117
880,0.0512120177535014
881,-0.205268559698935
882,0.051290818943411
883,-0.0085492006497436
884,-0.034208500812445
885,-0.0855944534794218
886,0.0932109903453891
887,-0.0248054058677584
888,-0.0256673511293644
889,-0.01711449597809
890,-0.0753605316342906
891,-0.0017127686905965
892,0.0342436435236762
893,0.0684404140645036
894,0.0940170940170935
895,-0.0684228532329783
896,-0.077035008131476
897,-0.0685224839400413
898,-0.0171335560695588
899,-0.2146291208791208
900,-0.2414001207000552
901,-0.3026634382566557
902,-0.0403714170367443
903,-0.0201897839693075
904,0.0806939681258808
905,0.2816334741500715
906,-0.0603864734299539
907,0.0804505229283973
908,0.0813898574170306
909,0.2495740202465623
910,0.0901261766473096
911,0.1300130013001254
912,0.0399880035989265
913,-0.0800400200100033
914,0.0699860027994332
915,0.0998801438274156
916,0.1296758104738109
917,-0.1398461692138653
918,0.1296887470071782
919,-0.1398601398601404
920,0.1197365795250494
921,0.1494470459300644
922,0.1492240350178984
923,0.1093113385670271
924,0.6417851500789945
925,0.0442477876106169
926,0.053069166814083
927,0.0795404330534718
928,0.1940548646026275
929,-0.0176444640494135
930,0.0176413513275207
931,0.0352702583546354
932,0.2023935234072544
933,-0.3355112131379087
934,-0.1680374988945007
935,-0.1771950031009024
936,-0.2219854377552832
937,-0.0266453503863585
938,-0.1334044823906133
939,-0.0266880170803319
940,-0.1157819736373311
941,0.0711997152011376
942,-0.0534283170080162
943,-0.0356315695706324
944,-0.0713139597076112
945,-0.1160196340919318
946,0.0267665952890802
947,0.2225585328941511
948,0.1688588695343029
949,0.1774308019872275
950,-0.0267094017094027
951,0.0178030977390156
952,0.1422222222222192
953,0.0621835302478397
954,-0.0622222222222161
955,0.0444247001332715
956,0.0
957,-0.1192001138627956
958,-0.1568068424804009
959,0.0
960,0.0890154886950405
961,-0.0178062678062769
962,0.0622831212741412
963,0.0355776927866283
964,0.0088936321593658
965,0.0266737796745809
966,-0.0622775800711683
967,0.0088960056934355
968,-0.0979519145146922
969,-0.0980479543631334
970,0.026733202637677
971,-0.0178253119429554
972,0.0712504453152817
973,0.1067615658363029
974,-0.3750669762457597
975,-0.1224989791751781
976,0.0510152025303656
977,0.1324638271856485
978,-0.0815827044666513
979,-0.0918648565887551
980,0.0102061645233773
981,-0.0612745098039238
982,-0.4926108374384277
983,-0.0821692686935068
984,-0.1234060057589516
985,-0.2267573696145113
986,0.0
987,0.1954531426807918
988,-0.0411649686117032
989,-0.1628664495114019
990,-0.1155830753353919
991,-0.0594780798493303
992,0.0078471863706726
993,-0.2587991718426501
994,0.0
995,0.1550387596899283
996,0.0516528925619805
997,-0.0413393964448036
998,0.1238645747316168
999,0.0
1000,0.1551519576526307
1001,0.0638453119299593
1002,0.0366520119401666
1003,-0.2836243942580184
1004,-0.119004027828643
1005,0.1279941488389107
1006,0.0182815356490038
1007,-0.3301540719002195
1008,0.1465201465201434
1009,0.0430217763416817
1010,0.0484903934126233
1011,-0.1414624135100227
1012,-0.0968451944240604
1013,0.0214554103393028
1014,-0.0214600146735099
1015,-0.0917936478795745
1016,-0.156293095522664
1017,0.1377157546823408
1018,0.1192113709307615
1019,0.018336847895843
1020,-0.0825839603596891
1021,0.0550256786500387
1022,0.091625435220812
1023,-0.0183284457477969
1024,-0.0917262887543648
1025,0.1517962556923533
1026,-0.1266570970193291
1027,0.1770060687794957
1028,-0.1434962437747967
1029,-0.0422225975341979
1030,-0.0422404325420268
1031,-0.0338037691202621
1032,-0.2371876323591708
1033,0.0508001016002051
1034,-0.0084674005080483
1035,-0.1186842997626318
1036,-0.0848464279653778
1037,0.0
1038,-0.033950093362762
1039,-0.0254690550980447
1040,-0.042466451503322
1041,0.067900186725512
1042,-0.6320464639562648
1043,0.0341530054644862
1044,-0.4632012352032992
1045,0.461065573770497
1046,0.0938326366970907
1047,-0.034132605171095
1048,-0.1281613123718314
1049,-0.1540304638028468
1050,0.3250270855904663
1051,0.1580961890497686
1052,-0.0332944897619496
1053,0.033283408221007
1054,0.0748316288351119
1055,-0.1665695011243465
1056,0.1579910194578512
1057,-0.0166333998669413
1058,0.0747943156320148
1059,0.0066479416310687
1060,0.0016619577862801
1061,-0.0665225345085633
1062,-0.0166333998669413
1063,0.0664893617021262
1064,0.0498421664728379
1065,0.2320570197248476
1066,-0.0329961316595392
1067,0.0661143330571713
1068,0.0579614142585022
1069,0.008279516476242
1070,-0.0414147270769462
1071,-0.0911954899684956
1072,0.0911123995692863
1073,-0.0663075010360532
1074,-0.0082891246684392
1075,0.542097238692191
1076,0.4217273954116059
1077,-0.2463883059408802
1078,0.2457827260458804
1079,-0.1605136436597091
1080,0.2107570392851121
1081,-0.0590468156895886
1082,0.3446536650975089
1083,0.1175482787573472
1084,-0.0504032258064415
1085,0.0335908632851797
1086,-0.0756366081183321
1087,0.0420026881720525
1088,0.1677289500167633
1089,-0.0503440174525827
1090,0.1089598524851189
1091,-0.0251509054325965
1092,0.1533526642514174
1093,0.0475234270414955
1094,-0.0418515108395389
1095,0.0
1096,0.2171552660152051
1097,-0.0334196674743138
1098,-0.0417920427950494
1099,-0.2345844504021457
1100,-0.147031795625814
1101,-0.0367714653428866
1102,-0.3320420586607631
1103,0.3401047890431147
1104,0.11935365405802
1105,0.001836176346372
1106,0.1662642960714299
1107,-0.0397946084723924
1108,0.0733003481766522
1109,0.0366367466569025
1110,0.0366233290606043
1111,-0.1099908340971627
1112,0.0091650627806847
1113,0.0458043239281762
1114,0.0732332478945425
1115,0.146252285191966
1116,-0.0731796560556279
1117,-0.1649257833974643
1118,-0.2572110968216068
1119,-0.0367579489064567
1120,0.0
1121,-0.0183823529411728
1122,-0.0183857326714433
1123,0.1835199119104448
1124,-0.2207099503402695
1125,-0.0303705203482497
1126,0.3834199608310613
1127,0.2813757039420701
1128,-0.1208215867901777
1129,0.0704296206861931
1130,-0.0301932367149769
1131,-0.0604229607250778
1132,-0.1714919802279851
1133,-0.0908723747980504
1134,0.0
1135,0.060544904137223
1136,0.0403469840629476
1137,-0.0908632004038398
1138,0.1008572869389899
1139,-0.0908540278619053
1140,0.060532687651334
1141,-0.1009896990507054
1142,0.0706428499344105
1143,-0.0706927893354952
1144,0.1008878127522281
1145,-0.0605693519079368
1146,-0.0014133048518794
1147,0.1224037104254974
1148,0.0604594921402539
1149,-0.1817080557237963
1150,-0.1633264669088986
1151,-0.0842087283286279
1152,0.006831884404512
1153,0.1551841746248313
1154,0.0766805827724319
1155,0.0766218287076359
1156,-0.0170299727520402
1157,0.0765761933123486
1158,-0.1875372943483069
1159,-0.068241917597883
1160,-0.034132605171095
1161,0.0308804687006897
1162,0.054395089095405
1163,0.0255710876235824
1164,-0.0255776281012762
1165,0.0933563657797815
1166,-0.119051680027291
1167,0.0
1168,-0.0255907190992076
1169,0.0255841719256363
1170,0.051142175247177
1171,0.0085229694025442
1172,0.0085222430543762
1173,0.0255601942574773
1174,-0.1108836574548018
1175,0.0173580975525047
1176,-0.0521014241055942
1177,0.0520742926575267
1178,0.0693842150910653
1179,0.0866551126516538
1180,-0.1649162399097404
1181,0.0520517046933306
1182,-0.026032627559876
1183,-0.0260394063015373
1184,-0.0521059487624733
1185,-0.1217285453438836
1186,0.0173867686690394
1187,0.0347614495524394
1188,0.0260642919200704
1189,-0.0434593654932613
1190,0.0
1191,0.0260688216892606
1192,-0.008690362388116
1193,0.0
1194,-0.0347735373380788
1195,0.026073353033201
1196,-0.0086918730986572
1197,0.0434404865334467
1198,-0.0434593654932613
1199,-0.1131221719456974
1200,0.4012561060711739
1201,0.0784450448880008
1202,-0.0348766239428077
1203,0.0435767822903932
1204,-0.3059708016434953
1205,-0.1488355804587652
1206,-0.0788574432664535
1207,-0.1091174468622543
1208,-0.1190831650127308
1209,-0.0439290107186886
1210,-0.0703358537014228
1211,-0.0439792417978689
1212,-0.026394509941933
1213,-0.0616251430583618
1214,-0.0440373436674274
1215,-0.0352422907489041
1216,-0.0352547153181793
1217,0.0176242509693428
1218,0.0880436696601464
1219,-0.0352298749339369
1220,0.0088066930867379
