,CSX.US
325,0.0334896182183456
326,0.0167420056922786
327,0.1504513540621922
328,-0.1171548117154816
329,-0.1676445934618632
330,0.2675137936799928
331,0.3498833722092649
332,0.0
333,0.1497255032440464
334,-0.2334500583625155
335,0.0363382995676057
336,-0.0530353569045979
337,-0.3178852267023552
338,-0.5213588967373062
339,0.6556635767578547
340,0.2030685920577694
341,0.101431308463883
342,-0.2428966841778268
343,0.4218697266284171
344,0.1460345989665192
345,0.1906043278394457
346,0.2125755202506128
347,-0.0783786809987606
348,-0.2131956912028699
349,-0.3603603603603686
350,0.3702457085156494
351,0.2015451797111262
352,-0.0111982082866798
353,-0.3032685611591553
354,0.1121956692471606
355,0.1568276016578924
356,0.2681264663166228
357,-0.1566521203983445
358,0.2900814459444281
359,0.3335927943956537
360,-0.0278071297480737
361,0.1942717584369418
362,-0.4684363149676575
363,0.0557351465834323
364,0.171517671517678
365,0.0779018436769699
366,0.1193069820520747
367,0.2690118986032127
368,0.3299989687532156
369,-0.0195975286484981
370,0.2356451944844756
371,-0.1339515713549816
372,0.0566397198908468
373,0.1388317564788059
374,0.2359700420642289
375,-0.4327666151468333
376,-0.3463785348704893
377,0.0878099173553654
378,-0.2961222286461419
379,-0.1808179364749834
380,-0.1976079043161702
381,-0.0267362155043006
382,-0.035695701946094
383,0.0416103193591928
384,-0.0208094891270377
385,-0.3235908141962446
386,0.0313054367108433
387,-0.0626500991959927
388,0.2291905406813198
389,0.0557568999163535
390,0.3195776017785244
391,-0.0695216907675155
392,0.3049625727751578
393,0.0
394,-0.0832408435072173
395,-0.1528414617201604
396,-0.0695216907675155
397,0.055586436909383
398,-0.1391594767603594
399,0.1667129758266248
400,0.0277777777777722
401,-0.0280634289064468
402,0.0002778549597202
403,0.0277777777777722
404,0.0138869601444314
405,-0.0833912439193916
406,0.1665047870126132
407,-0.1250347318699488
408,-0.0695120255804214
409,0.0255738835054007
410,0.1271515824541916
411,0.1109262340543514
412,0.0138638569249839
413,0.041574279379159
414,-0.1631321370309942
415,-0.4618593563766422
416,-0.1342682381023473
417,0.0894321061261026
418,-0.157947695128108
419,-0.0062705285159709
420,0.0149276011344841
421,-0.2094240837696344
422,0.089672694664478
423,-0.1047277079592956
424,0.0149588631263887
425,-0.1348112642300617
426,-0.0299670362601292
427,0.0
428,0.0
429,0.179479509422681
430,0.1642526504404949
431,-0.0597639324667444
432,-0.0897263346792317
433,-0.0598533592697983
434,0.0822306944756026
435,0.1120071684587644
436,-0.1645474943904254
437,-0.1516132125221599
438,-0.0431654676259051
439,0.6739592828927217
440,0.0607348921955758
441,-0.1216175129218581
442,-0.2743902439024495
443,0.1825928180158316
444,-0.1453723146502956
445,-0.2820904645476821
446,-0.0917711838482751
447,-0.2453235203925124
448,-0.4002463054187271
449,0.3375268487266233
450,-0.0921375921375956
451,-0.1076095311299114
452,0.0768049155145885
453,-0.0614817091915032
454,0.1304781640954697
455,-0.3620397473424733
456,0.1077254539858531
457,-0.1386962552011148
458,-0.1388888888888941
459,0.0154297176361751
460,-0.1545356204605293
461,0.1358066606994167
462,-0.1669500695625353
463,0.1389317690645313
464,0.1492207361556373
465,-0.3104557046235737
466,-0.3114225336447571
467,-0.1950186660723209
468,0.2112871837642454
469,-0.4075480125055771
470,-0.1117818019226565
471,-0.2746174970576588
472,0.407457021656614
473,-0.0111644523836162
474,0.1003792103502157
475,-0.2796107817917459
476,-0.0447577486852322
477,-0.055978504254379
478,0.1230012300123153
479,0.0
480,0.1005361930294785
481,0.3894514298431161
482,0.0111259457053748
483,-0.2565532626882206
484,0.0668821759001093
485,-0.1954542916177999
486,0.1783822955571621
487,-0.0390363595806341
488,0.3445592975436282
489,0.2276776875866064
490,0.0395804472590602
491,-0.1982946658734908
492,0.1583844783211211
493,-0.1983733386232918
494,0.0990883868410706
495,0.0643659949497427
496,0.0148514851485154
497,-0.1934427855761055
498,-0.2037773359841078
499,0.0347791523823826
500,0.0149031296572285
501,-0.0546746856205644
502,-0.1842445971516804
503,-0.0597907324364746
504,-0.0698045472676437
505,0.1095726666002584
506,0.119391105362655
507,0.0397812033813943
508,-0.1693564455070748
509,0.0049808238282708
510,-0.1396578382961749
511,0.1096108813711319
512,0.0796535072434891
513,-0.1146331738437092
514,0.1329787234042553
515,0.2387901300079536
516,-0.3354275370035116
517,0.1594726770146775
518,-0.3842049092849513
519,-0.0213492741246755
520,-0.0106757766627576
521,-0.0587512684933043
522,0.0266979923109842
523,-0.0962052378407305
524,0.0275712310234097
525,0.1964590443686051
526,-0.0640341515474944
527,0.0213401621852283
528,0.0509769878359044
529,-0.1364801366937136
530,0.0106780565937054
531,-0.0320444349497982
532,0.0960409774837148
533,0.1065984436627316
534,0.0319693094629168
535,0.0266339956320156
536,-0.0106547333652878
537,0.0372776653530691
538,-0.042621204049021
539,-0.3203261502620834
540,0.338589532746453
541,-0.1598759750012172
542,-0.0630211363195634
543,-0.2137582588418177
544,0.2084646337324898
545,-0.1796988829528919
546,-0.1847993530563016
547,0.0825514123195144
548,-0.1704490113957311
549,0.0535410075444075
550,0.1894675476098012
551,-0.0875230963726572
552,-0.0778588807785871
553,-0.2047981275599704
554,-0.1367187500000005
555,0.1170503316425969
556,-0.1807788146772876
557,0.0634765625000116
558,0.1024340276083993
559,-0.0634517766497439
560,0.0390320062451271
561,-0.1955416503715319
562,0.2146341463414623
563,-0.1857100967647324
564,0.4606172270842886
565,0.2297794117647146
566,0.0
567,0.3967043027159065
568,-0.0457945351854696
569,0.1828432119457418
570,0.2583586626139844
571,0.1668942497344855
572,-0.289105295191719
573,0.1367573317125108
574,-0.1064800730149184
575,-0.1584496312998952
576,0.1126160401765303
577,0.0608365019011501
578,0.0456065673456995
579,0.0151998784009805
580,0.0798874892546743
581,0.071938078615869
582,-0.1824540063858971
583,0.121488230827636
584,0.0607072393383005
585,0.257341810475328
586,-0.1364256480218332
587,-0.0303260045488946
588,-0.0151653017895133
589,-0.4624105011932996
590,0.9895141042681842
591,-0.0147710487444474
592,-0.0887049083382647
593,0.0443327914881057
594,-0.088744268599323
595,-0.0147928994082915
596,-0.044398401657542
597,0.0443786982248537
598,-0.1926782273603015
599,0.0145228646202248
600,0.0891323660053433
601,0.0
602,0.0591891092038947
603,0.0147950880307813
604,-0.1867662753468587
605,-0.0059294396679586
606,0.0444510297821916
607,-0.1186767541907703
608,0.1037344398340358
609,0.0592417061611256
610,0.0592066311426972
611,-0.0296120817293396
612,0.1921087631151107
613,0.1033362857986318
614,0.3684598378776714
615,0.352474665883403
616,0.4532163742690091
617,0.1022345552796745
618,-0.1316174319976651
619,0.3352281008599387
620,-0.2191060473269145
621,-0.1316366827555787
622,-0.1171474593644725
623,0.0146412884333688
624,0.0146391450739351
625,-0.1466060694912894
626,-0.1174225744899432
627,-0.1322751322751164
628,-0.0441111601235129
629,-0.0147058823529487
630,0.0440981919741307
631,-0.1030017657445665
632,-0.0441631090828601
633,0.0
634,0.0809001985732038
635,-0.1104402886172917
636,0.0294420727219346
637,-0.2065201357132328
638,-0.0738116327133324
639,0.0488519785051197
640,0.0976085895558846
641,0.1624167614097798
642,-0.0162443144899252
643,-0.4241435562805956
644,-0.1143230442593504
645,0.2606287669001526
646,-0.1631587534671258
647,0.065220935920429
648,0.0814597588791206
649,0.1139137510170875
650,-0.1466753585397708
651,0.0488678937937793
652,0.11064466790328
653,0.0357839947950528
654,-0.2282360612976743
655,0.2277163305139776
656,-0.0976880494952705
657,0.0813404912965628
658,-0.0325467860048755
659,-0.2450252692504791
660,-0.0813061224489757
661,-0.0980552377839553
662,-0.0326957658983096
663,-0.0490677134445553
664,0.0693343898573625
665,-0.1984914648669994
666,-0.1988862370723974
667,0.2083953557606368
668,-0.0794517826993726
669,-0.1790866580439683
670,-0.0995916741360507
671,0.1590931689370553
672,0.0794833581718951
673,0.064538549371988
674,0.0148912935570342
675,-0.0695410292072396
676,-0.0049674631165818
677,0.019865905140299
678,0.0694823564444959
679,-0.124229775392566
680,-0.0198807157057755
681,-0.154313305789239
682,0.0746120175089562
683,-0.0647055895674657
684,0.0248805732484132
685,-0.1544978818838785
686,-0.0847964884277812
687,-0.1198561725928788
688,-0.280448717948719
689,0.2041254834550899
690,-0.0860215053763422
691,-0.161550888529893
692,0.0322997416020684
693,-0.1617599482368073
694,0.0
695,-0.2269779507133678
696,0.1618646811265843
697,-0.021586616297891
698,0.2368902767309129
699,-0.2915766738661018
700,0.0215936082919566
701,-0.4119687771032195
702,0.2163565556036378
703,0.2158894645941309
704,0.1463743778011111
705,-0.2114927630157761
706,0.1617599482368227
707,0.1077237961865714
708,-0.2917026793431245
709,-0.2382499458522838
710,-0.3368466804302969
711,-0.1196692776327234
712,0.3685237372642568
713,-0.1085069444444537
714,0.2587880094888882
715,1.1511404817736073
716,0.2445507708665645
717,-0.8470941453999484
718,0.1926369863013619
719,0.1656071371333951
720,0.5155187074829927
721,-0.2557544757033194
722,-0.2457002457002499
723,0.2557272242940808
724,0.4349671122427442
725,-0.0636942675159259
726,0.0
727,0.0636537237428413
728,0.1483050847457633
729,-0.3081500371905284
730,-0.647024223303571
731,-0.101702173214858
732,0.074882327770654
733,-0.597255851493147
734,0.1021285745001062
735,-0.345199568500532
736,0.1185217110225185
737,0.0646064391084335
738,-0.3674483951151014
739,-0.1986942946352548
740,-0.0568020448736041
741,-0.4421623163600089
742,-0.1714530647235384
743,0.0142857142857215
744,0.0571102227298775
745,0.213705656076352
746,-0.3861556064073169
747,0.3420752565564351
748,0.0142511044606029
749,0.4257130693912263
750,-0.4561653599429696
751,-0.1856612396458292
752,0.4690831556503174
753,0.0284212022168683
754,-0.0853363675152926
755,0.0284373666998379
756,0.0
757,0.1986660990492416
758,-0.1990615668989059
759,0.0852393805938375
760,0.1701886257268537
761,0.2264044148860854
762,-0.1133305000708291
763,0.0424808836023805
764,0.0995024875621781
765,-0.2493765586034859
766,-0.2499999999999946
767,0.0936621916952892
768,0.0
769,0.3112356053532568
770,0.2536345489371808
771,-0.0985083903045392
772,-0.124455507156189
773,-0.0622665006226747
774,0.0155642023346383
775,-0.1402743142144691
776,-0.0311817898347303
777,-0.0936329588015016
778,0.0467945718296695
779,-0.0936768149882939
780,0.155884645362445
781,0.0
782,0.0
783,-0.0623927624395667
784,-0.1562255897515924
785,0.0780518264127336
786,0.1091532823951242
787,0.1712328767123279
788,0.0933125972006256
789,-0.1100770539377558
790,-0.1001702894921451
791,-0.1906864712966657
792,0.1202886928628754
793,-0.0802568218298538
794,0.060156406657297
795,-0.2714386247109641
796,0.0753428097845224
797,0.0552208835341291
798,0.1776957283871205
799,0.0828159423192496
800,-0.0200320512820472
801,-0.1605136436597076
802,-0.1507083291469965
803,-0.0703800522823319
804,-0.1157582163168703
805,-0.0050332192470258
806,-0.0402819738167233
807,-0.2321590794387847
808,0.1109094575519395
809,-0.1211387038158737
810,-0.0100959111559869
811,0.0
812,-0.0201959002322488
813,0.0403754920763016
814,0.7894996545938983
815,0.996580361504637
816,0.1317265941357321
817,0.4129822174715744
818,0.0970779535967464
819,-0.3947176063544672
820,-0.3079479910059612
821,0.1074218749999994
822,0.6259401232471212
823,0.1163185188775307
824,-0.1310297971464671
825,0.1163354338342264
826,0.1452081316553644
827,-0.1988457248169148
828,-0.1311188811188861
829,-0.2678093197643195
830,0.2670940170940088
831,-0.1069518716577534
832,-0.3218884120171657
833,0.2481148139138989
834,0.0145928592275518
835,-0.0876338851022428
836,-0.2391293738714602
837,0.1899659035557792
838,-0.0097427903351569
839,-0.0288267512251434
840,0.3962329160445606
841,0.2348897164136494
842,-0.431530494821634
843,-0.6136389950214207
844,-0.2320993385168885
845,0.3238866396761146
846,0.2653437932625795
847,0.3620897752744384
848,0.4406042572670988
849,0.4159781184113158
850,0.0284835365158841
851,0.0683137879995471
852,-0.0113869278068835
853,0.0113856313332632
854,0.1250852854218779
855,-0.1366431336825376
856,-0.0569670730317843
857,-0.2455599337559124
858,-0.1658849101933534
859,-0.0114416475972435
860,0.0228780599405124
861,0.2965328467153342
862,0.2729754322110951
863,-0.0113752701626721
864,-0.3737751288008936
865,-0.19230769230769
866,-0.2536783358701167
867,0.0912408759124122
868,-0.0913242009132454
869,0.020290149132592
870,-0.0710659898477088
871,-0.0422513467616805
872,-0.0898647961776892
873,-0.254790052996331
874,-0.0407830342577551
875,0.035672425215305
876,-0.1684532924961634
877,-0.0612932883849241
878,0.1937194127243043
879,0.0611371510087653
880,0.2591595101377056
881,0.0101620852599005
882,-0.0355799532377722
883,-0.1221374045801572
884,0.1016776817488503
885,0.0863513994006277
886,-0.0304862557796871
887,-0.1373766154472424
888,0.0203479499440535
889,-0.2733676795289718
890,0.0210238620834605
891,0.0210194429847716
892,-0.094677046076166
893,-0.084228258580752
894,-0.2586161397582778
895,0.1054463014709699
896,0.2576777450567991
897,0.0630649569056151
898,-0.0368014299984192
899,-0.0368149784369525
900,-0.3165558721114246
901,-0.1320724813777801
902,0.2266497997048317
903,-0.0316355583676063
904,-0.0210948212213859
905,0.0316322226908489
906,0.1736750697331635
907,0.0998948475289157
908,-0.1263423878711206
909,0.0052639890508979
910,0.089407804775422
911,0.1575299306868365
912,0.0524824183898364
913,-0.5488126649076475
914,0.0610035077016807
915,-0.045773573390276
916,0.3799969600243197
917,0.2577319587628677
918,0.3474845142770871
919,0.0905660377358524
920,0.1657625075346585
921,0.0301295570955047
922,-0.0602954476936871
923,-0.2266203353981049
924,0.008761885195145
925,0.0365448504983288
926,-0.0906892382104024
927,-0.0302388872089446
928,0.1358900800241633
929,-0.1512172992590481
930,0.1057401812688933
931,-0.1664397034347093
932,0.1510802235987223
933,0.1056444310292897
934,-0.0150943396226492
935,-0.166313879649228
936,-0.1817631020902825
937,-0.2125075895567708
938,0.0606796116504949
939,-0.1841056586587683
940,-0.3427396321261249
941,-0.2519757187034691
942,0.0457927876359382
943,-0.2237393150134739
944,0.1896459712828333
945,0.0851307283025312
946,0.0285975749256528
947,0.0514491510890089
948,0.1199040767385974
949,0.2208199736109992
950,-0.2327546825034274
951,-0.1830663615560601
952,0.3193430656934319
953,-0.1599268905643141
954,0.0824086143253966
955,-0.128228571428573
956,-0.0571755288736388
957,-0.0057178798101774
958,-0.0171565824087685
959,-0.0400480576692154
960,-0.2926325453293498
961,-0.1263931977479023
962,0.0459400482370415
963,0.2177400870960485
964,0.1132374589514307
965,0.2146892655367205
966,0.1015916017609249
967,-0.3625240738642884
968,0.4511108604939728
969,0.1688808826840705
970,0.2470799640611108
971,0.0112296462661324
972,0.0
973,0.3022839229735737
974,-0.0728250518178228
975,0.0839583566551022
976,0.1899441340782142
977,-0.1903056084182264
978,-0.0896358543417348
979,0.02240394309398
980,0.4349765781842522
981,0.3224013340744927
982,-0.1112966054535431
983,-0.0779683671196181
984,-0.2232641214556852
985,0.2283232165729223
986,-0.4418838796285894
987,0.1005811354492662
988,0.0446827524575424
989,-0.2699055330634331
990,0.1658202922582616
991,-0.4580947423217051
992,-0.0677189144137081
993,0.0988759367193993
994,0.1351210892838535
995,-0.1874414245548189
996,0.0624414611301928
997,0.2801992528019884
998,0.2794163303321909
999,-0.0932256059664276
1000,0.0
1001,0.082798592423927
1002,0.1343669250645947
1003,0.0213907722068818
1004,0.0921949205038141
1005,0.1443298969072171
1006,-0.1238645747316314
1007,-0.0619706672175193
1008,0.1752758016290357
1009,-0.341402855369334
1010,-0.0206953642384064
1011,0.1188569066198076
1012,-0.005167958656326
1013,-0.3318469356009469
1014,0.1094391244870017
1015,0.3000545553737028
1016,-0.0819000819000656
1017,-0.2051702913418214
1018,0.1229508196721358
1019,0.1772807854902433
1020,-0.0955500955500862
1021,0.2179242713157131
1022,0.1088435374149636
1023,-0.0103412053491197
1024,0.0783140720598146
1025,0.2035278154681216
1026,-0.1358695652174029
1027,-0.0815882512917977
1028,0.067944014132351
1029,-0.1633319722335709
1030,0.1359249694168741
1031,0.0543404428746179
1032,0.122116689280873
1033,-0.0950699443161855
1034,0.1085334418667729
1035,0.0404123688971338
1036,-0.0540027137042057
1037,-0.0407221392697178
1038,-0.1495377922784114
1039,-0.129687668864157
1040,-0.270914607715648
1041,-1.2730465320456503
1042,1.1820843726276862
1043,0.0108436347863859
1044,-0.1846822379141789
1045,-0.1196432455949526
1046,0.3144313130218001
1047,-0.5342277460516069
1048,0.6713945430922409
1049,0.0240306032980357
1050,0.0841444949167167
1051,-0.2113477483335968
1052,-0.0596464591692948
1053,0.3888948903532456
1054,-0.2056722234249813
1055,-0.3475993917010571
1056,-0.1414119438703311
1057,-0.1634342994116427
1058,0.0762112139357574
1059,0.2497827975673371
1060,0.2383531960996737
1061,-0.2606995437757928
1062,-0.0543419193565885
1063,-0.513436748962201
1064,-0.1480300614894211
1065,-0.5208035254392472
1066,0.3524420010493552
1067,-0.2217649748513976
1068,-0.5864091065884847
1069,0.1836336508665174
1070,0.1146394589017637
1071,-0.2067777139575035
1072,0.1032820748221292
1073,-0.1148897058823464
1074,0.252120100848039
1075,-0.0229252636405435
1076,0.2059025394646611
1077,0.0171556013038263
1078,0.0400137189893638
1079,-0.0457508864234153
1080,0.1085404170237061
1081,0.2439052188878362
1082,0.0922341152356967
1083,-0.2797602055380991
1084,0.0969655487109214
1085,-0.2630675969346789
1086,-0.0686734577085982
1087,-0.3791360294117627
1088,-0.2303086135421497
1089,-0.1276595744680899
1090,-0.3523006298708213
1091,0.2904956095670805
1092,-0.3877965377217314
1093,0.1195406224650928
1094,-0.226786478391088
1095,-0.1446247790454819
1096,0.0481850305171878
1097,0.0428128010275139
1098,-0.2898239587806035
1099,-0.0859475719810897
1100,0.1823056300268115
1101,-0.0214523222138753
1102,-0.0858829844337072
1103,-0.1936108422071709
1104,0.0483792936623143
1105,0.0590953046094258
1106,-0.048374092985743
1107,-0.1884760366182136
1108,-0.1595433113165643
1109,0.1377787353226293
1110,0.0215401184706473
1111,-0.0430988040081802
1112,-0.1132624993258227
1113,-0.0269745360379709
1114,-0.1549907005579797
1115,-0.0310077519379783
1116,0.2320185614849275
1117,-0.1083926912356881
1118,0.1700417375173897
1119,-0.1548227279764581
1120,-0.0309741365959582
1121,0.2779922779922885
1122,0.0771604938271561
1123,-0.0154344806297127
1124,-0.2010516548097891
1125,0.0
1126,0.0309214594929038
1127,0.2775208140610432
1128,-0.061709348966378
1129,0.0924784217016064
1130,0.0154106950223533
1131,0.0
1132,0.0616048051748132
1133,0.0153988296889296
1134,-0.0770534751117231
1135,-0.0154130702836083
1136,-0.0771247879068288
1137,-0.0771843161469545
1138,-0.0308832612723842
1139,0.2160493827160503
1140,-0.1316545828774876
1141,-0.2087333539795578
1142,-0.0929944203347834
1143,0.0929080210591549
1144,0.0619003404518821
1145,-0.0309597523219972
1146,0.030950170225952
1147,-0.1239541369693186
1148,-0.1707279217755695
1149,-0.093211123194038
1150,0.0465838509316787
1151,0.113535546552676
1152,-0.1758856432566907
1153,0.124146492861574
1154,0.0465332712889733
1155,0.0310125600868289
1156,-0.077591558038481
1157,0.0
1158,0.0620347394541039
1159,0.0310077519379783
1160,0.2782931354360031
1161,0.0926784059313995
1162,-0.2322340919646872
1163,-0.0154846701765331
1164,0.5001531080943094
1165,-0.5645657975774965
1166,0.2150978182935509
1167,-0.0307377049180339
1168,0.1534526854220007
1169,0.0715600081782796
1170,0.2447481133999684
1171,-0.1634320735444296
1172,0.1427988576091397
1173,0.1629327902240291
1174,0.0101822624987179
1175,0.0101812258195938
1176,0.0712178248041584
1177,0.1625190452006059
1178,-0.1016776817488648
1179,-0.1221622722182534
1180,0.1118568232662186
1181,-0.3981623277182242
1182,0.3256334588378886
1183,-0.2039359641072732
1184,0.0
1185,0.1425516749821816
1186,0.3146569224522962
1187,-0.2136100091547083
1188,0.060994205550475
1189,0.2353948213139299
1190,-0.3758994737407306
1191,0.1554876414133247
1192,-0.1342209814238161
1193,0.0858277008904605
1194,0.1178739819974276
1195,-0.1180130887243851
1196,0.0857541001179252
1197,0.1284659030082328
1198,-0.1823251823251841
1199,0.0428816466552382
1200,0.1391713949255919
1201,0.0534988230258903
1202,0.1709036530655958
1203,0.0213583938487783
1204,0.1173333333333327
1205,0.2234993614303892
1206,0.0
1207,0.0425531914893683
1208,0.0
1209,0.0319047112623642
1210,-0.2772741815079504
1211,0.0714004070888959
1212,-0.2157312970577221
1213,-0.0587732421457649
1214,-0.1292621196815152
1215,0.2156947756340755
1216,0.291797254944338
1217,0.237196765498651
1218,-0.1728048385354753
1219,0.1078865033984187
1220,0.4350394758042872
1221,-0.0161151697464552
