,ILMN.US
788,-0.1899184933132786
789,-0.0924068011405699
790,0.65832612059695
791,0.4282990781123614
792,0.6795839493683884
793,-0.4481384018133895
794,-0.4291283983567486
795,0.707985294690751
796,1.0043724279835466
797,0.5550297976826907
798,-0.0537414269628509
799,0.270532387320709
800,-0.0351561251558099
801,-0.2831136086835727
802,0.2089596793108634
803,0.1872858450209622
804,-0.0670847930487371
805,0.2655027028175146
806,-0.0648246546227432
807,0.0785779514515693
808,0.1124310564276565
809,-0.1316963337440003
810,-0.0361233292960113
811,0.215424934163927
812,-0.1350347141128192
813,0.1081654294803798
814,0.0826463794528357
815,-0.1613142869271731
816,-0.0148601027469946
817,0.0806041065671125
818,0.0190868025364186
819,-0.0318214603928841
820,0.1588545527714824
821,0.068789620175464
822,0.0645147643624686
823,0.0285475634125949
824,0.4305807049311525
825,0.645905933012223
826,0.1147772175758899
827,0.3869920494699627
828,-0.3029245789791401
829,-0.0659447837121956
830,-0.7200107164385625
831,0.4312548627320212
832,0.2947825701493825
833,-0.0243864588644808
834,0.1085127114890621
835,0.1591934200052999
836,0.1148409893993018
837,-0.3057020070001319
838,-0.0931263858093161
839,-0.2222222222222222
840,0.0832639467110741
841,-0.0233193417283003
842,0.214963212481169
843,0.0393205846029471
844,0.0005538079836953
845,-0.07537465638025
846,0.0731042732770742
847,-0.0714938897664084
848,0.1521775219965691
849,0.2880286042200068
850,0.2367903238357804
851,0.0366723712577557
852,-0.1602813828721594
853,0.2287668798862894
854,-0.1568287230137773
855,-0.1213835497449867
856,-0.0133651126010741
857,0.1079180712704323
858,-0.0322745787611099
859,0.0600613960937933
860,-0.0267010813937974
861,-0.0935412026726093
862,0.0178141979157353
863,0.329586186232844
864,0.1363092335653196
865,-0.1364952892479462
866,-0.2079487578675805
867,0.1044212397245117
868,-0.105643591882129
869,0.014454401921323
870,0.0888711146659506
871,-0.231600044538462
872,0.3130133641166737
873,-0.0444187802602915
874,-0.0844669689695019
875,-1.31596616087015
876,-0.6707152215959951
877,0.4410303130694044
878,0.4343729835259928
879,0.2832797130199685
880,0.3370280071298289
881,-0.1163227409420115
882,0.1080012293822392
883,0.1299405547540831
884,0.1287514177983498
885,-0.606540355494328
886,0.0339136332805713
887,-0.2989197658118225
888,-0.0319637057276842
889,0.0319534922074653
890,0.051511342797684
891,-0.4179512114377897
892,-0.0786863520593037
893,-0.1057170100742073
894,0.5555383774981176
895,-0.0185557445492566
896,0.0484276470345822
897,0.4982673419590328
898,-0.012304411131391
899,-0.2817422777937738
900,-0.0274789981942271
901,-0.0890588574272551
902,0.4069600605222659
903,-0.0861618798955572
904,-0.2985387314722637
905,-0.1206082852648234
906,0.2367219889878577
907,-0.0929441026312392
908,0.5675162054512812
909,-0.19170829040546
910,0.0729784322669002
911,-0.2547687483668729
912,0.1539304443111043
913,-0.0900912663698513
914,0.23576918066954
915,-0.1617827414346487
916,-0.4969383875070577
917,0.1479444880858857
918,0.1229175929074005
919,0.2556410590843923
920,-0.0991722071325773
921,0.4638796117009574
922,0.4746630797485656
923,-0.106168108136094
924,0.1241400713805457
925,-0.0726442507264501
926,0.1593037261530116
927,-1.0879811468971012
928,-0.4154396297854397
929,-0.2296226077464541
930,0.2015438633404787
931,-0.1290407531766284
932,0.0789421748569053
933,-0.0447539192586537
934,0.0355272507171217
935,-0.0105277010132966
936,0.0526108115217647
937,-0.0737094269091986
938,-0.0922217537942724
939,-0.1530585316936676
940,-0.6694649593539083
941,0.3890020905554448
942,0.3704240762467286
943,-0.1782790132586792
944,-0.2250046324483211
945,0.1902295965547378
946,0.6587926509186328
947,-0.2407356249260088
948,-0.0803096529569769
949,-0.0052664840952132
950,-0.2395590417638319
951,0.0052996979172259
952,-0.5435072201204266
953,-0.0960051202730788
954,-0.4338975787443827
955,0.2522014191673093
956,0.2239140170174677
957,0.2637343939426184
958,0.0233903206600231
959,0.0425097772487768
960,0.1676321429329182
961,0.2180817277154413
962,-0.1134039193242451
963,0.0646090622153508
964,0.1153158490526149
965,0.2511581768871155
966,-0.0380047505938256
967,0.0875453548223821
968,-0.2262299934456716
969,0.0232518812885678
970,-0.1863617111393467
971,0.1163405605499759
972,-0.0338559851033718
973,0.0803433621582874
974,0.095053018461406
975,0.1943070661018038
976,0.2183886867197903
977,-0.2296940106421054
978,-0.2337016254989277
979,0.1271015078860734
980,0.2868861902896524
981,0.028795540146742
982,0.1276889451282526
983,0.1011285021489801
984,-0.0195400052872908
985,0.0126419344458251
986,-0.0759091850113827
987,0.0020702076418167
988,-0.057308568666705
989,0.0253106304647983
990,0.0069024227503791
991,-0.0356752402324581
992,-0.1971772519717767
993,0.2438575503818906
994,-0.2236517488644548
995,-0.3818914039716653
996,0.2332186482554762
997,-0.0739456961294034
998,0.340833198995928
999,0.0414355102322706
1000,0.3623480151380857
1001,-0.6565083481925776
1002,-0.2451013582135964
1003,-0.3410511440839163
1004,-0.6661286572104672
1005,0.3312793107209006
1006,-0.0109075043629918
1007,-0.0600272851296118
1008,-0.0177384802215939
1009,-0.2130965788044393
1010,0.2793171157412478
1011,-0.2762053217381767
1012,-0.2962231547766096
1013,0.0315323343524243
1014,-0.3052847261375862
1015,-0.2163666933105551
1016,0.5073218888828012
1017,-0.1769153004263563
1018,-0.2798898071625398
1019,0.0605693519079421
1020,0.3675663813912593
1021,0.0411285679032593
1022,-0.1964312696602906
1023,0.2165659223926478
1024,0.2638414217361517
1025,-0.6661236073155415
1026,-0.5562087962901846
1027,-0.3300548765939409
1028,0.4906745455984419
1029,0.1606616097766576
1030,-0.2088740595520715
1031,-0.1502960456756194
1032,-0.2119093028183967
1033,-0.2416292716603298
1034,-0.2689030883919038
1035,-0.0106507615294548
1036,0.307921002335959
1037,-0.3489518126847985
1038,-0.0346408015348679
1039,-0.0453200394550822
