,MRNA.US
149,-0.4635509271018657
150,1.132943622502792
151,0.987529088847784
152,-0.5248477941396995
153,-1.0761489026312634
154,0.7372190292781238
155,1.6425950041434865
156,-1.0857110375137304
157,-0.7159322033898234
158,-0.5729971313778093
159,0.0199666656668182
160,0.7785894660894662
161,0.0030061626333957
162,0.2548725637181477
163,-0.5729794933654937
164,-0.5478889643234021
165,0.3013694488950812
166,0.0272001934235901
167,0.4572803850782136
168,0.1591926230739283
169,0.2318224915763533
170,0.559151320102506
171,-0.1611747851002756
172,-0.5929773467641519
173,-0.0645936608081643
174,-0.2107481559536491
175,-3.133004926108381
176,0.4576659038901528
177,-0.6859414909023894
178,1.1548462157118422
179,0.205974025974035
180,0.8114780442342083
181,0.1736642448402324
182,-0.3354622282433457
183,-0.0774743366259955
184,0.4754867313500026
185,-0.1737899073120377
186,-0.2387250790373601
187,0.0335392990286454
188,-0.1622835465673744
189,0.0169232061078674
190,-0.5893054382431361
191,-0.4962455109369839
192,-0.2815610267155624
193,0.3393369877316693
194,0.110814158138314
195,-0.3466771323914188
196,0.6498570314530804
197,-0.3979904743263425
198,0.9019493744544544
199,0.2161290322580696
200,-0.1980274397783726
201,-0.1697727272727304
202,-0.935951550743252
203,-2.407198761867087
204,0.3623882136990348
205,0.7938417239457481
206,-1.58520475561426
207,-0.1914395783602378
208,0.3790732718026025
209,-0.0588969774071194
210,0.8757180888328429
211,0.5609844792281529
212,1.114652460446851
213,0.4139034987422827
214,0.1183140026220877
215,-0.0886999062707123
216,0.000640098319097
217,-0.2136998854524595
218,-0.1633362261759227
219,-0.0879640390147013
220,0.3307313723246065
221,-0.3699108537818246
222,-0.3065151759581443
223,-0.0069143541993245
224,0.0552842532018817
225,1.6822200822901143
226,1.3430064343395025
227,-0.0907676348547629
228,-0.1255030943004373
229,-0.3600139158473463
230,0.0929897932528413
231,-0.1036849194693496
232,-0.7777534582384895
233,-0.3381647392433204
234,-0.0835677861790052
235,0.2827397260274017
236,0.6813531281292167
237,0.2735324765543572
238,-0.19611152777318
239,0.2736659436008649
240,0.3846320065689901
241,0.323080899457224
242,0.3199003800158896
243,-0.4377452883080978
244,0.1292156609380983
245,0.0301412332070365
246,-0.1422965805700541
247,0.176480716253442
248,0.2918454935622347
249,-0.1633565471584539
250,1.4056115499863864
251,-0.2841064306397914
252,-0.098441345365057
253,0.5060939677364471
254,0.232129275812023
255,-0.2764291107398396
256,0.3823649033377552
257,0.278498810296337
258,0.2373759171342394
259,-0.3084582499053095
260,0.0973130777964031
261,-0.0675159538900622
262,-0.3502714440825282
263,0.6043600259011465
264,-0.1242638716300123
265,-0.2003031615417954
266,-0.1355233913373448
267,0.0487646293888184
268,-0.0216778668978929
269,0.0948048973686829
270,-0.0081763049599251
271,-0.1084128360798011
272,0.0650054171180956
273,-0.3172001610726839
274,-0.3360414394765514
275,0.0650486670179868
276,-0.1332176043701531
277,0.1648832602879704
278,-0.7691313602270441
279,-1.382109643939782
280,0.6127510117834382
281,-0.2713774376286328
282,-0.0922252972529679
283,-0.2131429598623517
284,0.2178035156049725
285,0.1253998720409492
286,0.2399857029793963
287,0.3916029783086151
288,-0.2651265292010211
289,-0.6609345122749287
290,0.1757617838539943
291,-0.2637986960858716
292,0.088778810122691
293,-0.0282406099971794
294,-0.0025673940949912
295,0.4663642752188049
296,1.1221277219367076
297,0.4011475739883214
298,-0.7530616902051338
299,0.1316755716492463
300,-0.7118444313494359
301,0.8298270219728873
302,1.2579342181188664
303,-2.17916978864418
304,-3.039770946101285
305,-3.935492018589607
306,1.367678931765529
307,-5.125183322857755
308,2.282706081151121
309,-1.6069482570461968
310,0.3856824520182734
311,-0.7786502247537034
312,0.6803038552280125
313,-0.4041833905017447
314,-0.5664231023765858
315,-0.52992262750671
316,-0.9846521825792416
317,-1.0107111218490743
318,0.5552737659841384
319,2.1191533838515846
320,0.0104509588754821
321,0.7739188417038771
322,-0.4744156024463286
323,0.2444881676977314
324,0.1155493264813516
325,-0.9039618465758478
326,2.102532804394259
327,0.5538878361958344
328,-0.6183816793893081
329,0.6492533374266831
330,-0.0061282689157176
331,-0.3776113039771024
332,-0.28095034508032
333,0.6914538727482348
334,0.3453188532730387
335,-0.1642550099897227
336,-1.5056538839724611
337,-0.4320454264905496
338,0.4301868239921267
339,0.6896551724137903
340,0.158491159288791
341,-0.3731498470947942
342,0.459651152171925
343,0.3307038834951553
344,-0.2214846158804901
345,-0.8190067443286365
346,-1.0908640138837182
347,-1.721202950633623
348,1.3619402985074611
349,-0.8782936010037677
350,-1.4701070133545595
351,0.0817408593836307
352,0.7215861736193404
353,-0.5247376311844067
354,0.5874101350166594
355,0.8173913043478241
356,0.314183688019798
357,0.2356985341808359
358,-0.25141965408124
359,-0.2172118684564924
360,0.1344902386117146
361,-0.0597319701479025
362,0.1549930651872359
363,0.2134390941705443
364,0.1237580993520473
365,0.6650933276121053
366,-0.1067862993951112
367,-0.1942758769098371
368,0.2575660012878276
369,0.1799717187299206
370,-0.1072409059711736
371,0.5156865322342419
372,0.017749711993863
373,-0.0939568652573132
374,-0.3203911531253828
375,-0.7441109034649251
376,0.0968002586058036
377,-0.2762754390855885
378,0.19570313122481
379,-0.4736454203517318
380,0.5735944409349291
381,0.1853790181217482
382,0.0491580114954101
383,1.3699992540838886
384,-0.1818362975140781
385,-0.0451805690159893
386,0.5445924912510247
387,-0.4021300950579768
388,0.5023657490052952
389,-0.4549072277769506
390,0.1712973733823454
391,-0.2463908801274477
392,-0.6362406693051359
393,-0.0551378446115356
394,0.1276563790643515
395,-0.537275872916009
396,-0.0188774226025644
397,0.1881427131189137
398,0.3345393542571673
399,0.2360552544151058
400,-1.1081410738847324
401,-1.229475896492843
402,0.3194804514625468
403,0.6633369751833961
404,-0.2294415184856847
405,-0.8846145044583276
406,0.3350591812926806
407,0.2797202797202779
408,-0.1314581223947783
409,1.3319902887545816
410,0.480683593192748
411,-0.5518266285876654
412,-0.3028411382803468
413,0.3186727996278905
414,0.9624287826757584
415,0.4105503382936928
416,-0.3761245104650809
417,-0.0924664313053194
418,0.6730737926740424
419,-0.0423409669211221
420,-0.173327895595434
421,-0.3838084028452996
422,-0.1748099390472131
423,-0.4604094244882075
424,-1.0801665799063076
425,-0.1172291296625165
426,0.4174331399462314
427,1.1868208079553866
428,-1.1760212201591496
429,-0.0389187659213181
430,-0.3247848078800119
431,0.313046579788292
432,-0.6767482455202863
433,-0.0766502076685769
434,-0.241226502751773
435,0.359648185735139
436,0.7737267851931177
437,-0.8171674993890774
438,0.2062877413607534
439,-0.3159903002638895
440,0.1175422974176256
441,-0.5443541166780008
442,0.363960749330948
443,-0.1235064984710924
444,-0.4789819434971407
445,0.4502022300698439
446,-0.125161013310419
447,0.5409252669039081
448,0.1809885634410216
449,0.2022475893363518
450,0.6754804551917634
451,-0.5977205802159489
452,-0.5262580857362176
453,0.0985761226725119
454,-1.0123361177186392
455,0.4406014209395731
456,0.6511271613044418
457,0.0765445598687888
458,0.3975385285628654
459,0.4283700249430604
460,-0.3154917319408094
461,0.3199045708398869
462,-0.0596788194444518
463,-0.0977517106549401
464,0.3652300949598309
465,-0.2250542299349197
466,-0.1303214596003524
467,0.0515589807603586
468,-0.1712514950527333
469,0.135729409848526
470,0.0761133682308314
471,-0.2067409622179969
472,0.0173930058375333
473,-0.1917443727846103
474,0.5578360229611201
475,0.3532988250759942
476,1.2013962172254276
477,-0.0975054846835171
478,1.7797286512370345
479,1.7100721681832496
480,-1.5695960481236546
481,-0.4924136274470628
482,0.2276721521009832
483,-1.3521172374706516
484,0.455369736046744
485,-0.3384375265352074
486,0.4424101895238628
487,0.2361445783132505
488,-0.2384790159399301
489,-0.0536503159407445
490,-0.4996761658031178
491,0.0728096432327509
492,-0.3002271989613799
493,0.1458434613514883
494,-0.1462189974342698
495,0.2429982192002621
496,0.088960776384957
497,-0.1214574898785471
498,0.6835544833132243
499,-0.3146176185866413
500,2.135844530461401
501,0.076789392378997
502,0.5122950819672022
503,0.1534526854220007
504,-0.102406554019455
505,0.6043641453018568
506,0.0762824995232372
507,-0.1400471067540893
508,0.3409937986709135
509,0.6664145949522667
510,0.0724181360201568
511,-0.3348707904214324
512,0.1923380104051574
513,-0.3512213643842415
514,0.4590900844604674
515,-0.5248226950354618
516,0.2684012756954823
517,0.2798047475491096
518,0.5391168180394666
519,0.5624310975191941
520,0.7523026519132181
521,-0.1045785607762397
522,0.2216596690540929
523,-0.309612096115385
524,-0.0501303761575308
525,-1.1942385046606778
526,0.9054209859034278
527,0.3854384375230893
528,0.6826471044066658
529,-0.3958887320824363
530,0.1001554404145044
531,1.0434024662240091
532,-0.8290016954326632
533,-0.4362346585749318
534,-0.1914179520854147
535,0.592982365413453
536,-0.4911004287384659
537,0.3186126402267283
538,0.3535682023486831
539,-0.3985884857627988
540,0.0656195845715769
541,0.2028169014084407
542,0.6878320457870304
543,-0.3192667164448129
544,-0.1855957572216566
545,-0.3703655758077865
546,0.1551028849136505
547,-0.5785005785005696
548,0.2761356565027996
549,-0.1532109377028829
550,1.114449413079932
551,-1.6694620085685914
552,0.437165813223186
553,0.9818614748931906
554,0.5086399108138364
555,-0.125575554625371
556,-0.2216426728568183
557,-0.3670175438596464
558,0.5620858934234869
559,-0.1366082034798276
560,-0.1504601280660648
561,0.1432564640111698
562,0.2057254437044638
563,-0.5112655047888196
564,0.2045355978678957
565,0.0923194546652831
566,-0.3436886395512009
567,-0.2495694048999892
568,-0.2643971695194
569,0.2181038120692119
570,0.6151265203411125
571,-1.0203721357200812
572,0.2218700922074872
573,0.3266266371712537
574,1.0527412966437262
575,2.0082680591819013
576,0.4175858808698401
577,0.074794315632011
578,-0.0190958790305553
579,0.6526501075689398
580,0.7415747786923421
581,0.4137184394695098
582,0.0927106269556183
583,-0.6422567627459924
584,-0.1432742846019057
585,0.8664775468457533
586,-0.2275763065328688
587,0.2020229317067325
588,-0.2293011769968075
589,0.1786790266511982
590,-0.0502376627893478
591,-0.1858376243756867
592,-0.1434553349875948
593,0.78091940757837
594,0.0768787238131803
595,0.3103923973022694
596,-0.2593311178131488
597,-0.4806207535515768
598,0.4802335856160436
599,-0.2445552752691255
600,0.5986472281888392
601,-0.2565864833906081
602,-0.0274989687886714
603,-0.5947441217150724
604,-0.3237742830712382
605,-0.4180213655364502
606,-0.9755182440671664
607,-2.2245661137213477
608,0.0957946163425561
609,-0.7338643918961373
610,1.0082628838897731
611,-0.940705471249472
612,-0.0162981893579639
613,0.893646507849277
614,0.0740174776753742
615,0.7064959696538687
616,0.4813137032842496
617,-0.8230648460916266
618,0.0736884641897839
619,0.4142600132563204
620,0.7609019942256903
621,0.2757370166988448
622,-0.3800206941962152
623,0.0
624,-0.2215413622436949
625,1.5745893850956922
626,-1.4878082380493156
627,0.1066501530945753
628,0.0956870702846197
629,0.4760210713552653
630,-0.4121728378099845
631,0.1440526821237535
632,-0.3389830508474623
633,-0.1085233928202293
634,0.4663603319388291
635,-0.1098523858565029
636,-0.635666413321368
637,-0.758841548315235
638,0.4074806711886914
639,0.4914447357527246
640,0.0068989306657405
641,0.1161808341590932
642,-0.3933586994119509
643,-0.4922765897836455
644,-0.970097550258006
645,0.213707841557792
646,-0.1859649122806921
647,0.2100840336134533
648,-0.8047437526471938
649,-0.1484623541887649
650,-1.1176461262860966
651,-0.2335217482223703
652,-0.3636769584077549
653,0.740834546951191
654,-0.2188022733099432
655,-0.2514154844455681
656,1.1756569847856182
657,0.4381572358537736
658,-0.4481056893137977
659,-0.0612142183076554
660,-0.245963673057509
661,-0.1041699548596812
662,0.0184946375019349
663,0.2554303343197282
664,-0.0251905031803139
665,0.0786584022905326
666,-0.2238900100908109
667,-0.4720717295567623
668,-0.5590116332786774
669,-0.138910158244007
670,0.4731210110183244
671,0.3386075949367066
672,0.4285354171918369
673,0.2138095837001656
674,-0.3850766997033101
675,-0.0791487116348636
676,-0.3973159102948866
677,0.4351457078809638
678,0.7156450864696041
679,0.4388686131386836
680,0.7310603610014851
681,-0.0077209385383087
682,0.1691857210524038
683,0.0086114101184112
684,0.1547654872963387
685,-0.0214998280013808
686,0.509090909090908
687,-0.4460880599573918
688,-0.056711669103105
689,-0.1248439450686729
690,-0.0603058367434789
691,0.2106258596973782
692,-0.3732067738107996
693,-0.0194191515988503
694,-0.0388102060049188
695,0.193847214442679
696,-0.7029114418362497
697,0.3200553609272994
698,0.0842678420950252
699,0.6034964133843053
700,-3.31376334764963
701,0.5700405492761905
702,0.0156687623636296
703,0.0802379740890103
704,-0.2961502043687666
705,0.1819749216300876
706,-0.3973405720130575
707,0.0982549913535607
708,-0.0693768199616464
709,-1.086788852224385
710,-0.5898702285497168
711,0.065902032572145
712,-0.720484643561562
713,0.1762375807956406
714,-0.6953671859194743
715,0.2482190785623396
716,0.7351762820512853
717,-1.302812614148305
718,1.119712208157884
719,0.3199855988478997
720,-0.192384769539074
721,0.1800360072014357
722,0.1079050435616698
723,0.5575011485445728
724,-0.052805280528054
725,-0.9741710900211048
726,1.7329625147272216
727,-0.2513334008269702
728,1.0005250011932003
729,0.4860363498195074
730,-0.917079405655857
731,0.6838990177877309
732,-0.1080170921163508
733,0.274055064474229
734,-0.2649653315052636
735,0.2926960597998257
736,-0.0887648998224795
737,-0.704651620136844
738,-0.7802249493095126
739,0.4666549245032265
740,0.2603168519228305
741,0.5700674870980599
742,-0.6987751447120158
743,-0.2847639576513442
744,-0.1452063594025929
745,0.2217969947003888
746,-0.2770422263641616
747,0.1892420694742839
748,-0.4510745239552718
749,-0.2973016642430169
750,0.4092883394587328
751,0.589058817863414
752,-1.243715846994534
753,-0.7283434061676762
754,0.3812157399330826
755,-0.7023743787962379
756,0.2837780601440015
757,-0.144384364411879
758,0.1864521591871221
759,-0.7850309054182394
760,0.9299120730470114
761,-0.1756546396030975
762,0.6580303513449614
763,0.1471899077458721
764,0.0777351046191982
765,0.1152943149421455
766,0.3051201671891284
767,0.412170819038607
768,1.4439612733836575
769,-0.2261420171867862
770,-0.5748077082127263
771,1.120379456983975
772,1.1159631246967454
773,0.6582615276101923
774,0.0566840626254507
775,0.9359605911330054
776,-1.2510910677916751
777,-0.4633784073261991
778,1.15964340253415
779,0.9038854805726004
780,-0.2583343584696746
781,0.5302443202675625
782,0.361700398276849
783,0.4893436324665377
784,0.3907508862391229
785,-0.7036762683494967
786,0.1395584928330869
787,0.2626666666666702
788,-0.0424422482265162
789,-0.036756365947837
790,1.0154057980875848
791,-0.0004002561639468
792,-0.5392354124748504
793,0.0442460078033923
794,0.4205719778899235
795,0.1659502149355161
796,-0.0299999999999954
797,-0.1602564102564125
798,0.1056574776678553
799,0.0504020160806451
800,0.9251744846615853
801,1.0890214860995888
802,-1.518444070190697
803,0.5564559697460838
804,0.0054021932904863
805,-0.081098615916958
806,0.2480854276776936
807,0.2528376997148845
808,-0.1510697722531517
809,0.3438389261744964
810,-0.4043126684636118
811,0.2098014955080888
812,0.8110559735339685
813,-0.2503450267997503
814,-0.2208759984989042
815,-0.0160857908847191
816,-0.2903850290384986
817,-0.3670120898100209
818,-0.1784266017842728
819,0.0162179695102179
820,-0.5423350737190792
821,0.6033528003932942
822,0.022145403478447
823,0.0593792172739614
824,0.3871592192289073
825,0.2890966086509496
826,4.609116554770963
827,-2.0144980065240925
828,-0.8272425249169466
829,-0.2464530740025341
830,-1.5392877167423882
831,6.995376631545845
832,0.3822414387317189
833,-2.0625479662317687
834,0.0333733557868242
835,1.6306405458947724
836,-0.2806508577194709
837,1.7596034696406464
838,-0.3418710961323667
839,0.1384464569192579
840,-0.0112383968209642
841,-0.1398992725237793
842,-0.1362296029168674
843,-0.8104443886517722
844,0.0691211577229535
845,-0.0001254469046017
846,-0.1444723618090566
847,0.61801610587428
848,-0.5650072195366976
849,0.7538940809968897
850,0.7429105111224317
851,1.224421335122437
852,-1.7102401160063083
853,-0.4885784082629693
854,0.012855673637299
855,-0.3742096434255256
856,-0.1745050304845212
857,-0.2960242005185835
858,0.1479226107564
859,-0.1286698783728294
860,-0.0216080727759817
861,0.0496738801779537
862,0.0906266183324736
863,-1.074340151009563
864,-0.269856543037097
865,0.3899187487747011
866,-0.6600008770775755
867,0.3583133056587254
868,-1.2588217074843473
869,0.050857951530165
870,0.264643613267464
871,0.7312053942817057
872,0.0459528654894059
873,-0.1500310975938459
874,0.3438892286188467
875,-0.4904317722858016
876,0.1560212188857766
877,-0.9914670803839892
878,0.4572951130400445
879,0.4665938767089272
880,0.5403946299746804
881,-0.6334363017897259
882,-0.6691350854266459
883,-0.1794026377036484
884,-0.5901330073323499
885,0.5336195604715505
886,-0.7773540627750091
887,0.1050035408170757
888,0.0768620752760319
889,0.0792393026941335
890,-0.217490157232595
891,-0.2179151259886895
892,0.1149593973192374
893,0.256166288516434
894,0.1388685864639656
895,0.0633034670822087
896,-0.2098277460596334
897,-0.1365253754447871
898,0.3502945902517443
899,-0.4721019544531706
900,0.5431512272367265
901,-1.7454350161117114
902,0.2987261864502317
903,1.6246187967840349
904,0.5335943855391792
905,-1.272062109025918
906,0.9912488075982016
907,0.4116642802070725
908,-0.0468332460949381
909,0.1733127037496822
910,0.0219411602969418
911,-0.4377062535382349
912,0.3371223474217918
913,0.7180957674156629
914,-0.1115822300032781
915,0.090191041023254
916,0.112884534272809
917,0.0018017521220386
918,0.5969715882879743
919,-1.4257011532215913
920,1.0835534017587374
921,-0.1627156691617125
922,0.2954594888526393
923,-0.6278983871629706
924,0.818137414522953
925,-0.8244422890397708
926,-0.0258715477653399
927,-1.2056173994326085
928,1.1464673050560694
929,-0.324558556219172
930,0.7155646592785702
931,-0.2926356275958056
932,0.5879990360671671
933,-0.146152727347619
934,-0.5673788701287222
935,0.4902750048303073
936,0.1382770042126271
937,-0.2870227038183834
938,-0.064541112688779
939,-0.3302467137214213
940,0.1451299978759035
941,0.1714110508649564
942,0.2735846020148774
943,-0.3261431154740347
944,-0.139046079223931
945,0.0936874071202495
946,-0.190969412526309
947,-0.3719887591169675
948,-0.418927387985623
949,-0.5580014434748344
950,-0.4586755800019196
951,-0.608533324402711
952,0.1142544049369797
953,0.3076126954921784
954,0.3209536909674474
955,0.1001975322779258
956,0.0093890585407825
957,0.2664754271058113
958,0.0923559612093569
959,0.1106589277594331
960,0.6542881403906025
961,-0.1928421530259221
962,0.2658671795451968
963,-0.1472920915476948
964,0.0373755563861248
965,0.1379856359215064
966,-0.11606510969569
967,0.0028307761988311
968,-0.469269929751707
969,0.2185141040921681
970,-0.4103265515472724
971,0.1983860656539637
972,-0.2644920304525223
973,0.3155022454664356
974,0.1815808886114698
975,2.163743736578384
976,0.0893617340825171
977,1.0228994124725763
978,0.3386243386243314
979,0.6483266164359638
980,0.7685352622061411
981,-0.1288345694487985
982,-0.9623395954194054
983,1.008317382982427
984,0.5020775623268658
985,0.7918105151062353
986,-0.3291400999483167
987,0.5347776901717467
988,-0.0548790944949299
989,0.8569388240894963
990,-0.2796248934356328
991,0.3296852695262141
992,0.2305866395388097
993,-0.4325171133739678
994,0.6647609059693268
995,-0.645216207013973
996,-0.437726557690983
997,-0.1026975215664834
998,-0.0925132773685049
999,1.1515664690939804
1000,-1.1534660877376777
1001,-0.4889791619649482
1002,-0.4388390711844202
1003,0.5933639378935671
1004,0.4417856875794523
1005,0.2982181465742233
1006,-0.0484839443553483
1007,0.323420074349444
1008,0.2151494918020565
1009,0.1333629695487936
1010,0.6111929307805688
1011,-0.8997763561658179
1012,-0.1406249999999947
1013,-0.3977813883130699
1014,-0.080367822966519
1015,-0.4430427273409953
1016,0.3740555098376599
1017,-0.0973491088812306
1018,-0.375826819001804
1019,0.206128651882611
1020,-0.1087331981677582
1021,-0.1956210969829139
1022,0.1877440672874737
1023,-0.2408912978018617
1024,0.7768150582611234
1025,1.2598092604575788
1026,-0.5412178636461855
1027,-0.5368002978776276
1028,-1.1899902665703674
1029,-0.3212902006488745
1030,-0.7937263866399974
1031,-0.4477526262413825
1032,0.0172182896499044
1033,0.2759407519146969
1034,-0.5945062073536211
1035,-0.0983600258707433
1036,0.9821824868429436
1037,-0.7537203683378672
1038,-0.2691691755813171
1039,0.5675123088387916
1040,1.5050188205771649
1041,-0.3841551734995992
1042,-0.4364326375711561
1043,0.5253720074244238
1044,-0.2554721503816319
1045,-0.1706053329963416
1046,-0.4283402608116146
1047,-0.2768055997454675
1048,0.8767503469155964
1049,0.8319259398261164
1050,0.2154815183159372
1051,-3.766769865841086
1052,1.97268588770866
1053,-0.3751445575832908
1054,-1.870582150451121
1055,0.1127971688771742
1056,-0.0191763251615779
1057,-0.3185692892523906
1058,-0.3380818909469228
1059,1.134156096446128
1060,0.5624680415885351
1061,-0.778700257658165
1062,0.0286204922724573
1063,0.2204630867116868
1064,0.3494593056345907
1065,-0.7685826844360305
1066,-0.7278451761987383
1067,0.2454963521316783
1068,-0.7524821459676135
1069,0.1565217391304407
1070,-0.0580046403712264
1071,0.3928819043217049
1072,0.0057773412675434
1073,-0.1678240740740694
1074,0.4665629860031117
1075,0.1731102135025946
1076,0.870062620423905
1077,0.0391224532787611
1078,-1.8513409961685885
1079,0.2727254386624539
1080,-2.0342461480880787
1081,-0.3851091142490429
1082,-0.8302816012122729
1083,0.7177558376430091
1084,0.3280224929709501
1085,-0.730096522781971
1086,-0.113382899628247
1087,-0.0977578758159636
1088,1.515575017857696
1089,0.5306023089973805
1090,0.639184750913167
1091,0.8581601290283294
1092,-0.8361845436273602
1093,-1.414389742951396
1094,-0.3356595319501003
1095,0.0194176454575254
1096,-1.0447129838843676
1097,-1.02138203964756
1098,0.197150399134952
1099,-1.2363566116101716
1100,-0.1639010759126877
1101,0.916708924949293
1102,1.2271475081392489
1103,-1.3322539447697286
1104,0.5346841053743483
1105,0.0331819328791398
1106,-0.1769464105156731
1107,-0.025284450063224
1108,-0.1804768388056844
1109,-0.0792192154128905
1110,-0.0190162271805281
1111,0.0949908175543066
1112,-0.5502853307761063
1113,0.2781238451193
1114,-0.3656873366898258
1115,-0.1595812587769692
1116,0.1275022312890584
1117,-0.0829451923690575
1118,0.5015236160487687
1119,-0.2992677491244819
1120,-0.1913875598086196
1121,0.4730308898695226
1122,0.3259287386874162
1123,-0.0950209045989973
1124,0.0443234344329723
1125,-1.873526072146048
1126,1.293214932321752
1127,-0.0043109022718415
1128,-0.3677308896976035
1129,-1.2796231375986062
1130,-1.809187632280555
1131,-0.3642570477134216
1132,-0.0140170174652877
1133,-0.940240484585486
1134,-0.6781049469803891
1135,0.2658457840271949
1136,-1.983844836365316
1137,-0.7401037758769314
1138,-0.821218244613681
1139,1.2047935343025629
1140,2.803611738148988
1141,0.619167264895906
1142,1.7445110413988538
1143,-0.6733534528670347
1144,0.575139195687652
1145,1.894632034632033
1146,0.2676798203954773
1147,0.4085219897140655
1148,0.3299477157795521
1149,1.494427558257342
1150,1.4673477564102595
1151,0.2871339042720475
1152,0.122194513715713
1153,-0.1511007879718823
1154,-1.2965820831330483
1155,-0.4447042081723928
1156,0.9987672645852794
1157,0.4931657737946153
1158,0.1075295706319254
1159,0.0275000000000034
1160,0.328914581879795
1161,-0.1797304043934025
1162,0.1404664183057472
1163,-0.1431638333458209
1164,-0.0424554218070923
1165,-0.1100055002750131
1166,0.1846675983230208
1167,0.4620199711858406
1168,0.9570201982926276
1169,0.3713371815140229
1170,-0.1300757138825219
1171,0.2472672077166932
1172,0.6738223307298036
1173,0.1757452179823258
1174,1.1114044984277098
1175,-1.4053030303030225
1176,0.8413461538461573
1177,1.026059098119282
1178,-0.3559463674145418
1179,0.4431007394916723
1180,0.1246406380413661
1181,0.4119103032989801
1182,-0.6095521278572705
1183,0.7781383684909329
1184,1.1266731546666016
1185,0.2567321729528838
1186,-0.420299117985429
1187,0.2132001895112721
1188,0.0400728597449958
1189,-0.4837864194240794
1190,-0.3336394020641381
1191,0.7545381643216422
1192,-0.0405500808084331
1193,0.0623906705539354
1194,0.4679168631433931
1195,-0.4152249134948046
1196,0.3990567748956887
1197,0.517891621704532
1198,-0.511471841842738
1199,0.44958832875921
1200,0.9054675829100663
1201,-0.904431715405487
1202,-1.2021608507205594
1203,-0.5337715891927843
1204,0.5900813160837872
1205,0.3601504769092367
1206,-0.8642436871782299
1207,0.2689486552567223
1208,-0.8320493066255744
1209,0.3745548323713702
1210,0.0674970853531234
1211,0.0831363239520965
1212,-0.0340386175782924
1213,-0.1843932411674262
1214,0.3429061294470652
