,ADI.US
135,0.0221246741420177
136,0.1806252000426831
137,-0.021342439440839
138,-0.0266851683834033
139,-0.0587418562426645
140,0.1546254332178195
141,0.0958823842752774
142,-0.0506302129133684
143,-0.0613267918088634
144,-0.0320068281233341
145,0.1278636121470328
146,-0.144053780077886
147,0.0533248013651118
148,0.0213253718611675
149,0.0532850215804307
150,0.0734172925961458
151,0.326484660849993
152,-0.0563221627710472
153,-0.135356155885178
154,-0.1072719060523925
155,0.0056455710495065
156,0.1381254404510244
157,-0.081814591209169
158,0.1127205094967125
159,-0.1354478243693262
160,-0.0705955440092621
161,-0.0254208564003996
162,-0.0016382598065446
163,-0.2929745042492913
164,-0.01133272892113
165,-0.1248156132985356
166,0.1416350348422186
167,0.090564328974923
168,0.0056599501924492
169,-0.01698273422021
170,0.0113205411218553
171,-0.0056605909656916
172,0.0198081439769074
173,0.0650415700469481
174,0.0960560515312394
175,-0.5741260525644334
176,0.7848101265822842
177,0.3971506020298779
178,0.2577967806841025
179,-0.1574406448768814
180,0.4201680672269007
181,-0.3461078597948596
182,0.2009671544306935
183,-0.2644669731125165
184,-0.1071608673726777
185,-0.18472031449817
186,-0.2009112193887207
187,0.1074589127686393
188,0.2116245257371532
189,-0.2120733249051988
190,0.1325673884224531
191,-0.234117944824098
192,0.2965112611191716
193,0.1197227473219897
194,-0.3922064777327784
195,0.1269893417403184
196,0.1696625670135638
197,-0.2149042411984093
198,-0.0189657352383367
199,0.5157232704402472
200,0.4984734251355295
201,0.1927860696517427
202,-0.2056459151243301
203,0.1306945481702812
204,-0.0638321059924463
205,0.324332712600874
206,-0.2239641657334734
207,-0.0373412994772232
208,0.3102121851346321
209,0.0
210,0.0805901679995012
211,0.3397998270110042
212,-0.0618199802176203
213,-0.0897193948581392
214,-0.2512251101048329
215,-0.1304347826087006
216,-0.1119263773162584
217,-0.062220009955198
218,0.1118707271597307
219,0.0217479106471535
220,-0.0839552238805913
221,-0.155714730613516
222,-0.1559575795383655
223,0.1432754002367095
224,0.0684760956175206
225,0.3257116800208455
226,0.2469296250568558
227,0.1038623823434112
228,0.1490795955405689
229,0.045351473922898
230,-0.1135073779795576
231,-0.1982192760122225
232,0.1233285732831349
233,-0.0779524490061092
234,0.0649182030641355
235,0.012981955082442
236,-0.120227457351748
237,0.4496344698194948
238,0.2065982310026426
239,0.0064557779212519
240,0.0645161290322544
241,-0.0484105212199377
242,0.1257091284167052
243,-0.1290988897495592
244,-0.0742870062336363
245,0.1322495322882292
246,0.1545893719806821
247,0.0708032955715844
248,-0.2581311306143557
249,0.006452861844222
250,0.7321824410559571
251,0.1341651573086393
252,0.1807955002008907
253,-0.7148637712435947
254,0.4899000067109522
255,-0.3299218960409242
256,-0.2024018351099793
257,0.1381168940542445
258,0.4460393051177088
259,-0.3905460911723201
260,-0.3649388389538366
261,-0.2744553247721351
262,-0.380939423829123
263,0.078167482327358
264,0.5778003041054163
265,-0.1997562296857986
266,-0.3226792568187183
267,0.5069108850664054
268,-0.2540994714730993
269,-0.0508457340429253
270,0.1523048805252787
271,0.4380644291683553
272,-0.0438256413714039
273,-0.3824027072758021
274,-0.2850743229484744
275,-0.1059072722993518
276,0.6372405729318932
277,-0.2696523829063884
278,0.1521802750951073
279,-0.137737010227697
280,-0.0087338753025417
281,0.1930029836775341
282,0.1926894779866776
283,-0.1872001872001832
284,0.023394549070062
285,-0.0409572289509058
286,-0.1640977553771324
287,0.1871892366188904
288,-0.046819219289509
289,-0.0351267490193795
290,0.10819029796193
291,-0.0087729559012836
292,0.0642936466187466
293,-0.1170343495816121
294,0.0234013923828587
295,-0.0292602996254748
296,-0.1054481546572975
297,0.0292825768667709
298,-0.0410124209046128
299,0.239639955578933
300,0.5860661135256253
301,0.530556101395149
302,0.0327396542692583
303,0.4497751124437766
304,-0.2679738562091481
305,-0.2358490566037825
306,-0.1246310265660857
307,0.5998565560409571
308,0.2990313982968263
309,0.1687325588941468
310,0.0907735200674229
311,0.3810877147655364
312,-0.3695299837925401
313,0.2005693581780552
314,0.1614882759511659
315,-0.4346697807188374
316,-0.2927971891469768
317,-0.5989199803632741
318,0.439882697947203
319,0.1496616345653424
320,0.498543217869849
321,0.0808668930939673
322,0.2934915822744066
323,0.1224069063265028
324,1.2029788046591654
325,-0.5962259511955246
326,0.0675675675675759
327,0.0982449078025847
328,-0.5181963977300806
329,0.3932170066355286
330,-0.209333825883514
331,-0.3459780056839082
332,-0.074193149499199
333,-0.0185517284026968
334,0.222126241747384
335,0.1847631951715288
336,-0.0153993039514648
337,-0.27486102532427
338,0.1264612442552568
339,-0.1328062264500608
340,0.0679012345679096
341,0.0123441550425936
342,0.0678467896132641
343,0.0123342584027198
344,-0.2039302929180648
345,0.0123578843302089
346,0.0494071146244961
347,-0.0061762707677048
348,-0.0741702206564092
349,-0.4283054003724381
350,-0.9603020437197316
351,0.4059945504087218
352,0.2717391304347826
353,0.1627780792186713
354,0.1733290001083269
355,0.1379310344827561
356,0.2158952907839728
357,0.2288637587506639
358,-0.0970245795601435
359,-0.0836188061392394
360,-0.3383133051856663
361,-0.3198462131620239
362,0.0048870547350055
363,-0.1740644038294131
364,-0.4041507373020258
365,0.1200087279074835
366,0.2068590092542163
367,0.1793185893604371
368,0.076016723679202
369,-0.0543271581463542
370,-0.0217355865891387
371,-0.0489289985864974
372,-0.0816148865553107
373,-0.0353789631242333
374,0.2470409382126248
375,-1.5485367351115424
376,-0.5832304103197435
377,-0.1539349624783652
378,1.5053472316231338
379,-0.4555653770313564
380,-0.259049696639168
381,-0.1091926567938282
382,0.7114785201246858
383,-0.2717760565294236
384,-0.4573066684868036
385,-0.205184323917641
386,-0.3913759956056177
387,-0.6426646396240607
388,-0.5244694522593834
389,0.4116222760290549
390,-0.4866180048661919
391,-1.0608402416748566
392,0.8429118773946415
393,1.14317195785414
394,0.4524576677863828
395,0.1505921007598048
396,-0.7169941399517352
397,0.4187834683509441
398,0.1576530262526491
399,-0.9479656794907112
400,-0.4452401939180251
401,-0.8164398778117183
402,0.431344356578002
403,-0.388608227391338
404,0.0776612858490124
405,0.0277284826974173
406,0.2378976486860342
407,-0.422245680315568
408,-0.3009194761772195
409,-0.2457963242276955
410,0.378429517502369
411,0.086185326253163
412,-0.2480490523968746
413,0.0946706019936445
414,0.1279199110122459
415,-0.270473747316183
416,-0.0585904804419339
417,0.0501952035694386
418,0.1169851261768032
419,-0.0445856322799889
420,-0.1087957151226006
421,0.0251004016064187
422,0.2947555753295151
423,-0.3236065390838657
424,0.9176847808060128
425,-0.1600264871426951
426,0.1157471201014209
427,-0.0595625461885508
428,-0.0452438755241633
429,-0.1381291784076468
430,-0.0331619963521816
431,0.1021450459652719
432,0.1843488133061768
433,-0.337038265870381
434,-0.0996346728661611
435,-0.2664002664002607
436,-0.0722021660649794
437,-0.0388932103567183
438,0.1165436483711682
439,-0.0388629802353948
440,-0.0277669795079754
441,0.0998613037448026
442,0.1274379432624056
443,-0.1720597213742589
444,0.044382801664362
445,0.1163692785104776
446,0.0166214194692233
447,-0.116485467051258
448,0.0582088311112286
449,-0.2918936950961732
450,-0.7392301809839569
451,-0.0127469725939973
452,-0.3261078074045779
453,-0.3851338340073139
454,-0.0642302010405256
455,-0.380399742101872
456,0.1352134440795879
457,-0.4968872559645542
458,-0.1114853922394249
459,-0.181711986501396
460,0.2524598653547296
461,0.4639175257731951
462,-0.0902876305945997
463,0.2091578981240072
464,-0.1385577108977272
465,0.0515297906602334
466,-0.1096208408563241
467,-0.300747016783626
468,0.087237479806133
469,0.1032857788393238
470,0.5584799075619492
471,-0.0513808606294235
472,-0.3739040742650748
473,-0.045146726862298
474,-0.5251556016597525
475,-0.47252747252748
476,-0.1430615164520693
477,0.5798687089715547
478,0.4465744472279671
479,0.3311078543125361
480,0.2328603920719196
481,0.2915766738660864
482,0.1348072256672957
483,0.0215645048250689
484,-0.2513173895419556
485,-0.067604110329908
486,-0.0189327346982915
487,-0.0243480142841769
488,0.1458749797395916
489,-0.0973446541560796
490,0.0702550799827039
491,-0.0540715907861978
492,-0.0162241090260132
493,-0.0486960285683386
494,0.1997948053350637
495,-0.0054001512042288
496,-0.0243065870851086
497,-0.0189086980010786
498,-0.2328477825310049
499,0.0378910901808063
500,0.0907389553677905
501,0.2771179730799574
502,-0.2068516052251172
503,0.0934209036349179
504,-0.1020176830650684
505,-0.1021218654260789
506,0.0623688835969913
507,-0.0680851063829813
508,0.0856004217663224
509,-0.0289197618372646
510,-0.054466848979316
511,0.0090769841720199
512,0.0793605804659522
513,-0.0794236115050697
514,-0.0198598462280458
515,0.0652112276722317
516,-0.0397095529838854
517,-0.1363326516700801
518,0.1021450459652745
519,0.051046452271569
520,-0.068108292184576
521,-0.1307115253466638
522,-0.0682438580527778
523,-0.0597490539733062
524,-0.5464011900675205
525,-0.1286194842028844
526,0.0593276203032135
527,0.2367486518479637
528,0.4321634363541098
529,0.5923322267786217
530,-0.0586166471277865
531,0.1755412521942723
532,-0.1171646162858861
533,-0.4314571484604802
534,0.1827079934747152
535,-0.1895920502091998
536,-0.0294281136579249
537,-0.196573076041007
538,-0.5037866315442969
539,0.3935716628402718
540,-0.2367019527911008
541,0.568776150627618
542,0.1240613777342459
543,-0.1569550716107573
544,-0.3148986419995996
545,-0.0985027580772299
546,0.0721832141216518
547,-0.3291855948383699
548,-0.4231404958677596
549,-0.5384206328104243
550,-0.0947896281800398
551,-0.1592551757932251
552,0.1712119359178189
553,-0.2359719285342103
554,0.2293157218858925
555,0.2987440556029808
556,-0.1465380388325858
557,0.1036901494357959
558,0.1522533495736906
559,-0.067036382473024
560,-0.1831613651627153
561,-0.1589922338408799
562,-0.104064642507338
563,0.1466992665036556
564,-0.1591771764417723
565,0.0122428991185175
566,-0.0428685161369475
567,0.3478579274990977
568,0.1249504769451035
569,0.2341137123745764
570,-0.2193917971844629
571,0.0
572,0.1338932505629595
573,-0.1096691646865331
574,-0.0914745700695241
575,0.6870851286828966
576,-0.0757531612376874
577,0.4062445592246467
578,0.0116056403412117
579,0.2489002083815573
580,0.3231017770597751
581,0.0778299847222733
582,-0.0830876285983033
583,-0.0525343493822931
584,0.0576967459035277
585,0.0
586,-0.0866200843102186
587,0.0173210161662824
588,0.1264565132023968
589,-0.0919427450075042
590,0.109541654655519
591,-0.0288350634371297
592,0.0691562932226858
593,-0.1038421599169302
594,-0.0692760651195038
595,0.08075680664514
596,-0.0519420557511418
597,-0.0144304308926697
598,-0.0837666088965974
599,0.1096427953142118
600,-0.0119631534872483
601,0.4821715578308245
602,-0.6591167835101102
603,-0.3668510945393223
604,-0.0872784181539171
605,0.0270790708869995
606,-0.0120365912373677
607,-0.0782991025718216
608,-0.0602663773880517
609,0.1864773820981726
610,0.1517784263213968
611,0.0764013923898638
612,0.1258766408919306
613,0.0299616490891556
614,-0.0299706287837816
615,0.1197389690474697
616,-0.0658998322549806
617,0.2211728136768513
618,-0.071783214691634
619,-0.1377740505570802
620,0.1316104331179701
621,0.0836820083682096
622,-0.2336588580672307
623,-0.0419563653800007
624,0.3761867797217385
625,-0.8485014369782464
626,0.4834865509022867
627,0.291960890820211
628,0.4932099182487601
629,-0.3763860160726854
630,-0.0644679695982619
631,-0.0203624516391781
632,-0.0339489407930549
633,-0.2723311546840997
634,0.0136147038801975
635,0.1970242543651009
636,0.2507454594741153
637,-0.2343511191115028
638,-0.0169848495142371
639,-0.1496904130094569
640,-0.040841331427406
641,0.2376748607904348
642,0.1356300013563115
643,-0.0882372904364321
644,-0.1904114246854819
645,0.2983253101905198
646,0.1354187825851368
647,-0.2647657841140436
648,0.3787366427701895
649,0.1553109595516171
650,-0.1443401987453455
651,-0.1556852932999728
652,0.099983336110652
653,-0.0973006032637465
654,-0.0973953695458498
655,-0.1337494427106604
656,-0.5581583017641442
657,-0.2381754859004483
658,0.2074107293009564
659,0.1958151504979426
660,-0.0447777902160598
661,-0.0616073928871381
662,0.0279955207166757
663,0.1509476155867447
664,0.0670428515559553
665,-0.1386354201749851
666,-0.0544095832516928
667,0.1313729874776303
668,0.1284127072748691
669,-0.0167522894795628
670,-0.1790109644215829
671,-0.0279782888478445
672,-0.1232562048294015
673,0.0252051418489301
674,-0.0812825831044398
675,0.3223763744171333
676,-0.2192349852881759
677,0.2359848048808544
678,-0.1498731842287406
679,-0.4632846884410371
680,0.380754586362061
681,-0.0866100814134798
682,-0.0866851595006967
683,-0.0462534690101665
684,-0.0694283730617938
685,-0.0926569376882074
686,0.1156871818602433
687,0.0693641618497136
688,-0.0462641684015802
689,-0.1273885350318464
690,-0.0289603243556229
691,0.4152967641460454
692,0.2588885053503559
693,-0.0586582515005635
694,0.0758700028760435
695,0.0775928959393162
696,0.2379587155963257
697,-0.4608294930875642
698,-0.0057607005011757
699,-0.2599052789650092
700,0.1072833472404379
701,-0.1940819921769959
702,-0.050785684411787
703,-0.0119510008963311
704,0.0418110142157407
705,0.0298560936287164
706,-0.0179168657429533
707,0.0477554918815738
708,-0.0059697928481997
709,-0.2273679171902085
710,0.0478440284672044
711,0.1194671763932791
712,0.1788802098861197
713,0.0589956438569978
714,-0.2061341018178289
715,-0.008241266049569
716,-0.1255680459220159
717,-1.008636830343671
718,0.1567870710969181
719,-0.6983240223463721
720,0.3750756200846972
721,0.4936190705514044
722,-0.0421559771153225
723,0.1203007518796924
724,-0.1385375255993192
725,0.0237191650853842
726,-0.0177925389952984
727,0.1826324529284719
728,-0.0050322657036279
729,-0.1304167407670868
730,0.0947586615339038
731,-0.0236952787157111
732,0.0651195832346585
733,-0.0533080613634869
734,-0.2970355848630666
735,-0.0356569798538077
736,-0.0654138915318825
737,0.18312028658177
738,-0.0525596864235719
739,-0.0059393003504133
740,-0.0534822914190654
741,-0.1249479383590218
742,-0.1549371312794177
743,0.0416964498451234
744,-0.208917805766128
745,-0.0836370153533752
746,0.0477697498059428
747,0.035814480988481
748,-0.2033614450625057
749,-0.1257635644987471
750,-0.1517655391049167
751,-0.1790661531184447
752,-0.3798412806077476
753,0.2908156364128275
754,0.0422518548564281
755,0.1872469635627361
756,-0.1757469244288163
757,-0.0879507475813513
758,-0.722316865417378
759,-0.3350198277040948
760,0.3712407615544538
761,-0.2355591970503884
762,0.2655771195096945
763,0.3359462486002271
764,-0.350745760403178
765,-0.0545144804088671
766,-0.1843255051884286
767,-0.2360830738700509
768,0.1912372366219316
769,0.0853009417223966
770,0.0
771,-0.2531299172196788
772,-0.1713267543859649
773,0.0616396137250896
774,0.0684415851071266
775,0.5658190742381785
776,0.2922784121805375
777,1.5722218505385657
778,0.0066898581750006
779,0.7305086996945296
780,0.8167566855486634
781,0.0263400500461085
782,-0.3833950290851484
783,-0.2318955807327862
784,0.0992851469420212
785,0.1520058158746876
786,-0.2517723447955976
787,0.171969045571791
788,0.3624621062343557
789,-0.3637806733249629
790,-0.0297727347910863
791,0.2540751006401313
792,0.0263904466583044
793,0.4793171372291648
794,-0.2237430902869198
795,0.1708054132177052
796,-0.0460072297075209
797,0.2654780243190988
798,-0.3783392551651645
799,0.7445141065830817
800,0.2970664686223654
801,0.339233948066356
802,0.4971155026390096
803,-0.3263345853087871
804,-0.4546157414566167
805,0.0772558714462299
806,0.0843540002692332
807,0.3957436339033177
808,0.0491823435386598
809,-0.1231072263941823
810,0.3649075465333776
811,-0.0153346009936856
812,-0.1105311636475325
813,0.2877785941709521
814,-0.2455192732629546
815,0.0245459008345731
816,0.1409400085789507
817,0.1224065120264328
818,-0.0428606416850313
819,0.1894518120149131
820,0.0549719032494523
821,-0.4232349874256257
822,0.1164073030265884
823,0.1223840411210308
824,0.0917038576756163
825,0.0495475833756079
826,0.0978196817913947
827,-0.3666903241069175
828,-0.0562180075154592
829,0.0384501626737638
830,0.0886524822694901
831,0.0118189339321653
832,0.0177252584933537
833,0.0118154427837243
834,-1.062750014926265
835,-0.0597407252524181
836,0.1014561947959035
837,0.2500297654482602
838,0.041654269562643
839,-0.0297619047619115
840,0.0475963826749241
841,0.0
842,0.0891636450097945
843,-0.0215822590263386
844,-0.0200404376784076
845,-0.0595025586100168
846,0.0356887937187736
847,0.0832045643646656
848,0.0831353919239992
849,-0.0475285171102735
850,1.111648139197682
851,-0.3942500151634655
852,0.7823313474152873
853,0.0421077959576645
854,-0.3985988645971715
855,0.0965367442982964
856,0.1866907557964482
857,0.1563345559497269
858,0.3475343040325868
859,0.2241951394493767
860,-0.038875598086123
861,-0.1317523056653484
862,0.08676140613314
863,-0.0688581522064601
864,0.0179597701149432
865,0.0598300825655105
866,-0.0119674485399603
867,-0.0251978268819544
868,0.2281738922727865
869,0.1490668415717607
870,0.1369536739311598
871,-0.1013292006914153
872,0.0357504617767993
873,-0.4609122470968575
874,-0.8329309512312864
875,0.3994583615436526
876,0.5387205387205464
877,0.1680672268907563
878,0.2079699449885967
879,0.1273031825795629
880,-0.2754635850577779
881,0.1609873893211759
882,0.2942750133761354
883,-0.0401445202729842
884,0.3334222459322485
885,-0.1302039862451318
886,0.110051357300087
887,0.1864056986885035
888,-0.0866204690831526
889,-0.0399946673776844
890,-0.0400106695118713
891,0.3323142363418849
892,0.0796918581484955
893,-0.093060356288231
894,0.039867109634553
895,0.0
896,-0.1863932898415664
897,-0.0799467021985373
898,-0.1133862469152187
899,-0.2138894458926497
900,-0.1484560570071258
901,0.4610474051306307
902,-0.1479902918368555
903,-0.4578972407231269
904,0.1721579103591523
905,0.183692818203367
906,0.3012937909848285
907,-0.2249985197465947
908,-0.0651735987676177
909,-0.1245773269265041
910,-0.2259349545157235
911,0.1128400047511567
912,0.0712166172106852
913,-0.0475002968768629
914,-0.1605709188224691
915,-0.1190830604346633
916,0.0654528144710303
917,0.1663300463347992
918,0.0949554896142413
919,0.106710931942143
920,-0.0850259913716185
921,-0.056815145956147
922,-0.1492359831143378
923,-0.1071364799714343
924,-0.1311162762977524
925,-0.977794600050456
926,0.2830722777882548
927,0.2384687794163762
928,0.0188229388881924
929,-0.0376600552347491
930,-0.3464130503243578
931,0.006298022420954
932,-0.0251984376968577
933,-0.0661896807135992
934,-0.4336815447926573
935,0.0822368421052782
936,0.3404362627663548
937,-0.3257328990228106
938,0.1263383973974397
939,0.1860025220680879
940,0.0944881889763815
941,0.0220423843562027
942,0.0031488128975347
943,-0.006298022420954
944,-0.0062984190968009
945,0.1320920870549626
946,-0.1953740467637249
947,0.0755715095409059
948,-0.0031489120508835
949,0.317031828740031
950,-1.0280317972625657
951,-0.3117692907248697
952,-0.1561280249804785
953,-0.6405995044418942
954,-0.1513134003147318
955,0.0665335994677394
956,-0.0726348284002206
957,-0.0181620050853621
958,0.3679353398878009
959,0.0
960,-0.2236730745979957
961,0.0241750271969179
962,0.0845410628019241
963,0.3070254650532895
964,-0.2111486486486623
965,-0.0784881965827419
966,0.0422450211225064
967,-0.0332035376860022
968,-0.1965884345511838
969,-0.2121597866278682
970,0.3081943437273332
971,0.2351238922047475
972,-0.1751419253532987
973,0.0482916817578076
974,-0.145085237577082
975,0.2017937219731018
976,-0.6857239608319008
977,0.2870086383972486
978,-0.6200453001132497
979,-0.0872221035205612
980,-0.5677400968937091
981,0.0598103158554402
982,-0.2255081068737213
983,-0.4185059909419192
984,-0.2701770521959064
985,-0.1035792381171635
986,0.0460140342804627
987,-0.3752670169158857
988,0.5340530607557015
989,-0.1034720625431009
990,-0.0575175428505661
991,-0.2710652286752565
992,-0.0750317441994663
993,-0.3707565751361292
994,0.1677173095830154
995,-0.1854105104583076
996,-0.1218238774799907
997,0.3641408011097598
998,0.1183500274225745
999,-0.3563151796060307
1000,0.0123571207908444
1001,0.1911692155895425
1002,-0.0864090852981029
1003,0.3321850393700739
1004,-0.3085277057879798
1005,0.0616674888998484
1006,0.0677882541443357
1007,0.080049261083741
1008,-0.1233045622688144
1009,0.0175678133003807
1010,-0.0360732564592768
1011,0.0985646522516016
1012,0.1537704514700455
1013,0.0737553779962975
1014,-0.0676548373208593
1015,-0.0120563152947873
1016,-0.0617960238813366
1017,0.036916261613242
1018,0.1290401868010371
1019,0.0736829178435493
1020,-0.0491460867428507
1021,0.0245670065102518
1022,-0.1445397791924133
1023,0.1657916551533461
1024,-0.2184615384615321
1025,0.1594320608850072
1026,-1.0671287851149187
1027,0.1881410450931615
1028,-0.2982712442171957
1029,-0.2807959956049371
1030,0.1219363492257145
1031,-0.2199682268116911
1032,-0.0550223146053698
1033,-0.1040391676866508
1034,-0.0183632245822373
1035,0.8947799447966236
1036,0.3295241550275032
1037,0.0060459492140382
1038,0.5292278085157538
1039,0.3117505995203898
1040,-0.0479846449136351
1041,-0.066022447632186
1042,-0.0420319442776639
1043,-0.5312084993359867
1044,0.1025146234095253
1045,-0.1449362884232194
1046,0.0905031977796583
1047,0.3127631420666317
1048,-0.1445608962775453
1049,-1.2934716290421016
1050,-0.1731202031277115
1051,0.1871958068139371
1052,0.0891983656557525
1053,-0.0287819479622446
1054,0.4469914040114619
1055,-0.0057309874491322
1056,-0.1204957539591507
1057,0.166122472360653
1058,-0.0745815607553081
1059,-0.1837238685963645
1060,0.2406325197662355
1061,-0.1491852191875091
1062,0.0917220820912615
1063,0.0572934570871973
1064,0.0572606504809862
1065,-0.0572934570871973
1066,0.0458137670370017
1067,0.1201166847795046
1068,0.1997944970887055
1069,-0.0399748729370071
1070,-0.0228480036556922
1071,-0.0114253070551167
1072,-0.0171408981830654
1073,-0.0114285714285772
1074,0.2394253790901764
1075,-0.9823182711198362
1076,-0.9213902495917964
1077,0.2965288679574506
1078,-0.9745787588798196
1079,0.2897702326942638
1080,0.5675203725262065
1081,0.3133341069977904
1082,0.0637866048129807
1083,0.0633984587336431
1084,-0.2261718069350196
1085,0.0464441219158272
1086,-0.1861222590589153
1087,-0.1514533698374901
1088,0.0174723354688416
1089,0.2671933085501905
1090,0.254924681344147
1091,0.2254465576044943
1092,-0.1505239390957096
1093,-0.1391385007826428
1094,-0.2178775818493449
1095,-0.1775216809266089
1096,-0.7506010672608932
1097,0.3564333294378785
1098,0.0817375058384019
1099,-0.4751569191060024
1100,-0.6067592985862508
1101,-0.8937863483318077
1102,0.0672947510094296
1103,-0.1562452130755769
1104,-0.224146401375589
1105,0.1900091939932591
1106,0.2598196545926841
1107,0.1251679081695033
1108,0.182837640175531
1109,-0.0609830467130276
1110,0.1096491228070217
1111,0.0304488155410823
1112,-0.0853294325592824
1113,-0.0854023058622499
1114,0.115768949549109
1115,-0.1495041952707884
1116,0.0499521520594682
1117,0.0018907050500229
1118,-0.006099420555059
1119,0.1309657966070742
1120,0.0091363138019337
1121,-0.0487507617306596
1122,-0.0243813239058832
1123,-0.0976205003050619
1124,-0.128291282301917
1125,-0.1852515836022482
1126,-0.5650851533987187
1127,0.1382104062893835
1128,-0.3795180722891538
1129,-0.3931055337163627
1130,-0.3337378640776595
1131,0.3567325714976571
1132,-0.0302407161001469
1133,0.2864638301721764
1134,0.0933903717539321
1135,-0.0783888084901082
1136,-0.0663730163519059
1137,-0.0905906510447984
1138,-0.0725250815907195
1139,0.2531950807812801
1140,0.0662690523525595
1141,0.142215676932186
1142,0.2182603997838952
1143,0.2753666566896186
1144,0.0299222022740771
1145,-0.011970313622206
1146,0.0239348970799377
1147,0.0478468899521435
1148,0.0358722946311146
1149,0.0418335026594284
1150,-0.0351246926589405
1151,-0.2670736360167781
1152,-0.2147058823529465
1153,-0.3719667001239862
1154,0.3060804049679097
1155,-0.1414677276746128
1156,0.2762755701857505
1157,0.0
1158,0.0763582966226111
1159,0.386168158680005
1160,-0.0526870389884108
1161,-0.0937536622524297
1162,0.0117178345441822
1163,0.0878065913481271
1164,0.1344557465216823
1165,-0.187419468197255
1166,0.0526839548088763
1167,-0.040993206840022
1168,0.1870469955576464
1169,0.0876014717047113
1170,0.1050113762324291
1171,-0.0175049597385932
1172,0.1107419712070861
1173,-0.0962632361949721
1174,-0.2016836197825318
1175,0.4161073825503386
1176,-0.3231887961217275
1177,-0.2024018351099793
1178,-0.1892659186156557
1179,0.0742992232354026
1180,-0.5911129229514911
1181,-0.3887865766318757
1182,-0.2735790985568741
1183,0.1502424366591537
1184,0.3537940481756074
1185,-0.129394930498789
1186,-0.1638001638001506
1187,-0.2120238013815759
1188,0.3476008724100265
1189,-0.3900102634279803
1190,-0.1164543088094368
1191,0.1641362330734571
1192,0.5001531080943238
1193,0.0578073993471025
1194,0.2306961595874633
1195,-0.2789684969721688
1196,0.2578893790295185
1197,0.2025748887057285
1198,-0.1350288233299529
1199,-0.596964011598158
1200,0.334321579511765
1201,0.1197076612903211
1202,0.4016064257028205
1203,0.2222709200763796
1204,0.3089694775607043
1205,0.0374368253572111
1206,-0.009360082368734
1207,0.4194370223078427
1208,0.0558936778040016
1209,0.0062100229770793
1210,0.0806651774633876
