,EA.US
0,0.6931723053320823
1,0.003852754719613
2,0.0455118330765983
3,0.3001745200698127
4,-0.1328114078009211
5,0.1605136436597039
6,0.1672124294572626
7,0.2467248149563817
8,0.2945048853163408
9,0.0069290465631866
10,-0.0554631170271658
11,0.0
12,-0.3862616139471808
13,-0.0174021996380382
14,-0.1184751550630618
15,0.1530860761255297
16,-0.2651224447080132
17,0.0906175937543534
18,-0.0174294976818807
19,-0.0523158482142777
20,-0.0313993650350737
21,-0.279886645908411
22,-0.010496850944707
23,-0.0665242813626965
24,0.1154088270266433
25,-0.0695652173913004
26,-0.3210272873194277
27,-0.3290855622461832
28,-0.4925415142133328
29,-0.3317329108839284
30,0.3516707703130473
31,0.0281313735143062
32,-0.1197014504999207
33,0.0879383727883499
34,-0.1303183995491703
35,0.2669664184347305
36,0.2382954864031423
37,0.0140154169586417
38,-0.2106741573033588
39,0.0841987089531325
40,0.0070160667929494
41,-0.1053518752633836
42,0.1472754050073693
43,-0.0280603297088684
44,-0.2179415073115876
45,0.2664422942083827
46,0.0770685910460206
47,0.0420197492821642
48,0.1084333135121908
49,-0.1927525057825791
50,-0.0954265922103562
51,-0.198314328210214
52,0.0212434499362704
53,-0.2911725019529839
54,0.2126000992133876
55,-0.1774811869941785
56,-0.0852636066505645
57,0.007104795737116
58,0.1348091386405546
59,0.1770663644734046
60,0.0212434499362704
61,-0.3909859955925296
62,0.1703214817968981
63,-0.2204836415362747
64,-0.028457598178708
65,0.0426681837576463
66,-0.2495187851999674
67,0.2914415695194743
68,-0.0355542914029804
69,0.0817080535720694
70,-0.0319829424307149
71,0.0781194517434938
72,0.0709672840820341
73,0.1629587643474492
74,-0.0354383726699149
75,0.0524512203650724
76,0.125724662988041
77,0.3965493251704617
78,0.4087854222961293
79,0.0830737279335245
80,-0.1942151626551995
81,0.3111602821186676
82,-0.1662280094195935
83,0.2969408190042171
84,-0.0179577853906581
85,0.0766071983160346
86,0.0930841894780327
87,-0.4884808591720163
88,0.2074330164217883
89,0.0034570974210021
90,0.1794464766374428
91,-0.1105506805776249
92,0.3648630042682095
93,0.2917252977314146
94,-0.1168264440092196
95,-0.1135190918472597
96,0.1854140914709588
97,-0.1513067400275095
98,0.0961934863267736
99,0.048073621317232
100,0.034190371991255
101,0.0819896146488142
102,-0.2809181226447585
103,-0.0754251234229191
104,-0.3612841069400995
105,0.3258110981548764
106,0.0068587105624275
107,0.2463054187192017
108,-0.0581892863255231
109,0.1537935748462219
110,0.0546522749009318
111,-0.0410060142154198
112,-0.1882981272895379
113,0.0034234851078561
114,0.0034233679093461
115,-0.0171197699102963
116,0.0392915473887557
117,0.005202094527531
118,0.0513101183553319
119,0.0136808263219168
120,0.0615258408531606
121,0.1910480349344986
122,-0.0409556313993189
123,0.0409388646288225
124,-0.1914137270987155
125,0.2421997435532151
126,-0.1891303572065705
127,-0.1536812008577579
128,0.1071046054980404
129,-0.0972025672913533
130,-0.1460167489800152
131,-0.1361811926605488
132,-0.2226851519287423
133,-0.0790797987059767
134,0.1435750179468894
135,0.2148997134670364
136,0.175193964746687
137,-0.107376785139057
138,0.017892928714576
139,-0.0859598853868227
140,-0.0286615075952938
141,-0.1255515299350801
142,-0.0071748878923701
143,-0.0682079264790342
144,0.2006305531670974
145,0.2323337026843397
146,0.132076818733492
147,0.3663264217377492
148,0.0817341862117844
149,-0.2994011976047815
150,0.0400830812957816
151,-0.2447399181765108
152,0.0292141396435816
153,0.2295332823259562
154,-2.774657380363972
155,0.9347874471399888
156,0.7254649235868265
157,0.3924877118333186
158,0.4273348186566404
159,0.0292109394968357
160,-0.0548005260850421
161,0.0876040297853527
162,-0.5726872246696044
163,-0.2355019134530417
164,0.1763150161622164
165,0.2418468303407725
166,-0.2203452074917245
167,0.2344837693265869
168,-0.2829114156593239
169,0.0183674968775297
170,0.1686959072905895
171,-0.058711287244982
172,-0.1764446404940307
173,0.1394904926216854
174,0.1685722661975885
175,-0.3488849363797995
176,-0.4121445253468843
177,-0.0309203971553344
178,-0.0997317559667172
179,0.1956409816372232
180,-0.2718887665198308
181,0.0481596147230775
182,0.3428179636612958
183,-0.0205733095597319
184,0.1916495550992478
185,0.0547270488438996
186,-0.047909109574973
187,0.0273007371198945
188,-0.0136180113597528
189,-0.1576422206991019
190,0.0065108851719749
191,0.1748024492867537
192,-0.0753140940056726
193,-0.0513769009453466
194,-0.0959956116291733
195,-0.0548847420417209
196,-0.0068610634648308
197,-0.0343170899107833
198,-0.1856563295055915
199,-0.1515047173059698
200,0.5372479285687322
201,-0.0416351249053798
202,0.5046320704978654
203,-0.2113367046569561
204,-0.6762917933130812
205,-0.3660768761439824
206,0.523480767771791
207,0.0379190050053172
208,0.242094114086846
209,0.0453720508166986
210,-0.3795354486109002
211,-0.1063829787234154
212,0.0607533414337883
213,0.109994310639091
214,-0.2471482889733753
215,-0.1370697532744492
216,0.0228397411496011
217,0.0988743535138389
218,-0.1637908048603995
219,0.2280241705620882
220,-0.117951449661366
221,-0.1142770074661021
222,-0.0762427569380865
223,-0.0343210159020611
224,-0.1719000687600448
225,0.6633625619519667
226,0.4024908869987857
227,-0.1673512855621473
228,0.1139731023478502
229,-0.1293365794278879
230,0.5222129720729568
231,0.14359129383313
232,-0.3488548460488241
233,-0.0683008271989097
234,0.3252647503781985
235,0.0831380848008568
236,-0.1134987893462512
237,0.0226946062485824
238,-0.0984401029834889
239,-0.2961950330371495
240,-0.1064395955295266
241,-0.0380285975053326
242,0.1215436037678491
243,0.0759070897221973
244,-0.1825095057034289
245,-0.1523229246001436
246,-0.3055767761650158
247,0.3691441184305554
248,0.0646535331254339
249,-0.0456586256753689
250,0.211133788443952
251,0.1686222159769613
252,0.503320517301642
253,-0.0909599776098683
254,-0.2384626174778895
255,0.0840925017519104
256,0.0
257,-0.2106741573033588
258,0.0982180440577987
259,0.0841160801906663
260,-0.1966568338249762
261,-0.098425196850384
262,0.2594488465044559
263,-0.5428652002256136
264,-0.1694915254237352
265,-0.3757000070886802
266,-0.0886870765192096
267,0.0815255919466958
268,-0.0283647709544689
269,0.0885614084806404
270,-0.1241398879194235
271,0.0070932047098814
272,0.056713455267271
273,-0.0851426138782493
274,0.2265326348577043
275,-0.5258328627893877
276,-0.4537719795802714
277,-0.0141823854772243
278,-0.0780640124902516
279,-0.1777335418740224
280,0.3259637188208673
281,0.0283366392745763
282,-0.007084661707397
283,0.1697432633142235
284,-0.1629356758288394
285,-0.1134751773049621
286,-0.0070927016100368
287,-0.1918703808982449
288,-0.0071068154359966
289,-0.0497724687144635
290,-0.028449502133707
291,0.0639704314450233
292,-0.2565381600512971
293,0.0427380867582974
294,0.0640660592255149
295,-0.0177992951478959
296,-0.0462995939881944
297,0.0284839421776119
298,-0.1354820308043338
299,0.3411028993746374
300,0.0666353088742614
301,-0.2593727894364523
302,0.3368322105592923
303,0.1290827302953305
304,0.2925117004680077
305,-0.0078009205086129
306,-0.0078015290996964
307,0.2529084471421257
308,-0.4416132562138485
309,0.0859039437719747
310,0.628589166537329
311,0.0310318076027866
312,-0.416780274997076
313,0.159446216069055
314,0.2250504423405404
315,-0.5736585365853765
316,0.2957083381969537
317,-0.0739817771201611
318,-0.1403727676830748
319,-0.0312036820344738
320,-0.0273106784752811
321,-0.0195114337001527
322,0.0234082397003754
323,0.0857566071567893
324,0.1168042361002782
325,-0.0540331918178256
326,0.644221182606009
327,-0.0115052732502292
328,-0.2267835178351687
329,-0.0653871302742474
330,-0.0269313634964578
331,-0.0230893558069738
332,-0.7413127772363406
333,0.0047294154132451
334,0.0968204174896402
335,0.2742159740460514
336,-0.2710866702811512
337,-0.1629169899146687
338,0.2939356435643529
339,0.1775924639023934
340,0.0231588698471523
341,-0.0463392029657107
342,0.3156517052890882
343,-0.1928417155199012
344,0.7350689127105727
345,0.0765110941086414
346,-0.1225677953117792
347,0.0306325624138615
348,-0.4229793124663626
349,0.4364471669218937
350,-0.3805640502888224
351,-0.3614786522984594
352,-0.0819112627986379
353,-0.2257645207635031
354,-0.0890167077512979
355,-0.0411015207562695
356,-0.3230018555425736
357,-0.1824503425246902
358,-0.0447720071635195
359,-0.0889342369235779
360,-0.3465928744378943
361,-0.0346020761245753
362,0.0
363,0.1658145640458816
364,-0.0829760752316446
365,0.0345614156355726
366,0.151839326385533
367,0.1309622277364393
368,0.0413393964447939
369,-0.2348066298342368
370,0.1103752759381874
371,-0.3113971351463684
372,0.0864244477477789
373,0.0518277935180824
374,0.062154696132599
375,0.2400600150037671
376,0.2031872092379056
377,0.0588103254769879
378,-0.2926609635299526
379,0.1049475262368926
380,-0.1200840588411862
381,0.1349123070004335
382,-0.2404207362884997
383,-0.1391866982658106
384,-0.1242937853107284
385,-0.0301409087483927
386,-0.0376903361978074
387,-0.0150784077201524
388,0.0226124971734387
389,-0.0905318747642218
390,-0.052838164251224
391,0.1168620650657829
392,0.0941548659234709
393,-0.0075329566854922
394,0.0677506775067776
395,-0.0602591141910308
396,-0.0904704463208719
397,0.0226124971734387
398,0.2331177620694858
399,0.0075193623580865
400,-0.2609861042533512
401,-0.0882487909915634
402,-0.2938469163775546
403,-0.0921332388377005
404,-0.3199431212228856
405,-0.2780550406388242
406,0.0641254007837573
407,-0.0285083030432556
408,0.135231316725977
409,0.1639301161722445
410,0.0556072410144127
411,-0.0674417133748469
412,0.1213046101430166
413,0.1311405685120878
414,0.0566772936592366
415,-0.1774308019872249
416,0.1700439280147234
417,0.3318974648683195
418,-0.0529904263963097
419,0.0494332827230628
420,0.0247105337475265
421,0.2605450320400004
422,0.0563023435850605
423,0.1335394995782947
424,-0.2889969690561758
425,-0.3777386048854029
426,0.3120068856691823
427,0.0931565747044241
428,-0.0215022935779824
429,-0.4527284665983248
430,-0.0080645161290339
431,-0.086480253675414
432,-0.2239075478512115
433,0.1730478044559875
434,0.2373759171342342
435,-0.2813243886604737
436,-0.0396896987191101
437,0.140160481950288
438,0.0579762333453371
439,-0.4176535464390868
440,0.293841938275165
441,-0.2747650036153257
442,0.0289142691918404
443,-0.4501887888469391
444,0.0
445,-0.2037252619324804
446,-0.2333722287047791
447,-0.2485743529755837
448,-0.0365684195129169
449,0.1095850379894839
450,0.3861802634301098
451,-0.0482958465571913
452,-0.4992372763833024
453,-0.1180145782714248
454,-0.6920173353837614
455,0.1326352530540996
456,0.1786679897203285
457,-0.1650031409227355
458,-0.244892247411155
459,0.0489544723407382
460,-0.2524013180957818
461,0.1470176421170596
462,0.0349919518510623
463,0.0559557949220203
464,0.3207139371121857
465,0.1531500174034102
466,0.0347947112038851
467,-0.2022174185900509
468,-0.2096289567465466
469,0.0349259569712091
470,-0.1469045120671619
471,-0.2770860369681749
472,-0.0074362795030957
473,-0.0487103000526419
474,-0.1370536969356151
475,-0.0069749598939742
476,0.1601671309192129
477,-0.3704480324316776
478,-0.3788676068196113
479,-0.3379091869060117
480,-0.2682289828474792
481,0.3575088462866835
482,0.148676171079415
483,0.1402622904832155
484,-0.2390158172232009
485,0.0842874201025528
486,0.2242623869927767
487,0.0490333426730128
488,-0.0771118121275746
489,0.0980460816583699
490,-0.1402622904831956
491,0.0280445908995246
492,0.049053959355286
493,-0.0210275460853726
494,0.0840394985643284
495,0.0
496,-0.1332398316970531
497,0.0070121309866203
498,-0.0491090220289193
499,-0.3096410978184361
500,0.2308176540533066
501,0.2581275289521449
502,-0.0069769064396782
503,0.6102212051868771
504,0.0277296360485213
505,-0.0242693201123299
506,0.0866010807814881
507,-0.0589234341963938
508,0.3935784567581517
509,-0.1659923228550545
510,-0.2391846921796996
511,-0.0277392510402361
512,0.2490315439955822
513,0.2002071108042748
514,0.1447676823383482
515,0.3161077515118251
516,0.0789645346242185
517,-0.0652741514360305
518,-0.3862601738170798
519,-0.4642782897927984
520,-0.0415944540727918
521,0.0623527781626738
522,-0.2075797863108466
523,0.3038482834994414
524,-0.0276931597895264
525,-0.0964216841654305
526,0.0499714448886504
527,0.0142755174874959
528,-0.3545718276566058
529,0.516639350103344
530,-0.5733534007023661
531,-0.1723023906956774
532,-0.0502801321649139
533,0.0646041203072309
534,0.1003944065973369
535,-0.0645809414465951
536,-0.0574382538770911
537,-0.56317689530686
538,-0.2569763654131454
539,0.2419121894858315
540,-0.0505743804638343
541,0.0938357153168727
542,0.4669875709461927
543,0.0430879712746874
544,0.0
545,-0.1078360891445044
546,-0.0359582883854605
547,0.172302390695657
548,-0.0502801321649139
549,-0.1798949413542491
550,-0.2942952007244086
551,-0.0037731577557437
552,-0.1095414368814548
553,-0.1588983050847517
554,-0.1108218313705293
555,0.3294073235183002
556,-0.128515270638031
557,0.0528900642236442
558,0.1734801629205145
559,-0.0603773584905754
560,0.1608728576972278
561,-0.1082447009127384
562,0.0942009872263461
563,-0.0241212696833195
564,-0.191073181783864
565,-0.0831443688586433
566,0.083075296427751
567,0.1425350115762509
568,0.1739064970262914
569,0.0243108842764216
570,-0.0469126506024046
571,-0.0452011450956774
572,0.0677557780621873
573,0.0789859705871213
574,0.1389723557692324
575,-0.4190911609864157
576,0.0207770621233968
577,-0.0069261670591431
578,0.1383317194632847
579,0.1312426607722578
580,0.1379595778436839
581,0.0137940547624044
582,0.1446280991735396
583,0.1581516880973789
584,-0.0447150276889194
585,-0.5429519988933439
586,0.013831258644524
587,0.0967251623601041
588,0.0759406282360961
589,-0.2110069528520577
590,-0.038064917987389
591,0.0864364000968087
592,-0.0311267897904239
593,0.0311171040348621
594,0.0311074243052588
595,0.0842646185299374
596,-0.0705004147083244
597,-0.1245674740484476
598,-0.4239349503092736
599,0.1665163394158114
600,0.1456916886360341
601,0.145479736750958
602,0.0415483692265094
603,-0.3683625243258279
604,0.1388117712382128
605,-0.0555555555555642
606,-0.1495288103766063
607,-0.1427775456191559
608,0.0765536919757709
609,-0.1254267995261702
610,-0.1151069099026767
611,0.1149745662323127
612,0.2779514974636966
613,0.0555594138481925
614,0.0069444444444381
615,0.166389351081537
616,-0.0208029956313717
617,0.1108263489644639
618,-0.1109493100339758
619,-0.0867543463927542
620,0.0658898598973497
621,-0.1041449697979627
622,-0.2505742326164221
623,-0.0348140927447312
624,0.2985074626865719
625,-2.8900029489826133
626,-0.5634638196915709
627,0.4061138595584519
628,-0.5195576337861034
629,0.3107658157602781
630,0.6432641058628928
631,-0.446758233643493
632,0.3605327054668597
633,-0.1031155630846183
634,0.0036825630638891
635,-0.6486286137879911
636,-0.461721775394701
637,-0.0447027268663405
638,-0.059639182943203
639,0.3232398290915863
640,-0.1525638163280375
641,-0.4034969737726908
642,0.5351170568561864
643,-0.2757489938888094
644,-0.2465446395218621
645,-0.1683816651075729
646,-0.2287728772877339
647,0.328947368421051
648,-0.0448765893792088
649,0.2982848620432555
650,-1.1485316464642894
651,-0.2160362657600275
652,-0.4553863668706523
653,-0.0890218281522629
654,-0.1033720681542609
655,0.0320706980721857
656,-0.221420663547732
657,0.1390870185449309
658,-0.4729826573025631
659,0.0644560624507651
660,0.0644145433724616
661,-0.2295552367288329
662,0.2932551319648069
663,-0.5537974683544378
664,-0.1368383147281222
665,0.1653724475122362
666,0.3867640739149062
667,0.0214822771213756
668,0.0965768859319604
669,-0.3193627099181808
670,0.0681321045648502
671,-0.0107588581265347
672,0.0716743119266218
673,0.050146858657492
674,-0.0286635614475041
675,-0.091295201047906
676,-0.2906050955414085
677,-0.0238910567810791
678,0.3412698412698467
679,0.1347388444162651
680,0.0950193997941282
681,-0.1983497302443668
682,0.7598126058029127
683,-0.3159432881797649
684,0.0631487547854902
685,-0.0296097435796273
686,0.1793103448275911
687,-0.2568154879494293
688,-0.0355717165329447
689,0.2405173093604659
690,0.3222763716396766
691,-0.28773008553072
692,-0.138143353331226
693,-0.348542458808628
694,0.3394647509276125
695,0.134027120782089
696,-0.1065467029714732
697,-0.023682652457076
698,-0.1422981145499763
699,-0.0909954106662518
700,0.3402618536874088
701,-0.4308743778322442
702,0.1038961038960937
703,0.1111934766493741
704,0.2514049097900054
705,-0.0406849872397135
706,-0.0555103249204267
707,0.2517515559131935
708,-0.0376661742983661
709,0.1327629443870827
710,-0.0110648028621065
711,-0.0184447395602816
712,-0.1329787234042393
713,-0.1405637345565037
714,-0.1110946526440358
715,-0.1000852578122247
716,0.0333506262506602
717,-0.2140494259583707
718,0.1469890240284886
719,0.1000185219485022
720,-0.2488116458704753
721,0.0482535911807476
722,0.1223400311410929
723,-0.193150583166177
724,0.0519750519750469
725,-0.1978054788385569
726,0.0857664914047127
727,-0.1568627450980451
728,0.5977130977131028
729,-0.0743052459503598
730,0.2076227198576309
731,0.3546623319048247
732,0.0516948526696648
733,0.0442902487635655
734,-0.5343228200371049
735,0.2073613271124943
736,0.1405117586155877
737,0.3243402624207561
738,0.1178029745251042
739,-0.0810551912165538
740,-0.0368568480023672
741,-0.0294941749004512
742,-0.1476886722788488
743,-0.4487631198308718
744,-0.1076706022128241
745,-0.0743107676302254
746,0.0371415837171381
747,0.1483459427384577
748,-0.0519480519480468
749,0.1629991850040741
750,-1.449600521129279
751,0.4431817232942807
752,0.0133583802963777
753,0.7046632124352402
754,0.4264979019054857
755,-0.6229667058905003
756,-0.3438096891821528
757,-0.1216968011126446
758,-0.0904851395559434
759,-0.3878000209621481
760,0.1987447698744746
761,0.090573399289344
762,-0.1185825892857055
763,-0.0348894006001056
764,-0.1992658626114292
765,-0.0244772361703591
766,-0.2313192205243323
767,-0.1333614094195253
768,-0.1370585134422725
769,0.1018115433225543
770,0.0982042648709419
771,-0.1229062050075579
772,-0.1653183257122653
773,0.0562469239963327
774,0.1474304970513956
775,0.4967709885742592
776,-0.2133560913163949
777,-0.2709833844398658
778,-0.2717196996782234
779,-0.1288752058423475
780,0.1715388464012644
781,-0.1646620847651702
782,-0.1972669559915395
783,-0.1616611582123827
784,-0.1655271680460728
785,-0.1080691642651133
786,-0.2455582839809355
787,-0.0650430006504324
788,0.0505634209765914
789,0.0974201695832516
790,0.1692961602190142
791,0.071989057663231
792,-0.0648321567497503
793,0.0539976241045516
794,0.0035997120230348
795,0.0359841669665224
796,0.0359712230215909
797,0.0467407327508702
798,-0.183704344067427
799,-0.1370653585341204
800,0.0889618832546331
801,0.1366773730609014
802,0.0102497522976434
803,-0.0786432332626746
804,0.218355510064839
805,-0.2702610242550786
806,0.2150611046630693
807,0.1397647860917078
808,0.064727124071676
809,0.1020963789817433
810,-0.2422133524374781
811,-0.1640184520758647
812,-0.0034171678512817
813,0.1773775412744025
814,0.054547933996989
815,0.0885618911369953
816,0.0068119891008306
817,-0.0715770817001385
818,0.0434045818067422
819,0.0281335149863806
820,-0.0340715502555443
821,0.0272498126575325
822,-0.1227747084100527
823,-0.0375285728907282
824,0.0306957708049027
825,0.4841580633677312
826,0.1066856330014265
827,0.4178766201572373
828,0.5669213704707959
829,0.458467987858307
830,0.0042059514212612
831,-0.0947235475722641
832,0.0140311491511027
833,0.481742651679116
834,0.1115837924541436
835,-0.1396745582792015
836,0.0209467951403443
837,0.0697739324588294
838,0.0
839,0.0195328850071295
840,0.1024425938185939
841,0.0243851459625141
842,0.0591860181735946
843,0.0368906089038597
844,-0.1310287148034685
845,0.2364066193853451
846,0.0833680700291819
847,-0.3905705119263511
848,-0.2482083551826532
849,-0.5024242850115967
850,0.0315134326006509
851,-0.0551789374113253
852,-0.4433887569279511
853,0.6450597860289549
854,-0.4186744608578885
855,0.0078988941548111
856,-0.3805899143672611
857,0.0725765302079996
858,0.263463590027261
859,-0.2574869275867555
860,-0.0396290718871341
861,0.0396133734748828
862,0.1107945552390001
863,0.0395538327663928
864,0.3822057606682686
865,0.2319364729931611
866,-0.0314589068029823
867,0.6368929004024521
868,-0.31749764816557
869,-0.0156813548690575
870,0.0626860993574661
871,0.3747072599531536
872,0.4816656308266039
873,0.0659912270486456
874,0.0737005430566321
875,0.1215362177929068
876,-0.0486381322957216
877,0.8678881388621008
878,-0.6755390154119928
879,0.8582314016442697
880,0.2520201616129272
881,0.107892107892112
882,-0.1240297671441155
883,-0.5147591088232933
884,-0.900827787696802
885,0.3997106240578122
886,0.2382872349004145
887,0.0644693367716965
888,-0.072580645161293
889,0.1931745009658683
890,-0.1612383102224996
891,-0.1210751473081004
892,-0.0484535249939451
893,0.1773478436114461
894,-0.0645317415503737
895,0.0161303330913751
896,0.4815795810257713
897,-0.0722891566265087
898,0.2323904158987148
899,0.3871482737976447
900,0.3367234744365098
901,0.0686718857299782
902,0.3524138638929663
903,0.2763750511805658
904,0.3502091054367514
905,-0.1462132670663254
906,0.1765465669612379
907,-0.412983378272289
908,0.2077656675749365
909,0.0136221223266461
910,-0.2594919420923214
911,-0.0854321156409117
912,0.1262798634812302
913,-0.0785599617447205
914,-0.1607937050974924
915,-0.1164543088094368
916,0.0171227012773574
917,0.0444992127062351
918,-0.3015156810814163
919,0.2493921024692678
920,-0.0171268068781295
921,-0.1372024422034634
922,-0.0755183303583781
923,-0.1478222008319319
924,-0.1687327823691491
925,0.6065980844270946
926,-0.184803468618943
927,-0.1708793164827405
928,0.2344082966330533
929,0.2409297052154219
930,-0.1170586357348033
931,0.420346167432002
932,-0.0209157125050637
933,-0.3619601446705937
934,-0.3987184051263811
935,-0.1533140799372303
936,0.2666951141455088
937,0.2199829690604413
938,0.0141904356463816
939,-0.1236805220582612
940,-0.0824031283327281
941,0.0213249928916698
942,0.1419647927313945
943,0.1134429948950628
944,-0.1064660373340944
945,0.0851003474930888
946,-0.0816210653323259
947,-0.0035488679111532
948,-0.0710277718587927
949,0.1135154310038996
950,-0.2229574223245125
951,-0.826686004350969
952,0.734235531240989
953,-0.0035993233272112
954,-0.1911287414352588
955,-0.3982621288921154
956,0.4325883201153528
957,0.1152239665850676
958,0.0072009793331827
959,-0.0288122163797392
960,-0.4485927212213331
961,0.4107220060527404
962,0.1151576219951033
963,-0.0777918635473119
964,0.1998418517719933
965,-0.0071890726096472
966,-0.288392213410242
967,-0.1227171009889464
968,-0.1156320011563175
969,-0.1592471950778131
970,0.1373427786612676
971,-0.0976809811511818
972,0.0072351047281343
973,0.1697363669194548
974,-0.1953973078593007
975,-0.5566837056228467
976,-0.0700721743395657
977,0.1259710266638522
978,-0.3088803088803073
979,0.4681386249301396
980,0.0139723347771285
981,-0.1539322698012866
982,0.2303664921466055
983,-0.0069812901424119
984,-0.2028681357118016
985,-0.1085472180398481
986,0.0087530416819964
987,-0.1069012652903882
988,0.0945444358848595
989,-0.0210142897170083
990,0.1398992725237948
991,-0.0277777194702295
992,-1.2183427762039722
993,0.1343800834571028
994,-0.5690305142613151
995,0.9092190583591712
996,0.1829182496130511
997,0.1054185114906217
998,0.2523659305993786
999,-0.035063113604496
1000,-0.478350223230092
1001,0.2685702169764615
1002,-0.0353506787330397
1003,0.1271006919926612
1004,0.4218815918998694
1005,0.0597308597730283
1006,-0.313689553080497
1007,-0.0987863392605241
1008,-0.14839940640238
1009,0.0211954217888944
1010,-0.1627627202604131
1011,0.063649222065066
1012,-0.0495294700346658
1013,-0.1630049610205657
1014,0.2826855123674952
1015,-0.0813381900484557
1016,0.1518361581920928
1017,-0.0494594785557784
1018,0.0282545737091135
1019,0.095268339155301
1020,-0.0882893063992089
1021,0.0282445982205846
1022,-0.0635907581431522
1023,-0.0224030960089278
1024,0.3462919923938366
1025,0.856636099475445
1026,-0.1209052782710519
1027,0.1772648412159502
1028,0.1994956148605523
1029,0.0940132370637785
1030,0.4678669012239397
1031,0.0523736485728129
1032,0.480268056589732
1033,-0.5465299094108095
1034,-0.2551977782781681
1035,0.07799961000196
1036,-0.2360547286122334
1037,-0.0300797112347875
1038,0.3372554897699296
1039,-0.2328725961538478
1040,-0.097751710654933
1041,-0.0677200902934563
1042,0.1727634642830239
1043,0.2883571134329408
