,META.US
336,-0.10049595405899
337,0.2681383906489919
338,-0.0990228013029304
339,-0.0391032325338835
340,0.0811384915533832
341,-0.0994707063332769
342,0.0859688428072841
343,-0.1847830625965744
344,-0.0762680875515784
345,0.0567248437847834
346,0.1336583331160862
347,-0.112224658106261
348,-0.0313283208020062
349,-0.2591283863368693
350,-0.3434139069321745
351,0.0399159104819271
352,0.1739962013043001
353,-0.0624651125701107
354,-0.1997549672401853
355,0.0692004684339528
356,0.1753546947234093
357,0.14591568726289
358,0.2988943553933226
359,-0.0435835005092633
360,0.0065357747671453
361,-0.2653082882309243
362,-0.0039797827038758
363,-0.1394866889845308
364,0.2359053197974888
365,0.1772768164258919
366,0.0184915791888038
367,-0.0926494730710138
368,-0.2040643592084704
369,0.0408704531289443
370,0.0583144474043365
371,-0.0649832900111412
372,-0.074321813452241
373,0.0026542800265403
374,-0.0451431302777672
375,0.3866382373845099
376,0.0795386756810421
377,0.4476363843061302
378,-0.1651418194322993
379,-0.0042207838193876
380,0.1258982628868876
381,0.0470270452169522
382,0.0293161450824084
383,0.0367376928728862
384,-0.144304473099064
385,0.1799218615372952
386,0.3499141401345593
387,-0.0506689055995286
388,-0.3675194346289714
389,-0.2465427340739074
390,-0.2955889040473
391,0.1986156472368405
392,-0.0170789832047233
393,0.0765414599574718
394,-0.0595677086288022
395,0.2631057798398751
396,-0.1842299189388453
397,0.0566540139368842
398,-0.0464211766719645
399,-0.2176148143940544
400,-0.0079245582058878
401,0.1674555978955949
402,-0.003955800522162
403,-0.0356148843835303
404,0.0145340364184393
405,-0.0290501319261183
406,-0.445245415032335
407,0.171971320475179
408,0.074025115664236
409,-0.0873200677391998
410,0.2270447225302172
411,-0.0237661411708719
412,-0.0396259312093774
413,0.0944581640594926
414,-0.3575439414326101
415,-0.007416825598649
416,0.2140988026326229
417,0.0620765258278006
418,0.1015965166908539
419,-0.1612306391076845
420,0.2004748087575963
421,-0.0369432130040223
422,0.0369295700343031
423,0.0843392546518352
424,-0.370350775091274
425,-0.113257509291898
426,0.0039080289257995
427,-0.0501915097350888
428,0.2787055806764151
429,0.4138518533193333
430,-0.5297643942562322
431,0.8980381320806875
432,-0.1937984496124067
433,0.031630555116236
434,-0.1294572692038172
435,0.0779302978757082
436,-0.1783308234921093
437,-0.1509368363273989
438,0.059616833921707
439,-0.0994999591041747
440,-0.0514042823660286
441,0.0158875163840093
442,0.0357341380131832
443,-0.0516426329797894
444,-0.0557256295763949
445,-0.1073531752347619
446,0.0894472162038578
447,-0.1233904511712037
448,0.0696074141839954
449,-0.0198917886696303
450,0.173631492690815
451,-0.6057814391590657
452,-0.6448736998514163
453,-0.3998090464255803
454,-0.3022594643124489
455,0.6304457727421432
456,0.1188107048445166
457,-0.2143176067867323
458,0.0327322501934219
459,0.0178507675830067
460,0.3350630096367666
461,-0.2377767870411684
462,-0.1398892791237485
463,-0.0490746100831689
464,-0.0611423974255804
465,-0.2329540363766776
466,0.4320765545686315
467,-0.0812475819172121
468,0.1515511708070815
469,0.1616898817735498
470,0.1909922714755209
471,0.0925972492996171
472,-0.1282620930714919
473,-0.1186274800557481
474,0.0177909562638998
475,0.4014410705095268
476,0.2333195039495909
477,-0.679487179487168
478,0.2629543696829032
479,-0.2532823322650724
480,-0.0068925112864809
481,-0.3944227242846913
482,0.1002350338725357
483,-0.2407968817669963
484,0.353840964557558
485,-0.2422218376881861
486,-0.0709969003792218
487,0.1814913402703278
488,-0.0796083862470174
489,0.1416825012955605
490,0.0862961684501208
491,-0.0310762749904958
492,0.1379262784041851
493,-0.1381167777355675
494,-0.2700550496832149
495,-0.0034623641022058
496,-0.0762300762300659
497,-0.0624089868941151
498,-0.0589765828274122
499,-0.0868055555555555
500,-0.3623188405797133
501,-0.0984524634179028
502,0.2176606008980365
503,0.0225432078149835
504,-0.1226070721988457
505,-0.0501826089380821
506,0.2308633733867334
507,-0.1560062402496106
508,0.0406565192450181
509,0.070542172949381
510,0.0557070061781017
511,0.0806447130748998
512,0.0610992307051324
513,0.146977260122027
514,-0.0305140225803804
515,-0.1569771480169473
516,0.0680234333786835
517,0.059658420855467
518,-0.0374739764052715
519,0.0331326688669972
520,-0.0137100355239763
521,-0.0638729206587292
522,0.0471881418975228
523,-0.1111543377980262
524,0.027780864540495
525,0.2842864410330037
526,0.1374652601380568
527,-0.1220745492516996
528,-0.413706079406316
529,0.0135179789119406
530,0.2158208686790045
531,0.0422171146205112
532,0.2612177810982438
533,0.0761466794075476
534,0.0325085398352021
535,0.1166139901007795
536,-0.0328093775166324
537,-0.0238969014281035
538,-0.0955296085047983
539,0.0686362279916497
540,0.2307406029028588
541,0.1664511718459739
542,0.2830552179969721
543,0.0177804119128766
544,0.2391658462893894
545,-0.1418082775771336
546,0.2274405553094191
547,0.1091703056768572
548,0.1620172622028489
549,-0.1061602429890046
550,-0.1198126565733574
551,0.2255005841280148
552,-0.453044403809931
553,-0.0983745658720424
554,0.1064567186988369
555,-0.0218364450267453
556,0.0709181168512331
557,-0.0177326731322714
558,0.080414338285407
559,0.1333914085043698
560,0.0326566156860623
561,-0.043561121698875
562,0.016332752613241
563,-0.1090037061260175
564,-0.1323419059963044
565,-0.0477750477750508
566,0.0845585226807785
567,-0.131100975063507
568,0.0354939114290382
569,-0.0610868208735459
570,-0.1714238800251743
571,-0.1178146747767019
572,0.0109583036545843
573,-0.0987220972960995
574,-0.0823361510593949
575,0.1122364622207044
576,0.5376183929116931
577,-0.630284396617981
578,-0.5487286498183848
579,-0.2867772438381461
580,0.2936630602782035
581,0.4653667166647358
582,0.2837967401725826
583,-0.0210974510443264
584,-0.286593575687634
585,-0.0346340337104498
586,0.1306687163720119
587,0.1534919416730752
588,0.2946015227455262
589,0.316552250190688
590,-0.1126362612397686
591,0.1258413255286445
592,-0.1642443803594304
593,0.3539688279064482
594,-0.0185011481371025
595,-0.1167771933836407
596,-0.1297511830254827
597,-0.1490158039305207
598,-0.1627332759115652
599,-0.343794414781254
600,0.4311974128155129
601,-0.0014000112000883
602,0.1816708124877817
603,-0.0027950136955804
604,0.0754084625052474
605,-0.1552469265304429
606,-0.0629775799815329
607,-0.2792786471124846
608,0.1107466285361927
609,0.0224246671338427
610,0.1623149469677844
611,0.0419603893924231
612,0.0642978949428199
613,0.0335354777408279
614,-0.0254375396588038
615,0.0421917348906117
616,-0.0503200916943912
617,-0.0279634238416056
618,0.0055923720045806
619,0.0475125768585846
620,0.0586575793972178
621,0.097667150351608
622,0.142112742775933
623,0.0389961282415493
624,0.0973953695458656
625,0.9767189528914656
626,0.1264262893655953
627,0.0130386596257786
628,0.4872162500567693
629,-0.3620145196470899
630,0.2710994951380593
631,0.1280804150453897
632,0.2506670979218999
633,0.2049643329782741
634,0.019395223998694
635,-0.0985253182610077
636,-0.1667044707019782
637,-0.1587697692507056
638,-0.1818181818181825
639,0.1232245930345662
640,-0.4364252214695072
641,0.2825177105380414
642,0.0552129317060473
643,0.1296680497925421
644,0.0615544108594932
645,-0.1687489858835108
646,0.0729631130928326
647,-0.2421740402431507
648,0.0422407070444487
649,0.3511475839783423
650,-1.082536924413541
651,0.0253338641381032
652,0.0651018120004364
653,-0.1267473020931494
654,-1.0835346657881175
655,0.4191668498402844
656,-0.1679263884324696
657,0.3964212976432845
658,0.1126167036001025
659,-0.1528106239766996
660,-0.0873966716434248
661,0.4873983076950845
662,0.3556727088900172
663,0.1767650553075735
664,-0.1734609135223078
665,0.066754469843218
666,-0.0848681834597376
667,-0.0885579512389093
668,0.0956594307595848
669,0.2306168035740085
670,-0.0203601035662714
671,-0.3193912226158519
672,-0.0470179753336451
673,0.2471362857400567
674,0.2967625899280535
675,-0.3127975896069645
676,-0.1044123455397044
677,-0.0592801693719067
678,-0.2688932918199798
679,-0.2667726189124752
680,0.0652315720808762
681,-0.2131650750341064
682,-0.2164748775207904
683,-0.1140641040264563
684,-0.3017518770110852
685,0.0328815691656685
686,0.1635680091803555
687,0.1644105458720878
688,0.2246644676979058
689,0.1419728547901641
690,0.0652648903266133
691,-0.0227059858655354
692,0.0992401043438876
693,0.0028353511582383
694,-0.1490778470319246
695,0.0070984411823099
696,0.1910084338441944
697,0.0640063439916166
698,0.0
699,-0.0623459064244538
700,0.0579508576726902
701,-0.2410758372302373
702,-0.5081897724472969
703,-0.2984218077474928
704,-0.302496328928039
705,0.5723296151375284
706,0.0991831971995425
707,0.0961734619531909
708,-0.3069457436856909
709,-0.1405152224824243
710,-0.014639145073931
711,0.2802837873346704
712,-0.0029197080291944
713,-0.2077298926241199
714,0.13732250336001
715,-0.2125410024943241
716,-0.0480710079971933
717,0.2658642047446442
718,-0.0087655222790278
719,0.072992700729927
720,0.3868190675624536
721,-0.0436452513966414
722,0.0261802949646493
723,0.1742312048087878
724,0.0493411505195379
725,-0.4391589911002275
726,-0.2607144847138606
727,0.2425903251511082
728,0.1533028021423731
729,0.4866367990112741
730,0.327212534164825
731,0.2036112178255972
732,-0.3508230849300378
733,-0.2047438769991395
734,-0.0211742267929702
735,-0.4717574440001703
736,-0.276393646838983
737,-0.1325329383331936
738,-0.0311939483740314
739,0.2528100812881778
740,-0.3708619612741991
741,-0.0410068149421093
742,0.1734892787524339
743,-0.2501367935589722
744,0.3116964076989056
745,0.3416944940591734
746,-0.2608323276365538
747,-0.1325381047051151
748,0.0662251655629201
749,-0.4932665205136199
750,0.0895720766274675
751,0.7997019032332093
752,-0.0602288697048726
753,-0.0631367484574622
754,-0.0287067604420743
755,-0.0502620808501504
756,-0.2158739296250989
757,0.0128356552630798
758,0.0980993114647268
759,-0.5524139924833752
760,0.1251972087028266
761,0.0739778989584192
762,-0.3012016812656461
763,0.034946625394171
764,0.3157758135913285
765,0.0216238034828706
766,0.0057660151069707
767,-0.1877473209901603
768,-0.0317827217567052
769,0.2399889776861433
770,-0.0497750605606149
771,-0.2263156221367361
772,0.0788447653429673
773,0.0461880430703573
774,-0.1445462692607903
775,0.7338840536952386
776,-0.5264328612738252
777,-0.14427250053276
778,-0.0804057443290621
779,0.0761119774262954
780,-0.4962501399201462
781,0.4901050755578633
782,0.1853018567246044
783,-0.1633319722335638
784,-0.2885170225043192
785,-0.2418208212205326
786,0.1278744258974942
787,0.0111425803085629
788,-0.1866786140979689
789,0.0037334328915616
790,0.1974811833966661
791,-0.0447327219861345
792,0.1934667758017642
793,-0.0856451312604585
794,-0.0465679426282946
795,-0.0484541269870834
796,0.0689064362336122
797,0.4744958481613184
798,0.1073875208294836
799,-0.5286081226966519
800,0.7527140488796186
801,0.0721442885771494
802,0.4453027739649446
803,-0.0383202937889205
804,0.090742002646499
805,0.0581123452197363
806,-0.0904255319148869
807,0.1328021248339973
808,-0.0371984270379387
809,0.0524222867483042
810,-0.0551082768699216
811,0.2226994352978538
812,0.3737404418853476
813,0.0039617558501892
814,0.0105635662599747
815,0.3316487681617158
816,0.0789016884961368
817,0.099842354177613
818,0.0756127785595645
819,0.0766042289731963
820,0.0262274443978089
821,-0.0341073068345783
822,0.0091818933064063
823,-0.0616878855492882
824,-0.07618347081384
825,-0.3067755032892523
826,0.0368452670423699
827,0.0600377380067412
828,-0.3773693197308188
829,-0.1206740507692853
830,-0.1813393204093074
831,0.0100733918549339
832,0.2158233092045902
833,0.1630014049373432
834,0.1472439499857255
835,-0.3315715393674713
836,0.1262300255328908
837,0.0057373992369206
838,0.1346473385664434
839,0.0687088462639591
840,-0.1017352304804534
841,-0.1018388364554399
842,-0.1927745888198653
843,0.0061792120958517
844,0.0744399770246882
845,0.0340779866254639
846,0.0663606369244105
847,-0.0430539609644185
848,0.1862197392923747
849,-0.3853786201144724
850,0.1635810490590344
851,-0.2528583352670442
852,0.2217124680766438
853,-0.1715712556871282
854,0.1605897467270384
855,0.1923370477789636
856,-0.1528818223513224
857,0.009172067995589
858,0.0397298371076664
859,0.316831683168323
860,0.2279635258358662
861,-0.1583049196298044
862,0.0273914234409638
863,0.0091296409008002
864,0.1579970831307674
865,-0.3078235957453265
866,-0.0854101210993592
867,0.0396389803634575
868,-0.0152175855516434
869,0.0441694228102016
870,-0.0137190939300679
871,-0.0426998505505189
872,-0.0335611422992475
873,-0.1130150584929303
874,0.1098398169336426
875,0.1050401467001427
876,-0.3053680488588943
877,0.3204101249599406
878,0.1315508781909992
879,-0.3174376716481743
880,-0.0267575233236371
881,-0.0481867504283234
882,0.3995607285024105
883,0.38816488419859
884,0.3739768557719455
885,-0.1377848436671918
886,0.2481725380628777
887,-0.2665017667844613
888,0.2537713238404156
889,0.1407855835562358
890,-0.4391295463977821
891,-0.225977891156452
892,-0.9117236940898892
893,0.0357410915329435
894,-0.5462320767599952
895,0.5077049590618241
896,0.1641977512047044
897,0.3126017467979336
898,0.2950046122188339
899,0.4028268551236701
900,-0.1842070643951776
901,0.4309767529286036
902,-0.2383390776300774
903,-0.2066299193018371
904,-0.1520950875955066
905,0.0098488092493157
906,-0.1682724033258515
907,-0.0247520667975738
908,-0.110681600422896
909,-0.0694306685181632
910,-0.0264567762418096
911,-0.0595632031767064
912,-0.0066185717122184
913,0.0519288079196334
914,-0.1082745604450177
915,0.0198629456748443
916,0.0231680677831446
917,0.0165458817300411
918,0.0396943534782192
919,0.1585257108887407
920,0.1319304726409107
921,0.1350461133069911
922,-0.3039513677811603
923,0.026423569824278
924,0.1418252580889893
925,-0.473727491601798
926,0.3134098198865119
927,-0.1915517608455191
928,-0.4146033978116693
929,0.1722525089827648
930,0.6569736133548881
931,0.0691881918819083
932,-0.1262354136518883
933,-0.3832483387420828
934,0.0092712775820423
935,0.2496994358642382
936,-0.0555195706486557
937,-0.0586383556570575
938,0.1556120483783978
939,0.1154201292705447
940,0.0276931597895417
941,-0.1078117299162218
942,-0.2408448094855717
943,0.052464277998938
944,-0.2723193563360654
945,-0.4569758766475909
946,0.1799788990256265
947,0.0676015108007423
948,0.0347189931491882
949,0.3059521602076794
950,-0.4954993954411917
951,0.0701094901399247
952,-0.1673490123419903
953,0.2176765267175626
954,-0.1822255414488464
955,-0.3326939215921393
956,-0.0917097340417717
957,0.1634419551934859
958,-0.0809328257546182
959,0.0748816869346432
960,0.0449088350648116
961,0.0748219724699513
962,0.0418361244019003
963,-0.1917545541706574
964,-0.1380138013801318
965,0.0779469960426882
966,-0.118559872735726
967,-0.1088332189512918
968,0.212047614764175
969,0.0749041227229146
970,0.0808310630781612
971,-0.0719014949519015
972,-0.0899577198716637
973,0.0928400517795153
974,-0.0389306800131758
975,-0.6957009340306949
976,-0.1294902698571303
977,0.3748608914660495
978,-0.1466447677146879
979,-0.1998354296461757
980,0.1437920004695275
981,-0.0263883919254456
982,0.0996715735147499
983,-0.0645539906103199
984,-0.026415426609149
985,0.0205411115675782
986,0.1143125128235317
987,-0.0381186957541624
988,-0.0792323267893414
989,0.2108407274005174
990,-0.1348854939448249
991,0.08789148331527
992,0.0644122383252897
993,-0.0439367311072156
994,0.0951057136586569
995,-0.0043896871616409
996,-0.0497452568527046
997,-0.013206635529068
998,0.0965406275140741
999,-0.1332864633681882
1000,0.2651361841886955
1001,-0.5202254310201094
1002,0.3787249593036731
1003,-0.5545348254551422
1004,0.1034505773209645
1005,-0.0768126106268637
1006,-0.4495286658391868
1007,0.0593428035954433
1008,0.2151149175337155
1009,0.3101654215581477
1010,-0.0985161156140501
1011,0.0350742532955091
1012,0.0283583832385395
1013,0.2545757071547376
1014,-0.0865973887556591
1015,0.2856193955496557
1016,0.4035459116168201
1017,0.7876082961407304
1018,-0.5510641808282514
1019,-0.2945459359279807
1020,-0.2155815727505005
1021,0.4556109478688618
1022,-0.0974900444488372
1023,0.3392342527789123
1024,-0.3221543036510896
1025,-0.1088716431243331
1026,0.0197883898251377
1027,0.632082535984683
1028,-0.1333000083312555
1029,0.1137309292649167
1030,-0.1750632172729028
1031,0.0416643519804392
1032,0.3763351596657296
1033,-0.0166057788110268
1034,0.044234824674897
1035,0.0110920557645483
1036,0.0235063121361807
1037,0.087035809018567
1038,0.012432141229113
1039,-0.0602631120644983
1040,0.0036211843152433
1041,0.0193184644722553
1042,0.0386772384451869
1043,-0.0829485442530515
1044,0.05803028628274
1045,0.0800728939448381
1046,-0.0331445932882211
1047,0.1186272346060491
1048,0.1102292768959372
1049,-0.082740360747976
1050,0.4159095562011586
1051,0.5174149066846317
1052,0.0315310461969435
1053,0.1840143921870937
1054,0.2858381958681574
1055,-0.22135310680662
1056,-0.0988015662698229
1057,-0.1168154909220567
1058,-0.5474597865902214
1059,0.1788482174794392
1060,0.0317851325042648
1061,0.039715636045909
1062,-0.2308825285617547
1063,0.0497344182067758
1064,0.0295931655697826
1065,-0.0594603199872698
1066,0.1053573203458959
1067,0.125079415501905
1068,0.0420725076008329
1069,0.0769413817720268
1070,0.071337983513002
1071,-0.1846300450656145
1072,-0.0834508931232408
1073,0.1884023480882097
1074,-0.190748688602773
1075,-2.6218975980231773
1076,-0.4122818316128545
1077,-0.4840140793429522
1078,-0.0825642625176679
1079,0.5274492626660802
1080,-0.0547825134217074
1081,0.2052678614383601
1082,-0.6135680234690166
1083,0.1354963928662997
1084,0.6855667291011224
1085,-0.5375066274201401
1086,0.1624502610155854
1087,-0.2231816186155472
1088,-0.0768920947603454
1089,-0.0036616623947238
1090,-0.0476609325790232
1091,-0.6043931743633257
1092,-0.384771911650436
1093,-0.7905433120781611
1094,-0.3705367168201247
1095,0.3554206308063441
1096,-0.5863375473609139
1097,-0.1916860858452946
1098,0.1313764498329727
1099,-0.5320754716981226
1100,-0.1840237353062715
1101,0.4988696025859144
1102,-0.0242954324586969
1103,-0.0224315836698079
1104,0.2498601528994813
1105,-0.2261301837073992
1106,-0.0520557145731381
1107,0.1471994025392128
1108,0.1603101815606035
1109,-0.0820864893101105
1110,0.1639038927174512
1111,0.0622819155728285
1112,0.043797793365216
1113,0.0557859307882467
1114,-0.2778773319449956
1115,0.0894627021387525
1116,-0.1081726285948825
1117,0.1192205953578667
1118,0.0746061954414281
1119,-0.0373915310416878
1120,-0.1062540777332344
1121,-0.0055926326386201
1122,0.0037282827529817
1123,-0.0615172029929837
1124,0.0328928598999225
1125,0.0515386811192741
1126,-0.0384891851270954
1127,0.7555368202600552
1128,0.0356239985815355
1129,-0.1200467335215752
1130,0.6480944089765883
1131,0.0895566623069603
1132,-0.0315803042021181
1133,0.2282737999549817
1134,0.0899425010439849
1135,0.0555086651626686
1136,-0.0523255813953421
1137,-0.0675324057511545
1138,0.2629115506684272
1139,0.1728165903926842
1140,-0.2116673615342756
1141,0.1473084189963748
1142,-0.1635873749037692
1143,0.8018327605956413
1144,-0.7097880249306955
1145,-0.0464862785329513
1146,0.1919877127863707
1147,0.2616965596476649
1148,-0.4681287674746632
1149,0.5833413024768048
1150,0.5432883240667131
1151,-0.4788507581803671
1152,0.286487346808842
1153,0.039774083207382
1154,0.0333990711877403
1155,-0.2677804837909305
1156,-0.0447989789406508
1157,-0.1155449668618775
1158,-0.1306016697054016
1159,-0.1152848496493462
1160,0.0416133162612021
1161,0.2554278416347418
1162,-0.2865788251869108
1163,-0.0785105428443262
1164,0.0768491834774284
1165,-0.0272248290440998
1166,0.0560197189410708
1167,0.3063666826232763
1168,0.1497673825759895
1169,-0.0223107569721093
1170,0.2416457346348259
1171,0.1935770500126979
1172,-0.1621054639076923
1173,0.2409867774360246
1174,0.0316987352204719
1175,0.392665441838674
1176,-0.234707878962944
1177,-0.2316322837495426
1178,0.0578745568979122
1179,-0.0687733014804349
1180,0.2838771153176505
1181,-0.3318968639096262
1182,-0.0543497952824295
1183,0.1447230362892931
1184,-0.1558922712656022
1185,0.0761125393779349
1186,0.0198027185838082
1187,-0.1866816582641198
1188,-0.0425991118774506
1189,0.0516437884200443
1190,0.0344415038248089
1191,-0.2088972044104516
1192,0.2554718075083287
1193,0.0416553472788224
1194,-0.0838155506848445
1195,-0.288602072350473
1196,-0.1419937377120754
1197,-0.0200287685948933
1198,0.1036778347702601
1199,-0.1311332094853071
1200,0.2580906695493505
1201,0.4158032133918282
1202,0.3620079373592252
1203,-0.536489364570137
1204,0.3626302782851526
1205,0.1368062448027167
1206,0.0894609242294371
1207,-0.1110246572402236
1208,-0.3257065948855934
1209,0.2389967507183292
1210,0.1263205323163333
