,QCOM.US
228,0.0496116530946784
229,0.051036853980874
230,0.024384296513046
231,-0.2182150931208881
232,0.1075384449940792
233,-0.0699488835082031
234,-0.1400937550514526
235,0.0256952116946029
236,0.0658376399655445
237,0.0753093060785448
238,0.1182033096926707
239,-0.123729087094528
240,-0.0619028394563211
241,0.0833647071478519
242,0.0134441128229978
243,-0.013445920507721
244,0.1101351169849754
245,0.131451872518513
246,-0.1128001289144373
247,0.0375859106529325
248,0.2837714836429839
249,-0.3168976259533803
250,-0.2076364854422716
251,-0.8188236557407903
252,0.2917558886509721
253,-0.6086066677438595
254,0.4210131130835992
255,-0.79193469917293
256,0.3850192509625499
257,-0.5795217591464358
258,-0.3778406001957123
259,-0.4340822845286453
260,-1.1124606636117786
261,-0.221879167150807
262,-0.0354246810395048
263,0.3777226357871531
264,-0.9996936871710548
265,-0.8313936021159719
266,-0.0474745772234346
267,-0.5241669721154018
268,-0.128311702999972
269,0.3690348752042375
270,0.0900647340275804
271,-0.132457796691381
272,0.6171968128489852
273,0.0129942869945125
274,-0.2245424946671189
275,-0.7256392536282041
276,-0.5328868292886245
277,0.3717034678480003
278,0.6669416941694162
279,-0.1997933172580034
280,-0.3040563886393461
281,0.0276338514680428
282,0.0
283,-0.3118503118503039
284,0.1245847176079584
285,0.1175250604908509
286,-0.4444135823901221
287,-0.2506091193873896
288,0.2811426191385242
289,0.0381652904031689
290,-0.2504347826087051
291,0.1250607934412609
292,0.1941612925594626
293,-0.1249739637575552
294,0.0069425159677804
295,0.1594233035281196
296,-0.0832466181061425
297,0.0208073241781114
298,-0.0659333032584924
299,0.2322386588044298
300,-0.1030664857530498
301,1.1693396985463749
302,0.586572815016261
303,0.4670665039010644
304,-0.4050093258726304
305,-0.5519236952095173
306,-0.5766639719752051
307,-0.9301566579634508
308,0.0869565217391285
309,-0.2287830918400628
310,0.0816415392151403
311,0.5682433163762374
312,-0.3257682701704823
313,-0.32136826624544
314,0.4446613524212316
315,0.1245667244367362
316,-0.1953548947254098
317,-0.119526241443007
318,0.0760043431053129
319,0.1626016260162663
320,-0.0379547795911691
321,-0.0651076989854074
322,-0.485225166285037
323,-0.0963199240354915
324,-0.977296522841248
325,0.0
326,-0.1605261957463805
327,0.2540083778708608
328,0.2090090090090033
329,-0.1154484450537532
330,0.0648976059994255
331,0.0756565911301579
332,0.104369106744411
333,0.3728935102187034
334,0.2289475567003087
335,0.1642857142857069
336,-0.0142877553936349
337,-0.2004294917680752
338,-0.2073007151515929
339,-0.0437746681019067
340,0.0717102904266721
341,-0.0646527444408171
342,0.193439805199445
343,-0.0644976350867159
344,0.0501396748084102
345,0.0572696685517818
346,0.0214715144574872
347,0.1429388221840971
348,-0.0107215610592804
349,-0.1252415372504196
350,0.7975321646226787
351,-0.4079474201102909
352,-0.2499242653741385
353,0.3847604677480341
354,-0.0226380923634177
355,0.2333810133253047
356,-0.2793296089385509
357,-0.3028926245645961
358,0.3395970115462898
359,0.218373493975919
360,0.1803968731208514
361,-0.1015763139084239
362,-0.0789909043743302
363,0.2552951780081118
364,0.1150844677981091
365,-0.1678815660930323
366,0.0525762355415301
367,-0.3391363328057794
368,0.1542571202829395
369,0.0564037000827168
370,0.1276851434580047
371,-0.1579778830963511
372,-0.1205091511636639
373,-0.0075323892738922
374,-0.1282147974960309
375,0.0594260146118138
376,0.5734742110385215
377,-0.0625999860888943
378,-0.0730866947412509
379,0.4400554400554534
380,-0.024260908744342
381,-0.1631604526834584
382,0.1352054082163239
383,0.0242617496187415
384,0.0173268184496002
385,0.0277152260523069
386,0.0069283264627563
387,0.0173178165696908
388,-0.030627277124208
389,0.1482045250121118
390,-0.0830967384530188
391,0.0276912426445081
392,-0.0346260387811516
393,0.1314060446780536
394,0.051843915252472
395,-0.0491030056572181
396,0.1974047487575934
397,-0.0138064337981373
398,-0.1572952137313677
399,0.1432615299641053
400,0.6653099561678213
401,0.2943719700446099
402,-0.2481614770771506
403,-0.1802649110431771
404,0.315951322870372
405,-0.8716320798433856
406,-0.2911792601960229
407,-0.1979884374752514
408,0.1344511230623234
409,0.4596772733320263
410,0.0755978602894957
411,-0.0304529462635381
412,-0.2851167929292929
413,0.3028991778450927
414,-0.5816253857719391
415,-0.1347861606863437
416,0.4418586304828065
417,0.8254117278879572
418,0.222482435597187
419,0.1636661211129358
420,-0.2343566908835336
421,-0.0625341983897319
422,0.2106084243369593
423,-0.1171417415072059
424,-0.7315921963499109
425,0.2345495160089335
426,0.3709198813056379
427,0.0963462536129811
428,-0.0226094240527338
429,0.0941296011304534
430,-0.316939078751863
431,-0.0074299725090949
432,-0.1935531899054499
433,0.1746367926280869
434,-0.0557662279723314
435,-0.0520755839904936
436,0.0074388157405484
437,-0.0372079178449258
438,0.0892193308550219
439,0.0965609448117027
440,0.0964677945978001
441,0.0445037828215415
442,-0.1783325902808594
443,-0.059479553903355
444,-0.1563779879365611
445,0.1041434203674884
446,-0.1266199910621301
447,0.0223397125623658
448,-0.0297951582867724
449,-0.2539018743932518
450,-0.4402515723270443
451,-0.2424830261881629
452,0.3176795580110552
453,-0.0345423143350683
454,-0.1868770764119672
455,0.044968694870108
456,0.02420805090609
457,-0.1281207798053965
458,-0.0381044755438595
459,-0.0329192438969549
460,-0.5102396210643546
461,0.2951003889991297
462,0.2113800065007865
463,-0.013793581479156
464,0.017394908073788
465,0.2108575380359637
466,-0.2843470420972304
467,0.045059096738413
468,0.2247890441278302
469,0.2346810414842236
470,0.0240764375151058
471,0.3129083281754928
472,0.2264306298888517
473,-0.4756980351602879
474,0.3572164594353107
475,-0.2081451517888705
476,-0.0428255428825161
477,-0.5693851746483223
478,0.0552878919516571
479,0.4129468675030524
480,0.3019134253450368
481,0.140955364134696
482,0.2421685805796329
483,-0.0157043641724738
484,-0.3684912170639976
485,0.1956640839007591
486,0.0938306357025604
487,-0.180166066113116
488,0.2344482650828361
489,0.0780883960643515
490,0.2414894445742792
491,0.0622810432074613
492,0.1476990049751226
493,0.1397298556124878
494,-0.0194106914088324
495,-0.1282748969913644
496,0.1242332479229727
497,-0.2100840336134312
498,0.0894002409919389
499,0.0194310586040771
500,0.2336049227964199
501,-1.0944070042048135
502,0.0911558142907457
503,-0.8229765013054944
504,0.679997694923072
505,0.6583466910922863
506,-0.045819014891187
507,-0.3563628003218787
508,0.429233674812568
509,0.4273991338044221
510,0.8475533958639394
511,-0.1357926898268533
512,-0.01131733816207
513,0.3046372560081192
514,-0.2205009328885545
515,0.0282613610671393
516,0.3492170778416157
517,-0.3958380456910136
518,0.2931889941362258
519,-0.0451263537906207
520,0.005640476056174
521,-0.0649075772541163
522,-0.0903878202412366
523,0.2704301529620655
524,-0.2626673445178802
525,0.0186734389005121
526,0.1491646778043086
527,0.0812287147232488
528,-0.0104341345257921
529,-0.0484676757885301
530,-0.0186448894358098
531,-0.0335720680394031
532,0.0670990829792018
533,-0.0261008986166498
534,0.160077432804708
535,-0.0372411738418079
536,-0.0074487895716878
537,-0.0745434215430445
538,-0.2241314904744202
539,0.1566462777860718
540,0.0372082896191914
541,0.0373434704829951
542,0.0
543,0.1822848852349277
544,-0.0707318889137062
545,0.0074449076831379
546,-0.0409637656872653
547,0.0744241431920684
548,-0.070752960452818
549,0.2673995394785599
550,-1.288447831569726
551,0.5832334023765516
552,0.5906258466540251
553,0.9150924756676848
554,-2.0292522596548848
555,-0.7908673701506651
556,0.3808371376711909
557,0.0192471610437441
558,0.7125307125307162
559,-0.4607536613460607
560,-0.6125827814569612
561,-0.0193194049623252
562,-0.2462372731296996
563,0.2318648559125469
564,0.2587963217884628
565,0.2636059091657915
566,-0.1925828106085585
567,0.0439995600043912
568,0.4816639299397895
569,0.245700245700255
570,0.5970149253731312
571,-0.8704697251724535
572,0.0273657708937723
573,0.3273143854672382
574,0.1579520697167712
575,0.4532882606023382
576,-0.1246173018046478
577,-0.3264518618560694
578,0.4417979254706239
579,-0.0922863954472079
580,0.1918943813325145
581,0.3022766405203828
582,-0.0114801775600909
583,-0.4072850226696389
584,-0.0692094740080001
585,0.0
586,-0.1154823312033302
587,0.0077752057157944
588,-0.0385829803619674
589,0.0538793103448223
590,-0.0307976593778811
591,-0.1465031999383126
592,-0.1003396109910431
593,-0.035362917734128
594,0.0392081194767178
595,0.1271872350265875
596,0.3762862847488935
597,0.0422183841873013
598,-0.0998885858081335
599,0.0345648667332264
600,0.2875215641173129
601,0.0789341944510352
602,0.0503230437903983
603,0.2220471312943215
604,0.1787501787501787
605,0.5767345577953631
606,0.0701143709597272
607,0.2268055850875279
608,-0.0886744936686411
609,0.0666387823534791
610,-0.0631340001418731
611,0.282945462262153
612,-0.0283733307672299
613,-0.1310000354245626
614,0.1096956829440913
615,0.1766160367361356
616,-0.0566198180673173
617,-0.1393755353110639
618,0.2055607357802808
619,0.0536571589946296
620,0.0070596540769638
621,-0.0141213019840501
622,-0.0070611495551411
623,-0.2652831634043883
624,0.1305946404581918
625,-0.0508351488743802
626,0.3185174460692035
627,-0.0217218159437931
628,0.2815884476534197
629,-0.4642390831278009
630,0.1280817868858057
631,-0.0411653862878748
632,0.1302837290098486
633,0.0099874216385475
634,-0.1331980578302709
635,-0.1124532956070672
636,-0.0907704596616077
637,0.1088060351080847
638,-0.2909937436345159
639,-0.2625820568927889
640,0.1892836342457915
641,-0.1239157372986485
642,0.1383025185616521
643,0.0872727272727305
644,-0.1456664238892852
645,0.2977271076900709
646,0.2968433246452335
647,-0.0625209640834044
648,-0.1841341268689281
649,0.0507798331519718
650,-0.72095629435936
651,-0.3072541966426833
652,0.4104783939100017
653,-0.4347500187392343
654,-0.3055556390954762
655,-0.145696750473044
656,0.1352733288217185
657,-0.1053820097854834
658,-0.1658749905752837
659,0.2069147135171782
660,0.0714285714285705
661,-0.0150398556173937
662,-0.0752558699578524
663,0.1577879630325403
664,0.1275701635899651
665,0.0
666,-0.1615994588297218
667,0.4415011037527619
668,0.0859813084112217
669,0.1791178446152765
670,0.1192694744688755
671,-0.2594114178392335
672,-0.2231377101981188
673,-0.0262231213006642
674,0.5365526492287047
675,0.4891787182314406
676,0.1318045278042373
677,0.6767573861155425
678,-0.0218356503384534
679,-0.2773520181008652
680,0.2475427739352045
681,-0.4387568555758642
682,-0.5219053219641341
683,-0.0294117647058765
684,-0.6885318723624838
685,0.6838235294117697
686,-0.7109004739336553
687,-0.1260473048120319
688,0.8308823529411732
689,0.0367511944138268
690,-0.1324795760653616
691,0.1396442745847403
692,0.2181764846084632
693,0.348960426791406
694,-0.0621572212065871
695,0.6105094847009255
696,0.3692976104272201
697,0.1211419892599621
698,-0.2301558535701514
699,-0.6640396964389935
700,-0.7196821675133634
701,-0.2088500195796848
702,0.0978026993545058
703,-0.8283479061205646
704,-1.4134275618374588
705,0.0732844770153132
706,-0.2103014320526072
707,-0.4729004561309257
708,-0.3432725314666617
709,-0.4258483168852207
710,0.4039316009155745
711,-0.1956830999548703
712,0.4412821425453564
713,0.0635563218406158
714,0.092731661526074
715,-0.0301820986619185
716,0.0871167699782177
717,-0.6644630329195799
718,-0.1526882592187219
719,-0.0872299421848186
720,0.0844537531247888
721,0.0472717450027158
722,-0.0540540540540625
723,0.2224769095934824
724,0.0
725,-1.165884194053204
726,-0.1645897013872511
727,-0.5041354864119736
728,0.2710239993715376
729,-0.1297884055691074
730,-0.9849868933195608
731,-0.079497575323948
732,0.784793153764239
733,0.3497602766643145
734,-0.0078603993082888
735,0.8958479395497434
736,0.2098880597014784
737,-0.0077742361812881
738,0.0871509108901365
739,0.5544569751274611
740,-0.0231785521131122
741,0.0
742,-0.2168021680216811
743,0.4522236190684729
744,0.2102145988769923
745,0.3372939823687219
746,-0.1843176407341837
747,-0.0537882280621035
748,0.0844529750479951
749,-0.3853564547206166
750,-0.0699154023631366
751,-0.1961471103327503
752,0.1833410016767849
753,-0.2539081668419217
754,0.0770523956290173
755,0.3733556648871186
756,0.0976051870185204
757,0.4476679622432052
758,-0.1598887730274718
759,-0.0904536598942356
760,-0.1672706997491003
761,-0.1885343202290215
762,-0.0768693221523505
763,-0.2171020379578417
764,0.2375462865926105
765,0.1199565393061737
766,-0.0117946749485239
767,-0.062851356541781
768,-0.2836333076545985
769,0.0769069817403723
770,-0.0594475370234251
771,-0.273828330700359
772,-0.1019117233623912
773,-0.3668171557562149
774,-0.4392801473714076
775,-0.5133470225872581
776,-0.0449380496886391
777,-0.1253414751727601
778,0.0546061929847153
779,-0.0642838776034933
780,0.2916386244912246
781,-0.066897268757048
782,-0.1739270110511469
783,-0.0514271020827874
784,-0.6893426971746643
785,0.0549877086298408
786,0.0
787,0.0969430621081737
788,0.0
789,-0.0840879689521316
790,0.2129994190925014
791,-0.1551490076928108
792,0.012927412578379
793,-0.1229614289412359
794,-0.1296008294453195
795,-0.0388953714507988
796,-0.0875912408759065
797,-0.061676296825293
798,0.0713636953418874
799,0.1877873470180796
800,-0.8307293651398546
801,-0.1832480720775819
802,-0.221916131007034
803,0.0611807892321689
804,0.60053211706577
805,-0.08368837492393
806,0.2352941176470605
807,-0.2892593438380113
808,-0.1906650396583282
809,0.1294843476273802
810,-0.2290251164210878
811,-0.0376506311635851
812,-0.2608728943338425
813,-0.3457548981943824
814,0.1457725947521848
815,-0.2229911572472064
816,0.0
817,-0.0692520775623295
818,-0.2236446363846846
819,-0.7302105181387383
820,-0.2960654460459645
821,-0.284092684847758
822,-0.2792446916869136
823,0.093933463796481
824,-0.463982384397612
825,-0.6317119393556578
826,0.1961471103327503
827,0.2306402012860026
828,-0.1960784313725498
829,0.1154128632882118
830,-0.2840909090909099
831,-0.0561482313307218
832,-0.3027103132699602
833,0.2808002808002648
834,0.0709219360636308
835,-0.1764581869290089
836,0.0501505218042267
837,-0.0536912751677899
838,0.1368517088918672
839,0.0204183158608212
840,0.0918330937027034
841,0.1189609298417477
842,-0.1823793490460093
843,0.0
844,0.0851546977008214
845,-0.0360372740396318
846,0.1958575327128947
847,0.0209878270603058
848,-0.0279916025192386
849,0.0209892954593165
850,0.6063262473518768
851,-0.1243417203042623
852,0.6106426286711277
853,0.0944149901953631
854,-0.1964779508077501
855,0.5104072398190136
856,0.1157030769787009
857,-0.0325520833333242
858,0.1588906543406029
859,0.0901973518057509
860,0.1261170366099617
861,0.0072061684802329
862,-0.19132883289413
863,-0.0469517480496949
864,0.1154401154401129
865,-0.0722021660649778
866,-0.2974162371740543
867,-0.2244883147046069
868,-0.2400873044743634
869,0.1380412670735235
870,0.0363134577674568
871,0.0544405327913393
872,0.0399071252358197
873,0.036266047726127
874,0.3325381334490045
875,0.474629901683808
876,-0.6712172923776896
877,0.6863825099567692
878,0.2395175834084825
879,0.3419847019554771
880,0.9243225196149376
881,0.0389364779174508
882,-0.960296512607406
883,0.2297176154190926
884,-0.297836470918798
885,-0.1688713763017072
886,-0.253950338600461
887,-0.214907815857932
888,0.1581027667984196
889,0.315208825847125
890,-0.2171767028627786
891,0.3709219658864172
892,0.2159039928218881
893,-0.1825893985786053
894,0.0926133812303502
895,-0.0393059688921293
896,-0.0786737847710114
897,-0.2450497141086681
898,-0.0704662044083657
899,-0.2883310719131563
900,-0.705922257648743
901,-0.1290585518271958
902,0.5606214116852499
903,-0.5501222493887545
904,0.1627339300243969
905,-0.2004280327478937
906,0.027169298692472
907,0.4563894523326648
908,0.0540613596431842
909,-0.4752851711026539
910,0.0027158415034835
911,-0.0095063488829915
912,0.17623534196434
913,-0.018508135783275
914,-0.1172198466028587
915,0.0813835198372167
916,0.2030456852791955
917,0.1351808043257781
918,-0.0067594970934101
919,0.0
920,-0.0608725059181626
921,-0.1281993109879629
922,0.1347896659001908
923,-0.0879983754146239
924,0.1486988847583635
925,0.6104559597434046
926,0.61851451153693
927,-0.7462020691511883
928,0.2876208007363092
929,0.2372025403626921
930,-0.1801387451611553
931,-0.5317304357877903
932,0.2229825842912771
933,0.3104399816035575
934,-0.1458509250019173
935,0.1073537305421258
936,-0.0767400813444818
937,0.145593869731799
938,-0.1133851212330819
939,0.124736620311823
940,0.2712615572705877
941,-0.1607224858411204
942,0.1909708960354442
943,0.2134309017455607
944,0.0639882992824193
945,-0.1250858058119039
946,-0.2523321608808782
947,-0.0821135554710427
948,0.249847328244281
949,0.4861744150713966
950,-0.5337806923898123
951,0.58614300919089
952,0.1081359423274886
953,-0.0424242424242382
954,0.0786653416492059
955,-0.2610200364298746
956,0.1333980111569239
957,-0.1579011296003831
958,-0.2923620416615847
959,-0.3545232273838707
960,0.1586720371048574
961,-0.0977397678680666
962,0.0182617835838156
963,0.0610999206494696
964,0.0427089688834613
965,0.2161273629417611
966,-0.0274039339869602
967,0.0547778454047494
968,-0.0669955539314292
969,0.0426153658833515
970,0.1823043266893603
971,-0.1369154471049954
972,-0.100505573490906
973,0.1414212070984419
974,0.2169822772517525
975,-1.2670738839430853
976,0.4044914733197425
977,0.3835987363806507
978,-0.167904423635789
979,0.6059283412711766
980,0.6605878977236506
981,-0.2813479122706223
982,0.3568015291494121
983,0.24787085292997
984,-0.0890585241730373
985,0.171461230710618
986,-0.0667238585454133
987,0.3072537218878589
988,0.1644424767567006
989,0.0821536905965593
990,0.264717004916165
991,-0.1018937087732625
992,-0.0369224943196221
993,-0.1200631911532371
994,-0.2978831284066414
995,0.1518795089229269
996,-0.0633232016210883
997,-0.4356536394568472
998,-0.4119036975541288
999,-0.7722504665680012
1000,-0.3088926428865368
1001,-0.214599843187483
1002,0.6164405261281157
1003,-0.5637879609544358
1004,-0.0610459200976757
1005,-0.0029845562778811
1006,-0.1600652218221381
1007,0.1763309596473319
1008,-0.2106837025961685
1009,-0.0543995648034707
1010,-0.1225490196078477
1011,-0.0476806757032853
1012,0.2446150710063092
1013,-0.0884113166485279
1014,-0.1703113291096123
1015,-0.061349693251536
1016,-0.3763256927813773
1017,0.0171027877544078
1018,0.2014064313511213
1019,0.1499761401595193
1020,0.0851411640499948
1021,0.0170253336965443
1022,-0.0851991957195924
1023,0.030662305805388
1024,0.2718129926610531
1025,-0.1833860080377581
1026,0.2141410995171914
1027,0.0
1028,0.5113108149984699
1029,-0.0154966682163414
1030,0.0696864111498284
1031,0.1931993817619783
1032,-0.0966930961129375
1033,-0.1334596410454676
1034,-0.1961195188203371
1035,0.3017641597028898
1036,0.1004869753420386
1037,-0.3163722646981401
1038,-0.1296634186109721
1039,-0.1360597107759158
1040,-0.3667577058134989
1041,0.3382976241396759
1042,0.0893550893550743
1043,0.0543604876912492
1044,-0.0077663870767469
1045,0.379110251450684
1046,0.2469707494018624
1047,-0.2786162061759811
1048,0.2162329137385134
1049,0.2388289676425287
1050,0.0750085236958838
1051,-0.2460865404333951
1052,-0.4187259747391442
1053,-0.9073907321465692
1054,0.6188519229842574
1055,0.1416050867846632
1056,-0.3028217860693701
1057,0.2272194136046809
1058,0.0473751160312259
1059,0.1887310411090561
1060,0.0754354683856708
1061,-0.0343006105508561
1062,0.0205761316872435
1063,-0.0480340355452011
1064,-0.1443100604727731
1065,-0.0550055005500636
1066,0.0687096330905553
1067,0.0040537040205164
1068,0.5630252100840443
1069,-0.1944060348014127
1070,0.1360358204873936
1071,0.0512435091555186
1072,-0.2122560766860679
1073,-0.6562470278667248
1074,0.269571791875732
1075,-0.5778491171749636
1076,0.4229228669247399
1077,-1.1226765799256364
1078,0.881127843639859
1079,0.2556727388942009
1080,-0.006392227051899
1081,0.1339930635129704
1082,0.0191473188328567
1083,6.382435537612947e-05
1084,0.1465808425211839
1085,-0.2205477990888169
1086,-0.0317541449701315
1087,-0.0959293959645555
1088,0.2456140350877134
1089,-0.2879078694817585
1090,-0.5791505791505828
1091,0.2759417313739375
1092,0.0
1093,0.2241003969778424
1094,-0.1442723862652651
1095,0.3227662022242077
1096,-0.0191779070510778
1097,-0.2563609562263703
1098,0.1280163860974132
1099,0.2203416892862838
1100,-0.1849105550605866
1101,-0.0625339858618831
1102,0.1150616401643747
1103,0.2870421969132167
1104,0.012255513199617
1105,0.1316444887212711
1106,0.0711085828059406
1107,0.0639567936327483
1108,0.262243957757463
1109,-0.0751148533770767
1110,0.4630754024286743
1111,0.1050857259731015
1112,0.1063829787234116
1113,0.0140884756269443
1114,0.2502877395545982
1115,0.3666342527543011
1116,-0.0419526544333933
1117,-0.1051672158732424
1118,-0.1938828554167652
1119,-0.1223800815867257
1120,0.1334550818290354
1121,0.0982387200898086
1122,0.1681260945709345
1123,-0.1438142341015206
1124,0.0595947556615073
1125,-0.0888724310312938
1126,0.4387258516442994
1127,-0.3106508875739763
1128,-0.1333135831728472
1129,0.1405221507284947
1130,0.0812887969257945
1131,0.1917686974480154
1132,-0.0922815695249344
1133,-0.0036913990402538
1134,-0.0664893617021091
1135,0.1180637544273882
1136,0.1179245283018842
1137,0.1545367576716311
1138,-0.1400147383935134
1139,-0.0073697398481766
1140,0.2081295551322802
1141,-0.0389935256033149
1142,-0.0809955084308852
1143,-0.1696415400501473
1144,-0.0332017560039959
1145,0.1436675753333774
1146,-0.0515995872032973
1147,0.0846989504695334
1148,-0.1881641086186507
1149,-0.0886262924667685
1150,-0.1879971077367974
1151,-0.3701284563466284
1152,-0.0508277664827136
1153,0.1992825827022759
1154,0.0760318609703039
1155,-0.0325957046104722
1156,0.1771511207519917
1157,-0.2682520118900924
1158,0.0869250271640742
1159,-0.2942351701841702
1160,0.3222536027228569
1161,0.1229567481556397
1162,-0.0361768323565465
1163,-0.1594318428871649
1164,0.1519536903038925
1165,-0.0796581939314832
1166,0.047048604827909
1167,0.0036189924724923
1168,-0.0144780657304258
1169,-0.1558818198295994
1170,-0.1052402380606838
1171,0.0290233638078595
1172,-0.079878004502204
1173,0.1884467637892229
1174,0.1953125000000073
1175,0.7160274025622257
1176,0.3048309924371123
1177,-0.1004248744689253
1178,0.2465901209832947
1179,0.2843092054710129
1180,-0.0845958624932594
1181,0.0230662771028764
1182,0.1897055573291363
1183,0.0865664111590132
1184,0.3133073454100907
1185,0.0888913326368641
1186,-0.0583785435928835
1187,0.0420087836547693
1188,0.156333409593521
1189,-0.0610454025181107
1190,-0.367618901738545
1191,0.3282442748091655
1192,0.1486337131750396
1193,0.0495200365686406
1194,-0.0228606263811637
1195,-0.0533699298566584
1196,-0.1947977540964787
1197,-0.2258632570247205
1198,-0.1763305903278298
1199,-0.17679600461006
1200,0.2957050551121322
1201,0.0683682771193976
1202,-0.0836311107731963
1203,-0.396916265933906
1204,0.007632422530926
1205,-0.0840271942556058
1206,0.0305460099274471
1207,0.3500494635111544
1208,-0.0532967869651234
1209,0.0988818741918273
1210,0.0532157518625461
1211,0.0455927051671749
1212,0.1896094046264695
1213,0.166578329673657
1214,0.1663013077330099
