,ORLY.US
592,0.133805426324669
593,-0.0494295011739408
594,0.0
595,-0.1268237356292229
596,-0.0340374618367894
597,-0.2336496908793903
598,0.169264113943646
599,-0.3542279487923063
600,-0.754835957640152
601,-1.3267434649427885
602,0.6645634602102072
603,0.1937659530862749
604,-0.0223626097165547
605,-0.242849937419452
606,0.2255274733467599
607,-0.1007500279861121
608,0.1722837373464494
609,-0.2043634870569842
610,-0.0728400134473845
611,0.1193896205648596
612,-0.0233237239590622
613,0.0512858768020161
614,0.5176252319109395
615,0.009275577404685
616,-0.1616559515403776
617,0.1993491020018443
618,0.079676107358913
619,0.2928298261496178
620,0.1687615850678207
621,0.4699446530027919
622,-0.0946291090164059
623,0.0183712086418207
624,0.5898896924537776
625,0.0637914540816431
626,0.8504853141104675
627,-0.0490296866844954
628,-0.162377523782363
629,-0.0610278033161067
630,-0.1937615145162358
631,-0.0802689406884047
632,0.0015894587098349
633,-0.11218254725987
634,0.4214862937727726
635,0.2213438735177829
636,0.2255769564462874
637,-0.2419354838709634
638,0.3050438648348363
639,0.1047244094488131
640,0.083394961685518
641,-0.2191944996373019
642,-0.2481938757765838
643,0.0521409385368821
644,-0.0933086618905334
645,0.1326699834162571
646,0.1671370681635513
647,-0.0473253300941881
648,-0.2609685888716631
649,0.318471337579615
650,0.4862209361014816
651,-0.3782889181612471
652,-0.2437785678009041
653,0.3155745312790057
654,0.5120714549544936
655,0.0562122979084052
656,0.2535692168644428
657,0.0836162349281736
658,-0.0317508007123673
659,0.1536328712209803
660,0.1234485519818512
661,0.0466884546121477
662,0.1182485885115538
663,0.0049961696033185
664,0.1670920169918441
665,0.052344710691605
666,-0.2315161811489176
667,0.0449505543901677
668,0.0399400898652037
669,-0.106620464465396
670,0.0133257820568412
671,-0.031658751978681
672,0.1646870945204127
673,0.3150703104271652
674,-0.3260797231649568
675,0.0241206911674444
676,-0.1111663332847548
677,-0.2516780739012725
678,0.1538157287569466
679,0.0263614595461445
680,0.2694768206116944
681,-0.0526085050416503
682,0.6922373634028488
683,-0.0936921233249824
684,-0.3564243855505981
685,-0.2850752159993008
686,-0.0087723145751926
687,-0.2175871997186771
688,-0.0181355550304142
689,0.1278842565149579
690,-0.2376708259061165
691,-1.2026458208057804
692,0.2144563586866007
693,0.3223091066167476
694,0.6885779655051028
695,0.2063666300768381
696,-0.4055900894943294
697,-0.3916882427139434
698,0.0575030410262061
699,-0.4353717319354005
700,-0.1435562805872811
701,0.4913207220466607
702,0.3085553997194966
703,-0.0021577766269616
704,0.4318401546890086
705,0.1051637549899148
706,-0.4614057783527353
707,0.3577068093197047
708,0.1405217540547562
709,-0.1396438008894187
710,0.2036790875176855
711,0.1049452785333381
712,-0.1136412367597301
713,0.1648292839558989
714,-0.3458349443656736
715,0.1330015445340665
716,0.3590971272229715
717,-0.3065971998884993
718,-0.083687395390765
719,-0.001072926837118
720,-0.1472073582188989
721,0.0365198711063406
722,0.2143622722400857
723,0.1134830738924635
724,-0.1758864031230546
725,-0.089651851974825
726,-0.111358574610257
727,0.224704194754694
728,0.2802996477650527
729,0.0479338842975146
730,-0.017771752832108
731,-0.0136406474760826
732,0.0231424084635259
733,0.1567915497606753
734,0.2354568356577253
735,-0.2136840281502013
736,-0.2269861286254638
737,-0.0898000397272095
738,0.1751544994877467
739,-0.0429808900350444
740,-0.0016531384834092
741,0.2243224965774347
742,-0.0528096377588804
743,0.2337948861484694
744,-0.1104334926652314
745,0.0156560288070787
746,0.0173010380622867
747,0.0461148259165276
748,0.0493843418713485
749,-0.0691859124304142
750,-0.0591515970931061
751,0.4190578771100168
752,0.0050486351856168
753,-0.0387211905924372
754,-0.2819421934089612
755,-0.0202634245187444
756,-0.0371634176830344
757,0.2123929606904441
758,0.1027195419718807
759,-0.0960760517799437
760,-0.0345656114319314
761,-0.2205248660797376
762,-0.1235110990795916
763,0.0997244899683977
764,-0.0185961590478789
765,-0.0456659619450286
766,-0.0439939762094097
767,0.1840967436832914
768,0.0944924406047424
769,-0.1842616854027608
770,0.0540659266393042
771,-0.2311580765615886
772,0.2053336037314999
773,0.0135011851134061
774,0.0776854759733919
775,-0.0168054673787264
776,-0.0298853151032851
777,-0.0392398677055956
778,0.201398601398609
779,-0.0429088466848285
780,0.1453055141579681
781,0.0
782,0.0037256436049505
783,-0.1399071016844814
784,0.0149211974260798
785,-0.1082958343447032
786,0.1949810320707689
787,0.1996875523070971
788,-0.1481296053025129
789,0.2063735467142595
790,-0.066028085185533
791,-0.2582678339999796
792,0.0214400238636804
793,-0.0858337065233685
794,-0.0317312179187977
795,-0.0952843584186516
796,-0.0953752361004602
797,-0.0748601051784435
798,-0.0880380624133719
799,-0.1425623710373271
800,-0.3258405889984735
801,-0.2491616259754962
802,-0.0768446640006287
803,0.2541942043721403
804,0.0476875449513842
805,0.0726511417165852
806,-0.1149676995510806
807,0.244975658469612
808,0.0966484801247084
809,-0.1139254334628678
810,0.0951074246156745
811,0.071668951763685
812,-0.1372940589116318
813,-0.092134234895456
814,-0.1047365952790306
815,0.0734179983441763
816,0.1793176573317674
817,0.0187079072087809
818,-0.1248751248751355
819,-0.0468501108785886
820,-0.1047415073397334
821,-0.1769662041532238
822,-0.0470042617197221
823,-0.0438898990532279
824,-0.2797950265648223
825,0.0845246407702834
826,0.0440803732138282
827,0.1668591965087863
828,0.2788469450260063
829,0.1105022831050261
830,-0.1188625765749249
831,0.3643982873280495
832,0.149634555121457
833,0.0159160360884708
834,-0.069168881284356
835,-0.0929181773461823
836,0.0728239299433752
837,0.2343068875326874
838,0.0417582018555199
839,-0.2219917389959265
840,-0.0234055897498815
841,-0.1351193730636046
842,0.0892223092190333
843,-0.1285358760950693
844,0.0737852757383032
845,-0.1203874286339617
846,0.0164137729792879
847,0.1702305850652147
848,-0.3883903277100506
849,-0.1134471464383093
850,-0.0604798064646079
851,0.489114340029986
852,-0.1118953348252781
853,0.3431120260765269
854,-0.0896706986682999
855,-0.1126921974978573
856,0.2438884972276901
857,-0.240655499742153
858,0.0105037001670947
859,0.1763416261557439
860,0.0095310712924262
861,0.0819000819000723
862,0.0199948584649696
863,-0.2319056344480134
864,-0.1529285823520329
865,-0.0382467681481001
866,-0.1791239211854642
867,0.012450914663335
868,0.0736933781235926
869,-0.0440440057065528
870,0.0889662693477563
871,0.093661594923161
872,-0.1435653988246779
873,0.0822431336546675
874,-0.1993100804906242
875,0.2315534819422834
876,-0.3108532864934756
877,-0.104111237072852
878,0.5224395857307208
879,-0.4078708678521465
880,-0.3013200134435109
881,0.0683297431264947
882,-0.0301204819277097
883,0.387740029542086
884,-0.9106365139623094
885,0.2219252890257326
886,-0.3018436939141822
887,0.2389215395615776
888,-0.0482726532511298
889,0.0604496524144965
890,0.1045150501672214
891,0.0557103064066873
892,0.0081237596759706
893,-0.0660781952407394
894,-0.0233476594261844
895,0.0394779620082708
896,0.032500696443492
897,0.140946940895014
898,0.0491218314101647
899,0.332548150200914
900,0.3044855926329384
901,-0.2498221464851355
902,-0.082791051943106
903,-0.0944709626093768
904,0.0364491865204326
905,-0.0878865765691213
906,0.1324832325908865
907,0.0446931073296665
908,0.1644315543326482
909,-0.340179765480755
910,0.1831438171375577
911,0.0942553824784287
912,-0.0347377301374681
913,0.0958503412602734
914,0.0033050749425713
915,0.1105975569494815
916,0.041250721887633
917,-0.0478737453777013
918,-0.128929881979565
919,0.0842293018877258
920,0.085807164898266
921,0.0816151556870932
922,0.1045887274763631
923,0.0164679533627598
924,-0.0692132757654591
925,0.0634295713035791
926,-0.951665967453466
927,-0.5271744559004695
928,-0.6321409026435962
929,-0.3215686274509809
930,-0.1481182252743609
931,-0.130334149794383
932,0.3046799740125935
933,-0.3123735898242586
934,0.5520169851379976
935,-0.2284792688663355
936,0.011198709908621
937,-0.2334770114942574
938,0.0762708062272814
939,0.2416864342299693
940,0.2143718458309096
941,-0.4970770076637324
942,0.1870352118985708
943,0.2413299964247372
944,-0.367811967345471
945,-0.1066445145429491
946,0.0168357726497363
947,-0.006734762599625
948,0.0986790464015783
949,0.0313880232271341
950,-0.4957097503074745
951,0.4434952838583391
952,0.2634082615054766
953,-0.1350813331816695
954,0.0071090384314714
955,0.1242535909287778
956,-0.1486148245065238
957,0.1242835938554191
958,-0.0447621212982352
959,0.0198903190975458
960,-0.0177623679367943
961,0.1241821716978186
962,0.1431365324112115
963,0.0785924168938223
964,-0.0247875354107584
965,-0.0467640681905197
966,0.0453264210541296
967,0.0721868365180454
968,0.0070766400113161
969,0.2569278766746263
970,-0.0579128764336923
971,0.0973682353771171
972,0.0853007733466832
973,0.0206230239499133
974,-0.4504686924754276
975,0.403885596559514
976,-0.2300420957678758
977,0.2549298942790758
978,0.1814949948545284
979,0.3161458187617037
980,-0.0737284181054562
981,0.1918849435522882
982,0.2332562008047795
983,0.0120795391191329
984,0.1225035266166694
985,0.0287614929998186
986,-0.118284537942551
987,-0.1410738205089974
988,0.0845764208374071
989,0.0083640013382326
990,-0.0223089793641949
991,-0.2086515891054071
992,-0.0484604488183089
993,-0.1418545617440628
994,0.0624889245376353
995,-0.0643957069528749
996,-0.0168017025725332
997,0.0261291526689037
998,0.1044074875084009
999,-0.1699505089177267
1000,0.2027369488089161
1001,-0.4156416998897234
1002,-0.5072679994884682
1003,-0.3373591886270895
1004,0.1862425956561187
1005,-0.1785561543067394
1006,0.6707338054680818
1007,-0.0611676691249929
1008,0.0371798548923401
1009,0.113535079156238
1010,-0.1658022277017323
1011,-0.1532828067785
1012,-0.2604055496264733
1013,0.1215170443643791
1014,-0.0490572476751169
1015,-0.7499731384978945
1016,-0.1269472415870625
1017,0.0516129032258084
1018,-0.2155172413793103
1019,-0.0452791133918324
1020,0.4486133768352312
1021,0.1821181411094257
1022,-0.3181085437936632
1023,-0.228354768521511
1024,0.5101056647448391
1025,0.1630735626337006
1026,-0.3799483390400632
1027,-0.2137073713993256
1028,-0.2973629790638391
1029,0.3009827085433941
1030,-0.0858537173153467
1031,-0.4060583604921012
1032,-0.1059747023246376
1033,0.2461622103252203
1034,0.0641422297348387
1035,0.0226333101970572
1036,0.2348336594911855
1037,-0.2595912946361063
1038,0.222871427280653
1039,0.0669671409545526
1040,-0.0323653825889343
1041,-0.0323758611602481
1042,-0.0429352656713843
1043,0.1338990190768469
1044,0.0556349146680707
1045,-0.2411636144396576
1046,-0.0015072953092956
1047,-0.0203526281273478
1048,0.0113057372848209
1049,-0.0527879583125986
1050,-0.1580150371518975
1051,0.0124926513815289
1052,0.2484991093616065
1053,0.3600853102722797
1054,0.4623840404804233
1055,0.2885186957215155
1056,-0.0928761119737605
1057,0.1391203535975542
1058,-0.1000928397353981
1059,0.0434996955021248
1060,0.1296058967062698
1061,0.0571676677038997
1062,-0.0463345061755281
1063,-0.0782506629570003
1064,0.0115913470594096
1065,-0.0231880697381151
1066,-0.2462535321763925
1067,0.1168156489435729
1068,0.1202985723603218
1069,-0.0318965392254979
1070,-0.0304559693700018
1071,0.111547320691301
1072,0.1677633957625398
1073,0.0924735222297658
1074,0.0476589353282584
1075,-0.0691403549204781
1076,-0.075342887016423
1077,0.197193257064808
1078,-0.1021536759961847
1079,-0.1977851145537472
1080,-0.3389961389961467
1081,-0.2678972389550487
1082,0.1051898832083012
1083,-0.0603659102869857
1084,-0.0828782773711271
1085,-0.0565751131502277
1086,0.0340884440174823
1087,0.1369407286484632
1088,-0.0328920637254677
1089,-0.0336773324455894
1090,-0.1682822799534759
1091,0.1610430635345799
1092,-0.0658542065342797
1093,-0.3132043211315747
1094,0.0435032549756805
1095,0.0977866078912233
1096,-0.1118811573484208
1097,-0.2726748624939622
1098,-0.1341800196589352
1099,-0.0218480313363171
1100,0.0404940271309805
1101,0.0927127758205195
1102,-0.3213095902457134
1103,0.1452236613249149
1104,-0.0033774085144629
1105,-0.3337851575736891
1106,0.2433912514366744
1107,-0.0541162145707799
1108,-0.104960216692061
1109,0.2566613758400563
1110,-0.0929572227762212
1111,0.2192353744708953
1112,0.2288291016775215
1113,0.1394582969285448
1114,0.0822630739528261
1115,0.0469853841894136
1116,0.2435615223013703
1117,0.2504654482914082
1118,-0.2502552771221488
1119,-0.0586225378534139
1120,-0.073751257123691
1121,0.0485851664460727
1122,-0.0720920095228431
1123,-0.5241425802646016
1124,-0.1417697591601883
1125,0.0718709381451223
1126,0.0152893509670375
1127,-0.1761372338796105
1128,0.269603537687212
1129,-0.0732207659595173
1130,0.206547274003101
1131,0.2199441387550781
1132,-0.220428959331246
1133,0.2272640104031275
1134,0.2333540853667924
1135,-0.1634993422003278
1136,0.0433275563258183
1137,0.0698833252309243
1138,-0.0866696063375325
1139,-0.0395491398062078
1140,0.1564303505254975
1141,-0.2092639236605206
1142,-0.1142743956789041
1143,-0.1419013251752883
1144,-0.1505195599022026
1145,-0.055042505045565
1146,-0.0045870858243716
1147,-0.0198813237902972
1148,-0.0703988246457158
1149,-0.2347021736796043
1150,0.5752544635407937
1151,-0.1985412443311226
1152,0.9686031831446504
1153,0.0144855558314694
1154,0.3608321821068476
1155,-0.0618952320039636
1156,0.1349555470850692
1157,-0.0154553135368033
1158,-0.03916879689948
1159,-0.1755364186440257
1160,0.0154861089602602
1161,-0.0072273731596062
1162,-0.1137021417348785
1163,0.0661102388232363
1164,0.024785194976868
1165,-0.1365046535677404
1166,0.1352872530491212
1167,0.1783431611067603
1168,0.0391583025906303
1169,0.0061825076250988
1170,0.0926516914080974
1171,-0.1949478591836931
1172,-0.034050105245784
1173,0.1020460753491737
1174,-0.2573217865779312
1175,0.080413144868756
1176,-0.2005407437912952
1177,0.4083597845857491
1178,-0.892375229390796
1179,-0.1838500360490439
1180,0.1942865366625964
1181,0.199930483940932
1182,0.0531859534533095
1183,-0.5757083558924274
1184,-0.1409672522229401
1185,0.1614896745847697
1186,-0.2052144355246964
1187,-0.0904846357088566
1188,0.0569728429448522
1189,-0.3584912509983342
1190,0.0199626154655851
1191,0.1196324022549043
1192,-0.0580372526615612
1193,-0.1198452906248239
1194,0.0762070654836352
1195,0.0417150319210712
1196,-0.2071898513321919
1197,-0.1547226823452359
1198,-0.1148084703138089
1199,-0.0273428243314638
1200,-0.0524491898473302
1201,-0.1914306626879083
1202,-0.1484850763100664
1203,0.0976415802914191
1204,-0.2635740643120674
1205,-0.0244807261359989
1206,-0.087642418930747
1207,-0.040539266522114
1208,0.006730950702483
1209,0.1608124388223715
1210,0.0991974876238265
1211,0.0230310778544333
