,ADP.US
402,-0.1853521691213328
403,-0.0100200400801654
404,-0.2209278971681049
405,0.1734283680691325
406,0.172129096822614
407,0.0100065042277531
408,-0.1076857579324351
409,-0.1529972410333618
410,0.0250752256770367
411,-0.1205061257280624
412,-0.0778874902640642
413,-0.0276451369690911
414,0.0477279007259659
415,-0.1433890118736147
416,0.2809552478426662
417,0.0150489089541014
418,-0.1406540412920084
419,-0.0529239608835133
420,0.1231363887355125
421,0.1153229041315632
422,-0.2009646302250832
423,-0.1509509912448339
424,-0.1713709677419372
425,-0.0337756332931209
426,0.1445434834979577
427,0.0938650749717168
428,0.1609957708573663
429,-0.1395639828673278
430,0.2065123427144399
431,-0.0913329808200729
432,0.3401360544217725
433,0.1339584728734097
434,-0.0430766285358748
435,0.0191415035651012
436,-0.0766246827259214
437,0.0047888133320519
438,-0.0311369787549987
439,-0.0839006616166377
440,-0.0239773653670989
441,-0.100806451612907
442,-0.1547128773229749
443,-0.0279888429354618
444,-0.033674892961944
445,-0.1517670015176689
446,0.209144670416848
447,0.0576618134640356
448,0.1391554702495163
449,-0.1249159219756026
450,-0.3610995111646141
451,0.2425994902960226
452,-0.049034029616551
453,0.1762114537445
454,-0.1078008624068986
455,0.1125740296608045
456,0.0586997994423541
457,-0.0538371182458954
458,0.0146806948862251
459,-0.029370013216507
460,-0.0146871634191722
461,-0.0882007056056342
462,0.0146979569839797
463,-0.1177220777946775
464,-0.1227777232099008
465,0.0834192060454327
466,0.1518863302302804
467,-0.0539242119711678
468,0.117514566909847
469,-0.1618440411966572
470,0.1175663760164498
471,-0.0931600882569246
472,0.0049029221416058
473,0.0832802625777629
474,-0.1078907361090671
475,0.2928098904674071
476,-0.5561613958560424
477,-0.2459688439464427
478,-0.4502278592214315
479,0.2191420588396459
480,-0.0049309394535503
481,0.0925064316601955
482,-0.4729692569982869
483,0.1811594202898463
484,-0.2338569895727201
485,0.0192551026021877
486,-0.0027508046103616
487,0.0852022867194377
488,-0.0605027226225098
489,0.2851971699665498
490,0.0931506849315
491,0.0246514558054109
492,0.1231055424851029
493,0.0382848392036716
494,-0.0985437424723567
495,-0.0164266549854904
496,-0.1755252043223044
497,0.0164527805199084
498,-0.2308707124010641
499,0.0878734622144249
500,0.301160207356215
501,-0.3965303593556438
502,-0.1538919777601282
503,-0.0099295005461276
504,-0.1192961526990658
505,0.2479174930583101
506,0.079270709472848
507,0.197784810126585
508,-0.0049448647579584
509,0.0444839857651262
510,0.1677686766012056
511,-0.0074021071331571
512,-0.0518416115335332
513,-0.2722907074607569
514,-0.0842334753741036
515,0.0222921259257503
516,-0.0322101090188294
517,0.0495294700346678
518,-0.0545121165568232
519,-0.0446207238472996
520,-0.0218689361431954
521,0.0540728074740335
522,0.0056993752989135
523,-0.0875496031746053
524,0.1485884101040175
525,-0.0335248859921432
526,0.0039315155358378
527,-0.1863538181356137
528,-0.1144843962008184
529,-0.0173028576856877
530,0.1591192971313636
531,-0.0360032191113592
532,0.0719546262592006
533,-0.0444623234739852
534,-0.1505513146734477
535,0.0296773646500161
536,0.177747682931985
537,-0.1585310025602312
538,0.0927435577106291
539,-0.0360093200593008
540,0.0338796425697641
541,0.1944291812840813
542,0.0
543,-0.186704078059158
544,0.0934551762067945
545,-0.1058783669320684
546,-0.0762905823514481
547,-0.080593849416754
548,-0.1486830926083238
549,-0.0637619553666336
550,0.1248985199525314
551,-0.0321717157519618
552,-0.3123825040731787
553,0.2593831057220488
554,-0.0406427812167809
555,0.2121420103575238
556,0.1827937233555537
557,-0.1800031196381214
558,-0.3412007763100331
559,-0.0125226973890062
560,0.3369734789391526
561,0.081057488464893
562,0.1929180409484114
563,0.1429281630623849
564,-0.188335642131138
565,0.0046692607003848
566,-0.1777472870150908
567,-0.2062371101806215
568,0.1684552033940667
569,0.4595702397217793
570,0.2354399008674073
571,0.1423003155354759
572,-0.4006584464390979
573,-0.2834361178595979
574,0.3723701359150961
575,0.2980879785376727
576,-0.0852405915697127
577,-0.5183788878416622
578,0.1027133441753013
579,-0.2230419490434976
580,0.2054618611420333
581,-0.0934868540002673
582,-0.2297450731491121
583,-0.00292020956798
584,0.1954858665990011
585,-0.3164932496345314
586,0.1223885083632132
587,0.0750944043940881
588,0.0343170899107809
589,-0.0429147712642667
590,0.0085822176450316
591,-0.0205157082511754
592,0.0305925209224129
593,-0.0487229019102881
594,0.0386199794026791
595,0.0128716694555288
596,0.162775754979651
597,0.0898741761533886
598,0.1580993889672283
599,0.1621091250373258
600,0.3560433676883909
601,-0.0026770894683275
602,0.2723195215719729
603,0.0480333030901443
604,-0.0640854472630197
605,0.2822451805304085
606,-0.2402177974696997
607,-0.1068775717415791
608,0.0213709461986386
609,-0.0802053256336099
610,-0.0561752668325271
611,0.3438899552143369
612,0.2446548239549026
613,-0.0372439478584844
614,-0.1972491736858813
615,0.03996696064586
616,-0.1414162975612438
617,-0.1228895063047605
618,-0.1494536353941345
619,0.2318554306916197
620,0.3272495077954606
621,-0.1438772247682032
622,0.0745473908413284
623,-0.0532765050612801
624,-0.3796994491683937
625,-0.017917133258675
626,-0.2019748653500846
627,0.3310369508812654
628,0.1919899986605379
629,-0.1285303946441918
630,-0.1623231237685883
631,-0.1075847229693297
632,0.0806234883095845
633,0.2189944134078253
634,0.0982274411751568
635,-0.1176092467420578
636,-0.1642786782484046
637,0.0537008860646221
638,0.1697641172265883
639,0.0290301690449064
640,0.0424107142857137
641,0.0008928491709938
642,0.1595649848457853
643,0.0267355850637081
644,0.0845910689639936
645,0.1866417810958483
646,-0.0266702226963605
647,0.0311055812300005
648,0.2039911308204026
649,0.1417057833672806
650,0.1114989334884573
651,0.1065375302663432
652,0.0725864989112052
653,-0.1017244720015539
654,0.0919517978996262
655,-0.1356917858008244
656,0.1162204771671113
657,0.1353023638033537
658,-0.015471044972399
659,0.0106352122208352
660,-0.0131023642757117
661,0.1145023422031188
662,-0.0773283069933771
663,0.1977619139494484
664,-0.1110628229272247
665,0.0868432479374761
666,-0.0144759698899831
667,0.0096497153333888
668,0.0048246248854244
669,-0.1159252282277974
670,-0.0193246050533803
671,0.0265642734671102
672,-0.0507393447376001
673,-0.0290023201856159
674,-0.0290107339715705
675,-0.1494552116478653
676,-0.1206738427378481
677,-0.1886062481864718
678,-0.1016604540833654
679,0.1932647243561896
680,0.3226738586014195
681,-0.0168589388502187
682,-0.0940166819343296
683,-0.1496861419604067
684,0.1663091421822646
685,-0.0747744705485074
686,0.0289365806607196
687,-0.0096464573385336
688,-0.0313608182761325
689,0.0988094664288873
690,0.197229170675388
691,-0.1589978318477398
692,-0.1278433075234651
693,-0.0265405587994049
694,0.0
695,0.0554631170271813
696,-0.0530798369001303
697,0.0385886211803217
698,-0.0289498443945874
699,-0.113515602357253
700,-0.4437410786321625
701,0.0930059523809559
702,0.3829524397776433
703,0.2403105551789921
704,-0.4693812611510476
705,-0.2618087021289742
706,0.2507507042689365
707,0.4407322936571555
708,-0.027746092425309
709,0.2981496280813827
710,0.0921262744134662
711,0.1839136831780354
712,0.281207971634679
713,0.1586914062499944
714,0.0396571184527608
715,-0.0274624679604464
716,-0.1466813348001522
717,-0.0244528670986624
718,-0.07953502600185
719,0.2289027926140699
720,-0.0641338871243524
721,-0.2326435655687495
722,0.1833292593497818
723,-0.1897997918324703
724,0.2077350766786674
725,0.3404618081750224
726,-0.1802751474004024
727,-0.1969208736125934
728,0.5577972940897209
729,0.0830072334874815
730,-0.1187225454113668
731,-0.0059364796675686
732,0.0504346278221188
733,-0.0172694249874928
734,-0.0777431328878971
735,0.2517772511848408
736,0.2069169376293197
737,0.0531789175135921
738,0.0767550333589156
739,0.2113372694187835
740,0.0655322656617993
741,0.1997884592784131
742,0.0616613324720261
743,0.2168116961120415
744,-0.0263759451380267
745,-0.0146554503619929
746,0.0322315986872822
747,0.1550569029577922
748,0.070165180529165
749,0.0029234637198125
750,0.4104034810126644
751,0.2293974001627998
752,-0.0468881101623803
753,0.0197384653343163
754,-0.3068851160718727
755,-0.1611263974616338
756,0.0545053638232962
757,-0.1737274464547163
758,-0.012410643367755
759,0.1759211080551994
760,0.0371526229751904
761,-0.0619594041983692
762,0.0223004113186914
763,0.1435075217735651
764,0.0988728495155174
765,0.0
766,0.1135746382894621
767,-0.0840170010872726
768,0.1283316880552768
769,0.0
770,-0.1037600671969998
771,0.0098809347364311
772,-0.0840585443037912
773,-0.0890824507572042
774,-0.1784828953891986
775,0.2015011838194435
776,0.0553821367435372
777,0.3011745808653721
778,-0.1357124905755266
779,-0.2418501536756133
780,-0.1412785710681675
781,-0.0959595959595948
782,-0.0884620245166239
783,0.0378979282465978
784,-0.1011633788568624
785,0.0278121918535596
786,-0.1646153066909733
787,0.0050648298217133
788,0.0556821057960079
789,0.0101229943817289
790,-0.0202500885941335
791,0.0
792,-0.478152500127167
793,0.3194402190447193
794,-0.4993885038728035
795,0.4262228536634886
796,0.1671647839521726
797,-0.0354717746022059
798,-0.1014507456629892
799,0.0456320032449441
800,-0.1402863777089744
801,0.4610513897750167
802,-0.2449679007578421
803,-0.1643862108978267
804,0.3149167596058174
805,0.2051849357895279
806,-0.1806924133278724
807,0.1131058381864627
808,0.2592290336517651
809,0.0287949320919529
810,-0.0047993856786287
811,0.051710623894912
812,0.0825345092024421
813,-0.0863475007195521
814,-0.1008403361344576
815,0.1199040767386091
816,0.0239750659314367
817,0.067085150222812
818,0.1100899865977358
819,-0.1246046199559047
820,0.0718356400555556
821,-0.0047892720306469
822,-0.0575043128234639
823,-0.0917555723643595
824,0.0293934308319429
825,0.4368174726989097
826,0.0883254533173936
827,0.2177406812172676
828,0.3100935448860523
829,0.0361644967968553
830,0.1804961064411295
831,0.0888797289812392
832,0.2915489339840716
833,-0.0616871433712047
834,0.0719165767709387
835,-0.0376162403492687
836,-0.1579082814349733
837,0.0668655488118483
838,0.1284224585195459
839,0.0256778964667272
840,0.0769743931852033
841,-0.1902313624678686
842,0.1104177901034863
843,-0.0231160425335264
844,0.0359453630481778
845,0.0102690490860452
846,-0.015405946695425
847,0.1998769987699952
848,-0.349722279366389
849,-0.1571071676925886
850,0.157023473678616
851,-0.090570058604164
852,0.3503928647271315
853,-0.1861603106217875
854,-0.4487898701715037
855,0.2797091025333683
856,0.0505884232387235
857,-0.1493253693136372
858,0.3930942895086369
859,-0.0903870693321924
860,-0.1464284763451482
861,-0.3982679354217923
862,-0.1499089838312459
863,0.1550221842091153
864,0.0534273654966043
865,-0.0026714396388189
866,-0.2383247643530383
867,0.5486018641810925
868,-0.2349047034328107
869,0.5732788364562791
870,-0.2847941231268779
871,-0.1679641676442347
872,0.0319829424307048
873,-0.1067235859124806
874,0.255482222695332
875,-0.0606927645554319
876,0.2249232233228125
877,-0.047602561883324
878,-0.0606218065298409
879,-0.2387256391336479
880,0.1300446486627124
881,0.0303345467151989
882,-0.2432667245873163
883,0.0347403161368822
884,0.1430987381293146
885,-0.0043365134432
886,0.0129644941961115
887,0.2163717388482686
888,0.0734976221357613
889,0.0432152117545351
890,-0.0259358519927389
891,0.1214913647875329
892,-0.0070810215668938
893,0.0755026318060278
894,0.094827586206896
895,0.0
896,0.0430848772080975
897,0.0688883148195972
898,0.047295282220292
899,0.3559605488850718
900,0.0851385866994505
901,0.1652736459366401
902,-0.1465998297550375
903,0.1652424342571145
904,0.1226010279624609
905,0.0800980022615981
906,-0.01413693982376
907,0.0871018620965664
908,0.0117691366161271
909,-0.0282539084573242
910,0.06588235294117
911,-0.0329520312573521
912,0.032941176470585
913,-0.0047061038166459
914,-0.1272264631043305
915,0.0329737623062759
916,0.0607290308305844
917,-0.0419158856496955
918,-0.0235537968720611
919,-0.0188465887674293
920,0.0023557680981862
921,-0.0778008298755149
922,-0.0094312930302792
923,-0.0660626651566698
924,-0.0944643869261234
925,-0.0300318337437581
926,0.1259748050389799
927,0.0059984404055061
928,0.3673695515366225
929,-0.3265979134188787
930,0.2124031471564841
931,0.1195207219051704
932,0.5822416302765587
933,-0.1755743363885177
934,0.1159230746366216
935,-0.3879091695759888
936,-0.2302907046297349
937,0.0538052250851936
938,0.0567621665222709
939,0.1938100065597165
940,0.0
941,-0.1044682565740449
942,-0.0029848964240913
943,-0.077667582745845
944,-0.0896968247324078
945,-0.3691144254718846
946,-0.2738324506499834
947,-0.0843271894952333
948,0.3601008282319015
949,-0.1623083859332793
950,-0.5472170106316507
951,0.3427859146151431
952,0.0726593315341575
953,-0.464049220501598
954,0.2703967552389424
955,0.1142679063003162
956,-0.0415692387633216
957,0.0623150023368149
958,-0.5587467362924247
959,0.0834811645622438
960,-0.0417580123186053
961,-0.2459316623933853
962,0.1358624653811939
963,0.0104498667641892
964,-0.3092243186582677
965,-0.1942971170508872
966,-0.0919818138813757
967,-0.1131340770364151
968,-0.0579160743431712
969,0.2468487394957977
970,0.0210039907582398
971,-0.2632410234810993
972,-0.1898934486760128
973,0.1211738053843263
974,-0.1477338679892371
975,-0.6585413799882069
976,-0.2809127199250866
977,-0.281704062469108
978,0.3938170719700615
979,-0.1874136910633238
980,0.0189350606316399
981,0.0402208201892787
982,0.2556538839724731
983,0.2501103427982888
984,0.0343170899107722
985,-0.0196136118466176
986,0.0245110054414487
987,-0.0539533058662024
988,0.2397612173998185
989,0.1368677562336908
990,0.0829508837027556
991,-0.0293025981637049
992,0.0488138240749891
993,-0.0244128704653148
994,-0.1295558434574371
995,0.021995209932067
996,0.0488543651375222
997,-0.1075952462463925
998,0.0952776488407852
999,0.2753008819373375
1000,0.1532801961986511
1001,0.0735204019115332
1002,-0.3627866937219476
1003,0.0215166138997304
1004,0.0276565668981721
1005,0.0153009587986365
1006,0.0522663063505606
1007,0.4858967698560743
1008,0.3441344865391629
1009,0.6204412699373539
1010,0.2355143573175436
1011,-0.3423619947888249
1012,0.1089522426003309
1013,0.0604924082027671
1014,-0.0181510164569222
1015,0.157061737344443
1016,-0.2361489554949963
1017,0.0605143721633853
1018,0.0825339432178637
1019,-0.3558859223300976
1020,-0.0911023382933529
1021,0.1152632856102874
1022,-0.078926598263612
1023,0.2515059775818739
1024,-0.3008564660147084
1025,0.4558792705931694
1026,-0.4421052631578965
1027,-0.0394892720810786
1028,-0.1714135021097136
1029,-0.1320306311064167
1030,-0.2170001058537083
1031,0.2744642668637233
1032,0.0580260589755685
1033,0.0474533375514095
1034,0.0237210405629877
1035,-0.13460015835314
1036,0.2106926520937612
1037,0.1630206142196057
1038,0.0736205603675403
1039,0.0928721052935617
1040,0.1588216794213215
1041,0.1517768357146554
1042,-0.10216110019646
1043,0.0654450261780104
1044,0.1516022792618495
1045,0.1299996345391775
1046,-0.1351418466597473
1047,-0.0421025104602514
1048,0.0365974800021025
1049,0.1044550060061569
1050,-0.377754001353792
1051,0.2070077573433253
1052,0.0370297762965778
1053,-0.0673960200601192
1054,0.1043417671906962
1055,0.4033657182512174
1056,0.1688677202857702
1057,0.1750556504073831
1058,0.0535685742551262
1059,0.1298645267063541
1060,-0.272550292018168
1061,-0.119242169020692
1062,0.0910054741761766
1063,0.0519019917389349
1064,0.0324282255274942
1065,0.1209189842805325
1066,-0.0129572841532419
1067,-0.0605039111456911
1068,-0.1384861730211594
1069,0.0951186821738937
1070,0.0302558782849332
1071,-0.0129684865776168
1072,-0.0432469835229091
1073,0.1036851427830859
1074,-0.2338370934915307
1075,-0.142155595761184
1076,0.3733745332818354
1077,0.0450421465800219
1078,0.1990752632930916
1079,-0.0771208226221109
1080,-0.2362035645265241
1081,0.1672097410392791
1082,-0.0879696182976859
1083,-0.0107291532552275
1084,-0.1246132691646579
1085,0.0515375365057569
1086,0.1243941148715275
1087,0.0964196181783095
1088,-0.0965126753313577
1089,0.1627339300244081
1090,-0.0257014349967882
1091,-0.0557174695696877
1092,0.0685283536063031
1093,0.0042828386654757
1094,-0.0385604113110554
1095,-0.1824230067603869
1096,0.0193116470689279
1097,-0.171954260166798
1098,0.1930750418329208
1099,-0.1676121712222736
1100,-0.1888788153520701
1101,-0.0302297460701341
1102,-0.186764928575022
1103,-0.182048040455127
1104,0.1665993537964522
1105,0.0050482104094052
1106,-0.1111841107798043
1107,0.0959305261031999
1108,-0.0808489135927218
1109,-0.0657329220812031
1110,-0.0480586821803459
1111,-0.0886075949367146
1112,-0.0658661397375464
1113,0.0455788514129461
1114,0.106237668841999
1115,-0.1032582301468332
1116,-0.0334853090172268
1117,-0.0151998784009733
1118,0.1113416670884148
1119,0.0455281262646719
1120,0.0657196299479275
1121,0.0151637687019819
1122,0.1917061850469152
1123,0.1410579345088167
1124,0.3413997389296148
1125,-0.145018610721701
1126,-0.1452292201190934
1127,-0.1842960376351886
1128,0.033937748472798
1129,0.2514749975819761
1130,0.1279914994324839
1131,-0.0821752265860966
1132,-0.0120860526951925
1133,-0.0314336146238836
1134,0.1207525297654985
1135,-0.1330044496034076
1136,0.0435097897026847
1137,-0.0604668037247551
1138,-0.1065349507275847
1139,-0.0605678844849307
1140,-0.0654561322698688
1141,0.1404120367007974
1142,0.0677392040643593
1143,0.2220773891423369
1144,-0.0024139429343868
1145,0.0
1146,-0.0579682140959395
1147,0.0724078007337351
1148,-0.1886153697344809
1149,-0.3007518796992503
1150,0.4442758844882755
1151,0.0899180512743337
1152,-0.0075187969924743
1153,-0.120445648900938
1154,0.2977158439868899
1155,-0.1528438987722267
1156,-0.0191467371854785
1157,-0.0259701193221627
1158,0.095166541447532
1159,-0.0601413321305089
1160,-0.0350947558407666
1161,-0.0451421979234606
1162,0.0902029566524714
1163,-0.2058853068193356
1164,-0.0296361782390069
1165,0.1148963925543191
1166,-0.0401545951914935
1167,0.4745728844040449
1168,0.0399480675122261
1169,0.1943683030152079
1170,-0.0798044790263836
1171,-0.1136008988203085
1172,-0.011236516180573
1173,-0.1450362590647764
1174,-0.170332147687979
1175,0.117275137670823
1176,0.2035416242621645
1177,-0.080973309363886
1178,0.0096751196659565
1179,0.2691584988065619
1180,0.0406111985380032
1181,0.2733761960208535
1182,-0.0810660181385198
1183,0.2678120262758974
1184,0.0757384498863951
1185,-0.1263902932254803
1186,-0.1214820813929991
1187,-0.0303797468354441
1188,0.0151875664456037
1189,-0.022786540749924
1190,-0.1673809946488866
1191,-0.032979856918158
1192,0.0659162356758926
1193,-0.0710371422772409
1194,0.0101471334347954
1195,-0.0964907825910302
1196,0.2381193636639978
1197,-0.0304074599635122
1198,0.0607779578606181
1199,-0.0405350628293393
1200,0.3970504821327336
1201,-0.0980695777846586
1202,0.1185750373769086
1203,-0.0814706615324905
1204,0.0195511993809685
1205,0.1236539749600747
1206,-0.0670241286863247
1207,0.2417322429666198
1208,0.0025715534754521
1209,-0.1158539725039875
1210,0.010297070483438
1211,-0.0463582981353679
1212,-0.1237751418256733
1213,0.0049507605605942
1214,0.0569013503762491
