,time,close,volume
0,570,-0.9037867520878691,727247
1,585,0.011439029970264374,43831
2,600,-0.36739380022962964,58968
3,615,0.22920935943945786,56640
4,630,0.08000457823051856,63995
5,645,-0.08018327605957318,58156
6,660,-0.2871912693854107,95578
7,675,0.06314218471959912,51869
8,690,0.05163511187607769,118506
9,705,-0.11487650775417407,140486
10,720,0.09754977907845062,57287
11,735,0.00573789304566841,94316
12,750,0.05768990357871565,62736
13,765,-0.023287828381314407,69438
14,780,0.228911525695322,45639
15,795,0.011444266422511907,43990
16,810,0.1485544509199059,48447
17,825,-0.18317115054380173,60688
18,840,-0.24099150791828525,41436
19,855,-0.034439214785904185,47118
20,870,0.10321100917431583,44438
21,885,-0.12055801136690279,44824
22,900,-0.13221430213841676,69130
23,915,-0.1727513532189401,74660
24,930,-0.33510515368614746,100021
