,time,close,volume
0,570,0.123782802442652,9324264
1,585,-0.9917493124427135,5918764
2,600,1.2671768287665648,5441622
3,615,0.15609595793624526,5108576
4,630,0.5230467473030407,5221078
5,645,-0.629634259472481,4174896
6,660,-0.2633683776540816,3324323
7,675,0.07045125885275369,3488096
8,690,0.05723462076917153,2587550
9,705,-0.024711696869852664,2789499
10,720,-0.044500848812488294,2760577
11,735,-0.07092198581560162,2288628
12,750,0.3451676528599619,2641839
13,765,-0.18112958998848433,3427475
14,780,0.23024421658235694,2097561
15,795,0.4332215588451715,2260474
16,810,0.18775510204081958,2557448
17,825,0.040718107481110835,2845935
18,840,-0.10611011272667221,2438025
19,855,0.33379467556785525,2088344
20,870,0.01636140304322043,1814651
21,885,0.36488240064882366,2044750
22,900,0.31514320501772025,2845265
23,915,-0.21454324488556464,2789044
24,930,-0.11761842959117133,2777300
