time,open,high,low,close,volume
570,32.46,32.67,32.0,32.5,222445
590,32.17,33.5,31.0,32.6902,396558
600,32.6872,32.975,32.01,32.72,368645
615,32.66,33.15,32.51,32.89,281788
630,32.8327,33.28,32.63,33.02,360941
645,33.03,34.29,33.0,34.2497,301863
660,34.265,34.93,33.725,33.84,249447
675,33.84,34.0,33.4,33.52,129431
690,33.54,33.67,33.5,33.53,190648
705,33.52,33.55,33.39,33.44,159655
720,33.3971,33.69,33.23,33.64,402968
735,33.673,34.06,33.57,33.8,231811
750,33.8,33.8,33.44,33.61,99529
765,33.63,34.15,33.42,34.0,103298
780,34.0483,34.505,33.84,34.3575,237947
795,34.335,34.73,34.02,34.58,315902
810,34.59,34.72,33.675,33.74,440833
825,33.67,34.34,33.636,34.275,82546
840,34.28,34.54,34.24,34.41,87535
855,34.39,34.39,33.9642,33.99,225734
870,33.99,34.0,33.61,33.7,135177
885,33.73,33.97,33.55,33.6799,71165
900,33.67,33.73,33.35,33.36,260503
915,33.365,33.37,33.0,33.215,132837
930,33.215,33.4,32.75,32.755,293892
945,32.76,33.13,32.5,33.11,703245
