,time,close,volume
0,570,-0.12858555885263073,60459
1,585,0.20728457210542686,100956
2,600,0.14538107089174657,47854
3,615,-0.2197856472563803,36125
4,630,-0.02223045572433617,94229
5,645,-0.022235398754825535,37642
6,660,-0.31724001189649365,40887
7,675,-0.5582693649685996,74108
8,690,0.13937282229965214,54071
9,705,0.28786976374825496,43463
10,720,-0.14165361962275236,60037
11,735,-0.07212136284505437,30970
12,750,-0.06719259388299496,43009
13,765,0.07211777578832698,28790
14,780,0.16881827209533434,28859
15,795,-0.15415982893232,26643
16,810,-0.07962972179365778,31183
17,825,0.11681952625953085,24498
18,840,0.11668321747766318,26031
19,855,0.02730138244273253,28309
20,870,-0.13669350830102678,27607
21,885,-0.23916292974589848,27346
22,900,-0.22722165347448578,35056
23,915,0.19687001594895426,47269
24,930,-0.3551242935027157,73163
