time,open,high,low,close,volume
571,50.98,51.07,50.96,51.02,35000
586,51.03,51.03,50.97,51.0,9200
600,51.01,51.14,51.0,51.07,20200
615,51.05,51.13,51.05,51.08,6800
630,51.04,51.04,50.97,50.98,11900
645,50.99,51.01,50.96,50.97,10500
660,50.97,50.99,50.94,50.94,13800
675,50.97,50.98,50.92,50.94,11600
690,50.92,50.97,50.82,50.82,15800
705,50.82,50.89,50.81,50.81,7900
720,50.81,50.85,50.8,50.82,12700
735,50.81,50.84,50.8,50.83,7300
753,50.8,50.83,50.76,50.83,9700
765,50.8,50.84,50.78,50.81,12200
780,50.82,50.84,50.68,50.68,10500
795,50.67,50.68,50.53,50.63,41000
810,50.63,50.68,50.58,50.64,22800
825,50.66,50.66,50.58,50.63,21200
840,50.63,50.65,50.61,50.63,8300
855,50.62,50.63,50.58,50.59,26000
870,50.6,50.65,50.59,50.63,14900
885,50.63,50.68,50.6,50.62,14400
901,50.63,50.67,50.63,50.67,9600
915,50.67,50.69,50.65,50.68,13700
930,50.67,50.75,50.65,50.75,44100
945,50.74,50.75,50.68,50.71,31700
