time,open,high,low,close,volume
570,29.31,29.8,29.25,29.403,104797
585,29.46,29.9729,29.38,29.5273,119916
600,29.51,29.765,29.41,29.7,46331
615,29.7,29.8,29.57,29.77,38010
630,29.745,29.785,28.99,28.9994,52409
645,28.99,29.54,28.99,29.1,17702
660,29.175,29.3,29.11,29.27,14796
676,29.27,29.27,29.02,29.13,27046
690,29.135,29.135,29.02,29.04,17514
705,29.04,29.2182,29.04,29.065,19524
720,29.05,29.19,29.03,29.06,16186
735,29.11,29.1899,28.78,28.875,61467
750,28.87,28.9769,28.78,28.94,14722
766,28.97,28.9986,28.86,28.94,10018
780,28.9,28.986,28.86,28.9,6461
795,28.95,29.0,28.91,28.97,8028
811,28.9938,29.12,28.96,29.12,12978
825,29.1,29.12,28.961,29.0,18602
840,29.033,29.12,28.99,29.065,12565
855,29.065,29.065,28.78,28.985,33431
870,28.99,28.99,28.78,28.78,87673
885,28.825,28.965,28.63,28.94,32055
900,28.94,29.025,28.8,28.8475,19483
915,28.85,29.089,28.84,29.04,43334
930,29.04,29.09,28.76,28.77,31273
945,28.7856,28.91,28.68,28.74,75876
