time,open,high,low,close,volume
570,43.41,44.07,43.35,44.07,172955
585,44.07,44.11,43.76,43.77,171442
600,43.769,43.77,43.69,43.77,218071
615,43.77,43.92,43.69,43.86,308040
630,43.82,43.96,43.77,43.77,81924
645,43.78,43.9,43.69,43.79,118193
660,43.79,43.9,43.65,43.65,74014
675,43.6521,43.7,43.5,43.546,51099
690,43.54,43.61,43.51,43.57,62605
705,43.5899,43.7,43.58,43.67,48451
720,43.67,43.7,43.55,43.56,31858
735,43.56,43.57,43.26,43.27,74876
750,43.27,43.42,43.26,43.33,34380
765,43.34,43.63,43.34,43.6,48717
780,43.58,43.7,43.58,43.64,39228
796,43.63,43.65,43.52,43.6372,34151
810,43.63,43.75,43.6,43.68,51363
825,43.68,43.75,43.65,43.715,42309
840,43.67,43.7,43.6,43.6,171666
855,43.6,43.65,43.54,43.56,104898
870,43.63,43.73,43.57,43.68,94645
885,43.69,43.77,43.67,43.69,44433
900,43.68,43.88,43.68,43.84,108094
915,43.85,43.999,43.83,43.91,127332
930,43.93,44.09,43.91,44.03,102238
945,44.04,44.09,44.0,44.05,122188
