time,open,high,low,close,volume
570,79.62,80.5731,79.39,80.47,233295
585,80.474,81.42,80.105,80.75,197831
600,80.72,80.73,79.69,80.423,186923
615,80.355,81.13,80.29,80.43,110160
630,80.56,81.5,80.4,81.37,139718
645,81.38,81.81,80.6,81.01,125905
660,81.01,81.74,80.99,81.74,80771
675,81.7609,81.98,81.54,81.59,96012
690,81.63,81.82,81.02,81.21,59500
705,81.21,81.33,80.5824,80.63,94529
720,80.6,81.2,80.58,81.1999,72852
735,81.2599,81.74,81.2599,81.52,86791
750,81.5,81.635,81.34,81.39,36237
765,81.42,81.56,80.42,80.46,109699
780,80.44,80.55,79.92,80.22,106427
795,80.255,80.42,80.165,80.28,63823
810,80.22,80.23,79.74,79.7989,103504
825,79.79,80.35,79.65,79.99,144165
840,79.98,80.0,79.6,79.75,79771
855,79.74,79.74,79.16,79.39,72607
870,79.36,79.63,79.12,79.51,211542
885,79.515,79.55,78.93,78.93,76822
900,78.92,79.39,78.74,79.3,145937
915,79.285,79.83,79.19,79.4939,81656
930,79.49,79.61,79.3269,79.5,109366
945,79.52,79.86,79.22,79.52,360710
