time,open,high,low,close,volume
570,124.86,125.81,124.24,125.375,12545
585,125.43,125.46,124.66,125.0,7821
600,125.0,125.32,124.68,124.71,11411
616,124.82,125.33,124.69,125.33,2488
630,125.22,125.25,122.76,124.51,28245
645,124.205,124.64,123.62,124.64,32973
662,124.22,124.55,124.07,124.08,3489
675,124.08,124.74,123.72,124.07,10403
690,124.17,124.58,123.73,124.12,25620
706,124.27,124.57,124.08,124.22,7622
720,124.275,124.56,124.1201,124.515,6141
736,124.4,124.75,124.13,124.3,3642
750,124.14,124.84,124.09,124.56,5975
767,124.71,124.71,124.17,124.2505,3822
780,124.22,124.77,124.0,124.22,5192
795,124.255,124.255,123.93,123.93,9328
810,123.85,124.25,123.25,123.25,15985
825,123.3,123.64,123.29,123.29,1635
844,123.61,123.76,123.46,123.4747,2425
858,123.47,123.77,123.45,123.5996,1257
870,123.57,123.945,123.04,123.54,9591
886,123.6,124.03,123.56,123.96,7739
902,123.93,124.12,123.84,124.09,4718
915,124.115,124.56,124.04,124.41,3923
930,124.37,124.41,124.203,124.26,7082
945,124.32,124.53,124.21,124.21,46351
