,time,close,volume
0,570,0.587507730364888,111199
1,585,0.1158211721102442,105699
2,600,-0.3175832687838858,82232
3,615,0.015489467162337539,140724
4,630,0.09285051067781225,90640
5,645,-0.18604651162791402,85917
6,660,-0.21752641392169136,221918
7,675,0.21705426356589236,71109
8,690,0.29370845571185306,46049
9,705,0.07723200494284393,41170
10,720,0.030883261272406162,66125
11,735,0.08316117376056482,183056
12,750,0.31697939095661676,46180
13,765,0.16122840690979498,56700
14,780,-0.08452435838329005,68843
15,795,0.12279355333846892,93795
16,810,0.04602638846272036,42938
17,825,0.04600521392422471,55549
18,840,0.030660738923823747,91185
19,855,-0.1227935533384471,53839
20,870,-0.0768049155146104,47300
21,885,0.0,41264
22,900,-0.11534025374854075,40103
23,915,0.05379649554257084,55555
24,930,-0.6341840680587727,93275
