time,open,high,low,close,volume
570,97.52,99.0,96.33,98.99,773989
585,98.9893,101.1,98.94,100.865,578026
600,100.91,101.95,100.54,101.9373,599865
615,101.91,102.2,101.33,101.91,419261
630,101.95,103.18,101.91,102.8,727839
645,102.79,103.5908,102.73,103.378,523777
660,103.35,103.98,102.88,102.9386,723169
675,102.96,102.99,102.22,102.9,407634
690,102.905,102.92,102.06,102.1432,301902
705,102.145,102.42,101.66,102.4093,237234
720,102.38,103.0655,102.22,102.93,314749
735,102.94,103.0025,102.25,102.7,279767
750,102.7,102.72,102.08,102.4433,194098
765,102.43,102.81,102.22,102.665,196604
780,102.68,102.94,102.5,102.575,215108
795,102.57,102.57,102.17,102.38,236160
810,102.37,102.75,102.31,102.68,242326
825,102.66,102.9,102.49,102.78,204333
840,102.795,102.97,102.5,102.89,287815
855,102.91,103.41,102.9065,103.37,222030
870,103.37,103.83,103.37,103.77,272481
885,103.78,104.18,103.7616,103.7919,387452
900,103.8,103.96,103.59,103.93,329985
915,103.93,104.13,103.45,104.04,470860
930,104.04,104.11,103.57,103.75,695374
945,103.75,104.0,102.8,103.57,1576746
