,time,close,volume
0,570,0.3686944863415433,454913
1,585,0.016756032171578436,242154
2,600,0.0669792364367032,324982
3,615,-0.06702412868632565,256551
4,630,-0.22015520018001414,205542
5,645,0.06897130391005225,177567
6,660,-0.0502013932145932,173716
7,675,-0.03375881760161126,127282
8,690,0.050360919926139225,106803
9,705,-0.16815200941651492,107173
10,720,0.1594896331738418,142520
11,735,-0.05039052658100469,149827
12,750,0.11743981209630112,145751
13,765,-0.0503566932438003,170984
14,780,0.0,170812
15,795,-0.05878401074908246,155999
16,810,-0.033602150537627724,135112
17,825,0.14260548611692603,124980
18,840,-0.10917030567685207,126732
19,855,-0.01679825298168656,218411
20,870,0.03291373913510243,145236
21,885,-0.16753574432295246,115275
22,900,0.11760752688172091,243183
23,915,0.09232060428031845,202660
24,930,-0.15971755211836916,198691
