,time,close,volume
0,570,0.4536262775318427,96354
1,585,-0.0218662876510097,39724
2,600,-0.42270531400966743,33813
3,615,0.05486667398222009,34846
4,630,0.27903922963288247,30064
5,645,0.021880641102779957,105906
6,660,-0.39265218704522553,43731
7,675,-0.18430897887324382,36924
8,690,-0.3533568904593564,24613
9,705,0.20936639118457048,28543
10,720,-0.002754896829111244,77305
11,735,0.02203431845098303,28928
12,750,0.022029464408642185,28454
13,765,-0.05786080343857925,28419
14,781,0.01652892561983534,30842
15,795,-0.2208724461623444,24396
16,810,0.0937827550063529,24581
17,825,0.13222411988319138,23261
18,840,0.0,33406
19,855,-0.02071940416283558,18657
20,870,0.05375337335462902,34576
21,885,-0.10475245341272342,23768
22,900,0.07712648743940875,37946
23,915,0.07706704833204138,58536
24,930,0.060516036749746184,51518
