,time,close,volume
0,570,-0.12918640347831803,67586
1,585,-1.6530463718861501,58355
2,600,-0.028729625130651686,78057
3,615,0.567399792140665,43883
4,630,0.7443961191033834,49486
5,645,-0.5297233666862822,36605
6,660,-1.3143692961151716,82347
7,675,-0.8162663536686555,28480
8,690,0.30680537123449597,27967
9,705,0.2689778840406436,23108
10,720,-1.4788712053378021,27002
11,735,0.8250021484430936,28028
12,750,-0.2038004477868935,36253
13,765,0.5026560804249702,40225
14,780,0.26490443501296235,27587
15,795,-0.17834467605473042,18964
16,810,-0.21877144818119032,28103
17,825,-0.6910850034554349,21181
18,840,-0.20856585868074584,21358
19,855,-1.05476176590658,23375
20,870,-0.7520117938670425,35441
21,885,-0.35624992629107105,32095
22,900,-0.2829561078012656,29812
23,915,0.12550200803213188,48717
24,930,-0.05613827744127574,63551
