,time,close,volume
0,570,-0.1276867418599599,156716
1,585,-0.6425358749196921,118021
2,600,-0.387013545474091,189969
3,615,-0.17230239069566722,161488
4,630,-0.6939926263283459,90993
5,645,-0.02169197396962692,79885
6,660,0.19484736956050294,67639
7,675,-0.5660788155889354,355681
8,690,-0.1089799476896189,353816
9,705,0.36916395222582976,150770
10,720,0.67939178259464,93770
11,735,-0.389736927573887,106148
12,750,-0.043322863641293466,90323
13,765,0.09738151915170246,40530
14,780,0.40948275862068473,77583
15,795,0.021547080370605497,76469
16,810,0.0,49729
17,825,0.04307559767392446,55090
18,840,-0.15099223468507394,45761
19,855,0.2903538014840263,58050
20,870,-0.16156828953036564,71597
21,885,-0.33502647789906226,62234
22,900,0.17261840543747609,79630
23,915,0.04313598619649116,113326
24,930,-0.1187648456057001,163320
