time,open,high,low,close,volume
570,42.1,42.12,41.88,41.945,123794
585,41.95,42.08,41.95,42.01,82113
600,42.0,42.13,41.96,42.04,47300
615,42.03,42.08,41.97,42.03,61190
630,42.03,42.06,41.96,41.9701,37100
645,41.98,41.99,41.89,41.93,44606
660,41.92,41.99,41.9,41.9201,74878
675,41.93,41.95,41.85,41.9,133008
690,41.9,41.95,41.86,41.88,34622
705,41.89,41.91,41.87,41.88,18623
720,41.89,41.9382,41.87,41.91,40700
735,41.93,41.95,41.89,41.9,119345
750,41.9,41.97,41.86,41.86,101513
765,41.85,41.9,41.8,41.89,23470
780,41.89,41.895,41.85,41.865,70100
795,41.86,41.9,41.74,41.8,60512
810,41.79,41.855,41.77,41.83,18898
825,41.84,41.99,41.83,41.99,74324
840,41.99,42.08,41.99,42.05,49500
855,42.05,42.1,42.01,42.02,29138
870,42.03,42.11,42.0,42.0,51573
885,42.01,42.05,41.97,41.975,38385
900,41.98,42.01,41.93,41.955,59224
915,41.95,41.9775,41.84,41.85,53327
930,41.85,41.91,41.85,41.9,68800
945,41.91,42.04,41.89,42.04,210164
