,time,close,volume
0,570,0.17937774478876234,43091
1,585,-0.13238880501682412,26665
2,600,-0.2009216017873602,25253
3,615,0.12783661705573604,14560
4,630,-0.09538728789899946,16518
5,645,0.8305903343895126,17681
6,661,-0.033080740085399366,11147
7,675,-0.2104662637227102,13541
8,690,-0.08178633705229275,15693
9,705,0.7975629171514352,9575
10,720,0.10475207401459578,47390
11,735,0.23190351593193867,19379
12,750,0.197945930307799,25052
13,765,0.07759545381929249,24208
14,781,-0.010560182694199822,11209
15,795,0.017602277676911193,12376
16,810,0.354541871323755,10617
17,825,0.0,42522
18,840,-0.14878693104181492,13300
19,855,-0.2572415787631004,21364
20,870,0.015219078636982776,22691
21,886,0.34881781094073955,15214
22,900,0.12434282265933255,27341
23,915,-0.6726188660831504,26369
24,930,-0.21088019559902133,25479
