time,open,high,low,close,volume
570,96.64,96.7,95.98,96.1,84242
585,96.11,96.4,95.95,96.4,21016
600,96.4,96.64,96.38,96.52,16709
615,96.41,96.65,96.34,96.65,20892
630,96.68,96.89,96.55,96.55,23127
645,96.55,96.59,96.16,96.16,24834
660,96.15,96.4,96.05,96.4,23701
675,96.35,96.42,96.1,96.1,20759
690,96.1,96.19,95.89,96.09,25595
705,96.09,96.138,95.91,95.91,18229
720,95.89,96.12,95.89,96.12,9171
735,96.08,96.38,96.04,96.17,17907
750,96.19,96.27,96.13,96.15,13088
765,96.14,96.16,95.99,96.01,7075
780,95.99,96.02,95.82,95.9,29998
795,95.9,95.92,95.82,95.9003,9122
810,95.93,95.93,95.665,95.705,11886
825,95.73,95.99,95.675,95.87,10216
840,95.913,96.0,95.88,95.97,12562
856,95.95,95.95,95.6701,95.6701,6750
870,95.67,95.8,95.6,95.79,190332
885,95.83,95.93,95.79,95.81,17343
900,95.77,95.86,95.64,95.65,18237
915,95.65,95.66,95.362,95.46,38398
930,95.47,95.695,95.28,95.28,49927
945,95.3,95.36,94.86,94.87,171239
