time,open,high,low,close,volume
570,246.01,248.35,246.01,246.86,26388.0
585,246.7,247.81,246.62,247.29,22135.0
600,247.33,248.45,245.5,248.45,40924.0
615,248.58,248.8,246.86,247.5,36675.0
630,247.35,249.19,246.93,248.78,57274.0
647,249.08,249.65,247.75,247.75,21883.0
660,247.33,248.23,247.16,247.6,24310.0
675,247.98,249.74,247.14,249.59,35210.0
691,250.305,250.4599,248.91,249.0,41604.0
705,248.93,250.69,248.8,250.69,16187.0
720,250.97,251.52,250.0,250.61,14407.0
735,250.23,251.33,250.23,250.88,5472.0
750,250.73,252.02,250.73,252.02,11818.0
766,251.9,252.26,251.0001,251.38,14245.0
780,251.63,252.29,251.54,251.6,14167.0
795,251.14,251.97,251.13,251.73,15939.0
810,251.79,251.95,250.86,251.05,15372.0
826,251.26,251.3,250.49,250.64,11486.0
840,250.54,251.41,250.54,251.13,26467.0
855,250.76,251.88,250.73,251.8099,10157.0
870,251.71,252.01,250.58,251.41,17574.0
885,251.4,252.1599,251.05,251.53,13085.0
900,251.61,252.04,250.94,251.22,20316.0
915,251.06,251.97,250.91,251.88,20052.0
930,251.6,251.745,250.71,250.71,17861.0
945,251.07,251.36,250.76,251.01,46284.0
