time,open,high,low,close,volume
570,199.95,200.0,198.3151,199.29,86006
585,199.1539,199.8,198.32,199.3748,34488
600,199.49,201.66,198.5936,201.1,188896
615,201.095,201.84,201.075,201.5148,59389
630,201.59,202.5,201.2399,202.18,106397
645,202.2252,203.59,202.04,202.94,76330
660,203.1,203.6,202.67,203.25,46375
675,203.255,203.42,202.82,203.08,40805
690,203.0,203.0898,202.67,202.97,24264
705,202.935,203.48,202.75,202.9024,35592
720,202.9865,202.9865,202.6,202.705,25000
735,202.68,202.8,202.25,202.65,33093
750,202.75,203.32,202.705,203.29,35816
765,203.17,203.41,202.83,202.95,36697
780,202.86,202.86,202.26,202.63,39178
795,202.62,202.88,202.495,202.84,16328
810,202.85,203.31,202.85,203.3,29322
825,203.33,203.7,203.25,203.54,37537
840,203.57,204.07,203.43,204.0,42914
855,203.93,204.24,203.8855,203.8855,69295
870,203.925,204.0,203.6075,203.91,32669
885,203.88,204.24,203.75,203.99,30187
900,203.99,204.37,203.95,204.125,39791
915,204.165,204.33,204.02,204.18,52986
930,204.1486,204.4,203.87,204.4,60365
945,204.4,204.62,204.13,204.45,136368
