time,open,high,low,close,volume
570,11.78,11.9498,11.73,11.9498,23274
585,11.93,12.185,11.93,12.146,28722
600,12.11,12.24,12.1,12.156,18361
615,12.17,12.18,12.1006,12.17,10000
630,12.15,12.3,12.13,12.29,14597
645,12.28,12.36,12.22,12.36,18865
660,12.34,12.43,12.29,12.37,35585
675,12.37,12.38,12.2401,12.25,21459
690,12.25,12.27,12.22,12.26,11062
705,12.28,12.41,12.28,12.41,13516
720,12.4,12.42,12.32,12.34,9182
735,12.34,12.37,12.34,12.355,5000
750,12.35,12.36,12.3,12.34,5700
766,12.34,12.38,12.31,12.32,9234
780,12.32,12.35,12.248,12.26,10151
795,12.26,12.35,12.26,12.32,25100
810,12.31,12.365,12.3,12.35,11568
826,12.34,12.385,12.33,12.34,7116
840,12.34,12.375,12.3175,12.37,10850
855,12.3501,12.405,12.3501,12.38,10700
870,12.39,12.41,12.38,12.41,13700
885,12.4,12.41,12.37,12.38,24100
901,12.37,12.395,12.35,12.39,18900
915,12.4,12.4,12.32,12.34,33308
930,12.34,12.345,12.25,12.25,35793
945,12.25,12.27,12.18,12.18,111472
