,time,close,volume
0,570,0.03597210929608092,258297
1,585,-0.14310740457449547,69488
2,600,0.36482174376925985,63778
3,615,0.35959063496652205,45547
4,630,0.03819803231161625,41544
5,645,0.06362288270387241,29841
6,660,-0.457229386575153,32013
7,675,0.3290529498384097,30567
8,691,0.24319541668296782,19151
9,705,0.055696153056930875,19619
10,720,-0.14433403298644462,29258
11,735,-0.010765052724282529,31198
12,750,0.21873611538330176,16249
13,765,0.018550068098281636,18421
14,780,0.0483044645035268,28551
15,795,0.0019516574450834637,32003
16,810,0.021951326591828163,35122
17,825,0.02438441543240884,26141
18,840,-0.11816002382729193,23104
19,855,-0.08258485716240652,26296
20,870,0.25735258278660916,37538
21,885,-0.2643860720830717,34941
22,900,0.15760095243671654,34268
23,915,0.017562346329475828,37037
24,930,-0.42623239954143494,51550
