,time,close,volume
0,570,0.22606048964997158,7663
1,591,0.3034454313786232,3501
2,602,0.5114602262735226,7424
3,615,-0.03518442502785567,8547
4,630,0.440059258394329,8803
5,645,-0.1586141363935438,17452
6,662,-0.1471352546318318,8379
7,675,-0.0769208228330272,6923
8,690,0.34967842725009407,7332
9,705,-0.1806400655277343,4161
10,720,0.04532230003363487,8505
11,742,0.016079520537935044,3688
12,750,-0.007309407207085478,5457
13,765,0.45502118232163874,3341
14,780,0.14069709145601936,13617
15,795,-0.018168076509403795,6383
16,810,0.2146482958665726,6953
17,827,-0.20491505471667484,4754
18,840,-0.306126911471016,7658
19,862,-0.2030382705229311,4715
20,873,-0.08918259038875037,6383
21,885,0.27701234891891957,12247
22,900,-0.2909782131890641,10240
23,916,0.0,7449
24,930,-0.19338392569368223,12618
