time,open,high,low,close,volume
570,27.31,27.64,27.05,27.33,280033
585,27.32,27.5,27.22,27.27,142995
600,27.26,27.37,27.11,27.27,124079
615,27.27,27.4,27.14,27.39,134041
630,27.37,27.41,27.26,27.35,146155
645,27.35,27.39,27.26,27.37,52235
660,27.37,27.6,27.3,27.6,90202
675,27.6,27.81,27.56,27.65,133399
690,27.64,27.84,27.64,27.83,101706
705,27.84,27.84,27.74,27.74,61326
720,27.73,27.73,27.38,27.429,122077
735,27.41,27.62,27.41,27.45,51485
750,27.44,27.56,27.4,27.55,34424
765,27.54,27.57,27.41,27.56,51500
780,27.56,27.57,27.43,27.56,30086
795,27.55,27.64,27.51,27.52,43718
810,27.51,27.67,27.46,27.59,49851
825,27.57,27.69,27.43,27.69,55671
840,27.69,27.69,27.53,27.56,27066
855,27.55,27.8,27.48,27.72,71611
870,27.72,27.84,27.67,27.75,156696
885,27.75,27.85,27.71,27.83,145652
900,27.83,27.84,27.69,27.74,108194
915,27.73,27.85,27.73,27.84,123341
930,27.83,27.94,27.77,27.92,182705
945,27.93,27.93,27.76,27.89,253009
