time,open,high,low,close,volume
570,60.0,60.4,58.64,58.805,204438
585,58.76,59.77,58.38,59.77,132412
600,59.81,59.95,59.3041,59.345,86573
615,59.3453,59.53,58.7401,58.825,98161
630,58.825,59.15,58.63,58.72,110981
645,58.7127,58.84,58.2,58.3,94076
660,58.28,58.81,58.09,58.79,62178
675,58.8,58.82,58.62,58.6965,23876
690,58.72,58.785,58.28,58.38,42545
705,58.385,58.53,58.2762,58.52,26069
720,58.49,58.9503,58.39,58.9503,43947
735,58.94,59.1,58.85,59.05,58516
750,59.05,59.36,58.99,59.27,26867
765,59.25,59.36,59.2,59.3,37684
780,59.28,59.28,58.92,59.05,29403
795,59.0988,59.0988,58.81,58.83,35763
810,58.83,58.994,58.745,58.994,40480
825,58.97,59.17,58.93,59.07,26491
840,59.06,59.1,58.85,58.93,25705
855,58.925,59.0,58.83,58.935,22216
870,58.95,59.03,58.77,58.85,45491
885,58.855,58.98,58.81,58.81,32683
900,58.8,58.96,58.69,58.72,36631
915,58.71,58.77,58.62,58.62,44703
930,58.58,58.59,58.47,58.525,64641
945,58.54,58.585,58.4,58.51,118714
