time,open,high,low,close,volume
571,6.19,6.3,6.17,6.17,8806
585,6.19,6.28,6.18,6.18,7057
600,6.17,6.27,6.16,6.26,7825
615,6.26,6.35,6.25,6.28,20178
630,6.29,6.29,6.22,6.25,10301
646,6.22,6.25,6.21,6.21,6618
662,6.21,6.24,6.2,6.2,6659
677,6.21,6.23,6.2,6.21,2200
691,6.21,6.23,6.2,6.2,1310
709,6.22,6.23,6.22,6.23,430
721,6.23,6.23,6.18,6.18,48673
735,6.18,6.2,6.18,6.2,5637
751,6.19,6.2,6.19,6.19,1200
765,6.18,6.2,6.18,6.1818,1900
783,6.18,6.24,6.161,6.161,13316
795,6.16,6.16,6.15,6.16,5700
810,6.16,6.17,6.1,6.13,12017
825,6.12,6.15,6.12,6.13,2005
840,6.13,6.15,6.12,6.12,2400
855,6.14,6.16,6.14,6.16,2900
870,6.16,6.16,6.15,6.16,1500
885,6.17,6.18,6.16,6.16,7800
903,6.15,6.16,6.15,6.15,2700
916,6.15,6.15,6.14,6.15,950
931,6.15,6.15,6.06,6.06,8519
945,6.06,6.19,6.05,6.08,9086
