time,open,high,low,close,volume
570,22.61,22.7299,22.33,22.68,2292902
585,22.68,23.03,22.66,22.85,1050039
600,22.85,22.92,22.61,22.74,897692
615,22.74,22.97,22.69,22.94,686533
630,22.935,22.99,22.69,22.76,665742
645,22.76,22.865,22.71,22.83,448349
660,22.82,23.0,22.79,22.98,438629
675,22.98,23.135,22.95,22.995,787075
690,22.995,23.09,22.94,23.02,783770
705,23.01,23.13,22.94,22.94,517540
720,22.95,23.16,22.9,23.12,698320
735,23.13,23.21,23.07,23.16,356550
750,23.17,23.29,23.17,23.215,372022
765,23.22,23.22,23.01,23.02,342379
780,23.0163,23.16,23.0,23.02,422847
795,23.02,23.04,22.92,22.93,338613
810,22.93,22.98,22.89,22.95,259257
825,22.96,23.005,22.9149,22.93,201864
840,22.93,22.99,22.87,22.98,241135
855,22.98,23.26,22.98,23.25,1046891
870,23.25,23.51,23.25,23.445,807238
885,23.45,23.59,23.39,23.55,424791
900,23.54,23.575,23.36,23.37,532486
915,23.37,23.46,23.32,23.365,447524
930,23.36,23.39,23.27,23.325,681540
945,23.32,23.35,23.17,23.23,1182251
