time,open,high,low,close,volume
570,16.88,16.94,16.6297,16.77,74706
585,16.78,16.78,16.7,16.76,31118
600,16.77,16.77,16.65,16.65,37954
615,16.66,16.72,16.63,16.64,17511
630,16.64,16.68,16.54,16.55,40522
645,16.555,16.62,16.53,16.57,47620
660,16.58,16.58,16.44,16.48,29704
675,16.49,16.505,16.4302,16.44,32420
690,16.44,16.4461,16.35,16.36,39007
705,16.3601,16.48,16.34,16.475,49105
720,16.46,16.56,16.44,16.49,37809
735,16.49,16.65,16.49,16.6375,36400
750,16.63,16.64,16.47,16.5,38821
765,16.48,16.525,16.43,16.49,28290
780,16.5,16.555,16.46,16.49,19731
795,16.49,16.545,16.47,16.48,21600
810,16.49,16.52,16.46,16.46,20300
825,16.46,16.55,16.45,16.55,51162
840,16.55,16.56,16.5,16.51,48076
855,16.51,16.55,16.46,16.48,25890
870,16.48,16.525,16.46,16.49,22044
885,16.5,16.54,16.47,16.52,24303
900,16.52,16.5203,16.44,16.44,14425
915,16.44,16.445,16.37,16.401,39316
930,16.41,16.44,16.4,16.44,30888
945,16.44,16.47,16.38,16.4,89989
