time,open,high,low,close,volume
570,61.09,61.255,60.76,60.97,47368
585,60.98,61.03,60.57,60.7401,66893
600,60.8,61.1288,60.5701,60.7501,44762
615,60.76,60.79,60.43,60.47,106187
630,60.5,60.52,60.05,60.3,34447
645,60.285,60.5,60.13,60.1475,27989
660,60.13,60.65,60.04,60.54,72396
675,60.57,60.57,60.28,60.39,16118
690,60.47,60.86,60.31,60.82,22429
705,60.75,61.0,60.3,60.545,25244
720,60.52,60.6799,60.33,60.38,25303
736,60.41,60.41,60.23,60.32,11515
750,60.36,60.45,60.25,60.265,17462
767,60.21,60.3,60.17,60.26,14216
780,60.25,60.28,60.02,60.05,15748
795,60.01,60.39,60.01,60.22,13071
810,60.1856,60.3099,60.1,60.27,15920
825,60.27,60.27,60.18,60.2,10686
840,60.18,60.57,60.18,60.44,23333
855,60.41,60.45,60.37,60.41,11243
870,60.39,60.44,60.27,60.44,26724
885,60.46,60.47,59.98,60.05,32577
900,60.045,60.34,59.97,60.34,110347
915,60.32,60.33,59.95,60.22,131408
930,60.205,60.34,60.08,60.26,94807
945,60.26,60.34,60.11,60.26,108701
