,time,close,volume
0,570,-0.255236093386385,55557
1,585,0.5988247364984466,20718
2,600,-0.6600505131118117,25796
3,615,-0.20792954857648577,24591
4,630,-0.27927162939898187,22178
5,645,-0.4444612920650917,15733
6,660,-0.5000286201406334,15769
7,675,-0.21091863517060955,31512
8,690,-0.28235068912711003,8871
9,705,-0.5030926248352702,6393
10,720,0.6375210276800803,6697
11,735,0.009557122923706354,10504
12,750,-0.32407762522051486,5211
13,765,-0.06428153393010322,8852
14,781,0.42417815482503174,2546
15,795,0.0506082539197499,6750
16,810,-0.7455435734143973,7041
17,825,-0.4648690441673862,5454
18,840,-0.10351866722133996,11201
19,855,-0.3339189858181553,17319
20,870,-0.45244015406368293,10599
21,885,0.19366642661113037,18611
22,900,0.19813904699003126,11102
23,916,0.02621741030246947,9692
24,930,0.3483477671875888,14971
