,time,close,volume
0,570,0.5921579087756657,801623
1,585,-0.06801101415418877,360791
2,600,0.23795144469758978,421175
3,615,0.3347133757961865,207517
4,630,0.3385526872619479,206574
5,645,-0.052926855086267766,220169
6,660,0.010584250635060452,232502
7,675,-0.06587740870895557,328867
8,690,-0.23653060141197152,242811
9,705,-0.29066672345137046,148057
10,720,-0.08738277919862919,249055
11,735,-0.07465074117522384,146505
12,750,0.05329354082284925,123727
13,765,0.4033970276008595,170959
14,780,0.2646903123345686,180439
15,795,0.37970678198502206,379292
16,810,-0.3705272072835153,304289
17,825,-0.1090537966936151,263591
18,840,-0.10301294292382507,123227
19,855,-0.15938795027096556,111426
20,870,-0.02125624402167714,171819
21,885,-0.07445224420336885,147161
22,900,-0.02819343890800815,194085
23,915,0.29330646016760226,253080
24,930,0.317225335730144,450000
