,time,close,volume
0,570,1.442815249266857,801034
1,585,-0.30355798192771566,308716
2,600,1.7501676184310901,312613
3,615,-0.22824966110138148,424493
4,630,0.6068911511354717,312388
5,645,-0.04147465437788175,365421
6,660,0.5955107650022956,203275
7,675,-0.25718747129604214,173537
8,690,-0.591333271736118,131404
9,705,-0.009240436148590941,108164
10,720,-0.4688297822958691,147091
11,735,0.4336127027908883,156376
12,750,-0.6996020757219614,107190
13,765,0.7460273466370938,81740
14,780,-0.015061395978885485,88660
15,795,0.24775906168630368,104033
16,810,0.865771198830401,85028
17,825,-0.24502507499599102,189978
18,840,0.5624373804535995,146442
19,855,-0.30606185190261564,150959
20,870,0.12774305397144084,138089
21,885,0.0683869791191783,119628
22,900,-1.2369611372657652,141227
23,915,0.10143858354850557,215733
24,930,0.009220839096362485,295649
