,time,close,volume
0,570,-0.31578443724980754,66130
1,585,-0.05106192854520358,33669
2,600,-0.15902316623914278,43319
3,615,-0.7235994848679981,23987
4,630,0.5427560479674645,46950
5,645,-0.1924958693594773,24740
6,660,0.23205940720825258,25698
7,675,0.008801478648404928,16496
8,690,-0.10011693658192769,22916
9,706,-0.043269230769227854,8335
10,720,0.1560062402496136,6605
11,736,0.07274994803573978,13724
12,750,0.003197697657701734,11413
13,765,0.21537970644542265,10315
14,780,-0.015972557200024707,8361
15,795,-0.29123991806426214,7566
16,810,0.06397134083930035,13343
17,825,0.575608204802036,7114
18,840,-0.054091892579870154,41608
19,855,-0.14498526248704982,14213
20,871,0.11060802584568191,11336
21,885,0.03659070118920068,24875
22,900,-0.034216054491061146,26393
23,915,0.20963028840044728,18644
24,930,0.12213498294870258,30560
