,time,close,volume
0,570,-0.07822232523104031,9639
1,585,-0.08698930031606442,9031
2,600,-0.4807412155468729,9038
3,617,0.08296822462554203,6251
4,631,0.28014050570442467,9672
5,645,-0.22111663902710071,3688
6,661,0.2597176477416284,9370
7,675,-0.10893879092467246,6993
8,690,0.23909231861586952,6919
9,707,0.14758439078031366,6171
10,720,-0.02460345027207929,4687
11,736,-0.14783894251673796,4628
12,750,-0.10228731854883182,4796
13,765,-0.06896451594169561,4555
14,780,0.1044265243371856,3033
15,797,0.06667246427226083,3761
16,814,-0.007247532215290585,2586
17,825,-0.12481314311423503,4070
18,843,-0.20651241255943906,5376
19,855,0.005816912673593197,3506
20,870,-0.06548311990685853,4721
21,885,0.008730320402750841,7374
22,900,0.04217875063631207,7200
23,916,0.06802147618232002,6249
24,930,-0.06370167835015389,6801
