,time,close,volume
0,570,-0.6183131860497533,863373
1,585,1.0891599381549617,609198
2,600,0.7433083153951694,396270
3,615,0.3549073312626994,320906
4,630,-0.004757697274522532,262318
5,645,0.44657960619798137,257634
6,660,-0.47931468198659555,251016
7,675,-0.32296238698874324,293591
8,690,-0.6940199586541353,120427
9,705,0.33131396105007965,165762
10,720,-0.3193242686444193,121665
11,735,-0.027476301689787087,180359
12,750,-0.580350974160566,141536
13,765,0.42310206047262267,191830
14,780,-0.15310115976539185,162435
15,795,-0.4448750778600553,123116
16,810,-0.09698649116731194,111229
17,825,-0.166539449031976,136095
18,840,-0.22951731812492177,126985
19,855,0.27051397655544596,144984
20,870,0.12469691721510691,137475
21,885,0.2556661138750722,219939
22,900,-0.3466925530439606,152153
23,915,-0.18408530443540436,120674
24,930,-0.03822098679639112,209867
