time,open,high,low,close,volume
570,18.83,19.14,18.77,18.8,28463
585,18.79,18.88,18.5301,18.59,101886
601,18.61,18.76,18.59,18.69,84604
615,18.69,18.73,18.44,18.44,17002
630,18.44,18.58,18.44,18.56,22010
645,18.5502,18.58,18.48,18.52,6866
660,18.55,18.67,18.54,18.67,66800
675,18.67,18.68,18.52,18.54,21902
690,18.55,18.61,18.26,18.37,69870
705,18.37,18.53,18.36,18.4,46762
720,18.44,18.47,18.44,18.44,14073
735,18.44,18.47,18.4,18.46,16036
750,18.47,18.5,18.455,18.49,15600
765,18.5,18.54,18.46,18.5,24500
780,18.5,18.51,18.45,18.46,80294
795,18.4501,18.5,18.45,18.5,5963
810,18.5,18.5,18.41,18.43,14874
825,18.4303,18.48,18.36,18.36,62849
840,18.3675,18.44,18.27,18.43,48299
855,18.43,18.49,18.41,18.46,21190
870,18.45,18.46,18.41,18.43,17214
885,18.43,18.52,18.43,18.5,24640
900,18.5,18.55,18.5,18.5175,38831
915,18.5175,18.6,18.5175,18.6,15800
930,18.61,18.71,18.58,18.7,44050
945,18.7,18.77,18.6701,18.69,97985
