time,open,high,low,close,volume
570,172.34,173.47,169.82,170.39,157056
585,170.41,172.74,170.05,170.47,102029
600,170.47,170.6,167.68,168.34,206823
615,168.3,169.09,167.65,168.4,157301
630,168.49,170.0,167.85,168.9809,132984
645,168.86,170.0,168.3,169.57,96759
660,169.68,171.1699,169.565,170.06,97723
675,170.04,172.07,169.72,171.63,69574
690,171.7,172.9,170.93,172.1672,80825
705,172.18,172.5,171.74,172.36,36128
720,172.48,172.785,171.32,171.51,54290
735,171.4889,172.0,170.84,170.99,50177
750,170.975,171.36,170.72,170.9034,48158
765,171.07,171.1199,169.86,170.7953,48783
780,170.79,171.3899,170.64,171.07,49422
795,171.1,172.55,171.0,172.55,38196
810,172.56,173.02,172.12,172.91,49743
825,172.95,173.75,172.55,173.09,52829
840,173.05,173.17,172.72,173.03,30720
855,172.9201,174.64,172.9201,174.62,83313
870,174.57,174.67,173.94,174.0149,57130
885,174.0465,174.0561,173.345,173.89,36002
900,174.0,174.09,172.59,173.16,117194
915,173.21,173.89,173.21,173.72,71001
930,173.725,173.9,172.1,172.13,106565
945,172.1,172.87,171.23,172.75,370653
