,0
0,14.092814902515226
1,-25.713856090307445
2,-8.405654247419458
3,1.666426993144459
4,13.596268038578243
5,9.397045533534046
6,-17.95155759842287
7,-16.918724648438694
8,-21.83129708661203
9,1.5866343178616846
10,1.389160867975038
11,21.648702008098937
12,-18.20312382973262
13,1.8342678910488703
14,6.825442042512449
15,-7.953523137610366
16,-2.0654197392653457
17,1.561475557043884
18,1.4643974691269444
19,-3.635113637977208
20,-0.981717017615241
21,-9.628864863009655
22,4.033037671497078
23,-6.6635686772730205
24,10.537949876219198
25,37.08704371321797
26,18.94016118465687
27,10.201876641305292
28,8.754989309703298
29,-24.84187009391082
30,-0.890771452868363
31,-4.138450774487322
32,1.670728676362213
33,47.65832368979063
34,31.605375982933467
35,13.771457806348554
36,-27.916943113764162
37,-5.092636301441408
38,5.718560671534185
39,-3.913357129068868
40,7.050621533618105
41,5.571454488852799
42,-4.242474044676763
43,22.388855206002585
44,-0.8078205825987199
45,-25.88270022782592
46,16.070892099446418
47,5.1026032887215536
48,-13.449766413272961
49,-20.60010859073056
50,-26.964563173617393
51,29.354433277769065
52,-11.916898677056025
53,-0.8527535332548029
54,30.505601757871712
55,53.12821644368911
56,-11.766048882494907
57,19.056909638577135
58,-9.502202749549518
59,-7.843281327159009
60,-10.727576085923738
61,-2.9839181195206534
62,7.818393522495117
63,-10.332058853110324
64,-6.848210327299267
65,36.11929689615289
66,-20.931125448012235
67,-2.330453829641682
68,2.3174138499103405
69,-1.2451852352631436
70,10.503619040401414
71,-6.775529054031751
72,-3.7174346001536804
73,0.8567616905358015
74,-0.06677224629104928
75,35.27327634444554
76,40.10228961992668
77,39.49342590333822
78,-51.83628421151347
79,36.155956260137685
80,-37.46492924269896
81,27.097922637787164
82,32.72493855922716
83,5.760988193248999
84,15.785158324323966
85,-12.039595162933944
86,19.672167028383893
87,9.931630018808205
88,-4.477685409772831
89,8.056251093261494
90,-0.6792617667788303
91,-14.471050753442153
92,8.573628083873022
93,-1.835567448364096
94,-8.90393001357292
95,-1.6312771347333817
96,-44.37620795160978
97,-3.978736118710424
98,-13.122045357422028
99,8.478982052622097
100,3.87087139470921
101,-0.8165044294134332
102,3.4250804407344733
103,-0.7750335388728469
104,-12.545099476860502
105,-7.221553492731187
106,-13.296223784397743
107,11.12501559594918
108,4.7441191519795884
109,-2.4903083105086115
110,-8.513315572004391
111,-13.017857438166697
112,5.906149613441399
113,-0.52689474532857
114,12.55592787329947
115,-1.4164064811804884
116,-6.053282347991214
117,-0.7429975857012738
118,4.490323345932827
119,-3.071385349977459
120,3.3926126806723147
121,3.7172578294709844
122,-5.404342883283768
123,0.8662542902806549
124,3.7207117642909537
125,63.903279096289985
126,9.421468491040258
127,-41.279883530525545
128,13.035659934728855
129,33.674917769140954
130,13.542770151254361
131,17.266012742792118
132,41.90284707788572
133,-11.500943981893894
134,-35.413231227415814
135,17.00013039946459
136,9.588873532414159
137,-29.02190852123724
138,-4.007803591013675
139,-30.559277920672532
140,18.50233914195861
141,0.7225038045488562
142,-7.6871680159268605
143,10.080086693645024
144,-13.287684857878634
145,-4.643432232294586
146,1.1610060504884345
147,-0.7790735940736537
148,-9.744789374718945
149,-40.18099090711781
150,-25.354248866427678
151,-22.702520590240734
152,125.25356203120931
153,-51.65347840986242
154,6.646033601100371
155,0.9374996197887944
156,27.120839397206577
157,28.42133313631581
158,-25.769466597669403
159,10.864775393932481
160,39.06796715543689
161,18.592219886961466
162,-62.596850372857936
163,30.472870373495027
164,-2.478515734701707
165,18.84990145843688
166,4.018547782134894
167,-12.6144556070123
168,10.738282431476351
169,3.2165462860072216
170,0.9637770915597348
171,12.215539133817725
172,-8.058000433316083
173,4.42575680123241
174,-6.510616305803979
175,-5.88616175839282
176,-3.710015642112284
177,-9.75169246782017
178,2.4107162778347497
179,-5.377653066355706
180,-5.342620255572686
181,1.1057854776197198
182,28.560346375024917
183,12.601894441723635
184,-15.975966281043721
185,-4.420750635200809
186,8.990810149524194
187,24.139126247370633
188,-7.758087013293492
189,5.711108471193004
190,1.0160020578398623
191,-8.98934673456185
192,-3.7967051082401424
193,2.9190524756289786
194,-14.828255294570454
195,-13.48957764076436
196,0.12990078749749667
197,-4.753855445852536
198,7.625048169805254
199,3.7055069397706193
200,24.688938523669634
201,5.056369537012647
202,25.555200403062617
203,45.81592262354975
204,-8.489214411617487
205,-15.471198525845423
206,-22.749024052910432
207,-1.2270495876906233
208,-16.372165751300034
209,14.091926597190685
210,26.469465203183834
211,-4.145610504347953
212,-8.420037382878371
213,12.582117426345809
214,-4.914865681445121
215,1.4075561682883175
216,0.31077616059310675
217,-7.101357049657945
218,-3.4471723798786527
219,4.8568980681781415
220,-11.61785145430819
221,0.9095062969247044
222,-8.486729608504827
223,11.498248015097513
224,5.972205245041418
225,-35.200358707356905
226,-7.425558469184955
227,21.97772380662363
228,-11.407159012725224
229,-33.05090402775468
230,-26.83358239002917
231,-58.84146445660716
232,10.35959810549692
233,-25.895080738995627
234,-0.42517169835773627
235,-7.27515658103652
236,-4.721121352394225
237,11.08747477884378
238,-20.66073300888024
239,-11.267127238003306
240,30.009673682540274
241,42.384286827002484
242,-20.888842477933586
243,-34.12909302632463
244,12.772034248007623
245,14.588016242294556
246,3.633519882747233
247,-27.452317169713208
248,12.103398734182456
249,-9.794419133672042
250,-8.586377841881644
251,-68.90603024840428
252,8.940282224172478
253,-12.762525666987948
254,-15.200736764038698
255,3.723661513535418
256,10.495937326784926
257,13.326542712611602
258,-8.732931177126401
259,36.0887219838624
260,-3.6462910207832966
261,7.720970306746824
262,-21.55294818847028
263,-15.45676241927583
264,0.04956025741310344
265,0.5194969990688922
266,-1.67768140087119
267,5.322606899731409
268,1.1415550425390837
269,-0.47952218563288385
270,4.5529727142519665
271,-11.379909406208355
272,-10.511247069502343
273,-13.901532953729296
274,0.03004707838919063
275,-17.14924643362252
276,-1.689070105072079
277,-19.21155967482361
278,-0.07280198477809274
279,-4.8459351342927715
280,28.591639588132217
281,-13.170801994018737
282,-24.066453644927297
283,12.579449348427636
284,11.063511114533775
285,25.634704878266
286,5.912780425720643
287,-0.032199196451697
288,14.624935195289526
289,-30.797426921049325
290,-6.090891560130595
291,-4.367766691570612
292,12.182994684387246
293,7.448140106136255
294,-8.204018577819955
295,-19.803406859237654
296,12.6903901533711
297,15.239462072807209
298,7.0021959103265194
299,-26.465301323853584
300,-4.096607686370156
301,-56.9377391827429
302,-20.046672440303936
303,34.56420673571005
304,-16.238465599512672
305,-2.609366347694258
306,21.745507733269733
307,-4.2657182647659555
308,25.635967394515017
309,26.72800269135049
310,-11.07889151806755
311,26.7343678659754
312,-10.326023050872587
313,-2.8932447515458612
314,6.640614997968468
315,17.498581049639775
316,-29.141428140615435
317,-2.1292364380220214
318,6.5958853126394095
319,20.654691411713653
320,12.34150506111276
321,-29.70262438629369
322,-7.898850404142921
323,-28.160196650519357
324,12.159588071294166
325,48.04490936970924
326,-46.4111774351375
327,-45.682322347855944
328,37.52468228885177
329,31.320013831163617
330,-33.00959176957002
331,-18.98299347274983
332,2.5756296377637207
333,-7.555405216260194
334,-15.702603529806392
335,13.718609187894605
336,20.95898910522734
337,6.705866939352123
338,11.070853140772034
339,-4.840027330455956
340,-17.03369427967352
341,18.883697109225807
342,4.542347414900975
343,24.125762619755065
344,49.165330366542435
345,-32.39360253627805
346,16.085043591133715
347,-2.229401991254011
348,1.4069745692199
349,28.134032685096546
350,46.729797956442255
351,60.693201900684656
352,8.371033759495166
353,-31.04525796039801
354,-16.618944931302092
355,0.04253646254215104
356,20.643449497624083
357,3.603347236480052
358,6.457792982880422
359,5.784305541480111
360,-1.2121995153080556
361,-7.625971771371234
362,-11.31301187401037
363,0.6343682615368285
364,6.538846046175825
365,-4.501422451308906
366,-16.108471253986664
367,-11.309055095995243
368,13.404751995480694
369,2.061312051447359
370,-11.889338861068222
371,-5.214976359508755
372,2.7042662887352207
373,8.38464460600284
374,-15.385446545494569
375,-45.27384332896869
376,32.22833660485762
377,6.545464742453989
378,-0.8454068240769481
379,6.805474784426892
380,2.852824398165728
381,-10.908589525184269
382,10.270638289530968
383,1.852199143011601
384,-3.0582413155726873
385,5.577295619741664
386,0.9191867748428817
387,-12.177393668383063
388,9.81885216675426
389,-4.990989699620695
390,-9.968503266661049
391,7.850576194144296
392,-11.753562758932516
393,0.4116557695039934
394,-5.893916925515016
395,2.930519561954667
396,-2.527438117494554
397,-0.7270260276879689
398,10.977680952719751
399,-8.92113214365482
400,7.346403003690597
401,-12.970748700037646
402,31.896481723031076
403,-5.66585137449845
404,-8.41711425210297
405,-12.936231639116752
406,4.675236804044056
407,10.74309263573697
408,6.216963021749913
409,20.36182131989655
410,10.83136137498456
411,-19.387703936412922
412,2.644067987429099
413,-4.292498672561044
414,-19.930656375799682
415,8.913680881236765
416,14.965538484626599
417,-0.11583199473944394
418,0.7443817378638804
419,-0.9494264991827268
420,5.0979042922186375
421,-16.732868695425243
422,-5.66632046358761
423,10.652104258375875
424,-14.367600892981507
425,-2.201737013806436
426,-15.612103371408335
427,20.61293285750687
428,-21.531938715988222
429,0.051368765734705196
430,7.6381926340836355
431,3.415246326151853
432,-5.858350628908054
433,-10.87873003875068
434,-8.578044299424862
435,3.7955526084609787
436,-14.897542915477246
437,-14.724564164422935
438,-2.2844850543559176
439,-1.1962536269834474
440,-3.7332813455831664
441,7.9753922608825265
442,-7.760228531745923
443,2.142733090572778
444,3.284978413192719
445,-4.002247712204754
446,-0.551909394290047
447,-5.7279200650755016
448,3.4611188726172557
449,-3.584078116434757
450,8.884464379434057
451,-19.72970465011096
452,-3.279660301767435
453,10.464336528896236
454,-7.238347695857441
455,12.301349471140979
456,6.18971241880884
457,-11.99787120031433
458,-1.8419938722889144
459,-1.3978406182668417
460,2.962766565734629
461,-2.1646506883020784
462,-9.121835785870935
463,-2.882636018803678
464,-0.9567898389025558
465,-0.3293107323112162
466,-9.366161903597355
467,8.21679164304688
468,-3.682887580919515
469,-13.62775438573081
470,3.073990591864108
471,6.497086799851519
472,0.2920752971012448
473,-6.373131481952825
474,-12.18948672563327
475,-32.247251276266354
476,-22.726279297652113
477,-4.301939688580488
478,10.763980964270294
479,-7.9198140021017345
480,31.45097585065539
481,-6.722688079018912
482,-14.844589332324903
483,-3.5811895998442225
484,11.196106554251395
485,12.28215153208964
486,-0.9282427746011257
487,-0.7926784820596495
488,6.863883056021532
489,3.0363500372387926
490,5.814628322114093
491,-3.5884029640816024
492,14.251365661802573
493,-1.7370954896337154
494,7.410879512366819
495,5.914319638399637
496,-5.612431830580196
497,-7.91151684901197
498,-1.2763861601710604
499,12.689417343928156
500,-133.40704136999273
501,37.447546500362044
502,-13.659171961560043
503,-79.70045547113216
504,-26.005220878405364
505,-30.810054317852416
506,44.814020879041045
507,23.121914063336234
508,-19.20676430017552
509,-32.72223977412299
510,2.214297234576554
511,24.36131192755903
512,1.1136314735142452
513,-21.150661819290956
514,8.636881146074234
515,6.903107874569687
516,-30.77174930447757
517,-10.894386999397547
518,23.54051833954648
519,-29.781754986124433
520,16.28387031679841
521,14.488760577573931
522,0.7787737289713589
523,-3.963461052990223
524,-6.508450019016781
525,20.815387671983473
526,-26.784835026840508
527,-1.0891806965517652
528,12.187317898043943
529,46.08034909346152
530,0.5238202300452368
531,-7.989737235606325
532,-17.22235076990974
533,-22.35698749881897
534,-28.566401793117773
535,47.17660261465279
536,-9.257452870665206
537,6.480532297349322
538,-4.41590406003407
539,13.613800525104937
540,9.970567922007568
541,-18.181372435308965
542,5.142828454592408
543,17.656259547551006
544,-1.6587350001305536
545,3.602045248864078
546,-4.602741098422214
547,2.7781156759606764
548,-1.947074282802541
549,-1.0544614316416125
550,26.84421572928894
551,8.738628026142178
552,-10.822542236601453
553,-30.901870362436192
554,11.977827926389528
555,-1.5168104451728308
556,-1.4858741756909422
557,-4.601875184932614
558,-12.579799150810304
559,3.895851708829625
560,19.436078689251463
561,-17.187186744780654
562,8.896393448049334
563,-10.550920363665053
564,-20.40823564617719
565,-4.251409115356744
566,-9.708476116645706
567,6.403706803005985
568,3.9275985818820054
569,-1.5414197151747748
570,1.1226218887779
571,-1.93952599820818
572,-12.514414415304827
573,-7.4211191298940165
574,-16.419867565010716
575,35.784918735290326
576,25.820599064091002
577,5.191637522101109
578,30.103596775481986
579,5.14057941613898
580,-1.5785270773273812
581,6.165244373895997
582,-8.25282467328693
583,9.167290952392191
584,-7.756915407725687
585,0.26237984659077407
586,-4.455951850941984
587,2.219470418676256
588,-13.664210954937122
589,-16.720532353198298
590,9.611585969479489
591,1.2377936350831247
592,12.144224268504338
593,5.785335392480643
594,-1.6536019837700877
595,0.43396387882948173
596,8.827099852509802
597,3.9203941477384516
598,-15.861528514867402
599,8.747195929137263
600,30.88057720853724
601,24.55333434919521
602,-14.79883561330955
603,-2.2597119441563427
604,-12.326301650467913
605,9.787970145664111
606,-43.670586794233245
607,8.403300214450864
608,-1.4804452326814181
609,18.59013697150614
610,18.05695817272489
611,1.369673997638985
612,-21.345964614114266
613,9.678692648350285
614,6.693783112644799
615,1.1681378415311916
