time,open,high,low,close,volume
570,164.0,166.6,162.2,163.39,164215
585,163.99,165.18,163.67,164.39,65174
600,164.375,166.51,164.1,166.13,89529
615,166.159,167.14,165.13,166.67,56266
630,166.7,167.49,165.93,166.21,32575
645,166.195,167.017,165.585,165.9042,31185
660,165.96,166.3,165.185,165.63,75813
675,165.75,166.15,164.515,165.61,41857
690,165.8369,167.53,165.8369,167.03,40061
705,167.26,168.7,167.1625,167.93,34613
720,168.01,168.66,167.66,167.69,25417
735,167.72,167.72,166.09,166.39,42480
750,166.5076,166.5076,165.03,166.26,24938
765,166.26,166.515,165.16,165.33,24554
780,165.32,166.425,164.6,165.195,26567
795,165.19,165.6327,164.62,165.42,19428
810,165.44,165.65,164.36,165.65,41478
825,165.65,165.89,164.49,165.53,36033
840,165.21,165.355,164.35,165.15,34452
855,165.01,165.35,164.58,165.35,24188
870,165.3,165.34,164.615,165.24,26407
885,165.01,165.11,164.29,164.6,24281
900,164.83,165.0,163.17,163.375,30866
915,163.46,163.55,162.47,162.88,49958
930,162.81,165.135,162.49,164.985,76490
945,164.98,165.16,163.68,163.96,190349
